id	super_id	orthstring	pos_string	de	de-pishoy	en	en-pishoy	fr	fr-pishoy	merged-pishoy	etym_string	etym_string-processed	ascii_orth	search_string	oref_string	greek_id	ents	orthstring-pishoy	lemma_form_id	entry_xml_id	cdo
4901	1943	"Subst. f.
ϫⲁⲧⲟⲩⲁ~S^^CF11741
"	N	1@CS5513|~~~Lästerer;;;CD 468b; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5513--><tr><td id=""meaning""><span id=""quote"">Lästerer</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5513|~~~speaker of blasphemy;;;CD 468b; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5513--><tr><td id=""meaning""><span id=""quote"">speaker of blasphemy</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5513|~~~calomniateur, médisant, diffamateur;;;CD 468b; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5513--><tr><td id=""meaning""><span id=""quote"">calomniateur, médisant, diffamateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5513--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>speaker of blasphemy</span>
<span id=""quote""><span id=""lang"">(De.) </span>Lästerer</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>calomniateur, médisant, diffamateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	cf. #ϫⲱ# sagen, sprechen 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ϫⲱ"">ϫⲱ</a> sagen, sprechen
</span>"	dASOTA	"
ϫⲁⲧⲟⲩⲁ~S^^CF11741
"	ϫⲁⲧⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ϫⲁⲧⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. f.</td></tr></table>"	CF11740	C4888	https://coptic-dictionary.org/entry.cgi?tla=C4888
4902	1943	"Subst. m.
ϫⲁⲧⲟⲩⲁ~S^^CF11743
"	N	1@CS5514|~~~Lästerer;;;CD 468b; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5514--><tr><td id=""meaning""><span id=""quote"">Lästerer</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5514|~~~speaker of blasphemy;;;CD 468b; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5514--><tr><td id=""meaning""><span id=""quote"">speaker of blasphemy</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5514|~~~calomniateur, médisant, diffamateur;;;CD 468b; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5514--><tr><td id=""meaning""><span id=""quote"">calomniateur, médisant, diffamateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5514--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>speaker of blasphemy</span>
<span id=""quote""><span id=""lang"">(De.) </span>Lästerer</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>calomniateur, médisant, diffamateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	cf. #ϫⲱ# sagen, sprechen 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ϫⲱ"">ϫⲱ</a> sagen, sprechen
</span>"	dASOTA	"
ϫⲁⲧⲟⲩⲁ~S^^CF11743
"	ϫⲁⲧⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ϫⲁⲧⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF11742	C4889	https://coptic-dictionary.org/entry.cgi?tla=C4889
4903	1943	"Subst. f.
ⲣⲉϥϫⲓⲟⲩⲁ~S^^CF11745
"	N	1@CS5515|~~~Lästerer;;;CD 468b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5515--><tr><td id=""meaning""><span id=""quote"">Lästerer</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	1@CS5515|~~~speaker of blasphemy;;;CD 468b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5515--><tr><td id=""meaning""><span id=""quote"">speaker of blasphemy</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	1@CS5515|~~~blasphémateur;;;CD 468b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5515--><tr><td id=""meaning""><span id=""quote"">blasphémateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5515--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>speaker of blasphemy</span>
<span id=""quote""><span id=""lang"">(De.) </span>Lästerer</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>blasphémateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	cf. #ⲣⲉϥ# man who . . . cf. #ϫⲱ# say, speak, tell 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ⲣⲉϥ"">ⲣⲉϥ</a> man who . . . cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ϫⲱ"">ϫⲱ</a> say, speak, tell
</span>"	QEZdIOTA	"
ⲣⲉϥϫⲓⲟⲩⲁ~S^^CF11745
"	ⲣⲉϥϫⲓⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲣⲉϥϫⲓⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. f.</td></tr></table>"	CF11744	C4890	https://coptic-dictionary.org/entry.cgi?tla=C4890
4904	1943	"Subst. m.
ⲣⲉϥϫⲓⲟⲩⲁ~S^^CF11747
"	N	1@CS5516|~~~Lästerer;;;CD 468b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5516--><tr><td id=""meaning""><span id=""quote"">Lästerer</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	1@CS5516|~~~speaker of blasphemy;;;CD 468b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5516--><tr><td id=""meaning""><span id=""quote"">speaker of blasphemy</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	1@CS5516|~~~blasphémateur;;;CD 468b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5516--><tr><td id=""meaning""><span id=""quote"">blasphémateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5516--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>speaker of blasphemy</span>
<span id=""quote""><span id=""lang"">(De.) </span>Lästerer</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>blasphémateur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
ChLCS 65b</td></tr></table>"	cf. #ⲣⲉϥ# man who . . . cf. #ϫⲱ# say, speak, tell 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ⲣⲉϥ"">ⲣⲉϥ</a> man who . . . cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ϫⲱ"">ϫⲱ</a> say, speak, tell
</span>"	QEZdIOTA	"
ⲣⲉϥϫⲓⲟⲩⲁ~S^^CF11747
"	ⲣⲉϥϫⲓⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲣⲉϥϫⲓⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF11746	C4891	https://coptic-dictionary.org/entry.cgi?tla=C4891
4905	1944	"Subst.
ⲟⲩⲁ~S^^CF11749
"	N	1@CS5517|~~~Kind, unmündiger Mensch?;;;CD 468b; KoptHWb 265; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5517--><tr><td id=""meaning""><span id=""quote"">Kind, unmündiger Mensch?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"	1@CS5517|~~~child?;;;CD 468b; KoptHWb 265; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5517--><tr><td id=""meaning""><span id=""quote"">child?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"	1@CS5517|~~~enfant ?;;;CD 468b; KoptHWb 265; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5517--><tr><td id=""meaning""><span id=""quote"">enfant ?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5517--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>child?</span>
<span id=""quote""><span id=""lang"">(De.) </span>Kind, unmündiger Mensch?</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>enfant ?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"			OTA	"
ⲟⲩⲁ~S^^CF11749
"	ⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst.</td></tr></table>"	CF11748	C4892	https://coptic-dictionary.org/entry.cgi?tla=C4892
4906	1945	"Subst.
ⲟⲩⲁ~B^^CF11751
"	N	1@CS5518|~~~Schlag, Hieb?;;;CD 468b; KoptHWb 265	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5518--><tr><td id=""meaning""><span id=""quote"">Schlag, Hieb?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265</td></tr></table>"	1@CS5518|~~~blow?;;;CD 468b; KoptHWb 265	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5518--><tr><td id=""meaning""><span id=""quote"">blow?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265</td></tr></table>"	1@CS5518|~~~coup ?;;;CD 468b; KoptHWb 265	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5518--><tr><td id=""meaning""><span id=""quote"">coup ?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5518--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>blow?</span>
<span id=""quote""><span id=""lang"">(De.) </span>Schlag, Hieb?</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>coup ?</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=468b"">CD 468b</a>
KoptHWb 265</td></tr></table>"			OTA	"
ⲟⲩⲁ~B^^CF11751
"	ⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲟⲩⲁ</td><td id=""geo"">B</td><td id=""gram_grp"">Subst.</td></tr></table>"	CF11750	C4893	https://coptic-dictionary.org/entry.cgi?tla=C4893
4907	1946	"Subst. f.
ⲟⲩⲁ~S^^CF11753
"	N	1@CS5519|~~~jemand;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5519--><tr><td id=""meaning""><span id=""quote"">jemand</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5519|~~~one, someone;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5519--><tr><td id=""meaning""><span id=""quote"">one, someone</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5519|~~~un, quelqu'un, l'un;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5519--><tr><td id=""meaning""><span id=""quote"">un, quelqu'un, l'un</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5519--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>one, someone</span>
<span id=""quote""><span id=""lang"">(De.) </span>jemand</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>un, quelqu'un, l'un</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"			OTA	"
ⲟⲩⲁ~S^^CF11753
"	ⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. f.</td></tr></table>"	CF11752	C4894	https://coptic-dictionary.org/entry.cgi?tla=C4894
4908	1946	"Subst. m.
ⲟⲩⲁ~S^^CF11755
"	N	1@CS5520|~~~jemand;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5520--><tr><td id=""meaning""><span id=""quote"">jemand</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5520|~~~one, someone;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5520--><tr><td id=""meaning""><span id=""quote"">one, someone</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5520|~~~un, quelqu'un, l'un;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5520--><tr><td id=""meaning""><span id=""quote"">un, quelqu'un, l'un</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5520--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>one, someone</span>
<span id=""quote""><span id=""lang"">(De.) </span>jemand</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>un, quelqu'un, l'un</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"			OTA	"
ⲟⲩⲁ~S^^CF11755
"	ⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF11754	C4895	https://coptic-dictionary.org/entry.cgi?tla=C4895
4909	1946	"Adj.
ⲟⲩⲁ~S^^CF11757
"	N	1@CS5521|~~~jemand;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5521--><tr><td id=""meaning""><span id=""quote"">jemand</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5521|~~~one, someone;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5521--><tr><td id=""meaning""><span id=""quote"">one, someone</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	1@CS5521|~~~un, quelqu'un, l'un;;;CD 469a; CED 208; KoptHWb 265; DELC 229b; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5521--><tr><td id=""meaning""><span id=""quote"">un, quelqu'un, l'un</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5521--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>one, someone</span>
<span id=""quote""><span id=""lang"">(De.) </span>jemand</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>un, quelqu'un, l'un</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=469a"">CD 469a</a>
CED 208
KoptHWb 265
DELC 229b
ChLCS 65b</td></tr></table>"			OTA	"
ⲟⲩⲁ~S^^CF11757
"	ⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Adj.</td></tr></table>"	CF11756	C4896	https://coptic-dictionary.org/entry.cgi?tla=C4896
4910	1946	"Subst. f.
ⲙⲛⲧⲟⲩⲁ~S^^CF11759
"	N	1@CS5522|~~~Einheit;;;CD 470a; KoptHWb 265; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5522--><tr><td id=""meaning""><span id=""quote"">Einheit</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=470a"">CD 470a</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"	1@CS5522|~~~unity;;;CD 470a; KoptHWb 265; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5522--><tr><td id=""meaning""><span id=""quote"">unity</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=470a"">CD 470a</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"	1@CS5522|~~~unité;;;CD 470a; KoptHWb 265; ChLCS 65b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5522--><tr><td id=""meaning""><span id=""quote"">unité</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=470a"">CD 470a</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS5522--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>unity</span>
<span id=""quote""><span id=""lang"">(De.) </span>Einheit</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>unité</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=470a"">CD 470a</a>
KoptHWb 265
ChLCS 65b</td></tr></table>"	cf. #ⲙⲛⲧ# Präfix 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ⲙⲛⲧ"">ⲙⲛⲧ</a> Präfix
</span>"	LMSOTA	"
ⲙⲛⲧⲟⲩⲁ~S^^CF11759
"	ⲙⲛⲧⲟⲩⲁ			"<table id=""orths""><tr><td id=""orth"">ⲙⲛⲧⲟⲩⲁ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. f.</td></tr></table>"	CF11758	C4897	https://coptic-dictionary.org/entry.cgi?tla=C4897
