id	super_id	orthstring	pos_string	de	de-pishoy	en	en-pishoy	fr	fr-pishoy	merged-pishoy	etym_string	etym_string-processed	ascii_orth	search_string	oref_string	greek_id	ents	orthstring-pishoy	lemma_form_id	entry_xml_id	cdo
13464	7549	"Subst. m.
ϫⲓⲛⲉⲣⲫⲙⲉⲩⲓ~B^^CF6096
"	N	1@CS2532|~~~Gedenken, Erinnerung;;;CD 201a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2532--><tr><td id=""meaning""><span id=""quote"">Gedenken, Erinnerung</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a></td></tr></table>"	1@CS2532|~~~remembrance;;;CD 201a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2532--><tr><td id=""meaning""><span id=""quote"">remembrance</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a></td></tr></table>"	1@CS2532|~~~souvenir, mémoire;;;CD 201a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2532--><tr><td id=""meaning""><span id=""quote"">souvenir, mémoire</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a></td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2532--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>remembrance</span>
<span id=""quote""><span id=""lang"">(De.) </span>Gedenken, Erinnerung</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>souvenir, mémoire</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a></td></tr></table>"			dIMEQULETI	"
ϫⲓⲛⲉⲣⲫⲙⲉⲩⲓ~B^^CF6096
"	ϫⲓⲛⲉⲣⲫⲙⲉⲩⲓ			"<table id=""orths""><tr><td id=""orth"">ϫⲓⲛⲉⲣⲫⲙⲉⲩⲓ</td><td id=""geo"">B</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6095	C2190	https://coptic-dictionary.org/entry.cgi?tla=C2190
13465	7550	"Subst. m.
ⲙⲁⲟⲩⲥⲉ~K^^CF6098
|||Subst. m.
ⲙⲁⲟⲩⲥⲓ~K^^CF6099
"	N	1@CS2533|~~~ein inneres Organ, Leber (?);;;CD 201a; CED 95; KoptHWb 107; DELC 127	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2533--><tr><td id=""meaning""><span id=""quote"">ein inneres Organ, Leber (?)</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
CED 95
KoptHWb 107
DELC 127</td></tr></table>"	1@CS2533|~~~an internal organ, liver (?);;;CD 201a; CED 95; KoptHWb 107; DELC 127	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2533--><tr><td id=""meaning""><span id=""quote"">an internal organ, liver (?)</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
CED 95
KoptHWb 107
DELC 127</td></tr></table>"	1@CS2533|~~~un organe du corps, foie (?);;;CD 201a; CED 95; KoptHWb 107; DELC 127	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2533--><tr><td id=""meaning""><span id=""quote"">un organe du corps, foie (?)</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
CED 95
KoptHWb 107
DELC 127</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2533--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>an internal organ, liver (?)</span>
<span id=""quote""><span id=""lang"">(De.) </span>ein inneres Organ, Leber (?)</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>un organe du corps, foie (?)</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
CED 95
KoptHWb 107
DELC 127</td></tr></table>"			LAOTRE	"
ⲙⲁⲟⲩⲥⲉ~K^^CF6098
ⲙⲁⲟⲩⲥⲓ~K^^CF6099
"	ⲙⲁⲟⲩⲥⲉ|||ⲙⲁⲟⲩⲥⲓ			"<table id=""orths""><tr><td id=""orth"">ⲙⲁⲟⲩⲥⲉ</td><td id=""geo"">K</td><td id=""gram_grp"">Subst. m.</td></tr><tr><td id=""orth"">ⲙⲁⲟⲩⲥⲓ</td><td id=""geo"">K</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6097	C2191	https://coptic-dictionary.org/entry.cgi?tla=C2191
13466	7551	"Vb.
ⲙⲟⲩⲟⲩⲧ~S^^CF6101
|||Vb.
ⲙⲟⲩⲧ~S^^CF6102
"	V	1@CS2534|~~~töten;;;CD 201a; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2534--><tr><td id=""meaning""><span id=""quote"">töten</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2534|~~~kill;;;CD 201a; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2534--><tr><td id=""meaning""><span id=""quote"">kill</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2534|~~~tuer;;;CD 201a; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2534--><tr><td id=""meaning""><span id=""quote"">tuer</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2534--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>kill</span>
<span id=""quote""><span id=""lang"">(De.) </span>töten</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>tuer</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"			LOTOTS	"
ⲙⲟⲩⲟⲩⲧ~S^^CF6101
ⲙⲟⲩⲧ~S^^CF6102
"	ⲙⲟⲩⲟⲩⲧ|||ⲙⲟⲩⲧ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩⲟⲩⲧ</td><td id=""geo"">S</td><td id=""gram_grp"">Vb.</td></tr><tr><td id=""orth"">ⲙⲟⲩⲧ</td><td id=""geo"">S</td><td id=""gram_grp"">Vb.</td></tr></table>"	CF6100	C2192	https://coptic-dictionary.org/entry.cgi?tla=C2192
13467	7551	"Subst. m.
ⲣⲉϥⲙⲟⲩⲟⲩⲧ~S^^CF6104
"	N	1@CS2535|~~~Mörder;;;CD 201a; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2535--><tr><td id=""meaning""><span id=""quote"">Mörder</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2535|~~~killer;;;CD 201a; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2535--><tr><td id=""meaning""><span id=""quote"">killer</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2535|~~~meurtrier;;;CD 201a; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2535--><tr><td id=""meaning""><span id=""quote"">meurtrier</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2535--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>killer</span>
<span id=""quote""><span id=""lang"">(De.) </span>Mörder</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>meurtrier</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	cf. #ⲣⲉϥ# man who . . . 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ⲣⲉϥ"">ⲣⲉϥ</a> man who . . .
</span>"	QEZLOTOTS	"
ⲣⲉϥⲙⲟⲩⲟⲩⲧ~S^^CF6104
"	ⲣⲉϥⲙⲟⲩⲟⲩⲧ			"<table id=""orths""><tr><td id=""orth"">ⲣⲉϥⲙⲟⲩⲟⲩⲧ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6103	C2193	https://coptic-dictionary.org/entry.cgi?tla=C2193
13468	7551	"Adj.
ⲣⲉϥⲙⲟⲩⲟⲩⲧ~S^^CF6106
"	N	1@CS2536|~~~tödlich;;;CD 201a; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2536--><tr><td id=""meaning""><span id=""quote"">tödlich</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
ChLCS 29b</td></tr></table>"	1@CS2536|~~~deadly;;;CD 201a; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2536--><tr><td id=""meaning""><span id=""quote"">deadly</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
ChLCS 29b</td></tr></table>"	1@CS2536|~~~mortel;;;CD 201a; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2536--><tr><td id=""meaning""><span id=""quote"">mortel</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
ChLCS 29b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2536--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>deadly</span>
<span id=""quote""><span id=""lang"">(De.) </span>tödlich</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>mortel</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201a</a>
ChLCS 29b</td></tr></table>"	cf. #ⲣⲉϥ# man who . . . 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ⲣⲉϥ"">ⲣⲉϥ</a> man who . . .
</span>"	QEZLOTOTS	"
ⲣⲉϥⲙⲟⲩⲟⲩⲧ~S^^CF6106
"	ⲣⲉϥⲙⲟⲩⲟⲩⲧ			"<table id=""orths""><tr><td id=""orth"">ⲣⲉϥⲙⲟⲩⲟⲩⲧ</td><td id=""geo"">S</td><td id=""gram_grp"">Adj.</td></tr></table>"	CF6105	C2194	https://coptic-dictionary.org/entry.cgi?tla=C2194
13469	7552	"Subst. f.
ⲙⲁϣⲉ~S^^CF6108
"	N	1@CS2537|~~~Waage;;;CD 201ab; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2537--><tr><td id=""meaning""><span id=""quote"">Waage</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2537|~~~balance;;;CD 201ab; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2537--><tr><td id=""meaning""><span id=""quote"">balance</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2537|~~~balance;;;CD 201ab; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2537--><tr><td id=""meaning""><span id=""quote"">balance</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2537--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>balance</span>
<span id=""quote""><span id=""lang"">(De.) </span>Waage</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>balance</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"			LAYE	"
ⲙⲁϣⲉ~S^^CF6108
"	ⲙⲁϣⲉ			"<table id=""orths""><tr><td id=""orth"">ⲙⲁϣⲉ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. f.</td></tr></table>"	CF6107	C2195	https://coptic-dictionary.org/entry.cgi?tla=C2195
13470	7552	"Subst. m.
ⲙⲁϣⲉ~S^^CF6110
"	N	1@CS2538|~~~Waage;;;CD 201ab; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2538--><tr><td id=""meaning""><span id=""quote"">Waage</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2538|~~~balance;;;CD 201ab; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2538--><tr><td id=""meaning""><span id=""quote"">balance</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	1@CS2538|~~~balance;;;CD 201ab; KoptHWb 107; ChLCS 29b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2538--><tr><td id=""meaning""><span id=""quote"">balance</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2538--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>balance</span>
<span id=""quote""><span id=""lang"">(De.) </span>Waage</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>balance</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201a"">CD 201ab</a>
KoptHWb 107
ChLCS 29b</td></tr></table>"			LAYE	"
ⲙⲁϣⲉ~S^^CF6110
"	ⲙⲁϣⲉ			"<table id=""orths""><tr><td id=""orth"">ⲙⲁϣⲉ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6109	C2196	https://coptic-dictionary.org/entry.cgi?tla=C2196
13471	7552	"Subst. m.
ⲡⲓⲙⲁϣ ⲛⲧⲉⲡⲓⲕⲁⲡ~B^^CF6112
"	N	1@CS2539|~~~Lotleine, Senkschnur;;;CD 201b; KoptHWb 107	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2539--><tr><td id=""meaning""><span id=""quote"">Lotleine, Senkschnur</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 107</td></tr></table>"	1@CS2539|~~~plumb-line;;;CD 201b; KoptHWb 107	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2539--><tr><td id=""meaning""><span id=""quote"">plumb-line</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 107</td></tr></table>"	1@CS2539|~~~fil à plomb;;;CD 201b; KoptHWb 107	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2539--><tr><td id=""meaning""><span id=""quote"">fil à plomb</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 107</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2539--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>plumb-line</span>
<span id=""quote""><span id=""lang"">(De.) </span>Lotleine, Senkschnur</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>fil à plomb</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 107</td></tr></table>"			PILAY MSEPIJAP	"
ⲡⲓⲙⲁϣ ⲛⲧⲉⲡⲓⲕⲁⲡ~B^^CF6112
"	ⲡⲓⲙⲁϣ ⲛⲧⲉⲡⲓⲕⲁⲡ			"<table id=""orths""><tr><td id=""orth"">ⲡⲓⲙⲁϣ ⲛⲧⲉⲡⲓⲕⲁⲡ</td><td id=""geo"">B</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6111	C2197	https://coptic-dictionary.org/entry.cgi?tla=C2197
13472	7553	"Adv.
ⲉⲙⲁϣⲟ~S^^CF6114
"	ADV	1@CS2540|~~~sehr, viel;;;CD 201b; KoptHWb 108; DELC 128; ChLCS 11a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2540--><tr><td id=""meaning""><span id=""quote"">sehr, viel</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 108
DELC 128
ChLCS 11a</td></tr></table>"	1@CS2540|~~~greatly, very;;;CD 201b; KoptHWb 108; DELC 128; ChLCS 11a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2540--><tr><td id=""meaning""><span id=""quote"">greatly, very</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 108
DELC 128
ChLCS 11a</td></tr></table>"	1@CS2540|~~~beaucoup, très;;;CD 201b; KoptHWb 108; DELC 128; ChLCS 11a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2540--><tr><td id=""meaning""><span id=""quote"">beaucoup, très</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 108
DELC 128
ChLCS 11a</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2540--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>greatly, very</span>
<span id=""quote""><span id=""lang"">(De.) </span>sehr, viel</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>beaucoup, très</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 108
DELC 128
ChLCS 11a</td></tr></table>"			ELAYO	"
ⲉⲙⲁϣⲟ~S^^CF6114
"	ⲉⲙⲁϣⲟ			"<table id=""orths""><tr><td id=""orth"">ⲉⲙⲁϣⲟ</td><td id=""geo"">S</td><td id=""gram_grp"">Adv.</td></tr></table>"	CF6113	C2198	https://coptic-dictionary.org/entry.cgi?tla=C2198
13473	7553	"Adv.
ⲙⲙⲁϣⲱ~B^^CF6116
"	ADV	1@CS2541|~~~sehr, viel;;;CD 201b; KoptHWb 36, 108; DELC 128	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2541--><tr><td id=""meaning""><span id=""quote"">sehr, viel</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 36, 108
DELC 128</td></tr></table>"	1@CS2541|~~~greatly, very;;;CD 201b; KoptHWb 36, 108; DELC 128	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2541--><tr><td id=""meaning""><span id=""quote"">greatly, very</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 36, 108
DELC 128</td></tr></table>"	1@CS2541|~~~beaucoup, très;;;CD 201b; KoptHWb 36, 108; DELC 128	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2541--><tr><td id=""meaning""><span id=""quote"">beaucoup, très</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 36, 108
DELC 128</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2541--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>greatly, very</span>
<span id=""quote""><span id=""lang"">(De.) </span>sehr, viel</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>beaucoup, très</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=201b"">CD 201b</a>
KoptHWb 36, 108
DELC 128</td></tr></table>"			LLAYX	"
ⲙⲙⲁϣⲱ~B^^CF6116
"	ⲙⲙⲁϣⲱ			"<table id=""orths""><tr><td id=""orth"">ⲙⲙⲁϣⲱ</td><td id=""geo"">B</td><td id=""gram_grp"">Adv.</td></tr></table>"	CF6115	C2199	https://coptic-dictionary.org/entry.cgi?tla=C2199
