id	super_id	orthstring	pos_string	de	de-pishoy	en	en-pishoy	fr	fr-pishoy	merged-pishoy	etym_string	etym_string-processed	ascii_orth	search_string	oref_string	greek_id	ents	orthstring-pishoy	lemma_form_id	entry_xml_id	cdo
13564	7574	"Subst.
ⲙⲟⲩϩ ⲉⲃⲟⲗ~B^^CF6313
"	N	1@CS2646|~~~Erfüllung, Ende;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2646--><tr><td id=""meaning""><span id=""quote"">Erfüllung, Ende</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	1@CS2646|~~~fulfilment, limit;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2646--><tr><td id=""meaning""><span id=""quote"">fulfilment, limit</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	1@CS2646|~~~accomplissement;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2646--><tr><td id=""meaning""><span id=""quote"">accomplissement</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2646--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>fulfilment, limit</span>
<span id=""quote""><span id=""lang"">(De.) </span>Erfüllung, Ende</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>accomplissement</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"			LOTc EBOK	"
ⲙⲟⲩϩ ⲉⲃⲟⲗ~B^^CF6313
"	ⲙⲟⲩϩ ⲉⲃⲟⲗ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩϩ ⲉⲃⲟⲗ</td><td id=""geo"">B</td><td id=""gram_grp"">Subst.</td></tr></table>"	CF6312	C2290	https://coptic-dictionary.org/entry.cgi?tla=C2290
13565	7574	"Vb. ⲉϩⲟⲩⲛ
ⲙⲟⲩϩ (ⲉϩⲟⲩⲛ)~S^^CF6315
"	V	1@CS2647|~~~vervollständigen, ergänzen;;;CD 209b; KoptHWb 110	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2647--><tr><td id=""meaning""><span id=""quote"">vervollständigen, ergänzen</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a>
KoptHWb 110</td></tr></table>"	1@CS2647|~~~fill up, supplement;;;CD 209b; KoptHWb 110	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2647--><tr><td id=""meaning""><span id=""quote"">fill up, supplement</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a>
KoptHWb 110</td></tr></table>"	1@CS2647|~~~compléter;;;CD 209b; KoptHWb 110	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2647--><tr><td id=""meaning""><span id=""quote"">compléter</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a>
KoptHWb 110</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2647--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>fill up, supplement</span>
<span id=""quote""><span id=""lang"">(De.) </span>vervollständigen, ergänzen</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>compléter</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a>
KoptHWb 110</td></tr></table>"			LOTc EcOTM	"
ⲙⲟⲩϩ ⲉϩⲟⲩⲛ~S^^CF6315
"	ⲙⲟⲩϩ ⲉϩⲟⲩⲛ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩϩ (ⲉϩⲟⲩⲛ)</td><td id=""geo"">S</td><td id=""gram_grp"">Vb. ⲉϩⲟⲩⲛ</td></tr></table>"	CF6314	C2291	https://coptic-dictionary.org/entry.cgi?tla=C2291
13566	7574	"Subst. m.
ϫⲓⲛⲙⲟϩ ⲉϧⲟⲩⲛ~B^^CF6317
"	N	1@CS2648|~~~Fertigstellung;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2648--><tr><td id=""meaning""><span id=""quote"">Fertigstellung</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	1@CS2648|~~~completion;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2648--><tr><td id=""meaning""><span id=""quote"">completion</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	1@CS2648|~~~achèvement;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2648--><tr><td id=""meaning""><span id=""quote"">achèvement</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2648--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>completion</span>
<span id=""quote""><span id=""lang"">(De.) </span>Fertigstellung</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>achèvement</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"			dIMLOc EbOTM	"
ϫⲓⲛⲙⲟϩ ⲉϧⲟⲩⲛ~B^^CF6317
"	ϫⲓⲛⲙⲟϩ ⲉϧⲟⲩⲛ			"<table id=""orths""><tr><td id=""orth"">ϫⲓⲛⲙⲟϩ ⲉϧⲟⲩⲛ</td><td id=""geo"">B</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6316	C2292	https://coptic-dictionary.org/entry.cgi?tla=C2292
13567	7574	"Vb. ⲉϩⲣⲁⲓ
ⲙⲟⲩϩ (ⲉϩⲣⲁⲓ)~S^^CF6319
"	V	1@CS2649|~~~vervollständigen;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2649--><tr><td id=""meaning""><span id=""quote"">vervollständigen</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	1@CS2649|~~~fill up;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2649--><tr><td id=""meaning""><span id=""quote"">fill up</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	1@CS2649|~~~compléter;;;CD 209b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2649--><tr><td id=""meaning""><span id=""quote"">compléter</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2649--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>fill up</span>
<span id=""quote""><span id=""lang"">(De.) </span>vervollständigen</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>compléter</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b</a></td></tr></table>"			LOTc EcQAI	"
ⲙⲟⲩϩ ⲉϩⲣⲁⲓ~S^^CF6319
"	ⲙⲟⲩϩ ⲉϩⲣⲁⲓ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩϩ (ⲉϩⲣⲁⲓ)</td><td id=""geo"">S</td><td id=""gram_grp"">Vb. ⲉϩⲣⲁⲓ</td></tr></table>"	CF6318	C2293	https://coptic-dictionary.org/entry.cgi?tla=C2293
13568	7574	"Subst. m.
ⲙⲟⲩϩ~S^^CF6321
"	N	1@CS2650|~~~Fülle, Inhalt;;;CD 209b-210a; KoptHWb 110; ChLCS 30a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2650--><tr><td id=""meaning""><span id=""quote"">Fülle, Inhalt</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b-210a</a>
KoptHWb 110
ChLCS 30a</td></tr></table>"	1@CS2650|~~~fullness, contents;;;CD 209b-210a; KoptHWb 110; ChLCS 30a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2650--><tr><td id=""meaning""><span id=""quote"">fullness, contents</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b-210a</a>
KoptHWb 110
ChLCS 30a</td></tr></table>"	1@CS2650|~~~plénitude, contenu;;;CD 209b-210a; KoptHWb 110; ChLCS 30a	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2650--><tr><td id=""meaning""><span id=""quote"">plénitude, contenu</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b-210a</a>
KoptHWb 110
ChLCS 30a</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2650--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>fullness, contents</span>
<span id=""quote""><span id=""lang"">(De.) </span>Fülle, Inhalt</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>plénitude, contenu</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=209b"">CD 209b-210a</a>
KoptHWb 110
ChLCS 30a</td></tr></table>"			LOTc	"
ⲙⲟⲩϩ~S^^CF6321
"	ⲙⲟⲩϩ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩϩ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6320	C2294	https://coptic-dictionary.org/entry.cgi?tla=C2294
13569	7574	"Subst. f.
ϭⲓⲛⲙⲟⲩϩ~S^^CF6323
"	N	1@CS2651|~~~Vervollständigung, Vollendung;;;CD 210a; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2651--><tr><td id=""meaning""><span id=""quote"">Vervollständigung, Vollendung</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210a</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	1@CS2651|~~~filling, completion;;;CD 210a; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2651--><tr><td id=""meaning""><span id=""quote"">filling, completion</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210a</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	1@CS2651|~~~remplissage, achèvement;;;CD 210a; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2651--><tr><td id=""meaning""><span id=""quote"">remplissage, achèvement</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210a</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2651--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>filling, completion</span>
<span id=""quote""><span id=""lang"">(De.) </span>Vervollständigung, Vollendung</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>remplissage, achèvement</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210a</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"			eIMLOTc	"
ϭⲓⲛⲙⲟⲩϩ~S^^CF6323
"	ϭⲓⲛⲙⲟⲩϩ			"<table id=""orths""><tr><td id=""orth"">ϭⲓⲛⲙⲟⲩϩ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. f.</td></tr></table>"	CF6322	C2295	https://coptic-dictionary.org/entry.cgi?tla=C2295
13570	7574	"Präfix der Ordinalzahlen
ⲙⲉϩ-~S^^CF6325
|||Präfix der Ordinalzahlen
ⲙⲁϩ-~S^^CF6326
"	NUM	1@CS2652|~~~Präfix der Ordinalzahlen;;;CD 208a; KoptHWb 110; DELC 130; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2652--><tr><td id=""meaning""><span id=""quote"">Präfix der Ordinalzahlen</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=208a"">CD 208a</a>
KoptHWb 110
DELC 130
ChLCS 30b</td></tr></table>"	1@CS2652|~~~pref. to ordinal numbers;;;CD 208a; KoptHWb 110; DELC 130; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2652--><tr><td id=""meaning""><span id=""quote"">pref. to ordinal numbers</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=208a"">CD 208a</a>
KoptHWb 110
DELC 130
ChLCS 30b</td></tr></table>"	1@CS2652|~~~préfixe servant à la formation des nombres ordinaux;;;CD 208a; KoptHWb 110; DELC 130; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2652--><tr><td id=""meaning""><span id=""quote"">préfixe servant à la formation des nombres ordinaux</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=208a"">CD 208a</a>
KoptHWb 110
DELC 130
ChLCS 30b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2652--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>pref. to ordinal numbers</span>
<span id=""quote""><span id=""lang"">(De.) </span>Präfix der Ordinalzahlen</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>préfixe servant à la formation des nombres ordinaux</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=208a"">CD 208a</a>
KoptHWb 110
DELC 130
ChLCS 30b</td></tr></table>"	cf. #ⲙⲟⲩϩ# fill 	"<span id=""etym"" class=""etym"">
	cf. <a href=""https://coptic-dictionary.org/results.cgi?coptic=ⲙⲟⲩϩ"">ⲙⲟⲩϩ</a> fill
</span>"	LEc	"
ⲙⲉϩ~S^^CF6325
ⲙⲁϩ~S^^CF6326
"	ⲙⲉϩ|||ⲙⲁϩ			"<table id=""orths""><tr><td id=""orth"">ⲙⲉϩ-</td><td id=""geo"">S</td><td id=""gram_grp"">Präfix der Ordinalzahlen</td></tr><tr><td id=""orth"">ⲙⲁϩ-</td><td id=""geo"">S</td><td id=""gram_grp"">Präfix der Ordinalzahlen</td></tr></table>"	CF6324	C2296	https://coptic-dictionary.org/entry.cgi?tla=C2296
13571	7575	"Vb.
ⲙⲟⲩϩ~S^^CF6328
"	V	1@CS2653|~~~brennen, glühen;;;CD 210ab; KoptHWb 111; DELC 131; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2653--><tr><td id=""meaning""><span id=""quote"">brennen, glühen</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210ab</a>
KoptHWb 111
DELC 131
ChLCS 30b</td></tr></table>"	1@CS2653|~~~burn, glow;;;CD 210ab; KoptHWb 111; DELC 131; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2653--><tr><td id=""meaning""><span id=""quote"">burn, glow</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210ab</a>
KoptHWb 111
DELC 131
ChLCS 30b</td></tr></table>"	1@CS2653|~~~brûler;;;CD 210ab; KoptHWb 111; DELC 131; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2653--><tr><td id=""meaning""><span id=""quote"">brûler</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210ab</a>
KoptHWb 111
DELC 131
ChLCS 30b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2653--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>burn, glow</span>
<span id=""quote""><span id=""lang"">(De.) </span>brennen, glühen</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>brûler</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210a"">CD 210ab</a>
KoptHWb 111
DELC 131
ChLCS 30b</td></tr></table>"			LOTc	"
ⲙⲟⲩϩ~S^^CF6328
"	ⲙⲟⲩϩ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩϩ</td><td id=""geo"">S</td><td id=""gram_grp"">Vb.</td></tr></table>"	CF6327	C2297	https://coptic-dictionary.org/entry.cgi?tla=C2297
13572	7575	"Subst. m.
ⲙⲟⲩϩ~S^^CF6330
"	N	1@CS2654|~~~Brennen, Entzündung;;;CD 210b; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2654--><tr><td id=""meaning""><span id=""quote"">Brennen, Entzündung</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	1@CS2654|~~~burning, inflammation;;;CD 210b; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2654--><tr><td id=""meaning""><span id=""quote"">burning, inflammation</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	1@CS2654|~~~brûlure, inflammation;;;CD 210b; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2654--><tr><td id=""meaning""><span id=""quote"">brûlure, inflammation</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2654--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>burning, inflammation</span>
<span id=""quote""><span id=""lang"">(De.) </span>Brennen, Entzündung</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>brûlure, inflammation</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"			LOTc	"
ⲙⲟⲩϩ~S^^CF6330
"	ⲙⲟⲩϩ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩϩ</td><td id=""geo"">S</td><td id=""gram_grp"">Subst. m.</td></tr></table>"	CF6329	C2298	https://coptic-dictionary.org/entry.cgi?tla=C2298
13573	7576	"Vb.
ⲙⲟⲩϩ~S^^CF6332
"	V	1@CS2655|~~~blicken, sehen;;;CD 210b; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2655--><tr><td id=""meaning""><span id=""quote"">blicken, sehen</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	1@CS2655|~~~look;;;CD 210b; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2655--><tr><td id=""meaning""><span id=""quote"">look</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	1@CS2655|~~~regarder;;;CD 210b; KoptHWb 111; ChLCS 30b	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2655--><tr><td id=""meaning""><span id=""quote"">regarder</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"	"<table id=""senses""><colgroup><col><col></colgroup><!--sense_number:1, sense_id:CS2655--><tr><td id=""meaning""><span id=""quote""><span id=""lang"">(En.) </span>look</span>
<span id=""quote""><span id=""lang"">(De.) </span>blicken, sehen</span>
<span id=""quote""><span id=""lang"">(Fr.) </span>regarder</span></td><td id=""bibl""><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary/?docID=800000&pageID=210b"">CD 210b</a>
KoptHWb 111
ChLCS 30b</td></tr></table>"			LOTc	"
ⲙⲟⲩϩ~S^^CF6332
"	ⲙⲟⲩϩ			"<table id=""orths""><tr><td id=""orth"">ⲙⲟⲩϩ</td><td id=""geo"">S</td><td id=""gram_grp"">Vb.</td></tr></table>"	CF6331	C2299	https://coptic-dictionary.org/entry.cgi?tla=C2299
