Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲥⲉⲧ	ςετ	set	set	set	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يخلص
يفدي
ينقذ
يفك الرهينة"		ⲥⲉⲧ	
ⲥⲉⲧ	ςετ	set	set	set	اسم	مذكر	"ذيل
ذنب"		ⲥⲉⲧ (ⲡ)	(ⲡ)
ⲥⲉⲧⲉⲃⲣⲏϫ	ςετεβρηϫ	setebriːg	setebryg	setebrïg	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبرق
يلمع
يضيء"		ⲥⲉⲧⲉⲃⲣⲏϫ	
ⲥⲉⲧⲉⲃⲣⲏϫ	ςετεβρηϫ	setebriːg	setebryg	setebrïg	اسم	مذكر	برق		ⲥⲉⲧⲉⲃⲣⲏϫ (ⲡ)	(ⲡ)
ⲥⲉⲧⲉⲙ	ςετεμ	setem	setem	setem	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يسمع
ينصت
يصغي"		ⲥⲉⲧⲉⲙ	
ⲥⲉⲧⲑⲁϥ	ςετθαϥ	settɑf	setthaf	settaf	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبصق
يتفل"		ⲥⲉⲧⲑⲁϥ	
ⲥⲉⲧⲓⲟϩⲓ	ςετιοϩι	setiohi	setiohi	setiohi	اسم	مذكر	"حقل
قصبة لقياس الأرض الزروعة"		ⲥⲉⲧⲓⲟϩⲓ (ⲡ)	(ⲡ)
ⲥⲉⲧⲡ	ςετπ	setp	setp	setp	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يختار
ينتخب
ينتقي
يصطفي"		ⲥⲉⲧⲡ	
ⲥⲉⲧⲱⲛⲓ	ςετωνι	setoːni	setwni	setōni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرجم
يلقي حجارة"		ⲥⲉⲧⲱⲛⲓ	
ⲥⲉⲧϥ	ςετϥ	setf	setf	setf	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"ينقي
يصفي
يقطر
يصب"		ⲥⲉⲧϥ	
ⲥⲉϣⲉⲙ	ςεϣεμ	seshem	seshem	seshem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحكم
يقود
يرشد
to govern
يدير"		ⲥⲉϣⲉⲙ	
ⲥⲉϣⲉⲙⲧ	ςεϣεμτ	seshemt	seshemt	seshemt	اسم	مؤنث	"إدارة
حكومة"		ⲥⲉϣⲉⲙⲧ (ⲧ)	(ⲧ)
ⲥⲉϥ	ςεϥ	sef	sef	sef	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"ينجس
يدنس
يلوث"		ⲥⲉϥ	
ⲥⲉϥⲣⲱⲟⲩὶ	ςεϥρωουὶ	sefroːwiː	sefrwoui	sefrōüì	اسم	مؤنث ، جمع	"سنبلة القمح
سنابل القمح"		ⲥⲉϥⲣⲱⲟⲩὶ (ⲧ/ⲛ)	(ⲧ/ⲛ)
ⲥⲉϩⲛⲉ	ςεϩνε	sehne	sehne	sehne	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يملح
يتبل"		ⲥⲉϩⲛⲉ	
ⲥⲉϩⲛⲉ	ςεϩνε	sehne	sehne	sehne	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يرزق
يمنح
يوهب
يمون"		ⲥⲉϩⲛⲉ	
ⲥⲉϩⲛⲏⲟⲩⲧ	ςεϩνηουτ	sehniːoːt	sehnyout	sehnïüt	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مملح
متبل
مخلل"		ⲥⲉϩⲛⲏⲟⲩⲧ	
ⲥⲉϩⲛⲏⲟⲩⲧ	ςεϩνηουτ	sehniːoːt	sehnyout	sehnïüt	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مزود
ممون
مرزوق
ممد
مميز
واضح
جلي"		ⲥⲉϩⲛⲏⲟⲩⲧ	
ⲥⲉϩⲛⲓ	ςεϩνι	sehni	sehni	sehni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يوضح
يظهر
يبين
يظهر
ينجلي
ينكشف"		ⲥⲉϩⲛⲓ	
ⲥⲉϩⲥ	ςεϩς	sehs	sehs	sehs	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يفرك
يدلك
يحك
يسحق"		ⲥⲉϩⲥ	
ⲥⲉϩⲥⲟϩ	ςεϩςοϩ	sehsoh	sehsoh	sehsoh	اسم	مذكر	مخرطة ، للخرط في المطبخ		ⲥⲉϩⲥⲟϩ (ⲡ)	(ⲡ)
ⲥⲉϩⲧ	ςεϩτ	seht	seht	seht	اسم	مذكر	"برص
جذام"		ⲥⲉϩⲧ (ⲡ)	(ⲡ)
ⲥⲉϫⲡ	ςεϫπ	segp	segp	segp	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يبقى
يترك وراءه
يفضل"		ⲥⲉϫⲡ	
ⲥⲏⲃⲓ	ςηβι	siːvi	syvi	sïvi	اسم	مؤنث	"بوص
غاب
بوصة
قصبة
عود
درع واق للرجال
ساق
ناي
مزمار
ألة نفخ"		ⲥⲏⲃⲓ (ⲧ)	(ⲧ)
ⲥⲏⲃⲉ	ςηβε	siːve	syve	sïve	اسم	مؤنث	"بوص
غاب
بوصة
قصبة
عود
درع واق للرجال
ساق
ناي
مزمار
ألة نفخ"		ⲥⲏⲃⲉ (ⲧ)	(ⲧ)
ⲥⲉⲃⲓ	ςεβι	sevi	sevi	sevi	اسم	مؤنث	"ماسورة
مكحلة"		ⲥⲉⲃⲓ (ⲧ)	(ⲧ)
ⲥⲏⲃⲓ	ςηβι	siːvi	syvi	sïvi	اسم	مؤنث	"ماسورة
مكحلة"		ⲥⲏⲃⲓ (ⲧ)	(ⲧ)
ⲥⲏⲓⲛⲓ	ςηινι	siːini	syini	sïini	اسم	مذكر ، مؤنث	"طبيب
دكتور
حكيم
مداو"		ⲥⲏⲓⲛⲓ (ⲡ/ⲧ)	(ⲡ/ⲧ)
ⲥⲏⲓⲛⲓ `ⲛϩⲉⲃⲓ	ςηινι `νϩεβι	siːini enhevi	syini `nhevi	sïini enhevi	اسم	مؤنث	"سكة
سكين المحراث"		ⲥⲏⲓⲛⲓ `ⲛϩⲉⲃⲓ (ⲧ)	(ⲧ)
ⲥⲏⲛⲓ	ςηνι	siːni	syni	sïni	اسم	مؤنث	"صندوق للمؤونة
صومعة للغلال
دولالب
صحارة"		ⲥⲏⲛⲓ (ⲧ)	(ⲧ)
ⲥⲏⲓⲛⲓ	ςηινι	siːini	syini	sïini	اسم	مؤنث	"صندوق للمؤونة
صومعة للغلال
دولالب
صحارة"		ⲥⲏⲓⲛⲓ (ⲧ)	(ⲧ)
ⲥⲏⲕ	ςηκ	siːk	syk	sïk	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"متجه
مساق إلى
منجذب
مائل إلى
منساب للمياه
منقاد إلى
مسترسل للشعر
ممتد
ممدود
منسدل ، للستائر"		ⲥⲏⲕ	
ⲥⲏⲗ	ςηλ	siːl	syl	sïl	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مبعثر
مبدد
مشتت"		ⲥⲏⲗ	
ⲥⲏⲙⲁⲛⲏⲛ	ςημανην	siːmɑniːn	symanyn	sïmanïn	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يدل على
يشير إلى
يبين
يصف"	يوناني	ⲥⲏⲙⲁⲛⲏⲛ	
ⲥⲏⲙⲁⲛⲉ	ςημανε	siːmɑne	symane	sïmane	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يدل على
يشير إلى
يبين
يصف"	يوناني	ⲥⲏⲙⲁⲛⲉ	
ⲥⲏⲙⲁⲥⲓⲁ	ςημαςια	siːmɑsiɑ	symasia	sïmasia	اسم	مؤنث	"علامة
إشارة
دليل
معنى"		ⲥⲏⲙⲁⲥⲓⲁ (ⲧ)	(ⲧ)
ⲥⲏⲙⲉⲓⲟⲛ	ςημειον	siːmeion	symeion	sïmeion	اسم	مذكر	"علامة
إشارة
سمة
أية
معجزة
أعجوبة"	يوناني	ⲥⲏⲙⲉⲓⲟⲛ (ⲡ)	(ⲡ)
ⲥⲏⲙⲉⲣⲟⲛ	ςημερον	siːmeron	symeron	sïmeron	ظرف		"هذا اليوم
اليوم
النهارده"	يوناني	ⲥⲏⲙⲉⲣⲟⲛ (adv.)	(adv.)
ⲥⲏⲛⲓ	ςηνι	siːni	syni	sïni	اسم	مؤنث	"صندوق للمؤونة
صومعة للغلال"		ⲥⲏⲛⲓ (ⲧ)	(ⲧ)
ⲥⲏⲟⲩ	ςηου	siːoː	syou	sïü	اسم	مؤنث	"زمن
وقت
حين
أن
مدة ، مدة من الزمن
ميعاد
عمر
أجل
مرحلة زمنية
حقبة
عصر
عهد
أوان"		ⲥⲏⲟⲩ (ⲧ)	(ⲧ)
ⲥⲏⲟⲩ	ςηου	siːoː	syou	sïü	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"شبعان
مكتف
مستكفي
ممتليء"		ⲥⲏⲟⲩ	
ⲥⲏⲡⲓ	ςηπι	siːpi	sypi	sïpi	اسم	مذكر	"باق
فاضل
بقية"		ⲥⲏⲡⲓ (ⲡ)	(ⲡ)
ⲥⲏⲣ ὲⲃⲟⲗ	ςηρ ὲβολ	siːr evol	syr `ebol	sïr èvol	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"منتشر
ممتد
مبعثر
موزع
ذائع
شائع"		ⲥⲏⲣ ὲⲃⲟⲗ	
ⲥⲏⲣ	ςηρ	siːr	syr	sïr	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"منتشر
ممتد
مبعثر
موزع
ذائع
شائع"		ⲥⲏⲣ	
ⲥⲏⲥ	ςης	siːs	sys	sïs	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	مهدوم		ⲥⲏⲥ	
ⲥⲏⲧ	ςητ	siːt	syt	sït	اسم	مذكر	"ذنب
ذيل
مؤخرة"		ⲥⲏⲧ (ⲡ)	(ⲡ)
ⲥⲏⲧ	ςητ	siːt	syt	sït	اسم	مذكر	"قضيب الرجل
عضو الرجل التناسلي"		ⲥⲏⲧ (ⲡ)	(ⲡ)
ⲥⲏϥⲉ	ςηϥε	siːfe	syfe	sïfe	اسم	مؤنث	"سيف
سنكي
ساطور
خنجر
سكين"		ⲥⲏϥⲉ (ⲧ)	(ⲧ)
ⲥⲏϥⲓ	ςηϥι	siːfi	syfi	sïfi	اسم	مؤنث	"سيف
سنكي
ساطور
خنجر
سكين"		ⲥⲏϥⲓ (ⲧ)	(ⲧ)
ⲥⲏϧⲓ	ςηϧι	siːkʰi	sykhi	sïkhi	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"منسوج
مطرز
محاك"		ⲥⲏϧⲓ	
ⲥⲏϧ	ςηϧ	siːkʰ	sykh	sïkh	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"منسوج
مطرز
محاك"		ⲥⲏϧ	
ⲥⲏϫ	ςηϫ	siːg	syg	sïg	اسم	مذكر	"جحش
حمار
مهر"		ⲥⲏϫ (ⲡ)	(ⲡ)
ⲥⲏϯ	ςηϯ	siːti	syti	sïti	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"ملقى
مطروح
مرمي
مزروع
مبذور"		ⲥⲏϯ	
ⲥ`ⲑⲃⲁⲓϩ	ς`θβαιϩ	setʰvaih	s`thbaih	sethvaih	فعل	مؤنث	"ألات
عدد
معدات
أدوات"		ⲥ`ⲑⲃⲁⲓϩ (v. ⲧ)	(v. ⲧ)
ⲥ`ⲑⲃⲁⲓ	ς`θβαι	setʰvai	s`thbai	sethvai	اسم	مؤنث	"ألات
عدد
معدات
أدوات"		ⲥ`ⲑⲃⲁⲓ (ⲧ)	(ⲧ)
ⲥⲑⲉⲙⲁ	ςθεμα	stemɑ	sthema	sthema	اسم	مؤنث	"مسافة
بعد"	لاتيني	ⲥⲑⲉⲙⲁ (ⲧ)	(ⲧ)
`ⲥⲑⲉⲣⲧⲉⲣ	`ςθερτερ	esterter	`stherter	estherter	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرتجف
يرتعش
يرتعد
يصطك
يصر على
يضرس ، الاسنان
يزعج
يقلق
يشوش
يبلبل
يحير"		`ⲥⲑⲉⲣⲧⲉⲣ	
`ⲥⲑⲉⲣⲧⲉⲣ	`ςθερτερ	esterter	`stherter	estherter	اسم	مذكر	"رعدة
ارتجاف
ارتعاش
قشعريرة
رعشة
رعب
رجفة"		`ⲥⲑⲉⲣⲧⲉⲣ (ⲡ)	(ⲡ)
`ⲥⲑⲏⲙ	`ςθημ	estiːm	`sthym	esthïm	اسم	مذكر	"كحل
اثمد"		`ⲥⲑⲏⲙ (ⲡ)	(ⲡ)
