Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲥⲁⲛⲙⲁϣⲓ	ςανμαϣι	sɑnmɑshi	sanmashi	sanmashi	اسم	مذكر	"صانع موازين
بائع موازين
وزان"		ⲥⲁⲛⲙⲁϣⲓ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛⲛⲉϩ	ςα`ννεϩ	sɑenneh	sa`nneh / sanneh	saenneh	اسم	مذكر	"زيات
سرجاني
بقال"		ⲥⲁ`ⲛⲛⲉϩ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛⲛⲉϩ	ςα`ννεϩ	sɑenneh	sa`nneh / sanneh	saenneh	اسم	مذكر	"سناح ، حشرة فطاطة
فطاط
نطاط
سناح
فرس النبي
جندب
grasshopper"		ⲥⲁ`ⲛⲛⲉϩ (ⲡ)	(ⲡ)
ⲥⲁⲛⲛⲱⲓⲧ	ςαννωιτ	sɑnnoːit	sannwit	sannōit	اسم	مذكر	طحان		ⲥⲁⲛⲛⲱⲓⲧ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛⲟⲩⲟϯ	ςα`νουοϯ	sɑ-enoː-oti	sa`nouoti / sannouoti	saenüoti	اسم	مذكر	"خضري
بائع خضار
بقال
بائع بقول"		ⲥⲁ`ⲛⲟⲩⲟϯ (ⲡ)	(ⲡ)
ⲥⲁⲛⲟⲩⲣⲱ	ςανουρω	sɑnoːroː	sanourw	sanürō	اسم	مذكر	بائع فول		ⲥⲁⲛⲟⲩⲣⲱ (ⲡ)	(ⲡ)
ⲥⲁⲛⲣⲓⲣ	ςανριρ	sɑnrir	sanrir	sanrir	اسم	مذكر	"بائع خنازير
تاجر خنازير"		ⲥⲁⲛⲣⲓⲣ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛⲥⲁϩ	ςα`νςαϩ	sɑ-ensɑh	sa`nsah / sansah	saensah	اسم	مذكر	صانع الاسياخ		ⲥⲁ`ⲛⲥⲁϩ (ⲡ)	(ⲡ)
ⲥⲁⲛⲥⲁϫⲓ	ςανςαϫι	sɑnsɑgi	sansagi	sansagi	اسم	مذكر	"رغاي
كلامنجي
بتاع كلام
مبلبل
صاحب قيل وقال
زارع شقاق"		ⲥⲁⲛⲥⲁϫⲓ (ⲡ)	(ⲡ)
ⲥⲁⲛⲥⲟⲗϥ	ςανςολϥ	sɑnsolf	sansolf	sansolf	اسم	مذكر	"مناخلي
صانع مناخل
تاجر مناخل"		ⲥⲁⲛⲥⲟⲗϥ (ⲡ)	(ⲡ)
ⲥⲁⲛⲧⲉⲃⲧ	ςαντεβτ	sɑntebt	santebt	santebt	اسم	مذكر	"سماك
تاجر سمك"		ⲥⲁⲛⲧⲉⲃⲧ (ⲡ)	(ⲡ)
ⲥⲁⲛⲫⲓⲥⲓ	ςανφιςι	sɑnpʰisi	sanphisi	sanphisi	اسم	مذكر	طباخ		ⲥⲁⲛⲫⲓⲥⲓ (ⲡ)	(ⲡ)
ⲥⲁⲛⲫⲉⲗϫ	ςανφελϫ	sɑnpʰelg	sanphelg	sanphelg	اسم	مذكر	"فخاري
فاخوري
صانع الفخار"		ⲥⲁⲛⲫⲉⲗϫ (ⲡ)	(ⲡ)
ⲥⲁⲛⲫⲱⲣϣ	ςανφωρϣ	sɑnpʰoːrsh	sanphwrsh	sanphōrsh	اسم	مذكر	"منجد
صانع فراش"		ⲥⲁⲛⲫⲱⲣϣ (ⲡ)	(ⲡ)
ⲥⲁⲛ`ⲭⲣⲟϥ	ςαν`χροϥ	sɑnekrof	san`qrof /sanqrof	sanekrof	اسم	مذكر	"غشاش
مخادع
صانع مكائد
غدار"		ⲥⲁⲛ`ⲭⲣⲟϥ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛⲱⲓⲕ	ςα`νωικ	sɑ-enoːik	sa`nwik / sanwik	saenōik	اسم	مذكر	"خباز
صانع خبز
بائع خبز"		ⲥⲁ`ⲛⲱⲓⲕ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛϣⲁⲣ	ςα`νϣαρ	sɑ-enshɑr	sa`nshar / sanshar	saenshar	اسم	مذكر	"تاجر جلود
صانع جلود
مجلد بالجلد"		ⲥⲁ`ⲛϣⲁⲣ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛϣⲉ`ⲛⲃⲉⲛⲓ	ςα`νϣε`νβενι	sɑ-enshe-enveni	sa`nshe`nveni / sanshenveni	saensheenveni	اسم	مذكر	بائع ليف النخيل		ⲥⲁ`ⲛϣⲉ`ⲛⲃⲉⲛⲓ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛ`ϣϫⲱⲧ	ςα`ν`ϣϫωτ	sɑ-eneshgoːt	sa`n`shgwt / sanshgwt	saeneshgōt	اسم	مذكر	صانع حبال		ⲥⲁ`ⲛ`ϣϫⲱⲧ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛϩⲁⲧ	ςα`νϩατ	sɑ-enhɑt	sa`nhat / sanhat	saenhat	اسم	مذكر	"صانع فضة
بائع فضة
مشتغل بالفضة"		ⲥⲁ`ⲛϩⲁⲧ (ⲡ)	(ⲡ)
ⲥⲁ`ⲛϩⲟⲙⲧ	ςα`νϩομτ	sɑ-enhomt	sa`nhomt / sanhomt	saenhomt	اسم	مذكر	"نحاس
صانع أو بائع النحاس"		ⲥⲁ`ⲛϩⲟⲙⲧ (ⲡ)	(ⲡ)
