Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲓⲱⲁⲛⲛⲏⲥ	ιωαννης	ioːɑnniːs	iwannys	iōannïs	اسم		"يوحنا
اسم شخص"	عبري	ⲓⲱⲁⲛⲛⲏⲥ	
ⲓⲱⲃ	ιωβ	ioːb	iwb	iōb	اسم		"أيوب
اسم شخص"	عبري	ⲓⲱⲃ	
ⲓⲱⲃ	ιωβ	ioːb	iwb	iōb	اسم	مذكر	"خس
نبات يؤكل نيئا"		ⲓⲱⲃ (ⲡ)	(ⲡ)
ⲓⲱⲏⲗ	ιωηλ	ioːiːl	iwyl	iōïl	اسم		"يؤيل
اسم نبي معناه يهوة إلهي"	عبري	ⲓⲱⲏⲗ	
ⲓⲁ	ια	iɑ	ia	ia	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يغسل
يطهر
يغتسل
يستحم
ينظف"		ⲓⲁ	
ⲓⲁ	ια	iɑ	ia	ia	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يغسل
يطهر
يغتسل
يستحم
ينظف"		ⲓⲁ	
ⲓⲱ	ιω	ioː	iw	iō	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يغسل
يطهر
يغتسل
يستحم
ينظف"		ⲓⲱ	
ⲓⲱⲓ	ιωι	ioːi	iwi	iōi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يغسل
يطهر
يغتسل
يستحم
ينظف"		ⲓⲱⲓ	
ⲓⲱⲛⲁ	ιωνα	ioːnɑ	iwna	iōna	اسم		"يونان
اسم نبي معناه حمامة"	يوناني ، عبري	ⲓⲱⲛⲁ	
ⲓⲱⲟⲩ	ιωου	ioːoː / ioː	iwou	iōü	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مغسول
مطهر
نظيف"		ⲓⲱⲟⲩ	
ⲓⲱⲟⲩ	ιωου	ioːoː / ioː	iwou	iōü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يورم
ينتفخ
ينتفش"		ⲓⲱⲟⲩ	
ⲓⲱⲟⲩ	ιωου	ioːoː / ioː	iwou	iōü	اسم	مذكر	"ورم
انتفاخ
انتفاش
خراج
غدة
دمل"		ⲓⲱⲟⲩ (ⲡ)	(ⲡ)
ⲓⲱⲟⲩ	ιωου	ioːoː / ioː	iwou	iōü	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"ورام
منتفخ
مورم
منفوش"		ⲓⲱⲟⲩ	
ⲓⲟⲣⲉⲙ	ιορεμ	iorem	iorem	iorem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحملق
يتفرس
يتطلع بتمعن
ينظر بفراسة
يندهش
يتحير
يبهت
ينخض
يرتعب"		ⲓⲟⲣⲉⲙ	
ⲓⲱⲣⲉⲙ	ιωρεμ	ioːrem	iwrem	iōrem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحملق
يتفرس
يتطلع بتمعن
ينظر بفراسة
يندهش
يتحير
يبهت
ينخض
يرتعب"		ⲓⲱⲣⲉⲙ	
ⲓⲱⲣⲉⲙ	ιωρεμ	ioːrem	iwrem	iōrem	اسم	مذكر	"نظرة
لمحة"		ⲓⲱⲣⲉⲙ (ⲡ)	(ⲡ)
