Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϩⲏⲅⲟⲩⲙⲉⲛⲟⲥ	ϩηγουμενος	hiːgoːmenos	hyjoumenos	hïgümenos	اسم	مذكر	"قمص
مدبر"	يوناني	ϩⲏⲅⲟⲩⲙⲉⲛⲟⲥ (ⲡ)	(ⲡ)
ⲏⲅⲟⲙⲉⲛⲟⲥ	ηγομενος	iːgomenos	yjomenos	ïgomenos	اسم	مذكر	"قمص
مدبر"	يوناني	ⲏⲅⲟⲙⲉⲛⲟⲥ (ⲡ)	(ⲡ)
ⲏⲇⲉⲟⲛ	ηδεον	iːdeon	ydeon	ïdeon	ظرف		"بسرور أكثر
بأبتهاج أوفر"	يوناني	ⲏⲇⲉⲟⲛ (adv.)	(adv.)
ⲏⲇⲉⲱⲥ	ηδεως	iːdeoːs	ydews	ïdeōs	ظرف		"بسرور
بابتهاج
بفرح
بمسرة
بلذة"	يوناني	ⲏⲇⲉⲱⲥ (adv.)	(adv.)
ⲏⲇⲟⲛⲏ	ηδονη	iːdoniː	ydony	ïdonï	اسم	مؤنث	"سرور
استمتاع
هوى
رغبة
متعة
لذة
شهوة
تحرق إلى
مذاق مقبول"	يوناني	ⲏⲇⲟⲛⲏ (ⲧ)	(ⲧ)
ϩⲏⲇⲟⲛⲏ	ϩηδονη	hiːdoniː	hydony	hïdonï	اسم	مؤنث	"سرور
استمتاع
هوى
رغبة
متعة
لذة
شهوة
تحرق إلى
مذاق مقبول"	يوناني	ϩⲏⲇⲟⲛⲏ (ⲧ)	(ⲧ)
ⲏⲑⲟⲥ	ηθος	iːtʰos	ythos	ïthos	اسم	مذكر	"عادة
عرف
سلوك
طبع
خلق"	يوناني	ⲏⲑⲟⲥ (ⲡ)	(ⲡ)
ⲏⲗ	ηλ	iːl	yl	ïl	اسم		الله	عبري	ⲏⲗ	
ⲏⲗ	ηλ	iːl	yl	ïl	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"محمول
مرفوع"		ⲏⲗ	
ὴⲗⲓ	ὴλι	eiːli	`yli	eïli	اسم		إلهي	عبري	ὴⲗⲓ	
ⲏⲗⲓⲁⲥ	ηλιας	iːliɑs	ylias	ïlias	اسم		"إيليا
اسم نبي معناه إلهي هو يهوة"	يوناني ، عبري	ⲏⲗⲓⲁⲥ	
ϩⲏⲗⲓⲕⲓⲁ	ϩηλικια	hiːlikiɑ	hylikia	hïlikia	اسم	مؤنث	"سن
عمر
فترة الحياة
سن البلوغ
قامة
طول القامة
عصر
دهر
حقبة زمنية"	يوناني	ϩⲏⲗⲓⲕⲓⲁ (ⲧ)	(ⲧ)
ⲏⲗⲓⲕⲓⲁ	ηλικια	iːlikiɑ	ylikia	ïlikia	اسم	مؤنث	"سن
عمر
فترة الحياة
سن البلوغ
قامة
طول القامة
عصر
دهر
حقبة زمنية"	يوناني	ⲏⲗⲓⲕⲓⲁ (ⲧ)	(ⲧ)
ⲏⲗⲓⲟⲡⲟⲗⲓⲥ	ηλιοπολις	iːliopolis	yliopolis	ïliopolis	اسم	مؤنث	"مدينة الشمس
هليوبوليس"	يوناني	ⲏⲗⲓⲟⲡⲟⲗⲓⲥ (ⲧ)	(ⲧ)
ⲏⲗⲓⲟⲥ	ηλιος	iːlios	ylios	ïlios	اسم	مذكر	"شمس
ضوء
حرارة الشمس"	يوناني	ⲏⲗⲓⲟⲥ (ⲡ)	(ⲡ)
ⲏⲙⲁⲥ	ημας	iːmɑs	ymas	ïmas	ضمير		"نا
ضمير شخصي المتكلمين في حالة المفعول به"	يوناني	ⲏⲙⲁⲥ (pron.)	(pron.)
ⲏⲙⲉⲣⲁ	ημερα	iːmerɑ	ymera	ïmera	اسم	مؤنث	"نهار
يوم
وقت
عهد
عصر"	يوناني	ⲏⲙⲉⲣⲁ (ⲧ)	(ⲧ)
ⲏⲙⲱⲛ	ημων	iːmoːn	ymwn	ïmōn	ضمير		"نا
ضمير شخصي المتكلمين في حالة المضاف لإليه"	يوناني	ⲏⲙⲱⲛ (pron.)	(pron.)
ⲏⲛⲓⲟⲭⲟⲥ	ηνιοχος	iːniokʰos	ynioqos	ïniokhos	اسم	مذكر	"متسلط
مسيطر
جبار"	يوناني	ⲏⲛⲓⲟⲭⲟⲥ (ⲡ)	(ⲡ)
