Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲡⲁⲣⲁⲙⲟⲛⲏ	παραμονη	pɑrɑmoniː	paramony	paramonï	اسم		"برمون
يوم استعداد
مكوث
ثبات
مواظبة
تجلد"	يوناني	ⲡⲁⲣⲁⲙⲟⲛⲏ	
ⲡⲁⲣⲁⲙⲩⲑⲉⲓⲥⲑⲁⲓ	παραμυθειςθαι	pɑrɑmitʰeistʰɑi	paramutheisthai	paramutheisthai	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعزي
يواسي
يشجع
يعضد
يؤازر
يستحث
يبهج"	يوناني	ⲡⲁⲣⲁⲙⲩⲑⲉⲓⲥⲑⲁⲓ	
ⲡⲁⲣⲁⲙⲩⲑⲓⲁ	παραμυθια	pɑrɑmitʰiɑ	paramuthia	paramuthia	اسم	مؤنث	"تعزية
مواساة
تشجيع
تعضيد
مؤزارة
تسكين
تسلية"	يوناني	ⲡⲁⲣⲁⲙⲩⲑⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲁⲛⲟⲙⲓⲁ	παρανομια	pɑrɑnomiɑ	paranomia	paranomia	اسم	مؤنث	"تعدي
عصيان
مخالفة الناموس
انتهاك القانون"	يوناني	ⲡⲁⲣⲁⲛⲟⲙⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲁⲛⲟⲙⲟⲥ	παρανομος	pɑrɑnomos	paranomos	paranomos	اسم	مذكر	"متعد
عاص
مخالف الناموس
منتهك القانون"	يوناني	ⲡⲁⲣⲁⲛⲟⲙⲟⲥ (ⲡ)	(ⲡ)
ⲡⲁⲣⲁⲡⲧⲱⲙⲁ	παραπτωμα	pɑrɑptoːmɑ	paraptwma	paraptōma	اسم	مذكر	"زلة
سقطة
هفوة
زلفة
غلطة
سيئة
عثرة
ذنب
خطية
إثم
تعد"	يوناني	ⲡⲁⲣⲁⲡⲧⲱⲙⲁ (ⲡ)	(ⲡ)
ⲡⲁⲣⲁⲥⲕⲉⲩⲏ	παραςκευη	pɑrɑskeviː	paraskeuy	paraskevï	اسم	مؤنث	"استعداد
إعداد
تهيئة
تجهيز
تسمية ليوم الجمعة كيوم سابق على السبت اليهودي
يوم الاستعداد الذي يسبق اليوم المقدس"	يوناني	ⲡⲁⲣⲁⲥⲕⲉⲩⲏ (ⲧ)	(ⲧ)
ⲡⲁⲣⲁⲧⲁⲝⲓⲥ	παραταξις	pɑrɑtɑxis	parataxis	parataxis	اسم	مؤنث	"نظام
ترتيب
طقس
تنظيم
مجموعات قوانين"	يوناني	ⲡⲁⲣⲁⲧⲁⲝⲓⲥ (ⲧ)	(ⲧ)
ⲡⲁⲣⲁⲧⲏⲣⲉⲓⲛ	παρατηρειν	pɑrɑtiːrein	paratyrein	paratïrein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يراقب
يلاحظ
ينتبه
يحترس
يترصد"	يوناني	ⲡⲁⲣⲁⲧⲏⲣⲉⲓⲛ	
ⲡⲁⲣⲁⲧⲏⲣⲓⲛ	παρατηριν	pɑrɑtiːrin	paratyrin	paratïrin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يراقب
يلاحظ
ينتبه
يحترس
يترصد"	يوناني	ⲡⲁⲣⲁⲧⲏⲣⲓⲛ	
ⲡⲁⲣⲁⲭⲓⲙⲁⲍⲉⲓⲛ	παραχιμαζειν	pɑrɑshimɑzein	paraqimazein	parashimazein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشتي
يقضي فصل الشتاء"	يوناني	ⲡⲁⲣⲁⲭⲓⲙⲁⲍⲉⲓⲛ	
ⲡⲁⲣⲁⲭⲱⲣⲓⲛ	παραχωριν	pɑrɑkʰoːrin	paraqwrin	parakhōrin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يسمح ل	يوناني	ⲡⲁⲣⲁⲭⲱⲣⲓⲛ	
ⲡⲁⲣⲇⲁⲗⲓⲥ	παρδαλις	pɑrdɑlis	pardalis	pardalis	اسم	مؤنث	"فهد
نمر أرقط"	يوناني	ⲡⲁⲣⲇⲁⲗⲓⲥ (ⲧ)	(ⲧ)
ⲡⲁⲣⲉⲙⲃⲁⲗⲗⲉⲓⲛ	παρεμβαλλειν	pɑremvallein	paremballein	paremvallein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحيط ب
يصطف حول
يعسكر
يهاجم
يتسلل"	يوناني	ⲡⲁⲣⲉⲙⲃⲁⲗⲗⲉⲓⲛ	
ⲡⲁⲣⲉⲙⲃⲟⲗⲏ	παρεμβολη	pɑremvoliː	paremboly	paremvolï	اسم	مؤنث	"معسكر
مخيم
محلة
ثكنة
موقع حلول الجيش"	يوناني	ⲡⲁⲣⲉⲙⲃⲟⲗⲏ (ⲧ)	(ⲧ)
ⲡⲁⲣⲉⲙϩⲁⲧ	παρεμϩατ	pɑremhɑt	paremhat	paremhat	اسم		"برمهات
الشهر القبطي السابع"		ⲡⲁⲣⲉⲙϩⲁⲧ	
ⲡⲁⲣⲉⲧⲓⲥⲑⲉ	παρετιςθε	pɑretistʰe	paretisthe	paretisthe	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتوسل
يتضرع
يستعطف
يلتمس العفو
يتبرأ
يعفي عن
يصفح عن
ينبذ
يرفض
يتقيأ
يتجنب
يستعفي
يتغاضى عن
يعرض عن"	يوناني	ⲡⲁⲣⲉⲧⲓⲥⲑⲉ	
ⲡⲁⲣⲑⲉⲛⲓⲁ	παρθενια	pɑrtʰeniɑ	parthenia	parthenia	اسم	مؤنث	"بتولية
عذرية
بكورية
عذراوية"	يوناني	ⲡⲁⲣⲑⲉⲛⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲑⲉⲛⲓⲕⲏ	παρθενικη	pɑrtʰenikiː	partheniky	parthenikï	اسم	مؤنث	"عذراوية
بتولية
منسوبة إلى البتولية"	يوناني	ⲡⲁⲣⲑⲉⲛⲓⲕⲏ (ⲧ)	(ⲧ)
ⲡⲁⲣⲑⲉⲛⲓⲕⲟⲥ	παρθενικος	pɑrtʰenikos	parthenikos	parthenikos	صفة		"بتولي
عذروي
منسوب إلى البتولية"	يوناني	ⲡⲁⲣⲑⲉⲛⲓⲕⲟⲥ (adj.)	(adj.)
ⲡⲁⲣⲑⲉⲛⲟⲥ	παρθενος	pɑrtʰenos	parthenos	parthenos	اسم	مذكر	"رجل متبتل
رجل مكرس"		ⲡⲁⲣⲑⲉⲛⲟⲥ (ⲡ)	(ⲡ)
ⲡⲁⲣⲑⲉⲛⲟⲥ	παρθενος	pɑrtʰenos	parthenos	parthenos	اسم	مؤنث	"عذراء
بتول
طاهرة"		ⲡⲁⲣⲑⲉⲛⲟⲥ (ⲧ)	(ⲧ)
ⲡⲁⲣⲕⲟⲩⲕⲓ	παρκουκι	pɑrkoːki	parkouki	parküki	اسم	مذكر	"برقوق
نوع من الفواكه"		ⲡⲁⲣⲕⲟⲩⲕⲓ (ⲡ)	(ⲡ)
ⲡⲁⲣⲕⲱⲛⲓ	παρκωνι	pɑrkoːni	parkwni	parkōni	اسم	مذكر	بركان	يوناني	ⲡⲁⲣⲕⲱⲛⲓ (ⲡ)	(ⲡ)
ⲡⲁⲣⲙⲟⲩⲧⲉ	παρμουτε	pɑrmoːte	parmoute	parmüte	اسم		"برمودة
الشهر القبطي الثامن"		ⲡⲁⲣⲙⲟⲩⲧⲉ	
ⲡⲁⲣⲓⲕⲓⲁ	παρικια	pɑrikiɑ	parikia	parikia	اسم	مؤنث	"غربة
تغرب
إقامة مؤقته
تجمع
رعية
إبروشية"	يوناني	ⲡⲁⲣⲓⲕⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲟⲓⲕⲓⲁ	παροικια	pɑroikiɑ	paroikia	paroikia	اسم	مؤنث	"غربة
تغرب
إقامة مؤقته
تجمع
رعية
إبروشية"	يوناني	ⲡⲁⲣⲟⲓⲕⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲓⲙⲓⲁ	παριμια	pɑrimiɑ	parimia	parimia	اسم	مؤنث	"مثل
تشبيه
قول رمزى
قول مأثور
كناية
استعارة"	يوناني	ⲡⲁⲣⲓⲙⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲟⲓⲙⲓⲁ	παροιμια	pɑroimiɑ	paroimia	paroimia	اسم	مؤنث	"مثل
تشبيه
قول رمزى
قول مأثور
كناية
استعارة"	يوناني	ⲡⲁⲣⲟⲓⲙⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲟⲓⲙⲓⲁ	παροιμια	pɑroimiɑ	paroimia	paroimia	اسم	جمع	سفر الأمثال	يوناني	ⲡⲁⲣⲟⲓⲙⲓⲁ (ⲛ)	(ⲛ)
ⲡⲁⲣⲟⲩⲥⲓⲁ	παρουςια	pɑroːsiɑ	parousia	parüsia	اسم	مؤنث	"ظهور
استعلان
حضور
مجيء
قدوم
المجيء الثاني"	يوناني	ⲡⲁⲣⲟⲩⲥⲓⲁ (ⲧ)	(ⲧ)
ⲡⲁⲣⲟⲩⲭ	παρουχ	pɑroːkʰ	parouq	parükh	اسم		"باروخ
سفر باروخ"	يوناني ، عبري	ⲡⲁⲣⲟⲩⲭ	
