Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲗⲩⲙⲛⲏ	λυμνη	limniː	lumny	limnï	اسم	مؤنث	"بحيرة
بركة
حوض كبير"	يوناني	ⲗⲩⲙⲛⲏ (ⲧ)	(ⲧ)
ⲗⲩⲙⲯⲁⲛⲟⲛ	λυμψανον	limpsɑnon	lumpsanon	limpsanon	اسم	مذكر	"رفات
ذخيرة
أثر مقدس لقديس أو شهيد"	يوناني	ⲗⲩⲙⲯⲁⲛⲟⲛ (ⲡ)	(ⲡ)
ⲗⲩⲡⲏ	λυπη	lipiː	lupy	lipï	اسم	مؤنث	"حزن
أسف
اغتمام
كرب
محنة"	يوناني	ⲗⲩⲡⲏ (ⲧ)	(ⲧ)
ⲗⲩⲡⲧⲁⲛⲓⲛ	λυπτανιν	liptɑnin	luptanin	liptanin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يجعل الشيء رفيع		ⲗⲩⲡⲧⲁⲛⲓⲛ	
ⲗⲩⲡⲧⲏⲛⲓⲛ	λυπτηνιν	liptiːnin	luptynin	liptïnin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يجعل الشيء رفيع		ⲗⲩⲡⲧⲏⲛⲓⲛ	
ⲗⲩⲣⲁ	λυρα	lirɑ	lura	lira	اسم	مؤنث	"ربابة
كمنجة
ألة موسيقية بأوتار"	يوناني	ⲗⲩⲣⲁ (ⲧ)	(ⲧ)
ⲗⲏⲧⲟⲛ	λητον	liːton	lyton	lïton	اسم	مؤنث	قابل للذوبان	يوناني	ⲗⲏⲧⲟⲛ (ⲧ)	(ⲧ)
ⲗⲩⲧⲟⲛ	λυτον	liton	luton	liton	اسم	مؤنث	قابل للذوبان	يوناني	ⲗⲩⲧⲟⲛ (ⲧ)	(ⲧ)
ⲗⲩⲧⲟⲩⲣⲅⲓⲁ	λυτουργια	litoːrgiɑ	lutourjia	litürgia	اسم	مؤنث	"عبادة
تقدمة
ذبيحة
خدمة التسبيح
خدمة القداس الإلهي"	يوناني	ⲗⲩⲧⲟⲩⲣⲅⲓⲁ (ⲧ)	(ⲧ)
ⲗⲓⲧⲣⲁ	λιτρα	litrɑ	litra	litra	اسم	مؤنث	"لتر
رطل روماني
منا 327 جرام"	يوناني	ⲗⲓⲧⲣⲁ (ⲧ)	(ⲧ)
ⲗⲩⲧⲣⲁ	λυτρα	litrɑ	lutra	litra	اسم	مؤنث	"لتر
رطل روماني
منا 327 جرام"	يوناني	ⲗⲩⲧⲣⲁ (ⲧ)	(ⲧ)
ⲗⲩⲧⲣⲟⲛ	λυτρον	litron	lutron	litron	اسم	مذكر	"فدية
افتداء
ثمن العتق
ثمن الإطلاق"	يوناني	ⲗⲩⲧⲣⲟⲛ (ⲡ)	(ⲡ)
ⲗⲩⲭⲛⲓⲁ	λυχνια	likʰniɑ	luqnia	likhnia	اسم	مؤنث	"منارة
شمعدان"	يوناني	ⲗⲩⲭⲛⲓⲁ (ⲧ)	(ⲧ)
ⲗⲩⲯⲁⲛⲟⲛ	λυψανον	lipsɑnon	lupsanon	lipsanon	اسم	مذكر	"رفات
ذخيرة
أثر مقدس لقديس أو شهيد"	يوناني	ⲗⲩⲯⲁⲛⲟⲛ (ⲡ)	(ⲡ)
ⲗⲱⲃⲗⲉⲃ	λωβλεβ	loːbleb	lwbleb	lōbleb	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يحب بشغف		ⲗⲱⲃⲗⲉⲃ	
ⲗⲟⲃϣ	λοβϣ	lobsh	lobsh	lobsh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يتوهج
يلتهب
يشتعل
يتقد
يشعل
يلهب
يحمي
يقشعر
يلتهب ، للحرارة"		ⲗⲟⲃϣ	
ⲗⲉⲃϣ	λεβϣ	lebsh	lebsh	lebsh	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يتوهج
يلتهب
يشتعل
يتقد
يشعل
يلهب
يحمي
يقشعر
يلتهب ، للحرارة"		ⲗⲉⲃϣ	
ⲗⲱⲃϣ	λωβϣ	loːbsh	lwbsh	lōbsh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتوهج
يلتهب
يشتعل
يتقد
يشعل
يلهب
يحمي
يقشعر
يلتهب ، للحرارة"		ⲗⲱⲃϣ	
ⲗⲱⲃϣ	λωβϣ	loːbsh	lwbsh	lōbsh	اسم	مذكر	"توهج
وهج
حرارة
التهاب
اشتعال
حماس
حماسة
توقد
التهاب ، الحرارة"		ⲗⲱⲃϣ (ⲡ)	(ⲡ)
ⲗⲱⲃϣ	λωβϣ	loːbsh	lwbsh	lōbsh	اسم	مذكر	"سطح
سقف
تعريشة
سجاف
سياج
كورنيش
إطار
قمة
تاج
ذروة
شرف
علو
تفسير
لبش ، تكملة التسبحة"		ⲗⲱⲃϣ (ⲡ)	(ⲡ)
`ϩⲗⲱⲓⲗⲓ	`ϩλωιλι	ehloːili	`hlwili	ehlōili	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يطفو
يعوم
يسبح
يخوض"		`ϩⲗⲱⲓⲗⲓ	
ⲗⲱⲓⲗⲓ	λωιλι	loːili	lwili	lōili	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يطفو
يعوم
يسبح
يخوض"		ⲗⲱⲓⲗⲓ	
ⲗⲱⲓⲗⲓ	λωιλι	loːili	lwili	lōili	اسم	مؤنث	"إلية
عجز
ذيل
مؤخرة
إست"		ⲗⲱⲓⲗⲓ (ⲧ)	(ⲧ)
ⲗⲱⲓϩⲓ	λωιϩι	loːihi	lwihi	lōihi	صفة		"موحل
مطين"		ⲗⲱⲓϩⲓ (adj.)	(adj.)
ⲗⲱⲓϩⲓ	λωιϩι	loːihi	lwihi	lōihi	اسم	مذكر	"طين
حمأة
وحل
قذارة
كساحة"		ⲗⲱⲓϩⲓ (ⲡ)	(ⲡ)
ⲗⲱⲓϫⲓ	λωιϫι	loːigi	lwigi	lōigi	اسم	مؤنث	"سبب
علة
داع
داعي
عذر
حجة
دعوى"		ⲗⲱⲓϫⲓ (ⲧ)	(ⲧ)
ⲗⲟⲕ	λοκ	lok	lok	lok	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلين
يرطب
ينعم
يطري
يلين
يترطب
يصير رطبا
يصير ناعما"		ⲗⲟⲕ	
ⲗⲉⲕ	λεκ	lek	lek	lek	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يلين
يرطب
ينعم
يطري
يلين
يترطب
يصير رطبا
يصير ناعما"		ⲗⲉⲕ	
ⲗⲱⲕ	λωκ	loːk	lwk	lōk	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلين
يرطب
ينعم
يطري
يلين
يترطب
يصير رطبا
يصير ناعما"		ⲗⲱⲕ	
ⲗⲱⲕ	λωκ	loːk	lwk	lōk	اسم	مذكر	"ليونة
رطوبة
نعومة
حبوب طرية طازجة"		ⲗⲱⲕ (ⲡ)	(ⲡ)
ⲗⲱⲙ	λωμ	loːm	lwm	lōm	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يذبل
يبلى
يتلف
يذوى
يضمحل
ييبس
ينشف
يتلف
يوسخ
يلطخ
يلوث
يتسخ
يصير رثا ، للثياب"		ⲗⲱⲙ	
ⲗⲟⲙ	λομ	lom	lom	lom	اسم	مذكر	"ذبول
اضمحلال
تلف"		ⲗⲟⲙ (ⲡ)	(ⲡ)
ⲗⲱⲙ	λωμ	loːm	lwm	lōm	اسم	مذكر	"ذبول
اضمحلال
تلف"		ⲗⲱⲙ (ⲡ)	(ⲡ)
ⲗⲟⲙ	λομ	lom	lom	lom	اسم	مذكر	"لقمة
كسرة
قطعة خبز
حتة"		ⲗⲟⲙ (ⲡ)	(ⲡ)
ⲗⲱⲙ	λωμ	loːm	lwm	lōm	اسم	مذكر	"لقمة
كسرة
قطعة خبز
حتة"		ⲗⲱⲙ (ⲡ)	(ⲡ)
ⲗⲱⲙⲥ	λωμς	loːms	lwms	lōms	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينتن
يعفن
يتقيح"		ⲗⲱⲙⲥ	
ⲗⲱⲟⲩ	λωου	loːoː	lwou	lōü	اسم	مذكر	"خصلة من الشعر
جديلة من الشعر
حلقة
دائرة
سجاف
هدب
هامش
عرجون
سباطة بلح"		ⲗⲱⲟⲩ (ⲡ)	(ⲡ)
ⲗⲱⲟⲩ	λωου	loːoː	lwou	lōü	اسم	مذكر	"أقراط
حلى
حلق
أساور"		ⲗⲱⲟⲩ (ⲡ)	(ⲡ)
ⲗⲱⲟⲩ	λωου	loːoː	lwou	lōü	اسم	مذكر	"حلة
بدلة
ملابس
ثياب"		ⲗⲱⲟⲩ (ⲡ)	(ⲡ)
ⲗⲱⲡⲥ	λωπς	loːps	lwps	lōps	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يضلل
يغش
يلتبس عليه الأمر"		ⲗⲱⲡⲥ	
ⲗⲱⲡⲥ	λωπς	loːps	lwps	lōps	اسم	مذكر	"تضليل
لبس
التباس"		ⲗⲱⲡⲥ (ⲡ)	(ⲡ)
ⲗⲱⲣⲟⲛ	λωρον	loːron	lwron	lōron	اسم	مذكر	"سير
قايش
حزام"	يوناني	ⲗⲱⲣⲟⲛ (ⲡ)	(ⲡ)
ⲗⲱⲣⲟⲥ	λωρος	loːros	lwros	lōros	اسم	مذكر	"سير
قايش
حزام"	يوناني	ⲗⲱⲣⲟⲥ (ⲡ)	(ⲡ)
ⲗⲁⲥ	λας	lɑs	las	las	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يسحق
يرض
يكسر
يصيب
يترضض
ينسحق
يتخرشم"		ⲗⲁⲥ	
ⲗⲉⲥ	λες	les	les	les	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يسحق
يرض
يكسر
يصيب
يترضض
ينسحق
يتخرشم"		ⲗⲉⲥ	
ⲗⲱⲥ	λως	loːs	lws	lōs	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يسحق
يرض
يكسر
يصيب
يترضض
ينسحق
يتخرشم"		ⲗⲱⲥ	
ⲗⲱⲧ	λωτ	loːt	lwt	lōt	اسم		"لوط
اسم شخص
ابن أخ ابراهيم"	عبري	ⲗⲱⲧ	
ⲗⲁϣϫ	λαϣϫ	lɑshg	lashg	lashg	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يتضايق
يتكدر
يزهق
يؤذي
يضايق
يزعج
يكدر
يظلم
يضر"		ⲗⲁϣϫ	
ⲗⲉϣϫ	λεϣϫ	leshg	leshg	leshg	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يتضايق
يتكدر
يزهق
يؤذي
يضايق
يزعج
يكدر
يظلم
يضر"		ⲗⲉϣϫ	
ⲗⲱϣϫ	λωϣϫ	loːshg	lwshg	lōshg	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتضايق
يتكدر
يزهق
يؤذي
يضايق
يزعج
يكدر
يظلم
يضر"		ⲗⲱϣϫ	
ⲗⲱϥ	λωϥ	loːf	lwf	lōf	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يفسد
يتلف
يعفن
يتعفن
يصبح ماسخا ، لا طعم له"		ⲗⲱϥ	
ⲗⲱϥ	λωϥ	loːf	lwf	lōf	اسم	مذكر	"تلف
عفونة"		ⲗⲱϥ (ⲡ)	(ⲡ)
ⲗⲱϧⲉⲙ	λωϧεμ	loːkʰem	lwkhem	lōkhem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يسلق
يغلي
يسحق
يسحن
يفرم"		ⲗⲱϧⲉⲙ	
ⲗⲁϧⲉⲙ	λαϧεμ	lɑkʰem	lakhem	lakhem	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مسلوق
مسحون
مفروم"		ⲗⲁϧⲉⲙ	
ⲗⲱϧⲉⲙ	λωϧεμ	loːkʰem	lwkhem	lōkhem	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مسلوق
مسحون
مفروم"		ⲗⲱϧⲉⲙ	
ⲗⲱϧⲉⲙ	λωϧεμ	loːkʰem	lwkhem	lōkhem	اسم	مذكر	"سليق
الشيء المسلوق"		ⲗⲱϧⲉⲙ (ⲡ)	(ⲡ)
ⲗⲟϫ	λοϫ	log	log	log	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلتصق
يلصق
يلزق
يلحم
يلحس
يلعق"		ⲗⲟϫ	
ⲗⲉϫ	λεϫ	leg	leg	leg	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يلتصق
يلصق
يلزق
يلحم
يلحس
يلعق"		ⲗⲉϫ	
ⲗⲱϫ	λωϫ	loːg	lwg	lōg	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلتصق
يلصق
يلزق
يلحم
يلحس
يلعق"		ⲗⲱϫ	
