Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲙⲟϩ ὲ`ⲡϣⲱⲓ	μοϩ ὲ`πϣωι	moh e-epshoːi	moh `e`pshwi	moh èepshōi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يفيض ، النهر		ⲙⲟϩ ὲ`ⲡϣⲱⲓ	
ⲙⲟϫⲧ	μοϫτ	mogt	mogt	mogt	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يخلط
يمزج"		ⲙⲟϫⲧ	
ⲙⲟϫⲧ	μοϫτ	mogt	mogt	mogt	اسم	مذكر	"مناخ
طقس
حالة الجو
مزاج
طبع"		ⲙⲟϫⲧ (ⲡ)	(ⲡ)
ⲙⲟϫⲧ	μοϫτ	mogt	mogt	mogt	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مخلوط
مختلط
ممزوج"		ⲙⲟϫⲧ	
ⲙⲟϫϧ	μοϫϧ	mogkʰ	mogkh	mogkh	اسم	مذكر	"منطقة
حزام
قايش
كمر"		ⲙⲟϫϧ (ⲡ)	(ⲡ)
ⲙⲟϯ	μοϯ	moti	moti	moti	اسم	مذكر	"عنق
رقبة
جيد
كتف
منكب
قفا
وتر القوس"		ⲙⲟϯ (ⲡ)	(ⲡ)
ϩⲁⲛⲙⲟϯ	ϩανμοϯ	hɑnmoti	hanmoti	hanmoti	اسم	جمع	"عروق
أعصاب
عضلات"		ϩⲁⲛⲙⲟϯ (ⲛ)	(ⲛ)
`ⲙⲡⲁⲓⲛⲁⲩ	`μπαιναυ	empɑinav	`mpainau	empainav	ظرف		"في هذا الحين
الأن
توا
في هذا الوقت"		`ⲙⲡⲁⲓⲛⲁⲩ (adv.)	(adv.)
`ⲙⲡⲁⲓⲣⲏϯ	`μπαιρηϯ	empɑiriːti	`mpairyti	empairïti	ظرف		"هكذا
بهذا الحال
بهذه الطريقة"		`ⲙⲡⲁⲓⲣⲏϯ (adv.)	(adv.)
`ⲙⲡⲁ	`μπα	empɑ	`mpa	empa	أداة نفي		"لا
أداة نفي الحال الدال على التكرار"		`ⲙⲡⲁ	
`ⲙⲡⲁⲣⲉ	`μπαρε	empɑre	`mpare	empare	أداة نفي		"لا
أداة نفي الحال الدال على التكرار"		`ⲙⲡⲁⲣⲉ	
`ⲙⲡⲁⲣⲣⲏⲥⲓⲁ	`μπαρρηςια	empɑrriːsiɑ	`mparrysia	emparrïsia	ظرف		"علانية
جهارا"	يوناني	`ⲙⲡⲁⲣⲣⲏⲥⲓⲁ (adv.)	(adv.)
`ⲙⲡⲁⲧⲉ	`μπατε	empɑte	`mpate	empate	ظرف		"قبل أن
ليس للأن
ليس بعد"		`ⲙⲡⲁⲧⲉ (adv.)	(adv.)
`ⲙⲡⲁⲧⲉ	`μπατε	empɑte	`mpate	empate	ظرف		"قبل أن
ليس للأن
ليس بعد"		`ⲙⲡⲁⲧⲉ (adv.)	(adv.)
`ⲙⲡⲉ	`μπε	empe	`mpe	empe	أداة نفي		"لم
لا
ليس
نفي صيغة الماضي التام"		`ⲙⲡⲉ	
`ⲙⲡⲉ`ⲙⲑⲟ	`μπε`μθο	empe-emtʰo	`mpe`mtho	empe-emtho	ظرف		"أمام
قدام
في مواجهة
مقابل
قبالة
تجاه"		`ⲙⲡⲉ`ⲙⲑⲟ (adv.)	(adv.)
`ⲙⲡⲉⲛ`ⲑⲣⲉ	`μπεν`θρε	empenetʰre	`mpen`thre	empenethre	أداة نفي		لا تجعل ، لا الناهية  المتعدية		`ⲙⲡⲉⲛ`ⲑⲣⲉ	
`ⲙⲡⲉⲣ	`μπερ	emper	`mper	emper	أداة نفي		لا الناهية ، تتصل بالفعل مباشرة		`ⲙⲡⲉⲣ	
`ⲙⲡⲉⲣⲭⲁⲥ	`μπερχας	emperkɑs	`mperqas	emperkas	أداة نفي		"لئلا
لكي لا"		`ⲙⲡⲉⲣⲭⲁⲥ	
`ⲙⲡⲉⲧ`ⲥϣⲉ	`μπετ`ςϣε	empetesshe	`mpet`sshe	empetesshe	جملة		لا يحل		`ⲙⲡⲉⲧ`ⲥϣⲉ	
`ⲙⲡⲓⲟⲩⲱⲓϣ	`μπιουωιϣ	empioː-oːish	`mpiouwish	empioiōish	ظرف		سابقا		`ⲙⲡⲓⲟⲩⲱⲓϣ (adv.)	(adv.)
`ⲙ`ⲡⲕⲱϯ	`μ`πκωϯ	emepkoːti	`m`pkwti	emepkōti	ظرف		حول		`ⲙ`ⲡⲕⲱϯ (adv.)	(adv.)
`ⲙ`ⲡ`ⲥⲛⲁⲩ	`μ`π`ςναυ	emepesnav	`m`p`snau	emepesnav	ظرف		"كلاهما
سويا"		`ⲙ`ⲡ`ⲥⲛⲁⲩ (adv.)	(adv.)
