Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲟⲛⲧⲱⲥ	οντως	ontoːs	ontws	ontōs	ظرف		"حقا
بالحقيقة
بالفعل
في الواقع"	يوناني	ⲟⲛⲧⲱⲥ (adv.)	(adv.)
ⲟⲛϣ	ονϣ	onsh	onsh	onsh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يحير
يذهل
يدهش"		ⲟⲛϣ	
ⲟⲛϣ	ονϣ	onsh	onsh	onsh	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"متحير
مندهش
مبهور
مذهول
مبهوت"		ⲟⲛϣ	
ⲟⲛϣ ὲ	ονϣ ὲ	onsh è	onsh `e	onsh è	فعل		"يشخص
يتفرس في
يحملق في"		ⲟⲛϣ ὲ (v.)	(v.)
ⲟⲛϣ `ⲛⲥⲁ	ονϣ `νςα	onsh ensɑ	onsh `nsa	onsh ensa	فعل		يحملق بذهول		ⲟⲛϣ `ⲛⲥⲁ (v.)	(v.)
ⲟⲛϣ ὲⲃⲟⲗ	ονϣ ὲβολ	onsh èvol	onsh `ebol	onsh èvol	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"فاغر الفم من الدهشة
تأمل ياستغراب
غائب عن الوعي"		ⲟⲛϣ ὲⲃⲟⲗ	
ⲟⲛϣ ὲϧⲟⲩⲛ	ονϣ ὲϧουν	onsh èkʰoːn	onsh `ekhoun	onsh èkhün	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"متدخل
حشري
حاشر نفسه"		ⲟⲛϣ ὲϧⲟⲩⲛ	
ⲟⲛϣ.. ὲϧⲟⲩⲛ	ονϣ.. ὲϧουν	onsh èkʰoːn	onsh `ekhoun	onsh èkhün	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يتدخل
يتطفل
يحشر نفسه"		ⲟⲛϣ.. ὲϧⲟⲩⲛ	
ⲟⲛϧ	ονϧ	onkʰ	onkh	onkh	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"حي
عائش
على قيد الحياة"		ⲟⲛϧ	
ⲟⲛϩ	ονϩ	onh	onh	onh	اسم	مذكر	"فناء
حوش البيت
حظيرة
زريبة
دهليز"		ⲟⲛϩ (ⲡ)	(ⲡ)
ⲟⲡ	οπ	op	op	op	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يعد
يحسب
يحصي"		ⲟⲡ	
ⲟⲡⲓⲟⲛ	οπιον	opion	opion	opion	اسم	مذكر	"أفيون
عصير الخشخاش"	يوناني	ⲟⲡⲓⲟⲛ (ⲡ)	(ⲡ)
ⲟⲡⲗⲟⲛ	οπλον	oplon	oplon	oplon	اسم	مذكر	"سلاح
ألة
وسيلة
أداة
عتاد"	يوناني	ⲟⲡⲗⲟⲛ (ⲡ)	(ⲡ)
ⲟⲡⲥ ϫⲉ	οπς ϫε	ops ge	ops ge	ops ge	فعل		"يفترض أن
يظن أن"		ⲟⲡⲥ ϫⲉ (v.)	(v.)
ⲟⲡⲧ	οπτ	opt	opt	opt	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يحمل
يوسق
يشيل"		ⲟⲡⲧ	
ⲟⲡⲧ	οπτ	opt	opt	opt	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"محمل
مشحون
مثقل"		ⲟⲡⲧ	
ⲟⲡⲧⲁⲥⲓⲁ	οπταςια	optɑsiɑ	optasia	optasia	اسم	مؤنث	"منظر
مشهد
رؤيا
وحي"	يوناني	ⲟⲡⲧⲁⲥⲓⲁ (ⲧ)	(ⲧ)
ϩⲟⲡⲱⲥ	ϩοπως	hopoːs	hopws	hopōs	أداة ربط		"لكي
كي
حتى
كيفما"	يوناني	ϩⲟⲡⲱⲥ	
ⲟⲡⲱⲥ	οπως	opoːs	opws	opōs	أداة ربط		"لكي
كي
حتى
كيفما"	يوناني	ⲟⲡⲱⲥ	
ⲟⲣ	ορ	or	or	or	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يتحذر من
يتحرز من
يتحفظ من"		ⲟⲣ	
ⲟⲣⲁⲙⲁ	οραμα	orɑmɑ	orama	orama	اسم	مذكر	"رؤيا
منظر
مشهد"	يوناني	ⲟⲣⲁⲙⲁ (ⲡ)	(ⲡ)
ϩⲟⲣⲁⲥⲓⲥ	ϩοραςις	horɑsis	horasis	horasis	اسم	مؤنث	"رؤيا
منظر
ظهور
عضو الرؤية
أداة الرؤية"	يوناني	ϩⲟⲣⲁⲥⲓⲥ (ⲧ)	(ⲧ)
ⲟⲣⲁⲥⲓⲥ	οραςις	orɑsis	orasis	orasis	اسم	مؤنث	"رؤيا
منظر
ظهور
عضو الرؤية
أداة الرؤية"	يوناني	ⲟⲣⲁⲥⲓⲥ (ⲧ)	(ⲧ)
ⲟⲣⲃⲉ	ορβε	orve	orve	orve	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلوث
يلطخ
يدنس
يعوف
يكره
يشمئز
يقرف"		ⲟⲣⲃⲉ	
ⲟⲣⲅⲁⲛⲟⲛ	οργανον	orgɑnon	orjanon	organon	اسم	مذكر	"أرغن
أداة
وسيلة
مادة"	يوناني	ⲟⲣⲅⲁⲛⲟⲛ (ⲡ)	(ⲡ)
ⲟⲣⲅⲏ	οργη	orgiː	orjy	orgï	اسم	مؤنث	"غضب
حنق
غيظ
سخط
احتداد"	يوناني	ⲟⲣⲅⲏ (ⲧ)	(ⲧ)
ⲟⲣⲇⲓⲛⲟⲛ	ορδινον	ordinon	ordinon	ordinon	اسم	مذكر	"دور
نوبة"	يوناني	ⲟⲣⲇⲓⲛⲟⲛ (ⲡ)	(ⲡ)
ⲟⲣⲉⲃ	ορεβ	oreb	oreb	oreb	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يلوث
يدنس
يعيف
يشمئز
يقرف"		ⲟⲣⲉⲃ	
ⲟⲣⲉⲃ	ορεβ	oreb	oreb	oreb	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مرذول
مقرف
رجس"		ⲟⲣⲉⲃ	
ⲟⲣⲑⲓⲛⲟⲛ	ορθινον	ortʰinon	orthinon	orthinon	اسم	مذكر	"صوت منتظم
ترتيل بلحن"	يوناني	ⲟⲣⲑⲓⲛⲟⲛ (ⲡ)	(ⲡ)
ⲟⲣⲑⲟⲇⲟⲝⲓⲁ	ορθοδοξια	ortʰodoksiɑ	orthodoxia	orthodoxia	اسم	مؤنث	"أرثوذوكسية
استقامة الرأي
موافقة للعقيدة الحقيقية"	يوناني	ⲟⲣⲑⲟⲇⲟⲝⲓⲁ (ⲧ)	(ⲧ)
ⲟⲣⲑⲟⲇⲟⲝⲟⲥ	ορθοδοξος	ortʰodoksos	orthodoxos	orthodoxos	اسم	مذكر	"أرثوذوكسي
مستقيم الرأي
صحيح الإيمان
ذو اعتقاد سليم"	يوناني	ⲟⲣⲑⲟⲇⲟⲝⲟⲥ (ⲡ)	(ⲡ)
ⲟⲣⲑⲣⲓⲛⲟⲛ	ορθρινον	ortʰrinon	orthrinon	orthrinon	ظرف		"مبكرا
باكرا في الفجر"	يوناني	ⲟⲣⲑⲣⲓⲛⲟⲛ (adv.)	(adv.)
ⲟⲣⲑⲱⲥ	ορθως	ortʰoːs	orthos	orthos	ظرف		باستقامة	يوناني	ⲟⲣⲑⲱⲥ (adv.)	(adv.)
