Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲙⲉⲥⲓⲱϯ `ⲙⲡⲏⲣⲓ	μεςιωϯ `μπηρι	mesioːti empiːri	mesiwti `mpyri	mesiōti empïri	اسم	مؤنث	سرب من طيور السمان ، السلوى		ⲙⲉⲥⲓⲱϯ `ⲙⲡⲏⲣⲓ (ⲧ)	(ⲧ)
ⲙⲉⲥⲟⲡⲟⲧⲁⲙⲓⲁ	μεςοποταμια	mesopotɑmiɑ	mesopotamia	mesopotamia	اسم	مؤنث	"ميزوبوتاميا
العراق
بلاد ما بين النهرين"		ⲙⲉⲥⲟⲡⲟⲧⲁⲙⲓⲁ (ⲧ)	(ⲧ)
ⲙⲉⲥⲟⲩⲣⲏ	μεςουρη	mesoːriː	mesoury	mesürï	اسم		"مسرى
الشهر الثاني عشر من العام القبطي
مولد الشمس
7 august – 5 septemver"		ⲙⲉⲥⲟⲩⲣⲏ	
ⲙⲉⲥⲱⲣⲏ	μεςωρη	mesoːriː	meswry	mesōrï	اسم		"مسرى
الشهر الثاني عشر من العام القبطي
مولد الشمس
8 august – 5 septemver"		ⲙⲉⲥⲱⲣⲏ	
ⲙⲉⲥⲟⲣⲏ	μεςορη	mesoriː	mesory	mesorï	اسم		"مسرى
الشهر الثاني عشر من العام القبطي
مولد الشمس
9 august – 5 septemver"		ⲙⲉⲥⲟⲣⲏ	
ⲙⲉⲥⲥⲓⲁⲥ	μεςςιας	messiɑs	messias	messias	اسم	مذكر	"المسيا
المسيح
الممسوح"	يوناني	ⲙⲉⲥⲥⲓⲁⲥ (ⲡ)	(ⲡ)
ⲙⲉⲥⲧⲉ	μεςτε	meste	meste	meste	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يبغص
يكره
يمقت"		ⲙⲉⲥⲧⲉ	
ⲙⲉⲥⲧⲉ	μεςτε	meste	meste	meste	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"بغيض
مكروه
ممقوت"		ⲙⲉⲥⲧⲉ	
ⲙⲉⲥⲧⲉⲛϩⲏⲧ	μεςτενϩητ	mestenhiːt	mestenhyt	mestenhït	اسم	مؤنث	صدر		ⲙⲉⲥⲧⲉⲛϩⲏⲧ (ⲧ)	(ⲧ)
ⲙⲉⲥⲧⲏⲣ	μεςτηρ	mestiːr	mestyr	mestïr	اسم	مذكر	"مستير
معلقة التناول"		ⲙⲉⲥⲧⲏⲣ (ⲡ)	(ⲡ)
ⲙⲉⲥⲧⲱ	μεςτω	mestoː	mestw	mestō	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يبغض
يكره
يمقت"		ⲙⲉⲥⲧⲱ	
ⲙⲉⲥⲱⲣⲏ	μεςωρη	mesoːriː	meswry	mesōrï	اسم		"مسرى
الشهر الثاني عشر من العام القبطي
مولد الشمس"		ⲙⲉⲥⲱⲣⲏ	
ⲙⲉⲥϧⲉⲛⲏⲓ	μεςϧενηι	meskʰeniːi	meskhenyi	meskhenïi	اسم		"مولود البيت
وليد البيت"		ⲙⲉⲥϧⲉⲛⲏⲓ	
ⲙⲉⲧ	μετ	met	met	met	زائدة ، prefix		"مقطع يزاد على الصفات أو الأسماء فيحولها إلى اسم معنوي
-hood / -ship"		ⲙⲉⲧ	
ⲙⲉⲧ	μετ	met	met	met	اسم	مذكر	"رئيس
حاكم
زعيم"		ⲙⲉⲧ (ⲡ)	(ⲡ)
ⲙⲏⲧ	μητ	miːt	myt	mït	رقم		عشرة		ⲙⲏⲧ (num.)	(num.)
ⲙⲉⲧ	μετ	met	met	met	اسم	صيغة مركبة	"عشرة
في الكلمات المركبة"		ⲙⲉⲧ	
ⲙⲉⲧⲁ	μετα	metɑ	meta	meta	حرف جر		"مع
في صحبة
بعد"	يوناني	ⲙⲉⲧⲁ	
ⲙⲉⲧⲁⲃⲟⲗⲏ	μεταβολη	metɑvoliː	metaboly	metavolï	اسم	مؤنث	"تغيير
تبديل"	يوناني	ⲙⲉⲧⲁⲃⲟⲗⲏ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲅⲁⲑⲟⲥ	μεταγαθος	metɑgɑtʰos	metajathos	metagathos	اسم	مؤنث	"صلاح
جودة
طيبة"	يوناني	ⲙⲉⲧⲁⲅⲁⲑⲟⲥ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲑⲙⲟⲩ	μεταθμου	metɑtʰmoː	metathmou	metathmü	اسم	مؤنث	"خلود
عدم موت
دوام
بقاء"		ⲙⲉⲧⲁⲑⲙⲟⲩ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲑⲙⲟⲩⲛⲕ	μεταθμουνκ	metɑtʰmoːnk	metathmounk	metathmünk	اسم	مؤنث	"دوام
استمرار
عدم انقطاع
خلود
أبدية"		ⲙⲉⲧⲁⲑⲙⲟⲩⲛⲕ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲧⲑⲙⲱⲟⲩ	μετατθμωου	metɑtʰmoː	metathmwou	metathmōü	اسم	مؤنث	"قحط
جفاف
عدم مياه"		ⲙⲉⲧⲁⲧⲑⲙⲱⲟⲩ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲑⲟⲩⲱⲙ	μεταθουωμ	metɑtʰoː-oːm	metathouwm	metathüōm	اسم	مؤنث	"صوم
انقطاع عن الطعام"		ⲙⲉⲧⲁⲑⲟⲩⲱⲙ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲑⲛⲁⲓ	μεταθναι	metɑtʰnɑi	metathnai	metathnai	اسم	مؤنث	"عدم رحمة
قسوة
عنف
صرامة"		ⲙⲉⲧⲁⲑⲛⲁⲓ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲑⲛⲁⲩ	μεταθναυ	metɑtʰnav	metathnau	metathnav	اسم	مؤنث	"فقدان الرؤية
عمى"		ⲙⲉⲧⲁⲑⲛⲁⲩ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲑⲛⲁϩϯ	μεταθναϩϯ	metɑtʰnɑhti	metathnahti	metathnahti	اسم	مؤنث	"عدم إيمان
جحود
كفر"		ⲙⲉⲧⲁⲑⲛⲁϩϯ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲧⲛⲟⲃⲓ	μετατνοβι	metɑtnovi	metatnovi	metatnovi	اسم	مؤنث	"طهارة
نقاوة
براءة من الخطية"		ⲙⲉⲧⲁⲧⲛⲟⲃⲓ (ⲧ)	(ⲧ)
ⲙⲉⲧⲁⲑⲛⲟⲩϯ	μεταθνουϯ	metɑtʰnoːti	metathnouti	metathnüti	اسم	مؤنث	"إلحاد
كفر"		ⲙⲉⲧⲁⲑⲛⲟⲩϯ (ⲧ)	(ⲧ)
