Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲉⲣⲙⲉⲗⲓⲛ	ερμελιν	ermelin	ermelin	ermelin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يهتم
يعتني ب
يعني ب
يبالي"	يوناني	ⲉⲣⲙⲉⲗⲓⲛ	
ⲉⲣⲙⲉⲗϩⲉ	ερμελϩε	ermelhe	ermelhe	ermelhe	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يصير ملحا
يصبح حادق"		ⲉⲣⲙⲉⲗϩⲉ	
ⲉⲣⲙⲉⲛⲉⲩⲓⲛ	ερμενευιν	ermenevin	ermeneuin	ermenevin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يترجم
يفسر
يحلل
يوضح
يشرح
يؤول"	يوناني	ⲉⲣⲙⲉⲛⲉⲩⲓⲛ	
ⲉⲣⲙⲉⲛⲉⲩⲧⲏⲥ	ερμενευτης	ermenevtiːs	ermeneutys	ermenevtïs	اسم	مذكر	"مترجم
مفسر
محلل
شارح
مؤول"	يوناني	ⲉⲣⲙⲉⲛⲉⲩⲧⲏⲥ (ⲡ)	(ⲡ)
ⲉⲣⲙⲉⲛⲓⲁ	ερμενια	ermeniɑ	ermenia	ermenia	اسم	مؤنث	"ترجمة
تفسير
تحليل"	يوناني	ⲉⲣⲙⲉⲛⲓⲁ (ⲧ)	(ⲧ)
ⲉⲣⲙⲉⲥ	ερμες	ermes	ermes	ermes	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلد
ينسل
ينتج"		ⲉⲣⲙⲉⲥ	
ⲉⲣⲙⲉⲧⲁⲛⲟⲓⲛ	ερμετανοιν	ermetɑnoin	ermetanoin	ermetanoin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتوب
يندم
يغير رأيه"		ⲉⲣⲙⲉⲧⲁⲛⲟⲓⲛ	
ⲉⲣⲙⲏⲧⲁⲣⲓⲟⲛ	ερμηταριον	ermiːtɑrion	ermytarion	ermïtarion	اسم	مذكر	"ألة حديدية للتعذيب والتنكيل
الهنبازين
hemetarim
breaking wheel
wheel of swords"		ⲉⲣⲙⲏⲧⲁⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲉⲣⲙⲉⲧⲁⲣⲓⲟⲛ	ερμεταριον	ermetɑrion	ermetarion	ermetarion	اسم	مذكر	"ألة حديدية للتعذيب والتنكيل
الهنبازين
hemetarim
breaking wheel
wheel of swords"		ⲉⲣⲙⲉⲧⲁⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲉⲣⲙⲉⲧⲉⲣⲃⲟⲛⲓ	ερμετερβονι	ermetervoni	ermeterboni	ermetervoni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يمكر
يستخبث
يضر
يؤذي
يسيء"		ⲉⲣⲙⲉⲧⲉⲣⲃⲟⲛⲓ	
ⲉⲣⲙⲉⲧⲓⲉⲣⲃⲟⲛⲓ	ερμετιερβονι	ermetiervoni	ermetierboni	ermetiervoni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحسد
ينظر نظرة شريرة"		ⲉⲣⲙⲉⲧⲓⲉⲣⲃⲟⲛⲓ	
ⲉⲣⲙⲉⲧⲉⲭⲉ	ερμετεχε	ermeteshe	ermeteqe	ermeteshe	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشارك
يشترك
ينتمي إلى"	يوناني	ⲉⲣⲙⲉⲧⲉⲭⲉ	
ⲉⲣⲙⲉⲧⲛⲱⲓⲕ	ερμετνωικ	ermetnoːik	ermetnwik	ermetnōik	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرتكب زنا
يقترف الزنا"		ⲉⲣⲙⲉⲧⲛⲱⲓⲕ	
ⲉⲣⲙⲉⲧϣⲟⲃⲓ	ερμετϣοβι	ermetshovi	ermetshovi	ermetshovi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يراءي
يداهن
ينافق"		ⲉⲣⲙⲉⲧϣⲟⲃⲓ	
ⲉⲣⲙⲉⲧϭⲓ`ⲛϫⲟⲛⲥ	ερμετϭι`νϫονς	ermettshiengons	ermettschi`ngons	ermettshiengons	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يظلم
يكره
يقهر
يستبد"		ⲉⲣⲙⲉⲧϭⲓ`ⲛϫⲟⲛⲥ	
ⲉⲣⲙⲏ	ερμη	ermiː	ermy	ermï	اسم	مؤنث	"دمعة
عبرة"		ⲉⲣⲙⲏ (ⲧ)	(ⲧ)
ⲉⲣⲙⲏ	ερμη	ermiː	ermy	ermï	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يتبول		ⲉⲣⲙⲏ	
ⲉⲣⲙⲏⲓⲛⲓ	ερμηινι	ermiːini	ermyini	ermïini	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعمل إشارة
يعلم
يظهر
يرتسم
يدل
يشير"		ⲉⲣⲙⲏⲓⲛⲓ	
ⲉⲣⲙⲏⲛⲉⲓⲁ	ερμηνεια	ermiːneiɑ	ermyneia	ermïneia	اسم	مؤنث	"تفسير
شرح
ترجمة
تأويل
توضيح
تحليل"	يوناني	ⲉⲣⲙⲏⲛⲉⲓⲁ (ⲧ)	(ⲧ)
ⲉⲣⲙⲏⲛⲉⲩⲉⲓⲛ	ερμηνευειν	ermiːnevein	ermyneuein	ermïnevein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يفسر
يترجم
يشرح"	يوناني	ⲉⲣⲙⲏⲛⲉⲩⲉⲓⲛ	
ⲉⲣⲙⲏⲛⲉⲩⲥ	ερμηνευς	ermiːnevs	ermyneus	ermïnevs	اسم	مذكر	"مفسر
مترجم
شارح"	يوناني	ⲉⲣⲙⲏⲛⲉⲩⲥ (ⲡ)	(ⲡ)
ⲉⲣⲙⲏⲛⲉⲩⲧⲏⲥ	ερμηνευτης	ermiːnevtiːs	ermyneutys	ermïnevtïs	اسم	مذكر	"مفسر
مترجم"	يوناني	ⲉⲣⲙⲏⲛⲉⲩⲧⲏⲥ (ⲡ)	(ⲡ)
ⲉⲣⲙⲏⲥ	ερμης	ermiːs	ermys	ermïs	اسم	مذكر	"هرمس
معبود روماني
عطارد
كوكب"	يوناني	ⲉⲣⲙⲏⲥ (ⲡ)	(ⲡ)
ⲉⲣⲙⲉⲧⲁⲣⲓⲟⲛ	ερμεταριον	ermetɑrion	ermetarion	ermetarion	اسم	مذكر	"ألة حديدية للتعذيب والتنكيل
الهنبازين
hemetarim
breaking wheel
wheel of swords"		ⲉⲣⲙⲉⲧⲁⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲉⲣⲙⲏⲧⲁⲣⲓⲟⲛ	ερμηταριον	ermiːtɑrion	ermytarion	ermïtarion	اسم	مذكر	"ألة حديدية للتعذيب والتنكيل
الهنبازين
hemetarim
breaking wheel
wheel of swords"		ⲉⲣⲙⲏⲧⲁⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲉⲣⲙⲏϣ	ερμηϣ	ermiːsh	ermysh	ermïsh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يرمش		ⲉⲣⲙⲏϣ	
ⲉⲣⲙⲓⲥⲑⲟⲓⲛ	ερμιςθοιν	ermistoin	ermisthoin	ermisthoin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يستأجر
يجعله يعمل بأجر"	يوناني	ⲉⲣⲙⲓⲥⲑⲟⲓⲛ	
ⲉⲣ`ⲙⲕⲁϩ	ερ`μκαϩ	eremkɑh	er`mkah	eremkah	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتوجع
يتألم
يحزن
يوجع
يزعج"		ⲉⲣ`ⲙⲕⲁϩ	
ⲉⲣ`ⲙⲕⲁϩ`ⲛϩⲏⲧ	ερ`μκαϩ`νϩητ	eremkɑh-enhiːt	er`mkah`nhyt	eremkahenhït	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحزن
يكتئب
يتوجع قلبه
يتحسر
يندم"		ⲉⲣ`ⲙⲕⲁϩ`ⲛϩⲏⲧ	
ⲉⲣ`ⲙⲗⲁϧ	ερ`μλαϧ	eremlɑkʰ	er`mlakh	eremlakh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتنازع
يتخاصم
يتحارب
يتقاتل
يتشاجر"		ⲉⲣ`ⲙⲗⲁϧ	
ⲉⲣ`ⲙⲗⲁϧ ὲϫⲉⲛ	ερ`μλαϧ ὲϫεν	eremlɑkʰ egen	er`mlakh `egen	eremlakh ègen	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يحارب عن		ⲉⲣ`ⲙⲗⲁϧ ὲϫⲉⲛ	
ⲉⲣⲙⲟⲛⲧ	ερμοντ	ermont	ermont	ermont	اسم		"أرمنت
مدينة بصعيد مصر"		ⲉⲣⲙⲟⲛⲧ	
ⲉⲣⲙⲟⲣⲧ	ερμορτ	ermort	ermort	ermort	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلتحي
تصير له ذقن
تنمو له لحية"		ⲉⲣⲙⲟⲣⲧ	
ⲉⲣⲙⲟⲩⲛϩⲱⲟⲩ	ερμουνϩωου	ermoːnhoː	ermounhwou	ermünhōü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يمطر
يسقط مطرا"		ⲉⲣⲙⲟⲩⲛϩⲱⲟⲩ	
ⲉⲣ`ⲡ`ⲙ`ⲡϣⲁ	ερ`π`μ`πϣα	erepemepshɑ	er`p`m`psha	erepemepsha	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يستحق
يصير أهلا
يكون أهل ل"		ⲉⲣ`ⲡ`ⲙ`ⲡϣⲁ	
