Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲧⲱⲣⲓ	τωρι	toːri	twri	tōri	اسم	مؤنث	"يد
مقبض ، ألة أو سلاح
فأس
طورية
معول
مجداف
مدراية
مدراية ، المركب"		ⲧⲱⲣⲓ (ⲧ)	(ⲧ)
ⲧⲟⲣⲡ	τορπ	torp	torp	torp		صيغة ضميرية يأتي بعدها ضمير مفعول	"يسلب
يسرق
ينهب"		ⲧⲟⲣⲡ	
ⲧⲉⲣⲡ	τερπ	terp	terp	terp	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يسلب
يسرق
ينهب"		ⲧⲉⲣⲡ	
ⲧⲱⲣⲡ	τωρπ	toːrp	twrp	tōrp	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يسلب
يسرق
ينهب"		ⲧⲱⲣⲡ	
ⲧⲱⲣⲡ	τωρπ	toːrp	twrp	tōrp	اسم	مذكر	"سلب
نهب
سرقة"		ⲧⲱⲣⲡ (ⲡ)	(ⲡ)
ⲧⲱⲣϩ	τωρϩ	toːrh	twrh	tōrh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتيقظ
يتنشط"		ⲧⲱⲣϩ	
ⲧⲱⲣϩ	τωρϩ	toːrh	twrh	tōrh	اسم	مذكر	"تيقظ
نشاط"		ⲧⲱⲣϩ (ⲡ)	(ⲡ)
ⲧⲟⲥ	τος	tos	tos	tos		صيغة ضميرية يأتي بعدها ضمير مفعول	"ييبس
يجف
ينشف
يتجمد"		ⲧⲟⲥ	
ⲧⲉⲥ	τες	tes	tes	tes	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"ييبس
يجف
ينشف
يتجمد"		ⲧⲉⲥ	
ⲧⲱⲥ	τως	toːs	tws	tōs	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ييبس
يجف
ينشف
يتجمد"		ⲧⲱⲥ	
ⲧⲱⲥ ὲⲃⲟⲗ	τως ὲβολ	toːs evol	tws `ebol	tōs èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتصلب
يتمدد متصلبا
يمدد"		ⲧⲱⲥ ὲⲃⲟⲗ	
ⲧⲟⲥ	τος	tos	tos	tos	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يثبت
يركب
يغرز
يتثبت
ينغرز"		ⲧⲟⲥ	
ⲧⲉⲥ	τες	tes	tes	tes	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يثبت
يركب
يغرز
يتثبت
ينغرز"		ⲧⲉⲥ	
ⲧⲱⲥ	τως	toːs	tws	tōs	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يثبت
يركب
يغرز
يتثبت
ينغرز"		ⲧⲱⲥ	
ⲧⲱⲧ	τωτ	toːt	twt	tōt	اسم	مذكر	"كف اليد
كف"		ⲧⲱⲧ (ⲡ)	(ⲡ)
ⲧⲱⲧⲉⲣ	τωτερ	toːter	twter	tōter	اسم	مذكر	"سلم
درج
درجة السلم
درجة الفلك
درجة
رتبة
صف
فرقة
سنة دراسية
مدرج"		ⲧⲱⲧⲉⲣ (ⲡ)	(ⲡ)
ⲧⲱⲧⲉⲣⲁⲧⲉ	τωτερατε	toːterɑte	twterate	tōterate	اسم	مذكر	"درج
صف الدرج
السلالم
سلم
السبع درجات الكائنة شرق المذبح
رصيف
ترتوار"		ⲧⲱⲧⲉⲣⲁⲧⲉ (ⲡ)	(ⲡ)
ⲇⲱⲧⲏⲥ	δωτης	doːtis	dwtys	dōtïs	صفة		"معطي
واهب
عصا"	يوناني	ⲇⲱⲧⲏⲥ (adj.)	(adj.)
ⲧⲱⲧⲏⲥ	τωτης	toːtis	twtys	tōtïs	صفة		"معطي
واهب
عصا"	يوناني	ⲧⲱⲧⲏⲥ (adj.)	(adj.)
ⲧⲟⲧⲥ	τοτς	tots	tots	tots	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"ينغرز
ينغرس
يخترق
يغرز
يغرس
يخرق
يوخز
يسمر
يرشق
ينشب"		ⲧⲟⲧⲥ	
ⲧⲉⲧⲥ	τετς	tets	tets	tets	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"ينغرز
ينغرس
يخترق
يغرز
يغرس
يخرق
يوخز
يسمر
يرشق
ينشب"		ⲧⲉⲧⲥ	
ⲧⲱⲧⲥ	τωτς	toːts	twts	tōts	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينغرز
ينغرس
يخترق
يغرز
يغرس
يخرق
يوخز
يسمر
يرشق
ينشب"		ⲧⲱⲧⲥ	
ⲧⲟϫ	τοϫ	tog	tog	tog	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يغرس
يزرع
يلصق
يلحم"		ⲧⲟϫ	
ⲧⲉϫ	τεϫ	teg	teg	teg	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يغرس
يزرع
يلصق
يلحم"		ⲧⲉϫ	
ⲧⲱϫⲓ	τωϫι	toːgi	twgi	tōgi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يغرس
يزرع
يلصق
يلحم"		ⲧⲱϫⲓ	
ⲧⲱϫⲓ	τωϫι	toːgi	twgi	tōgi	اسم	مذكر	"غرس
زرع"		ⲧⲱϫⲓ (ⲡ)	(ⲡ)
`ⲧ`ϣⲙⲟ	`τ`ϣμο	eteshmo	`t`shmo	eteshmo	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يصغر
يقلل
يسحق
يفتت"		`ⲧ`ϣⲙⲟ	
`ⲧ`ϣⲙⲟ	`τ`ϣμο	eteshmo	`t`shmo	eteshmo	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يصغر
يقلل
يسحق
يفتت"		`ⲧ`ϣⲙⲟ	
`ⲧϣⲟⲙ	`τϣομ	etshom	`tshom	etshom	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مطرز
منسوج
مشغول"		`ⲧϣⲟⲙ	
`ⲧϣⲟⲙ	`τϣομ	etshom	`tshom	etshom	اسم	مذكر	كلفة ، كلفة الملابس من أشرطة ودانتيل		`ⲧϣⲟⲙ (ⲡ)	(ⲡ)
