Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲙⲟⲗⲟⲭ	μολοχ	molokʰ	moloq	molokh	اسم	مذكر	"كوكب المريخ
إله الحرب
مولوك ، مولوخ ، معبود كنعاني"	يوناني ، عبري	ⲙⲟⲗⲟⲭ (ⲡ)	(ⲡ)
ⲙⲟⲗⲟⲭⲉⲓⲁ	μολοχεια	molokʰeiɑ	moloqeia	molokheia	اسم	مؤنث	"مولوخية ، نبات
corchorus olitorius
jute mallow
nalta jute"		ⲙⲟⲗⲟⲭⲉⲓⲁ (ⲧ)	(ⲧ)
ⲙⲟⲗⲟⲭⲏ	μολοχη	molokʰiː	moloqy	molokhï	اسم	مؤنث	"مولوخية ، نبات
corchorus olitorius
jute mallow
nalta jute"		ⲙⲟⲗⲟⲭⲏ (ⲧ)	(ⲧ)
ⲙⲟⲗϧ	μολϧ	molkʰ	molkh	molkh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلحم
يلصق
يشبك
يلحق
يركب"		ⲙⲟⲗϧ	
ⲙⲟⲗϧ	μολϧ	molkʰ	molkh	molkh	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"ملحوم
ملتصق
مشبوك"		ⲙⲟⲗϧ	
ⲙⲟⲩⲗϧ	μουλϧ	moːlkʰ	moulkh	moilkh	اسم	مذكر	"مفصل
ملتقى عظمتين"		ⲙⲟⲩⲗϧ (ⲡ)	(ⲡ)
ⲙⲟⲗϧ	μολϧ	molkʰ	molkh	molkh	اسم	مذكر	"مفصل
ملتقى عظمتين"		ⲙⲟⲗϧ (ⲡ)	(ⲡ)
ⲙⲟⲗϧ	μολϧ	molkʰ	molkh	molkh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتبع
يصاحب
يرافق
يلحق
يقتفي
يحتذي"		ⲙⲟⲗϧ	
ⲙⲟⲗϩ	μολϩ	molh	molh	molh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	يملح		ⲙⲟⲗϩ	
ⲙⲟⲗϩ	μολϩ	molh	molh	molh	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مملح
مالح"		ⲙⲟⲗϩ	
ⲙⲟⲗϩ	μολϩ	molh	molh	molh	اسم	مذكر	شمعة		ⲙⲟⲗϩ (ⲡ)	(ⲡ)
ⲙⲟⲗϩ	μολϩ	molh	molh	molh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقنع
يرضي
يحقق
يلقي في عقل"		ⲙⲟⲗϩ	
ⲙⲟⲗϫ	μολϫ	molg	molg	molg	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلف
يطوي
يعانق
يحضن"		ⲙⲟⲗϫ	
ⲙⲟⲗϫ	μολϫ	molg	molg	molg	اسم	مذكر	"معانقة
احتضان"		ⲙⲟⲗϫ (ⲡ)	(ⲡ)
ⲙⲟⲩⲗϫ	μουλϫ	moːlg	moulg	moilg	اسم	مذكر	"فرع
غصن
فرخ
عضو"		ⲙⲟⲩⲗϫ (ⲡ)	(ⲡ)
ⲙⲟⲗϫ	μολϫ	molg	molg	molg	اسم	مذكر	"فرع
غصن
فرخ
عضو"		ⲙⲟⲗϫ (ⲡ)	(ⲡ)
ⲙⲟⲛⲁⲥ	μονας	monɑs	monas	monas	صفة		"وحيد
واحد
مفرد
منفرد
فذ"	يوناني	ⲙⲟⲛⲁⲥ (adj.)	(adj.)
ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ	μοναςτηριον	monɑstiːrion	monastyrion	monastïrion	اسم	مذكر	"دير
مسكن رهبان
موضع منفرد"	يوناني	ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲙⲟⲛⲁⲭⲏ	μοναχη	monɑkʰiː	monaqy	monaqï	اسم	مؤنث	راهبة	يوناني	ⲙⲟⲛⲁⲭⲏ (ⲧ)	(ⲧ)
ⲙⲟⲛⲁⲭⲟⲥ	μοναχος	monɑkʰos	monaqos	monaqos	اسم	مذكر	راهب	يوناني	ⲙⲟⲛⲁⲭⲟⲥ (ⲡ)	(ⲡ)
ⲙⲟⲛⲏ	μονη	moniː	mony	monï	اسم	مؤنث	"إقامة
مسكن
منزل
مقر
دير
غرفة
حجرة
قلاية
موطن
محطة
موقف
مرسى
ميناء"		ⲙⲟⲛⲏ (ⲧ)	(ⲧ)
ⲙⲉⲛⲛⲏⲧ	μεννητ	menniːt	mennyt	mennït	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقتات
يتغذى
يلتهم
يرعى
يطعم
يقيت
يربي
يرشد
يقود
يعتني بالماشية
يتأنى"		ⲙⲉⲛⲛⲏⲧ	
ⲙⲁⲛⲟⲩ	μανου	mɑnoː	manou	manü	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقتات
يتغذى
يلتهم
يرعى
يطعم
يقيت
يربي
يرشد
يقود
يعتني بالماشية
يتأنى"		ⲙⲁⲛⲟⲩ	
ⲙⲟⲛⲓ	μονι	moni	moni	moni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقتات
يتغذى
يلتهم
يرعى
يطعم
يقيت
يربي
يرشد
يقود
يعتني بالماشية
يتأنى"		ⲙⲟⲛⲓ	
ⲁⲙⲟⲛⲓ	αμονι	ɑmoni	amoni	amoni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرسو
يصل للبر ، سفن
يرسي
يشطط
يوصل إلى الشاطيء
يقضي الشتاء في الميناء"		ⲁⲙⲟⲛⲓ	
ⲙⲟⲛⲓ	μονι	moni	moni	moni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرسو
يصل للبر ، سفن
يرسي
يشطط
يوصل إلى الشاطيء
يقضي الشتاء في الميناء"		ⲙⲟⲛⲓ	
ⲙⲟⲛⲏ	μονη	moniː	mony	monï	اسم	مؤنث	"مسكن
مقر
مأوى
مستقر
منزل
مرعى
مرتع
استراحة
محطة
موقف
مرسى
ميناء"		ⲙⲟⲛⲏ (ⲧ)	(ⲧ)
ⲙⲟⲛⲓ	μονι	moni	moni	moni	اسم	مؤنث	"مسكن
مقر
مأوى
مستقر
منزل
مرعى
مرتع
استراحة
محطة
موقف
مرسى
ميناء"		ⲙⲟⲛⲓ (ⲧ)	(ⲧ)
ⲙⲟⲛⲓ	μονι	moni	moni	moni	اسم	مذكر	"مربي
مرشد"		ⲙⲟⲛⲓ (ⲡ)	(ⲡ)
ⲙⲟⲛⲓ	μονι	moni	moni	moni	اسم	مؤنث	"مربية
مرضعة
حاضنة
دادة"		ⲙⲟⲛⲓ (ⲧ)	(ⲧ)
ⲁⲙⲟⲛⲓ	αμονι	ɑmoni	amoni	amoni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتأنى
يصبر
ينتظر
يوقف
يمسك"		ⲁⲙⲟⲛⲓ	
ⲙⲟⲛⲓ	μονι	moni	moni	moni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتأنى
يصبر
ينتظر
يوقف
يمسك"		ⲙⲟⲛⲓ	
ⲙⲟⲛⲕ	μονκ	monk	monk	monk	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يصنع
يعمل
يصور
يكون
يخلق"		ⲙⲟⲛⲕ	
ⲙⲟⲛⲕ	μονκ	monk	monk	monk	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يصنع
يعمل
يصور
يكون
يخلق"		ⲙⲟⲛⲕ	
ⲙⲟⲛⲕ	μονκ	monk	monk	monk	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلاشي
يبيد
يستأصل"		ⲙⲟⲛⲕ	
ⲙⲟⲛⲕ	μονκ	monk	monk	monk	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مصنوع
مشغول
مكون
مصور"		ⲙⲟⲛⲕ	
ⲙⲟⲛⲕⲥ	μονκς	monks	monks	monks	اسم	مؤنث	"بوتقه
قالب"		ⲙⲟⲛⲕⲥ (ⲧ)	(ⲧ)
ⲙⲟⲛⲙⲉⲛ	μονμεν	monmen	monmen	monmen	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يهتز
يرتجف
يتزلزل
يرتج
يرتعش
يهز
يرج
يرجف
يزلزل
يزعزع
يقلق
يهيج
يزعج"		ⲙⲟⲛⲙⲉⲛ	
ⲙⲟⲛⲙⲉⲛ	μονμεν	monmen	monmen	monmen	اسم	مذكر	"زلزال
زلزلة
اهتزاز
رجفة
ارتعاش
هزة
زعزعة
اضطراب
زوبعة
نوء
دوي
رجة
صرير"		ⲙⲟⲛⲙⲉⲛ (ⲡ)	(ⲡ)
ⲙⲟⲛⲙⲉⲛ	μονμεν	monmen	monmen	monmen	صفة		"ملتف حول
مدور"		ⲙⲟⲛⲙⲉⲛ (adj.)	(adj.)
ⲙⲟⲛⲟⲅⲉⲛⲏⲥ	μονογενης	monogeniːs	monojenys	monogenïs	اسم	مذكر	"وحيد
فريد"	يوناني	ⲙⲟⲛⲟⲅⲉⲛⲏⲥ (ⲡ)	(ⲡ)
ⲙⲟⲛⲟⲛ	μονον	monon	monon	monon	ظرف		"وحده
وحيدا
فقط
قط
فحسب"	يوناني	ⲙⲟⲛⲟⲛ (adv.)	(adv.)
ⲙⲟⲛⲱⲟⲩὶ	μονωουὶ	monoːwi	monwoui	monōüì	اسم	جمع	"منازل
مساكن
مقار
محطات
مواقف"		ⲙⲟⲛⲱⲟⲩὶ (ⲛ)	(ⲛ)
ⲙⲟⲣ	μορ	mor	mor	mor	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يربط
يقيد
يمنطق
يحزم"		ⲙⲟⲣ	
ⲙⲟⲣⲓ	μορι	mori	mori	mori	اسم	مذكر	"عنقاء
عقاب ، طير مخطط يشبه النسر"		ⲙⲟⲣⲓ (ⲡ)	(ⲡ)
ⲙⲉⲣⲕⲁⲥ	μερκας	merkɑs	merkas	merkas	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يجبر
يلحم عظاما
طبيب عظام"		ⲙⲉⲣⲕⲁⲥ	
ⲙⲟⲣⲕⲁⲥ	μορκας	morkɑs	morkas	morkas	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يجبر
يلحم عظاما
طبيب عظام"		ⲙⲟⲣⲕⲁⲥ	
