Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲥⲓⲛⲁ	ςινα	sinɑ	sina	sina	اسم		"سيناء
جبل سيناء"		ⲥⲓⲛⲁ	
ⲥⲓⲛⲁⲣ	ςιναρ	sinɑr	sinar	sinar	اسم	مذكر	مر ، صمغ من شجرة المر		ⲥⲓⲛⲁⲣ (ⲡ)	(ⲡ)
ⲥⲓⲛⲁϩⲃⲓ	ςιναϩβι	sinɑhvi	sinahvi	sinahvi	اسم	مذكر	صمغ أرز لبنان		ⲥⲓⲛⲁϩⲃⲓ (ⲡ)	(ⲡ)
ⲥⲓⲛⲇⲱⲛⲓⲟⲛ	ςινδωνιον	sindoːnion	sindwnion	sindōnion	اسم	مذكر	"كتان
إزار من الكتان"	يوناني	ⲥⲓⲛⲇⲱⲛⲓⲟⲛ (ⲡ)	(ⲡ)
ⲥⲓⲛⲓ	ςινι	sini	sini	sini	اسم	مذكر	"الزوال ، زوال الشمس
انقضاء النهار"		ⲥⲓⲛⲓ (ⲡ)	(ⲡ)
ⲥⲉⲛ	ςεν	sen	sen	sen	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يجتاز
يعبر
يعدي
يمر
يفوت
ينقضي
يمضي
يزول
ينقضي أمره
يتجاوز"		ⲥⲉⲛ	
ⲥⲉⲛ	ςεν	sen	sen	sen	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يجتاز
يعبر
يعدي
يمر
يفوت
ينقضي
يمضي
يزول
ينقضي أمره
يتجاوز"		ⲥⲉⲛ	
ⲥⲓⲛⲓ	ςινι	sini	sini	sini	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يجتاز
يعبر
يعدي
يمر
يفوت
ينقضي
يمضي
يزول
ينقضي أمره
يتجاوز"		ⲥⲓⲛⲓ	
ⲥⲓⲛⲓ ὲⲃⲟⲗ	ςινι ὲβολ	sini evol	sini `ebol	sini èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يترك		ⲥⲓⲛⲓ ὲⲃⲟⲗ	
ⲥⲓⲛⲱⲟⲩ	ςινωου	sinoː	sinwou	sinōü	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مجتاز
عابر
ماض"		ⲥⲓⲛⲱⲟⲩ	
ⲥⲓⲛⲱⲟⲩὶ	ςινωουὶ	sinoːwiː	sinwoui	sinōüì	اسم	جمع	لصوص		ⲥⲓⲛⲱⲟⲩὶ (ⲛ)	(ⲛ)
ⲥⲓⲟⲩ	ςιου	sioː	siou	siü	اسم	مذكر	"نجم
كوكب"		ⲥⲓⲟⲩ (ⲡ)	(ⲡ)
ⲥⲓⲟⲩⲣ	ςιουρ	sioːr	siour	siür	اسم	مذكر	خصي		ⲥⲓⲟⲩⲣ (ⲡ)	(ⲡ)
ⲥⲓⲡ	ςιπ	sip	sip	sip	اسم	مذكر	"قراد ، نوع من الحشرات
صنط
قوبة ، نوع من الدمامل
قشف الأيدي أو الأرجل"		ⲥⲓⲡ (ⲡ)	(ⲡ)
ⲥⲓⲡⲡⲉⲛ	ςιππεν	sippen	sippen	sippen	اسم	مذكر	كتان		ⲥⲓⲡⲡⲉⲛ (ⲡ)	(ⲡ)
ⲥⲓⲡⲡⲟⲛ	ςιππον	sippon	sippon	sippon	اسم	مذكر	كتان		ⲥⲓⲡⲡⲟⲛ (ⲡ)	(ⲡ)
ⲥⲓⲡⲡⲱⲛ	ςιππων	sippoːn	sippwn	sippōn	اسم	مذكر	كتان		ⲥⲓⲡⲡⲱⲛ (ⲡ)	(ⲡ)
ⲥⲓⲣ	ςιρ	sir	sir	sir	اسم	مذكر	زير		ⲥⲓⲣ (ⲡ)	(ⲡ)
ⲥⲓⲣⲁ	ςιρα	sirɑ	sira	sira	اسم	مؤنث	"صف
طابور
سطر
خط
مدماك
عديد
وافر"		ⲥⲓⲣⲁ (ⲧ)	(ⲧ)
ⲥⲓⲣⲏⲛⲟⲥ	ςιρηνος	siriːnos	sirynos	sirïnos	اسم	مؤنث	"جنية
كائن خرافي
عروس البحر"		ⲥⲓⲣⲏⲛⲟⲥ (ⲧ)	(ⲧ)
ⲥⲓⲙⲥⲓⲙ	ςιμςιμ	simsim	simsim	simsim	اسم	مذكر	سمسم		ⲥⲓⲙⲥⲓⲙ (ⲡ)	(ⲡ)
ⲥⲓⲥⲁⲙⲏⲛ	ςιςαμην	sisɑmiːn	sisamyn	sisamïn	اسم	مذكر	سمسم		ⲥⲓⲥⲁⲙⲏⲛ (ⲡ)	(ⲡ)
ⲥⲓⲱⲛ	ςιων	sioːn	siwn	siōn	اسم		"صهيون
اسم تل عال"	عبري	ⲥⲓⲱⲛ	
ⲥⲓⲱⲟⲩ	ςιωου	sioː	siwou	siōü	صفة		"خفيف
هين
لطيف
مقبول"		ⲥⲓⲱⲟⲩ (adj.)	(adj.)
ⲥⲓⲱⲟⲩⲛⲓ	ςιωουνι	sioːni	siwouni	siōüni	اسم	مذكر ، مؤنث	"حمام
تواليت
موضع استحمام"		ⲥⲓⲱⲟⲩⲛⲓ (ⲡ/ⲧ)	(ⲡ/ⲧ)
ⲥⲓⲱⲟⲩⲛⲓⲧⲏⲥ	ςιωουνιτης	sioːnitiːs	siwounitys	siōünitïs	اسم	مذكر	"حمامي
استحمامي
مختص بالحمام ، الاستحمام"		ⲥⲓⲱⲟⲩⲛⲓⲧⲏⲥ (ⲡ)	(ⲡ)
ⲥⲓⲱⲟⲩⲧ	ςιωουτ	sioːt	siwout	siōüt	فعل		أسيوط ، مدينة في جنوب مصر		ⲥⲓⲱⲟⲩⲧ (v.)	(v.)
ⲥⲓϥⲓ	ςιϥι	sifi	sifi	sifi	اسم	مذكر	"قطران
قار
زفت
شجر الأرز
شجر الصنوبر"		ⲥⲓϥⲓ (ⲡ)	(ⲡ)
ⲥⲓϥⲓ	ςιϥι	sifi	sifi	sifi	اسم	مذكر	"صمغ الأرز
راتنج"		ⲥⲓϥⲓ (ⲡ)	(ⲡ)
ⲥⲓϩⲓ	ςιϩι	sihi	sihi	sihi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يسهو
يتوه عقله
يسرح
يختل
يفقد الوعي
ينسحب"		ⲥⲓϩⲓ	
ⲥⲓϩⲓ`ⲛϩⲏⲧ	ςιϩι`νϩητ	sihienhiːt	sihi`nhyt	sihienhït	اسم	مذكر	"سهيان
توهان
سرحان
خبل
جنون
اختلال العقل
شرود الذهن"		ⲥⲓϩⲓ`ⲛϩⲏⲧ (ⲡ)	(ⲡ)
ⲥⲓϭⲓⲡⲓⲗ	ςιϭιπιλ	sitshipil	sitschipil	sitshipil	اسم	مذكر	جنزبيل		ⲥⲓϭⲓⲡⲓⲗ (ⲡ)	(ⲡ)
ⲥⲁⲧ	ςατ	sɑt	sat	sat	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلقي
يرمي
يقذف
يزرع
يبذر"		ⲥⲁⲧ	
ⲥⲉⲧ	ςετ	set	set	set	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يلقي
يرمي
يقذف
يزرع
يبذر"		ⲥⲉⲧ	
ⲥⲓϯ	ςιϯ	siti	siti	siti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلقي
يرمي
يقذف
يزرع
يبذر"		ⲥⲓϯ	
ⲥⲓϯ	ςιϯ	siti	siti	siti	اسم	مذكر	"زرع
فلاحة
طرح
رمي
إلقاء
بذر
بذور"		ⲥⲓϯ (ⲡ)	(ⲡ)
ⲥⲓϯ ὲⲃⲟⲗ	ςιϯ ὲβολ	siti evol	siti `ebol	siti èvol	اسم	مذكر	"نثر
تذرية
بعثرة"		ⲥⲓϯ ὲⲃⲟⲗ (ⲡ)	(ⲡ)
ⲥⲕⲁⲗⲁ	ςκαλα	skɑlɑ	skala	skala	اسم	مؤنث	"سقالة
سلم
ممر
معبر"	يوناني	ⲥⲕⲁⲗⲁ (ⲧ)	(ⲧ)
ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲓⲛ	ςκανδαλιζειν	skɑndɑlizein	skandalizein	skandalizein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشك
يرتاب"	يوناني	ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲓⲛ	
ⲥⲕⲁⲛⲇⲁⲗⲟⲛ	ςκανδαλον	skɑndɑlon	skandalon	skandalon	اسم	مذكر	"شك
عثرة
معثرة
ريبة"	يوناني	ⲥⲕⲁⲛⲇⲁⲗⲟⲛ (ⲡ)	(ⲡ)
ⲥⲕⲁⲫⲏ	ςκαφη	skɑpʰ iː	skaphy	skaphï	اسم	مؤنث	"قارب
زورق
مركب"	يوناني	ⲥⲕⲁⲫⲏ (ⲧ)	(ⲧ)
ⲥⲕⲁⲫⲓⲥ	ςκαφις	skɑpʰ is	skaphis	skaphis	اسم	مؤنث	"قارب صغير
زورق"	يوناني	ⲥⲕⲁⲫⲓⲥ (ⲧ)	(ⲧ)
`ⲥⲕⲉⲛⲧ	`ςκεντ	eskent	`skent	eskent	حرف جر		"عند
بجوار
على حافة
بجانب
عبر
مرسى
ساحل
شاطيء البحر
أسفل الجبل"		`ⲥⲕⲉⲛⲧ	
`ⲥⲕⲉⲛ	`ςκεν	esken	`sken	esken	حرف جر		"عند
بجوار
على حافة
بجانب
عبر
مرسى
ساحل
شاطيء البحر
أسفل الجبل"		`ⲥⲕⲉⲛ	
`ⲥⲕⲉⲛϩⲟ	`ςκενϩο	eskenho	`skenho	eskenho	اسم		"منظر حسن
هيئة جميلة
صورة حسنة
وسامة"		`ⲥⲕⲉⲛϩⲟ	
ⲥⲕⲉⲡⲁⲍⲉⲓⲛ	ςκεπαζειν	skepɑzein	skepazein	skepazein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يستر
يغطي
يخفي
يظلل"	يوناني	ⲥⲕⲉⲡⲁⲍⲉⲓⲛ	
ⲥⲕⲉⲡⲁⲥⲙⲁ	ςκεπαςμα	skepɑsmɑ	skepasma	skepasma	اسم	مذكر	"غطاء
ستر
حجاب
كسوة
ملبس
سترة
تغطية
تغشية
برقع"	يوناني	ⲥⲕⲉⲡⲁⲥⲙⲁ (ⲡ)	(ⲡ)
ⲥⲕⲉⲡⲁⲥⲧⲏⲥ	ςκεπαςτης	skepɑstiːs	skepastys	skepastïs	اسم	مذكر	"ساتر
ستار
حامي"	يوناني	ⲥⲕⲉⲡⲁⲥⲧⲏⲥ (ⲡ)	(ⲡ)
ⲥⲕⲉⲡⲏ	ςκεπη	skepiː	skepy	skepï	اسم	مؤنث	"غطاء
ستر
حماية
وقاء
قبو
قبة
ملتجأ
ملجأ
خيمة
مظلة
كنف
ظل"	يوناني	ⲥⲕⲉⲡⲏ (ⲧ)	(ⲧ)
