Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϩⲩⲛⲁ	ϩυνα	hinɑ	huna	hina	أداة ربط		"لكي
لأجل
ل
حتى"	يوناني	ϩⲩⲛⲁ	
ⲩⲛⲁ	υνα	inɑ	una	ina	أداة ربط		"لكي
لأجل
ل
حتى"	يوناني	ⲩⲛⲁ	
ϩⲩⲡⲁⲣⲭⲟⲛⲧⲁ	ϩυπαρχοντα	hipɑrkʰontɑ	huparqonta	hiparqonta	اسم	جمع	"ثروة
مال
ممتلكات
مقتنيات"	يوناني	ϩⲩⲡⲁⲣⲭⲟⲛⲧⲁ (ⲛ)	(ⲛ)
ⲩⲡⲁⲣⲭⲟⲛⲧⲁ	υπαρχοντα	ipɑrkʰontɑ	uparqonta	iparkhonta	اسم	جمع	"ثروة
مال
ممتلكات
مقتنيات"	يوناني	ⲩⲡⲁⲣⲭⲟⲛⲧⲁ (ⲛ)	(ⲛ)
ⲩⲡⲁⲣⲭⲏⲥ	υπαρχης	ipɑrshis	uparqys	iparshïs	صفة		أزليا	يوناني	ⲩⲡⲁⲣⲭⲏⲥ (adj.)	(adj.)
ⲩⲡⲁⲣⲭⲱⲛ	υπαρχων	ipɑrkʰoːn	uparqwn	iparkhōn	صفة		أزليا	يوناني	ⲩⲡⲁⲣⲭⲱⲛ (adj.)	(adj.)
ⲩⲡⲁⲧⲟⲥ	υπατος	ipɑtos	upatos	ipatos	اسم	مذكر	"قنصل
نائب عن الحكومة"	يوناني	ⲩⲡⲁⲧⲟⲥ (ⲡ)	(ⲡ)
ⲩⲡⲉⲣ	υπερ	iper	uper	iper	أداة		"لأجل
من أجل
عن
عوضا عن
أفضل
أوفر
أكثر
فوق"	يوناني	ⲩⲡⲉⲣ	
ϩⲩⲡⲉⲣⲉⲧⲏⲥ	ϩυπερετης	hiperetis	huperetys	hiperetïs	اسم	مذكر	"خادم
معين
مساعد
معاون
تابع
شرطي"	يوناني	ϩⲩⲡⲉⲣⲉⲧⲏⲥ (ⲡ)	(ⲡ)
ⲩⲡⲉⲣⲉⲧⲏⲥ	υπερετης	iperetis	uperetys	iperetïs	اسم	مذكر	"خادم
معين
مساعد
معاون
تابع
شرطي"	يوناني	ⲩⲡⲉⲣⲉⲧⲏⲥ (ⲡ)	(ⲡ)
ⲩⲡⲉⲣⲉⲧⲱⲛ	υπερετων	iperetoːn	uperetwn	iperetōn	اسم	جمع	"خدام
مساعدون"	يوناني	ⲩⲡⲉⲣⲉⲧⲱⲛ (ⲛ)	(ⲛ)
ⲩⲡⲟⲃⲁⲗⲗⲓⲛ	υποβαλλιν	ipovallin	upoballin	ipovallin	فعل		"يتضع
يتذلل
يحتمل
يصبر
يضع تحت
يعرض نفسه ل
يدس
يخفي
يحرض
يثير"	يوناني	ⲩⲡⲟⲃⲁⲗⲗⲓⲛ (v.)	(v.)
ⲩⲡⲟⲃⲁⲗⲗⲱ	υποβαλλω	ipovalloː	upoballw	ipovallō	فعل		"يتضع
يتذلل
يحتمل
يصبر
يضع تحت
يعرض نفسه ل
يدس
يخفي
يحرض
يثير"	يوناني	ⲩⲡⲟⲃⲁⲗⲗⲱ (v.)	(v.)
