Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲕⲓⲑⲁⲣⲓⲍⲓⲛ	κιθαριζιν	kitʰɑrizin	kitharizin	kitharizin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يعزف على القيثارة		ⲕⲓⲑⲁⲣⲓⲍⲓⲛ	
ⲕⲓⲙ	κιμ	kim	kim	kim	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"(لازم)
يتحرك
يندفع
يتزعزع
يتزحزح
يضطرب
يرتج
يهتز
يزل
يتدحرج"		ⲕⲓⲙ	
ⲕⲓⲙ ὲ	κιμ ὲ	kim è	kim `e	kim è	فعل		"يحرك
يزغد
يهز
يثير
يهيج
يوميء
يشير"		ⲕⲓⲙ ὲ (v.)	(v.)
ⲕⲓⲙ `ⲛ	κιμ `ν	kim en	kim `n	kim en	فعل		"يحرك
يهز
يزعج
يزعزع
يغمز"		ⲕⲓⲙ `ⲛ (v.)	(v.)
ⲕⲓⲙ	κιμ	kim	kim	kim	اسم	مذكر	"حركة
اهتزاز
اضطراب
انزعاج
إيماءة
إشارة"		ⲕⲓⲙ (ⲡ)	(ⲡ)
ⲕⲟⲓⲙⲏⲧⲏⲣⲓⲟⲛ	κοιμητηριον	koimiːtiːrion	koimytyrion	koimïtïrion	اسم	مذكر	"قبر
مدفن
جبانة
مزار
حجرة
غرفة"	يوناني	ⲕⲟⲓⲙⲏⲧⲏⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲕⲓⲙⲏⲧⲏⲣⲓⲟⲛ	κιμητηριον	kimiːtiːrion	kimytyrion	kimïtïrion	اسم	مذكر	"قبر
مدفن
جبانة
مزار
حجرة
غرفة"	يوناني	ⲕⲓⲙⲏⲧⲏⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲕⲩⲛⲁⲙⲱⲛⲟⲛ	κυναμωνον	kinɑmoːnon	kunamwnon	kinamōnon	اسم	مذكر	"قرفة
سليخة ، نبات هندي"	يوناني	ⲕⲩⲛⲁⲙⲱⲛⲟⲛ (ⲡ)	(ⲡ)
ⲕⲓⲛⲛⲁⲙⲱⲛⲟⲛ	κινναμωνον	kinnɑmoːnon	kinnamwnon	kinnamōnon	اسم	مذكر	"قرفة
سليخة ، نبات هندي"	يوناني	ⲕⲓⲛⲛⲁⲙⲱⲛⲟⲛ (ⲡ)	(ⲡ)
ⲕⲓⲛⲇⲩⲛⲁⲣⲓⲟⲛ	κινδυναριον	kindinɑrion	kindunarion	kindinarion	اسم	مذكر	قنطار ، من الموازين	يوناني	ⲕⲓⲛⲇⲩⲛⲁⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲕⲓⲛⲇⲩⲛⲉⲩⲉⲓⲛ	κινδυνευειν	kindinevein	kinduneuein	kindinevein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يخاطر
يجازف
يقع في خطر
يخوض أخطارا
يصير في خطر
يتورط"	يوناني	ⲕⲓⲛⲇⲩⲛⲉⲩⲉⲓⲛ	
ⲕⲓⲛⲇⲩⲛⲟⲥ	κινδυνος	kindinos	kindunos	kindinos	اسم	مذكر	"خطر
مجازفة
شدة"	يوناني	ⲕⲓⲛⲇⲩⲛⲟⲥ (ⲡ)	(ⲡ)
ⲕⲓⲛⲏⲕⲟⲛ	κινηκον	kiniːkon	kinykon	kinïkon	اسم	مذكر	"مهرج
بلياتشو
كثير الحركة"	يوناني	ⲕⲓⲛⲏⲕⲟⲛ (ⲡ)	(ⲡ)
ⲕⲓⲛⲏⲥⲓⲥ	κινηςις	kiniːsis	kinysis	kinïsis	اسم	مؤنث	"حركة
تحريك
زحزحة"	يوناني	ⲕⲓⲛⲏⲥⲓⲥ (ⲧ)	(ⲧ)
ⲕⲓⲛⲟⲩⲙⲉⲛⲁ	κινουμενα	kinoːmenɑ	kinoumena	kinümena	اسم	جمع	الأحياء التي تتحرك	يوناني	ⲕⲓⲛⲟⲩⲙⲉⲛⲁ (ⲛ)	(ⲛ)
ⲕⲓϥⲓ	κιϥι	kifi	kifi	kifi	اسم	مؤنث	"حلمة الثدي
ثدي
نهد"		ⲕⲓϥⲓ (ⲧ)	(ⲧ)
ⲕⲓϯ	κιϯ	kiti	kiti	kiti	اسم	مؤنث	"شاقل
درهم ، عملة
ضريبة
شاقل ، وزن"	يوناني	ⲕⲓϯ (ⲧ)	(ⲧ)
ⲕⲗⲁⲇⲟⲥ	κλαδος	klɑdos	klados	klados	اسم	مذكر	"غصن
فرع
رافد"	يوناني	ⲕⲗⲁⲇⲟⲥ (ⲡ)	(ⲡ)
ⲕⲗⲁⲥⲙⲁ	κλαςμα	klɑsmɑ	klasma	klasma	اسم	مذكر	"كسرة خبز
قطعة"	يوناني	ⲕⲗⲁⲥⲙⲁ (ⲡ)	(ⲡ)
ⲕⲗⲁⲥⲙⲁⲧⲓⲍⲓⲛ	κλαςματιζιν	klɑsmɑtizin	klasmatizin	klasmatizin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يكسر إلى قطع صغيرة	يوناني	ⲕⲗⲁⲥⲙⲁⲧⲓⲍⲓⲛ	
ⲕⲗⲁϥⲧ	κλαϥτ	klɑft	klaft	klaft	اسم	مذكر	"غطاء الرأس عند الرهبان
طاقية
قلنسوة
تاج ملوكي أو كهنوتي
قبعة"		ⲕⲗⲁϥⲧ (ⲡ)	(ⲡ)
`ⲕⲗⲉⲟⲥ	`κλεος	ekleos	`kleos	ekleos	اسم	مذكر	"شهرة
مجد
إشاعة
بيان
تقرير"	يوناني	`ⲕⲗⲉⲟⲥ (ⲡ)	(ⲡ)
ⲕⲗⲏⲙⲁ	κλημα	kliːmɑ	klyma	klïma	اسم	مذكر	"غصن
غض
فرع صغير"	يوناني	ⲕⲗⲏⲙⲁ (ⲡ)	(ⲡ)
ⲕⲗⲏⲣⲓⲕⲟⲥ	κληρικος	kliːrikos	klyrikos	klïrikos	اسم	مذكر	إكليريكي	يوناني	ⲕⲗⲏⲣⲓⲕⲟⲥ (ⲡ)	(ⲡ)
ⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ	κληρονομια	kliːronomiɑ	klyronomia	klïronomia	اسم	مؤنث	"ميراث
إرث
امتلاك
حيازة
اقتناء"	يوناني	ⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ (ⲧ)	(ⲧ)
