Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲧⲁⲗⲟ	ταλο	tɑlo	talo	talo	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرفع
يحمل
يركب
يشحن
ينصب
يركب
يصعد
يعتلي
يتسلق
يمتطي بهيمة
يتفوق
يبرع
يرفع على النوال
ينسج
يقدم تقدمة"		ⲧⲁⲗⲟ	
ⲧⲁⲗⲟ	ταλο	tɑlo	talo	talo	اسم	مذكر	"محرقة
صعيدة
تقدمة
ذبيحة"		ⲧⲁⲗⲟ (ⲡ)	(ⲡ)
ⲧⲁⲗⲟⲥ	ταλος	tɑlos	talos	talos	اسم	مؤنث	"رياء
غش
مكر
خديعة
شك"	يوناني	ⲧⲁⲗⲟⲥ (ⲧ)	(ⲧ)
ⲧⲁⲗϭⲟ	ταλϭο	tɑltsho	taltscho	taltsho	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يشفي
يبريء
يخفف
يهديء
يسكن
يعتق
يترك
يسامح
يصفح عن
يكف
يبطل
يتوقف عن
يمتنع عن
يستغفر
يصون
يردع
(لازم)
يشفا
يبرأ
يتعافى
يصح
ينمو
يكبر
ينشأ
يشب
يتربى"		ⲧⲁⲗϭⲟ	
ⲧⲁⲗϭⲉ	ταλϭε	tɑltshe	taltsche	taltshe	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يشفي
يبريء
يخفف
يهديء
يسكن
يعتق
يترك
يسامح
يصفح عن
يكف
يبطل
يتوقف عن
يمتنع عن
يستغفر
يصون
يردع
(لازم)
يشفا
يبرأ
يتعافى
يصح
ينمو
يكبر
ينشأ
يشب
يتربى"		ⲧⲁⲗϭⲉ	
ⲧⲁⲗϭⲟ	ταλϭο	tɑltsho	taltscho	taltsho	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشفي
يبريء
يخفف
يهديء
يسكن
يعتق
يترك
يسامح
يصفح عن
يكف
يبطل
يتوقف عن
يمتنع عن
يستغفر
يصون
يردع
(لازم)
يشفا
يبرأ
يتعافى
يصح
ينمو
يكبر
ينشأ
يشب
يتربى"		ⲧⲁⲗϭⲟ	
ⲧⲁⲗϭⲟ	ταλϭο	tɑltsho	taltscho	taltsho	اسم	مذكر	"شفاء
إبراء
صحة
دواء"		ⲧⲁⲗϭⲟ (ⲡ)	(ⲡ)
ⲧⲁⲙⲁⲥⲕⲟⲥ	ταμαςκος	tɑmɑskos	tamaskos	tamaskos	اسم		دمشق ، عاصمة سوريا		ⲧⲁⲙⲁⲥⲕⲟⲥ	
ⲧⲁⲙⲓⲁϯ	ταμιαϯ	tɑmiɑti	tamiati	tamiati	اسم		دمياط ، مدينة عند مصب فرع النيل الشرقي		ⲧⲁⲙⲓⲁϯ	
ⲧⲁⲙⲓⲟⲛ	ταμιον	tɑmion	tamion	tamion	اسم	مذكر	"مخدع
حجرة نوم
غرفة خاصة
حجرة داخلية
مخزن
شونة
خلية نحل"	يوناني	ⲧⲁⲙⲓⲟⲛ (ⲡ)	(ⲡ)
ⲧⲁⲙⲟ	ταμο	tɑmo	tamo	tamo	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يعلم
يخبر
ينبأ
يطلع على
يحيط علما
يطلع
يظهر
يقص
يروي
ينقل"		ⲧⲁⲙⲟ	
ⲧⲁⲙⲉ	ταμε	tɑme	tame	tame	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يعلم
يخبر
ينبأ
يطلع على
يحيط علما
يطلع
يظهر
يقص
يروي
ينقل"		ⲧⲁⲙⲉ	
ⲧⲁⲙⲟ	ταμο	tɑmo	tamo	tamo	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعلم
يخبر
ينبأ
يطلع على
يحيط علما
يطلع
يظهر
يقص
يروي
ينقل"		ⲧⲁⲙⲟ	
