Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲁⲥⲓⲁⲓ	αςιαι	ɑsiɑi	asiai	asiai	اسم	مذكر	"خفة
نشاط
لطافة
دماثة خلق
تسرع"		ⲁⲥⲓⲁⲓ (ⲡ)	(ⲡ)
ⲁⲥⲓⲗⲱⲛ	αςιλων	ɑsiloːn	asilwn	asilōn	اسم		"أزرق
لون أزرق"		ⲁⲥⲓⲗⲱⲛ	
ⲁⲥⲓⲗⲟⲛ	αςιλον	ɑsilon	asilon	asilon	اسم		"أزرق
لون أزرق"		ⲁⲥⲓⲗⲟⲛ	
ⲁⲥⲓⲧⲓⲁ	αςιτια	ɑsitiɑ	asitia	asitia	اسم	مؤنث	فقد الشهية	يوناني	ⲁⲥⲓⲧⲓⲁ (ⲧ)	(ⲧ)
ⲁⲥⲓ`ⲱⲟⲩ	αςι`ωου	ɑsiòː-oː	asi`wou	asiōü	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"خفيف
لطيف
نشيط
دمث
سريع
متسرع
أهوج
طائش"		ⲁⲥⲓ`ⲱⲟⲩ	
ⲁⲥⲕⲉⲓⲛ	αςκειν	ɑskein	askein	askein	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتنسك
يزهد
يعبد
يزاول
يتمرس في"	يوناني	ⲁⲥⲕⲉⲓⲛ	
ⲁⲥⲕⲏⲥⲓⲥ	αςκηςις	ɑskiːsis	askysis	askïsis	اسم	مؤنث	"نسكي
زهد
عبادة
تقشف
ممارسة
تدريب"	يوناني	ⲁⲥⲕⲏⲥⲓⲥ (ⲧ)	(ⲧ)
ⲁⲥⲕⲏⲧⲏⲥ	αςκητης	ɑskiːti:s	askytys	askïtïs	اسم	مذكر	"ناسك
زاهد
عابد
متقشف
ممارس
اسقيطي"	يوناني	ⲁⲥⲕⲏⲧⲏⲥ (ⲡ)	(ⲡ)
ⲁⲥⲕⲏⲧⲓⲕⲟⲥ	αςκητικος	ɑskiːtikos	askytikos	askïtikos	صفة		"نسكي
زهدي
تقشفي
بنسك"	يوناني	ⲁⲥⲕⲏⲧⲓⲕⲟⲥ (adj.)	(adj.)
ⲁⲥⲕⲟⲥ	αςκος	ɑskos	askos	askos	اسم	مذكر	"زق
قربة
وعاء للنبيذ"	يوناني	ⲁⲥⲕⲟⲥ (ⲡ)	(ⲡ)
ⲁⲥⲙⲁ	αςμα	ɑsmɑ	asma	asma	اسم	مؤنث	"نشيد
قصيدة
أغنية
غناء
تلحين"	يوناني	ⲁⲥⲙⲁ (ⲧ)	(ⲧ)
ⲁⲥⲙⲓ	αςμι	ɑsmi	asmi	asmi	اسم	مؤنث	ياسمين		ⲁⲥⲙⲓ (ⲧ)	(ⲧ)
ⲁⲥⲟ	αςο	ɑso	aso	aso	اسم	مؤنث	"شفقة
حنو
رفق
لطافة
رقة طبع
تعطف"		ⲁⲥⲟ (ⲧ)	(ⲧ)
