Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲙⲉⲩὶ ὲ	μευὶ ὲ	mevi e	meui `e	mevì è	فعل		"يتوهم
ينوي أن
يضمر أن
يظن أن
يتوقع
يهتم ب
يظن
يضمر
يفكر
يحسب أن"		ⲙⲉⲩὶ ὲ (v.)	(v.)
ⲙⲉⲩὶ ὲⲃⲟⲗ	μευὶ ὲβολ	mevi evol	meui `ebol	mevì èvol	فعل		"يفكر في
يتبصر
يتمعن
يعتبر"		ⲙⲉⲩὶ ὲⲃⲟⲗ (v.)	(v.)
ⲙⲉⲩὶ ὲⲣⲟ	μευὶ ὲρο	mevi ero	meui `ero	mevì èro	فعل		"يظن
يحسب
يهتم
يتعلق ذهنه ب
يحسب نفسه
يفكر في نفسه"		ⲙⲉⲩὶ ὲⲣⲟ (v.)	(v.)
ⲙⲉⲩὶ ⲉⲧϩⲱⲟⲩ	μευὶ ετϩωου	mevi et-hoː	meui ethwou	mevì ethōü	اسم	مذكر	وسواس		ⲙⲉⲩὶ ⲉⲧϩⲱⲟⲩ (ⲡ)	(ⲡ)
ⲙⲉⲩὶ ὲϧⲟⲩⲛ ὲ	μευὶ ὲϧουν ὲ	mevi ekʰoːn e	meui `ekhoun `e	mevì èkhün è	فعل		"يتأمر
يدبر
يخطط ضد"		ⲙⲉⲩὶ ὲϧⲟⲩⲛ ὲ (v.)	(v.)
ⲙⲉⲩὶ ὲϧⲟⲩⲛ ὲ	μευὶ ὲϧουν ὲ	mevi ekʰoːn e	meui `ekhoun `e	mevì èkhün è	اسم	مذكر	"تأمر
تدبير
خطط ضد"		ⲙⲉⲩὶ ὲϧⲟⲩⲛ ὲ (ⲡ)	(ⲡ)
ⲙⲉⲩὶ `ⲛ	μευὶ `ν	mevi en	meui `n	mevì en	فعل		"يزمع أن
ينوي أن"		ⲙⲉⲩὶ `ⲛ (v.)	(v.)
ⲙⲉⲩὶ`ⲛϩⲏⲧ	μευὶ`νϩητ	mevi enhiːt	meui`nhyt	mevìenhït	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يظن
يخمن
يزعم
يتوهم
يتصور
يتخيل"		ⲙⲉⲩὶ`ⲛϩⲏⲧ	
ⲙⲉⲩὶ`ⲛϩⲏⲧ	μευὶ`νϩητ	mevi enhiːt	meui`nhyt	mevìenhït	اسم	مذكر	"رأي
فكر
زعم
صورة ذهنية"		ⲙⲉⲩὶ`ⲛϩⲏⲧ (ⲡ)	(ⲡ)
ⲙⲉⲭⲁⲛⲏ	μεχανη	mekʰɑniː	meqany	mekhanï	اسم	مؤنث	"ألة
ماكينة"	يوناني	ⲙⲉⲭⲁⲛⲏ (ⲧ)	(ⲧ)
ⲙⲉϣ	μεϣ	mesh	mesh	mesh	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يضرب
يقاتل
يقارع
يهزم
يحارب"		ⲙⲉϣ	
ⲙⲉϣⲑⲓⲃⲥ	μεϣθιβς	meshtibs	meshthibs	meshthibs	اسم	مذكر	"محور
مفصلة الباب"		ⲙⲉϣⲑⲓⲃⲥ (ⲡ)	(ⲡ)
ⲙϣⲓⲣ	μϣιρ	mshir	mshir	mshir	اسم		"أمشير
الشهر القبطي السادس"		ⲙϣⲓⲣ	
ⲙⲉϣⲓⲣ	μεϣιρ	meshir	meshir	meshir	اسم		"أمشير
الشهر القبطي السادس"		ⲙⲉϣⲓⲣ	
ⲙⲉϣⲕⲟⲗ	μεϣκολ	meshkol	meshkol	meshkol	اسم	مذكر	"إست
شرج"		ⲙⲉϣⲕⲟⲗ (ⲡ)	(ⲡ)
ⲙⲉϣⲧ	μεϣτ	mesht	mesht	mesht	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يفحص
يبحث
يفتش
يتفقد"		ⲙⲉϣⲧ	
ⲙⲁⲅⲇⲁⲗ	μαγδαλ	mɑgdɑl	majdal	magdal	اسم		"مجدل
اسم قرية تعني برج أو قلعة
مشتول"		ⲙⲁⲅⲇⲁⲗ	
ⲙⲉϣⲧⲱⲗ	μεϣτωλ	meshtoːl	meshtwl	meshtōl	اسم		"مجدل
اسم قرية تعني برج أو قلعة
مشتول"		ⲙⲉϣⲧⲱⲗ	
ⲙⲉϣⲫⲱⲛⲓ	μεϣφωνι	meshpʰoːni	meshphwni	meshphōni	اسم	مؤنث	"قوبة
بثور
طفح جلدي"		ⲙⲉϣⲫⲱⲛⲓ (ⲧ)	(ⲧ)
ⲙⲉϣϣⲟϯ	μεϣϣοϯ	meshshoti	meshshoti	meshshoti	اسم	جمع	"أودية
سهول
مروج"		ⲙⲉϣϣⲟϯ (ⲛ)	(ⲛ)
ⲙⲉϣϣⲱⲧ	μεϣϣωτ	meshshoːt	meshshwt	meshshōt	اسم	مذكر	"وادي
سهل
مرج"		ⲙⲉϣϣⲱⲧ (ⲡ)	(ⲡ)
ⲙⲉϩ	μεϩ	meh	meh	meh	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يمليء
يبلغ
يصل
يسدد
يدفع
يكمل"		ⲙⲉϩ	
ⲙⲉϩ	μεϩ	meh	meh	meh	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مملوء
ممتليء
فائض"		ⲙⲉϩ	
ⲙⲉϩ	μεϩ	meh	meh	meh	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"ماتهب
متأجج
متوهج
مشتعل"		ⲙⲉϩ	
ⲙⲉϩⲓ	μεϩι	mehi	mehi	mehi	اسم	مذكر	"ريشة
ريش ، الطائر
مبضع
مشرط"		ⲙⲉϩⲓ (ⲡ)	(ⲡ)
ⲙⲉϩⲓⲁⲧ	μεϩιατ	mehiɑt	mehiat	mehiat	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يتأمل		ⲙⲉϩⲓⲁⲧ	
ⲙⲉϩⲓⲱⲥ	μεϩιως	mehioːs	mehiws	mehiōs	صفة		"مهياص
مهرج"		ⲙⲉϩⲓⲱⲥ (adj.)	(adj.)
ⲙⲉϩⲕⲁⲥ	μεϩκας	mehkɑs	mehkas	mehkas	اسم	مذكر	"مجبر
مجبراتي
رباط العظام"		ⲙⲉϩⲕⲁⲥ (ⲡ)	(ⲡ)
ⲙⲉϩⲙⲟⲩϩⲓ	μεϩμουϩι	mehmoːhi	mehmouhi	mehmühi	اسم	مؤنث	"common purslane
رجلة
نوع من الخضار"		ⲙⲉϩⲙⲟⲩϩⲓ (ⲧ)	(ⲧ)
ⲙⲉϩⲧⲱⲡ	μεϩτωπ	mehtoːp	mehtwp	mehtōp	اسم	مذكر	"مسلة
مسمار خشبي"		ⲙⲉϩⲧⲱⲡ (ⲡ)	(ⲡ)
ⲙⲁⲛϫⲉⲛϩ	μανϫενϩ	mɑngenh	mangenh	mangenh	اسم	مذكر	حاجب العين		ⲙⲁⲛϫⲉⲛϩ (ⲡ)	(ⲡ)
ⲙⲉϫⲉⲛϩ	μεϫενϩ	megenh	megenh	megenh	اسم	مذكر	حاجب العين		ⲙⲉϫⲉⲛϩ (ⲡ)	(ⲡ)
ⲙⲉϫⲧ	μεϫτ	megt	megt	megt	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يمزج
يخلط"		ⲙⲉϫⲧ	
ⲙⲏ	μη	miː	my	mï	أداة استفهام		"هل
أ ، للاستفهام"		ⲙⲏ	
ⲙⲏ	μη	miː	my	mï	أداة نفي		"لا
ليس"	يوناني	ⲙⲏ	
ⲙⲏ	μη	miː	my	mï	اسم	مؤنث	بول		ⲙⲏ (ⲧ)	(ⲧ)
ⲙⲓ	μι	mi	mi	mi	اسم	مؤنث	بول		ⲙⲓ (ⲧ)	(ⲧ)
ⲙⲏ	μη	miː	my	mï	اسم	مؤنث	"عصارة
خلاصة
زبد
عصير"		ⲙⲏ (ⲧ)	(ⲧ)
ⲙⲩⲑⲟⲥ	μυθος	mitʰos	muthos	mithos	اسم	مذكر	"أسطورة
قصة وهمية
إشاعة
خرافة"		ⲙⲩⲑⲟⲥ (ⲡ)	(ⲡ)
ⲙⲏⲑⲏⲥ	μηθης	miːtʰiːs	mythys	mïthïs	اسم	مذكر	"أسطورة
قصة وهمية
إشاعة
خرافة"		ⲙⲏⲑⲏⲥ (ⲡ)	(ⲡ)
