Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲥⲁϧⲉⲙ	ςαϧεμ	sɑkʰem	sakhem	sakhem	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يغمر
يطفح
يغوص
ينهار
ينتشل
يفيض
يغمر
يغرق
يطفح
يزيد
يتكاثر
ينسف
يقوض
يدك"		ⲥⲁϧⲉⲙ	
ⲥⲱϧⲉⲙ	ςωϧεμ	soːkʰem	swkhem	sōkhem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يغمر
يطفح
يغوص
ينهار
ينتشل
يفيض
يغمر
يغرق
يطفح
يزيد
يتكاثر
ينسف
يقوض
يدك"		ⲥⲱϧⲉⲙ	
ⲥⲱϧⲉⲙ	ςωϧεμ	soːkʰem	swkhem	sōkhem	اسم	مذكر	"انهيار
كارثة"		ⲥⲱϧⲉⲙ (ⲡ)	(ⲡ)
ⲥⲁϧⲙⲉ	ςαϧμε	sɑkʰme	sakhme	sakhme	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يهرس
يعصر
يستخلص"		ⲥⲁϧⲙⲉ	
ⲥⲱϧⲉⲙ	ςωϧεμ	soːkʰem	swkhem	sōkhem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يهرس
يعصر
يستخلص"		ⲥⲱϧⲉⲙ	
ⲥⲁϧⲙⲉ	ςαϧμε	sɑkʰme	sakhme	sakhme	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقتلع
ينزع
ينزح
ينتشل
ينسحب
يتزحزح
يتنحى"		ⲥⲁϧⲙⲉ	
ⲥⲱϧⲉⲙ	ςωϧεμ	soːkʰem	swkhem	sōkhem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقتلع
ينزع
ينزح
ينتشل
ينسحب
يتزحزح
يتنحى"		ⲥⲱϧⲉⲙ	
ⲥⲱϧⲉⲙ ὲϧⲟⲩⲛ	ςωϧεμ ὲϧουν	soːkʰem ekʰoːn	swkhem `ekhoun	sōkhem èkhün	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يختلس
يزحلق"		ⲥⲱϧⲉⲙ ὲϧⲟⲩⲛ	
ⲥⲁϧ	ςαϧ	sɑkʰ	sakh	sakh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"ينسج
يطرز
يحيك
يحبك
يخيش
يرصع بالحجارة الكريمة"		ⲥⲁϧ	
ⲥⲱϧⲓ	ςωϧι	soːkʰi	swkhi	sōkhi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينسج
يطرز
يحيك
يحبك
يخيش
يرصع بالحجارة الكريمة"		ⲥⲱϧⲓ	
ⲥⲱϧⲓ	ςωϧι	soːkʰi	swkhi	sōkhi	اسم	مذكر	"نسج
تطريز
نسيج
ترصيع
تخييش"		ⲥⲱϧⲓ (ⲡ)	(ⲡ)
ⲥⲁϩⲱ	ςαϩω	sɑhoː	sahw	sahō	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يزيح
يبعد"		ⲥⲁϩⲱ	
ⲥⲱϩⲓ	ςωϩι	soːhi	swhi	sōhi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يزيح
يبعد"		ⲥⲱϩⲓ	
ⲥⲱϩⲓ ὲⲡⲉⲥⲏⲧ	ςωϩι ὲπεςητ	soːhi epesiːt	swhi `epesyt	sōhi èpesït	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينثر
يبعثر"		ⲥⲱϩⲓ ὲⲡⲉⲥⲏⲧ	
ⲥⲟϫⲡ	ςοϫπ	sogp	sogp	sogp	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"(لازم)
يبقى
يفضل
يتبقى
يتخلف
(متعدي)
يبقى
يترك
يخلف وراءه"		ⲥⲟϫⲡ	
ⲥⲉϫⲡ	ςεϫπ	segp	segp	segp	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"(لازم)
يبقى
يفضل
يتبقى
يتخلف
(متعدي)
يبقى
يترك
يخلف وراءه"		ⲥⲉϫⲡ	
ⲥⲱϫⲡ	ςωϫπ	soːgp	swgp	sōgp	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"(لازم)
يبقى
يفضل
يتبقى
يتخلف
(متعدي)
يبقى
يترك
يخلف وراءه"		ⲥⲱϫⲡ	
ⲥⲱϫⲡ	ςωϫπ	soːgp	swgp	sōgp	اسم	مذكر	"بقية
باقي
فاضل"		ⲥⲱϫⲡ (ⲡ)	(ⲡ)
ⲥⲟϫⲡ	ςοϫπ	sogp	sogp	sogp	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"باق
متبق"		ⲥⲟϫⲡ	
ⲥⲱϫⲡ	ςωϫπ	soːgp	swgp	sōgp	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"باق
متبق"		ⲥⲱϫⲡ	
ⲥⲟⲧ	ςοτ	sot	sot	sot	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يخلص
ينقذ
ينجي
يفدي
يفك أسر
يعتق
يحرر"		ⲥⲟⲧ	
ⲥⲉⲧ	ςετ	set	set	set	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يخلص
ينقذ
ينجي
يفدي
يفك أسر
يعتق
يحرر"		ⲥⲉⲧ	
ⲥⲱϯ	ςωϯ	soːti	swti	sōti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يخلص
ينقذ
ينجي
يفدي
يفك أسر
يعتق
يحرر"		ⲥⲱϯ	
ⲥⲱϯ	ςωϯ	soːti	swti	sōti	اسم	مذكر	"خلاص
فداء
فدية
فكاك
عتق
تحرير"	يوناني	ⲥⲱϯ (ⲡ)	(ⲡ)
`ⲥϣⲉ	`ςϣε	esshe	`sshe	es-she	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلزم
ينبغي
يجب
يليق
يناسب
يستحق
يجوز
(فعل لا شخصي)"		`ⲥϣⲉ	
`ⲥϣⲉ ⲟⲛ	`ςϣε ον	esshe on	`sshe on	es-she on	ظرف		تقريبا		`ⲥϣⲉ ⲟⲛ (adv.)	(adv.)
`ⲥϧⲏⲧ	`ςϧητ	eskʰiːt	`skhyt	eskhït	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يكتب
ينسخ
يحرر
يدون
يسطر
يسجل
يؤلف
يرسم
ينقش
يصور بالرسم"		`ⲥϧⲏⲧ	
`ⲥϧⲉ	`ςϧε	eskʰe	`skhe	eskhe	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يكتب
ينسخ
يحرر
يدون
يسطر
يسجل
يؤلف
يرسم
ينقش
يصور بالرسم"		`ⲥϧⲉ	
`ⲥϧⲁⲓ	`ςϧαι	eskʰɑi	`skhai	eskhai	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكتب
ينسخ
يحرر
يدون
يسطر
يسجل
يؤلف
يرسم
ينقش
يصور بالرسم"		`ⲥϧⲁⲓ	
`ⲥϧⲁⲓ	`ςϧαι	eskʰɑi	`skhai	eskhai	اسم	مذكر	"كتابة
صك
كمبيالة
سند
ضمانة
كفالة"		`ⲥϧⲁⲓ (ⲡ)	(ⲡ)
`ⲥϧⲁⲓ	`ςϧαι	eskʰɑi	`skhai	eskhai	اسم	مؤنث	رسالة		`ⲥϧⲁⲓ (ⲧ)	(ⲧ)
`ⲥϧⲁⲓ ὲⲃⲟⲗ	`ςϧαι ὲβολ	eskʰɑi evol	`skhai `ebol	eskhai èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشيع
يفشي
يذيع
يظهر
يعلن
ينشر"		`ⲥϧⲁⲓ ὲⲃⲟⲗ	
`ⲥϧⲁⲓ ὲⲃⲟⲗ	`ςϧαι ὲβολ	eskʰɑi evol	`skhai `ebol	eskhai èvol	اسم	مذكر	"منشور
إعلان
مرسوم"		`ⲥϧⲁⲓ ὲⲃⲟⲗ (ⲡ)	(ⲡ)
`ⲥϧⲁⲓ ⲥⲁⲃⲟⲗ	`ςϧαι ςαβολ	eskʰɑi sɑvol	`skhai sabol	eskhai savol	اسم	مذكر	عنوان		`ⲥϧⲁⲓ ⲥⲁⲃⲟⲗ (ⲡ)	(ⲡ)
`ⲥϧⲁⲓ`ⲥⲙⲏ	`ςϧαι`ςμη	eskʰɑi esmiː	`skhai`smy	eskhaiesmï	اسم		فونوجراف		`ⲥϧⲁⲓ`ⲥⲙⲏ	
`ⲥϧⲉ	`ςϧε	eskʰe	`skhe	eskhe	اسم		كتابة		`ⲥϧⲉ	
`ⲥϧⲉⲗⲃⲓ	`ςϧελβι	eskʰelvi	`skhelvi	eskhelvi	اسم	مؤنث	"جرح
خراج
بلية
مصيبة"		`ⲥϧⲉⲗⲃⲓ (ⲧ)	(ⲧ)
`ⲥϧⲏⲙ	`ςϧημ	eskʰiːm	`skhym	eskhïm	صفة		"ساخن
حار"		`ⲥϧⲏⲙ (adj.)	(adj.)
`ⲥϧⲏⲟⲩⲧ	`ςϧηουτ	eskʰiːoːt	`skhyout	eskhïüt	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مكتوب
مدون
مسجل
منقوش
مرسوم
مصور"		`ⲥϧⲏⲟⲩⲧ	
`ⲥϧⲓ	`ςϧι	eskʰi	`skhi	eskhi	اسم	مذكر	"نسخة
تعليق
كتاب
مكتوب
مقال"		`ⲥϧⲓ (ⲡ)	(ⲡ)
`ⲥϧⲓ`ⲛⲟⲩⲉⲓ	`ςϧι`νουει	eskʰienoːei	`skhi`nouei	eskhienüei	اسم	مذكر	"كتاب طلاق
قسيمة طلاق"		`ⲥϧⲓ`ⲛⲟⲩⲉⲓ (ⲡ)	(ⲡ)
