key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
2524	1710	0	(S) ouoi	7	(advb showing consent)	(advb showing consent)		472a	1	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2524.html	(S) ⲟⲩⲟⲓ	(S) ⲟⲩⲟⲓ	ⲟⲩⲟⲓ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲟⲩⲟⲓ</span> (adv.)</span>"	adverb		<i>advb showing consent</i>	<i>advb showing consent</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=472a	ⲟⲩⲟⲓ (adv.)										0
8818	1711	0	^^^ n- *^dat^*	0				472b	1	2011-01-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/8818.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	ⲛ- {dat}	"<span class=""word""><span class=""spelling"">ⲛ- {dat}</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=472b	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	0
2533	1712	0	(S) mnt..ou.	0	husbandry /$gk: [[gewrgia]]$/	husbandry /$gk: [[gewrgia]]$/	gewrgia	473a	1	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2533.html	(S) ⲙⲛⲧⲟⲩ.	(S) ⲙⲛⲧⲟⲩ.	ⲙⲛⲧⲟⲩ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲙⲛⲧⲟⲩ.</span></span>"	-	γεωργια	husbandry [γεωργια]	husbandry	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=473a	ⲙⲛⲧⲟⲩ.										0
2534	1712	0	(S) ma n..ou.	0	 /$gk: [[gewrgion]]$/	 /$gk: [[gewrgion]]$/	gewrgion	473a	2	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2534.html	(S) ⲙⲁ ⲛⲟⲩ.	(S) ⲙⲁ ⲛⲟⲩ.	ⲙⲁ ⲛⲟⲩ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲙⲁ ⲛⲟⲩ.</span></span>"	-	γεωργιον	[γεωργιον]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=473a	ⲙⲁ ⲛⲟⲩ.										0
2535	1712	0	(S,B) r$^e^$m..ou.	0	husbandman /$gk: [[idiwths, kosmikos]]$/	husbandman /$gk: [[idiwths, kosmikos]]$/	idiwths, kosmikos	473b	3	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2535.html	(S, B) ⲣ(ⲉ)ⲙⲟⲩ.	(S, B) ⲣ(ⲉ)ⲙⲟⲩ.	ⲣⲙⲟⲩ., ⲣⲉⲙⲟⲩ.	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲣⲙⲟⲩ.</span>, <span class=""spelling S B"">ⲣⲉⲙⲟⲩ.</span></span>"	-	ιδιωτησ, κοσμικοσ	husbandman [ιδιωτησ, κοσμικοσ]	husbandman	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=473b	ⲣⲙⲟⲩ., ⲣⲉⲙⲟⲩ.					ⲣⲙⲟⲩ., ⲣⲉⲙⲟⲩ.					0
2536	1712	0	(S) r ..ou.	0	do husbandry /$gk: [[gewrgein]]$/	do husbandry /$gk: [[gewrgein]]$/	gewrgein	473b	4	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2536.html	(S) ⲣ ⲟⲩ.	(S) ⲣ ⲟⲩ.	ⲣ ⲟⲩ.	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲣ ⲟⲩ.</span></span>"	-	γεωργειν	do husbandry [γεωργειν]	do husbandry	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=473b	ⲣ ⲟⲩ.										0
2554	1713	0	^^	1	whiteness /$gk: [[leukos, leukoths]]$/	whiteness /$gk: [[leukos, leukoths]]$/	leukos, leukoths	476b	1	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2554.html	―	―	―	"<span class=""word""><span class=""spelling"">―</span> (ⲡ)</span>"	noun male	λευκοσ, λευκοτησ	whiteness [λευκοσ, λευκοτησ]	whiteness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=476b	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	0
2555	1713	2554	(S,B) T ..ou.	0	grow white /$gk: [[leukainein]]$/	grow white /$gk: [[leukainein]]$/	leukainein	476b	2	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2555.html	(S, B) ϯ ⲟⲩ.	(S, B) ϯ ⲟⲩ.	ϯ ⲟⲩ.	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϯ ⲟⲩ.</span></span>"	-	λευκαινειν	grow white [λευκαινειν]	grow white	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=476b	ϯ ⲟⲩ.					ϯ ⲟⲩ.					1
2556	1713	0	(S,A,B) ouwbS *^often wrongly [ouo.]^* (A) ouwbQ	6	white, (with pref [n-]) /$gk: [[leukos]]$/	white, (with pref [n-]) /$gk: [[leukos]]$/	leukos	476b	3	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2556.html	"(S, A, B) ⲟⲩⲱⲃϣ {often wrongly ⲟⲩⲟ.}
(A) ⲟⲩⲱⲃⳉ"	"(S, A, B) ⲟⲩⲱⲃϣ {often wrongly ⲟⲩⲟ.}
(A) ⲟⲩⲱⲃⳉ"	ⲟⲩⲱⲃϣ {often wrongly ⲟⲩⲟ.}, ⲟⲩⲱⲃⳉ	"<span class=""word S A B"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>) <span class=""spelling S A B"">ⲟⲩⲱⲃϣ {often wrongly ⲟⲩⲟ.}</span> (adj.)</span>
<span class=""word A"">(<span class=""dialect A"">A</span>) <span class=""spelling A"">ⲟⲩⲱⲃⳉ</span> (adj.)</span>"	adjective	λευκοσ	white, <i>with pref ⲛ-</i> [λευκοσ]	white, <i>with pref ⲛ-</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=476b	ⲟⲩⲱⲃϣ {often wrongly ⲟⲩⲟ.} (adj.)			"ⲟⲩⲱⲃϣ {often wrongly ⲟⲩⲟ.} (adj.)
ⲟⲩⲱⲃⳉ (adj.)"		ⲟⲩⲱⲃϣ {often wrongly ⲟⲩⲟ.} (adj.)					0
2557	1713	2556	(S,B) r ..ou.	0	be white	be white		476b	4	2010-03-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/2557.html	(S, B) ⲣ ⲟⲩ.	(S, B) ⲣ ⲟⲩ.	ⲣ ⲟⲩ.	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲣ ⲟⲩ.</span></span>"	-		be white	be white	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=476b	ⲣ ⲟⲩ.					ⲣ ⲟⲩ.					1
