key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
9024	718	3414	(B) metH.	0				673b	15	2014-08-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/9024.html	(B) ⲙⲉⲧϩ.	(B) ⲙⲉⲧϩ.	ⲙⲉⲧϩ.	(B) ⲙⲉⲧϩ.	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=673b						ⲙⲉⲧϩ.					1
3415	718	0	(S) HlhGe (B) HlhJi	4	(as last) /$gk: [[glukasmos]]$/	(as last) /$gk: [[glukasmos]]$/	glukasmos	673b	16	2010-03-23	2010-03-23	vagrant	vagrant	https://pishoyg.github.io/crum/3415.html	"(S) ϩⲗⲏϭⲉ
(B) ϩⲗⲏϫⲓ"	"(S) ϩⲗⲏϭⲉ
(B) ϩⲗⲏϫⲓ"	ϩⲗⲏϭⲉ, ϩⲗⲏϫⲓ	"(S) ϩⲗⲏϭⲉ (ⲧ)
(B) ϩⲗⲏϫⲓ (ⲧ)"	noun female	γλυκασμοσ	<i>as last</i> [γλυκασμοσ]	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=673b	ϩⲗⲏϭⲉ (ⲧ)					ϩⲗⲏϫⲓ (ⲧ)					0
3416	718	0	(S) HlwGF	0	be easy, pleasant	be easy, pleasant		673b	17	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3416.html	(S) ϩⲗⲱϭϥ	(S) ϩⲗⲱϭϥ	ϩⲗⲱϭϥ	(S) ϩⲗⲱϭϥ	-		be easy, pleasant	be easy, pleasant	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=673b	ϩⲗⲱϭϥ										0
6569	720	0		99	With following preposition:	With following preposition:		406b	1	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6569.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=406b											0
6570	720	6569	^^^ e-	0	{intr:} be driven, smitten into, be firm	{intr:} be driven, smitten into, be firm		406b	2	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6570.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	ⲉ- (c)	ⲉ- (c)	-		<b>intr:</b> be driven, smitten into, be firm	<b>intr:</b> be driven, smitten into, be firm	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=406b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
6571	720	6569	^^^ n-	0	inlaid with	inlaid with		407a	3	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6571.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	ⲛ- (c)	ⲛ- (c)	-		inlaid with	inlaid with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407a	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	1
6572	720	6569	^^^ Hn-,^^^ Ken-	0	pierce with	pierce with		407a	4	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6572.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	-		pierce with	pierce with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	1
2224	720	0	(S) twks,twGs (B) qouj	1	piercing | fixture, settlement | pricking, admonition	piercing | fixture, settlement | pricking, admonition		407a	5	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2224.html	"(S) ⲧⲱⲕⲥ, ⲧⲱϭⲥ
(B) ⲑⲟⲩⲝ"	"(S) ⲧⲱⲕⲥ, ⲧⲱϭⲥ
(B) ⲑⲟⲩⲝ"	ⲧⲱⲕⲥ, ⲧⲱϭⲥ, ⲑⲟⲩⲝ	"(S) ⲧⲱⲕⲥ, ⲧⲱϭⲥ (ⲡ)
(B) ⲑⲟⲩⲝ (ⲡ)"	noun male		"piercing
fixture, settlement
pricking, admonition"	"piercing
fixture, settlement
pricking, admonition"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407a	ⲧⲱⲕⲥ, ⲧⲱϭⲥ (ⲡ)					ⲑⲟⲩⲝ (ⲡ)					0
2225	720	0	(S) toGs (Sf) taGs (A) taks (S) toots (B) tots,kots,toJs	1	thing firmly fixed, seat | thing studded, incrusted	thing firmly fixed, seat | thing studded, incrusted		407a	6	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2225.html	"(S) ⲧⲟϭⲥ
(Sf) ⲧⲁϭⲥ
(A) ⲧⲁⲕⲥ
(S) ⲧⲟⲟⲧⲥ
(B) ⲧⲟⲧⲥ, ⲕⲟⲧⲥ, ⲧⲟϫⲥ"	"(S) ⲧⲟϭⲥ
(Sf) ⲧⲁϭⲥ
(A) ⲧⲁⲕⲥ
(S) ⲧⲟⲟⲧⲥ
(B) ⲧⲟⲧⲥ, ⲕⲟⲧⲥ, ⲧⲟϫⲥ"	ⲧⲟϭⲥ, ⲧⲁϭⲥ, ⲧⲁⲕⲥ, ⲧⲟⲟⲧⲥ, ⲧⲟⲧⲥ, ⲕⲟⲧⲥ, ⲧⲟϫⲥ	"(S) ⲧⲟϭⲥ (ⲡ)
(Sf) ⲧⲁϭⲥ (ⲡ)
(A) ⲧⲁⲕⲥ (ⲡ)
(S) ⲧⲟⲟⲧⲥ (ⲡ)
(B) ⲧⲟⲧⲥ, ⲕⲟⲧⲥ, ⲧⲟϫⲥ (ⲡ)"	noun male		"thing firmly fixed, seat
thing studded, incrusted"	"thing firmly fixed, seat
thing studded, incrusted"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407a	"ⲧⲟϭⲥ (ⲡ)
ⲧⲟⲟⲧⲥ (ⲡ)"		ⲧⲁϭⲥ (ⲡ)	ⲧⲁⲕⲥ (ⲡ)		ⲧⲟⲧⲥ, ⲕⲟⲧⲥ, ⲧⲟϫⲥ (ⲡ)					0
2226	720	0	(S) taj	1	molar tooth	molar tooth		407a	7	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2226.html	(S) ⲧⲁⲝ	(S) ⲧⲁⲝ	ⲧⲁⲝ	(S) ⲧⲁⲝ (ⲡ)	noun male		molar tooth	molar tooth	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=407a	ⲧⲁⲝ (ⲡ)										0
