key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
6684	1655	6681	^^^ mn-,^^^ nem-	0	agree with	agree with		438a	4	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6684.html	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	c ⲙⲛ-, c ⲛⲉⲙ-	c ⲙⲛ-, c ⲛⲉⲙ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	-		agree with	agree with	agree with	agree with	agree with	agree with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438a	438	a	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	1
4882	1655	0	(S) ^^ ebol	0	be even, level	be even, level		438a	5	2010-04-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/4882.html	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	(S) ― ⲉⲃⲟⲗ	-		be even, level	be even, level	be even, level	be even, level	be even, level	be even, level	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438a	438	a	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ																			0
2369	1655	0	(S,A,sA,B) ^^	1	agreement, mingling /$gk: [[sugkrasis]]$/	agreement, mingling /$gk: [[sugkrasis]]$/	sugkrasis	438a	6	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2369.html	(S, A, sA, B) ―	(S, A, sA, B) ―	(S, A, sA, B) ―	(S, A, sA, B) ―	―	(S, A, sA, B) ― (ⲡ)	noun male	συγκρασισ	agreement, mingling [συγκρασισ]	agreement, mingling [συγκρασισ]	agreement, mingling	"agreement, mingling <span style=""opacity:0.7"">[συγκρασισ]</span>"	"agreement, mingling <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%85%CE%B3%CE%BA%CF%81%CE%B1%CF%83%CE%B9%CF%83"">συγκρασισ</a>]</span>"	agreement, mingling	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438a	438	a	― (ⲡ)	―					― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―									0
2370	1655	0		99	with [Hht]	with [Hht]		438a	7	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2370.html							HEADER		with ϩⲏⲧ	with ϩⲏⲧ	with ϩⲏⲧ	with ϩⲏⲧ	with ϩⲏⲧ	with ϩⲏⲧ	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438a	438	a																					0
6685	1655	2370	t. nHht	0	consent, agree	consent, agree		438b	8	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6685.html	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	-		consent, agree	consent, agree	consent, agree	consent, agree	consent, agree	consent, agree	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438b	438	b	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	ⲧ. ⲛϩⲏⲧ	1
6686	1655	2370	(S) tet Hht	6	trustworthy	trustworthy		438b	9	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6686.html	(S) ⲧⲉⲧ ϩⲏⲧ	(S) ⲧⲉⲧ ϩⲏⲧ	(S) ⲧⲉⲧ ϩⲏⲧ	(S) ⲧⲉⲧ ϩⲏⲧ	ⲧⲉⲧ ϩⲏⲧ	(S) ⲧⲉⲧ ϩⲏⲧ (adj.)	adjective		trustworthy	trustworthy	trustworthy	trustworthy	trustworthy	trustworthy	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438b	438	b	ⲧⲉⲧ ϩⲏⲧ (adj.)	ⲧⲉⲧ ϩⲏⲧ																			1
2371	1655	2370	(B,F) metatHht,mettatHht	0	confirmation /$gk: [[paraklhsis]]$/	confirmation /$gk: [[paraklhsis]]$/	paraklhsis	438b	10	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2371.html	(B, F) ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	(B, F) ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	(B, F) ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	(B, F) ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	(B, F) ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	-	παρακλησισ	confirmation [παρακλησισ]	confirmation [παρακλησισ]	confirmation	"confirmation <span style=""opacity:0.7"">[παρακλησισ]</span>"	"confirmation <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%B1%CF%81%CE%B1%CE%BA%CE%BB%CE%B7%CF%83%CE%B9%CF%83"">παρακλησισ</a>]</span>"	confirmation	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438b	438	b											ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	ⲙⲉⲧⲁⲧϩⲏⲧ	ⲙⲉⲧⲁⲧϩⲏⲧ, ⲙⲉⲧⲧⲁⲧϩⲏⲧ	ⲙⲉⲧⲁⲧϩⲏⲧ							1
2372	1655	2370	(S,B) att. nHht,atq. nHht	0	unconvinced, disagreeing /$gk: [[apeiqhs, asunetos]]$/	unconvinced, disagreeing /$gk: [[apeiqhs, asunetos]]$/	apeiqhs, asunetos	438b	11	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2372.html	(S, B) ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	(S, B) ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	(S, B) ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	(S, B) ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	(S, B) ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	-	απειθησ, ασυνετοσ	unconvinced, disagreeing [απειθησ, ασυνετοσ]	unconvinced, disagreeing [απειθησ, ασυνετοσ]	unconvinced, disagreeing	"unconvinced, disagreeing <span style=""opacity:0.7"">[απειθησ, ασυνετοσ]</span>"	"unconvinced, disagreeing <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%80%CE%B5%CE%B9%CE%B8%CE%B7%CF%83"">απειθησ</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CF%83%CF%85%CE%BD%CE%B5%CF%84%CE%BF%CF%83"">ασυνετοσ</a>]</span>"	unconvinced, disagreeing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=438b	438	b	ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	ⲁⲧⲧ. ⲛϩⲏⲧ									ⲁⲧⲧ. ⲛϩⲏⲧ, ⲁⲧⲑ. ⲛϩⲏⲧ	ⲁⲧⲧ. ⲛϩⲏⲧ									1
2373	1655	2372	(B) er n..atq.,oi n..atq.	0	 /$gk: [[apeiqein]]$/	 /$gk: [[apeiqein]]$/	apeiqein	439a	12	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2373.html	(B) ⲉⲣ ⲛⲁⲧⲑ., ⲟⲓ ⲛⲁⲧⲑ.	(B) ⲉⲣ ⲛⲁⲧⲑ., ⲟⲓ ⲛⲁⲧⲑ.	(B) ⲉⲣ ⲛⲁⲧⲑ., ⲟⲓ ⲛⲁⲧⲑ.	(B) ⲉⲣ ⲛⲁⲧⲑ., ⲟⲓ ⲛⲁⲧⲑ.	ⲉⲣ ⲛⲁⲧⲑ., ⲟⲓ ⲛⲁⲧⲑ.	(B) ⲉⲣ ⲛⲁⲧⲑ., ⲟⲓ ⲛⲁⲧⲑ.	-	απειθειν	[απειθειν]	[απειθειν]		"<span style=""opacity:0.7"">[απειθειν]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%80%CE%B5%CE%B9%CE%B8%CE%B5%CE%B9%CE%BD"">απειθειν</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=439a	439	a											ⲉⲣ ⲛⲁⲧⲑ., ⲟⲓ ⲛⲁⲧⲑ.	ⲉⲣ ⲛⲁⲧⲑ.									2
2374	1655	2372	met..at.	0	refusal /$gk: [[apeiqeia]]$/	refusal /$gk: [[apeiqeia]]$/	apeiqeia	439a	13	2010-02-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2374.html	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	-	απειθεια	refusal [απειθεια]	refusal [απειθεια]	refusal	"refusal <span style=""opacity:0.7"">[απειθεια]</span>"	"refusal <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%80%CE%B5%CE%B9%CE%B8%CE%B5%CE%B9%CE%B1"">απειθεια</a>]</span>"	refusal	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=439a	439	a	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	ⲙⲉⲧⲁⲧ.	2
