key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
8949	537	8943	a. nkrinon	0	of lily /$gk: [[krinoxroos]]$/	of lily /$gk: [[krinoxroos]]$/	krinoxroos	20b	7	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8949.html	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	-	κρινοχροοσ	of lily [κρινοχροοσ]	of lily	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	ⲁ. ⲛⲕⲣⲓⲛⲟⲛ	1
8950	537	8943	a. nkwHt	0	of fire /$gk: [[purinos]]$/	of fire /$gk: [[purinos]]$/	purinos	20b	8	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8950.html	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	-	πυρινοσ	of fire [πυρινοσ]	of fire	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	ⲁ. ⲛⲕⲱϩⲧ	1
8951	537	8943	a. mpnoub	0	of gold /$gk: [[xrusoxroos]]$/	of gold /$gk: [[xrusoxroos]]$/	xrusoxroos	20b	9	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8951.html	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	-	χρυσοχροοσ	of gold [χρυσοχροοσ]	of gold	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	ⲁ. ⲙⲡⲛⲟⲩⲃ	1
8952	537	8943	a. mpesnoF	0	of blood /$gk: [[aimatwdhs]]$/	of blood /$gk: [[aimatwdhs]]$/	aimatwdhs	20b	10	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8952.html	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	-	αιματωδησ	of blood [αιματωδησ]	of blood	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	ⲁ. ⲙⲡⲉⲥⲛⲟϥ	1
8953	537	8943	e. mpin,a. mfin	0	of mouse /$gk: [[caros]]$/	of mouse /$gk: [[caros]]$/	caros	20b	11	2012-10-02	2012-10-02	vagrant	vagrant	https://pishoyg.github.io/crum/8953.html	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	-	ξαροσ	of mouse [ξαροσ]	of mouse	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	ⲉ. ⲙⲡⲓⲛ, ⲁ. ⲙⲫⲓⲛ	1
8954	537	8943	a. mpsort	0	of wool	of wool		20b	12	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8954.html	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	-		of wool	of wool	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	ⲁ. ⲙⲡⲥⲟⲣⲧ	1
8955	537	8943	a. esthm	0	of stibium	of stibium		20b	13	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8955.html	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	-		of stibium	of stibium	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	ⲁ. ⲉⲥⲧⲏⲙ	1
8956	537	8943	a. nsouo	0	of corn /$gk: [[sitoxroos]]$/	of corn /$gk: [[sitoxroos]]$/	sitoxroos	20b	14	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8956.html	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	-	σιτοχροοσ	of corn [σιτοχροοσ]	of corn	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	ⲁ. ⲛⲥⲟⲩⲟ	1
8957	537	8943	a. mptaHt	0	of lead /$gk: [[molubdwdhs]]$/	of lead /$gk: [[molubdwdhs]]$/	molubdwdhs	20b	15	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8957.html	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	-	μολυβδωδησ	of lead [μολυβδωδησ]	of lead	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	ⲁ. ⲙⲡⲧⲁϩⲧ	1
8958	537	8943	a. mpouert	0	of rose	of rose		20b	16	2012-10-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/8958.html	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	-		of rose	of rose	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=20b	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	ⲁ. ⲙⲡⲟⲩⲉⲣⲧ	1
