key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
7987	986	0		99	With following preposition or adverb:	With following preposition or adverb:		709a	1	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7987.html						HEADER		With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	709	a																						0
7988	986	7987	^^^ eJn-	0				709a	2	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7988.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	c ⲉϫⲛ-	c ⲉϫⲛ-	ⲉϫⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	709	a	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ	1
7989	986	7987	^^^ Hi-	0	upon	upon		709a	3	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7989.html	<i><b>c</b></i> ϩⲓ-	<i><b>c</b></i> ϩⲓ-	c ϩⲓ-	c ϩⲓ-	ϩⲓ- (c)	-		upon	upon	upon	upon	upon	upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	709	a	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ	1
7990	986	7987	^^^ HiJn-	0	(sim)	(sim)		709a	4	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7990.html	<i><b>c</b></i> ϩⲓϫⲛ-	<i><b>c</b></i> ϩⲓϫⲛ-	c ϩⲓϫⲛ-	c ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	-		<i>sim</i>	sim	<i>sim</i>	<i>sim</i>	<i>sim</i>	sim	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	709	a	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ-	ϩⲓϫⲛ	1
7991	986	7987	^^^ eHrai	0	fill full	fill full		709a	5	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7991.html	<i><b>c</b></i> ⲉϩⲣⲁⲓ	<i><b>c</b></i> ⲉϩⲣⲁⲓ	c ⲉϩⲣⲁⲓ	c ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	-		fill full	fill full	fill full	fill full	fill full	fill full	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	709	a	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ	1
3583	986	0	(S,sA) ^^	1	order, harmony	order, harmony		709a	6	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3583.html	(S, sA) ―	(S, sA) ―	(S, sA) ―	(S, sA) ―	(S, sA) ― (ⲡ)	noun male		order, harmony	order, harmony	order, harmony	order, harmony	order, harmony	order, harmony	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	709	a	― (ⲡ)	―							― (ⲡ)	―												0
3584	986	0	(S) HroJ (F) HlaJ	2	pile up, support	pile up, support		709a	7	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3584.html	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	verb		pile up, support	pile up, support	pile up, support	pile up, support	pile up, support	pile up, support	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	709	a	ϩⲣⲟϫ	ϩⲣⲟϫ											ϩⲗⲁϫ	ϩⲗⲁϫ								0
681	988	0	(S) ^^	22	(f /*once*/), foulness, putrescence	(f /*once*/), foulness, putrescence		143a	1	2010-02-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/681.html	(S) ―	(S) ―	(S) ―	(S) ―	(S) ― (ⲡ/ⲧ)	noun male/female		<i>f (once)</i>, foulness, putrescence	f (once), foulness, putrescence	<i>f (once)</i>, foulness, putrescence	<i>f (once)</i>, foulness, putrescence	<i>f (once)</i>, foulness, putrescence	f (once), foulness, putrescence	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=143a	143	a	― (ⲡ/ⲧ)	―																				0
5580	994	0	^^^ n-	0				144a	1	2010-06-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5580.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	c ⲛ-	c ⲛ-	ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=144a	144	a	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ	0
682	994	0	lapT	0	(used as [laps], sometimes both in one text)	(used as [laps], sometimes both in one text)		144a	2	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/682.html	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	-		<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	used as ⲗⲁⲡⲥ , sometimes both in one text	<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	used as ⲗⲁⲡⲥ , sometimes both in one text	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=144a	144	a	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	0
