key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
6702	507	6692	(S,B) ^^^ eKrhi Ken-	0				446a	11	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6702.html	(S, B) <i><b>c</b></i> ⲉϧⲣⲏⲓ ϧⲉⲛ-	(S, B) <i><b>c</b></i> ⲉϧⲣⲏⲓ ϧⲉⲛ-	ⲉϧⲣⲏⲓ ϧⲉⲛ- (c)	(S, B) ⲉϧⲣⲏⲓ ϧⲉⲛ- (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a	ⲉϧⲣⲏⲓ ϧⲉⲛ- (c)					ⲉϧⲣⲏⲓ ϧⲉⲛ- (c)					1
6703	507	6692	(S) ^^ Ha$^H^$tn-	0	stand beside, stay with	stand beside, stay with		446a	12	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6703.html	(S) ― ϩⲁ(ϩ)ⲧⲛ-	(S) ― ϩⲁ(ϩ)ⲧⲛ-	― ϩⲁⲧⲛ-, ― ϩⲁϩⲧⲛ-	(S) ― ϩⲁⲧⲛ-, ― ϩⲁϩⲧⲛ-	-		stand beside, stay with	stand beside, stay with	stand beside, stay with	stand beside, stay with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a	― ϩⲁⲧⲛ-, ― ϩⲁϩⲧⲛ-										1
6704	507	6692	(S) ^^ HaJn-	0	rise before	rise before		446a	13	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6704.html	(S) ― ϩⲁϫⲛ-	(S) ― ϩⲁϫⲛ-	― ϩⲁϫⲛ-	(S) ― ϩⲁϫⲛ-	-		rise before	rise before	rise before	rise before	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a	― ϩⲁϫⲛ-										1
6705	507	6692	(S,B,F) ^^ HiJn-	0	arise upon | against | rise from	arise upon | against | rise from		446a	14	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6705.html	(S, B, F) ― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	― ϩⲓϫⲛ-	(S, B, F) ― ϩⲓϫⲛ-	-		"arise upon
against
rise from"	"arise upon
against
rise from"	"arise upon
against
rise from"	"arise upon
against
rise from"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a	― ϩⲓϫⲛ-					― ϩⲓϫⲛ-	― ϩⲓϫⲛ-				1
6706	507	6692	(S,B,F) ^^^ ebol HiJn-	0	from off	from off		446a	15	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6706.html	(S, B, F) <i><b>c</b></i> ⲉⲃⲟⲗ ϩⲓϫⲛ-	(S, B, F) <i><b>c</b></i> ⲉⲃⲟⲗ ϩⲓϫⲛ-	ⲉⲃⲟⲗ ϩⲓϫⲛ- (c)	(S, B, F) ⲉⲃⲟⲗ ϩⲓϫⲛ- (c)	-		from off	from off	from off	from off	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a	ⲉⲃⲟⲗ ϩⲓϫⲛ- (c)					ⲉⲃⲟⲗ ϩⲓϫⲛ- (c)	ⲉⲃⲟⲗ ϩⲓϫⲛ- (c)				1
6707	507	0		99	With following adverb:	With following adverb:		446a	16	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6707.html					HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a											0
6708	507	6707	(S,A,B,F) ^^ ebol	0	arise | (as nn S), resurrection	arise | (as nn S), resurrection		446a	17	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6708.html	(S, A, B, F) ― ⲉⲃⲟⲗ	(S, A, B, F) ― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	(S, A, B, F) ― ⲉⲃⲟⲗ	-		"arise
<i>as nn S</i>, resurrection"	"arise
<i>as nn S</i>, resurrection"	"arise
<i>as nn S</i>, resurrection"	"arise
<i>as nn S</i>, resurrection"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a	― ⲉⲃⲟⲗ			― ⲉⲃⲟⲗ		― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ				1
6709	507	6707	(B) ^^ epSwi	0	raise up	raise up		446a	18	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6709.html	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	-		raise up	raise up	raise up	raise up	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446a						― ⲉⲡϣⲱⲓ					1
6710	507	6707	(S,A,B,F) ^^ eHrai,^^ eHrhi,^^ aHrhi,^^ eHlhi	0	rise up | raise up	rise up | raise up		446b	19	2010-07-30	1900-01-01	vagrant		https://pishoyg.github.io/crum/6710.html	(S, A, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	(S, A, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	(S, A, B, F) ― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	-		"rise up
raise up"	"rise up
raise up"	"rise up
raise up"	"rise up
raise up"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446b	― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ			― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ		― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ	― ⲉϩⲣⲁⲓ, ― ⲉϩⲣⲏⲓ, ― ⲁϩⲣⲏⲓ, ― ⲉϩⲗⲏⲓ				1
2405	507	0	(S,A,sA,B) ^^	1	rising, resurrection, what has arisen /$gk: [[anasthma, anastasis]]$/	rising, resurrection, what has arisen /$gk: [[anasthma, anastasis]]$/	anasthma, anastasis	446b	20	2010-02-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/2405.html	(S, A, sA, B) ―	(S, A, sA, B) ―	―	(S, A, sA, B) ― (ⲡ)	noun male	αναστημα, αναστασισ	rising, resurrection, what has arisen [αναστημα, αναστασισ]	rising, resurrection, what has arisen	"rising, resurrection, what has arisen <span style=""opacity:0.7"">[αναστημα, αναστασισ]</span>"	"rising, resurrection, what has arisen <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CF%83%CF%84%CE%B7%CE%BC%CE%B1"">αναστημα</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%B9%CF%83"">αναστασισ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=446b	― (ⲡ)			― (ⲡ)	― (ⲡ)	― (ⲡ)					0
