key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
5817	1269	5816		99	transfer, carry over	transfer, carry over		265b	2	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5817.html					HEADER		transfer, carry over	transfer, carry over	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=265b											1
5818	1269	5817	(B) ^^^ epSwi	0	bring up	bring up		265b	3	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5818.html	(B) <i><b>c</b></i> ⲉⲡϣⲱⲓ	(B) <i><b>c</b></i> ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲉⲡϣⲱⲓ</span> (c)</span>"	-		bring up	bring up	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=265b						ⲉⲡϣⲱⲓ (c)					2
5819	1269	5817	(S) ^^^ eHoun	0	transfer, bring over into	transfer, bring over into		265b	4	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5819.html	(S) <i><b>c</b></i> ⲉϩⲟⲩⲛ	(S) <i><b>c</b></i> ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲉϩⲟⲩⲛ</span> (c)</span>"	-		transfer, bring over into	transfer, bring over into	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=265b	ⲉϩⲟⲩⲛ (c)										2
5820	1269	5817	(S) ^^^ nsa-	0	draw (/*water*/) from	draw (/*water*/) from		266a	5	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5820.html	(S) <i><b>c</b></i> ⲛⲥⲁ-	(S) <i><b>c</b></i> ⲛⲥⲁ-	ⲛⲥⲁ-	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲛⲥⲁ-</span> (c)</span>"	-		draw <i>(water)</i> from	draw <i>(water)</i> from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=266a	ⲛⲥⲁ- (c)										2
5821	1269	5817	(S) ^^^ Hn-	0	draw from	draw from		266a	6	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5821.html	(S) <i><b>c</b></i> ϩⲛ-	(S) <i><b>c</b></i> ϩⲛ-	ϩⲛ-	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲛ-</span> (c)</span>"	-		draw from	draw from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=266a	ϩⲛ- (c)										2
5822	1269	0		99	tr :	tr :		266a	7	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5822.html					HEADER		tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=266a											0
5823	1269	5822		99	transfer, carry	transfer, carry		266a	8	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5823.html					HEADER		transfer, carry	transfer, carry	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=266a											1
5824	1269	5823	(S) ^^^ eJn-	0	pile upon	pile upon		266a	9	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5824.html	(S) <i><b>c</b></i> ⲉϫⲛ-	(S) <i><b>c</b></i> ⲉϫⲛ-	ⲉϫⲛ-	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲉϫⲛ-</span> (c)</span>"	-		pile upon	pile upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=266a	ⲉϫⲛ- (c)										2
5825	1269	5823	(S) ^^^ Hn-	0	transfer from	transfer from		266a	10	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5825.html	(S) <i><b>c</b></i> ϩⲛ-	(S) <i><b>c</b></i> ϩⲛ-	ϩⲛ-	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲛ-</span> (c)</span>"	-		transfer from	transfer from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=266a	ϩⲛ- (c)										2
5826	1269	5823	(S) ^^^ ebol	0	remove	remove		266a	11	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5826.html	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ⲉⲃⲟⲗ</span> (c)</span>"	-		remove	remove	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=266a	ⲉⲃⲟⲗ (c)										2
