key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
3328	71	0	(S) eHrn- (A,sA) aHrn- (B) eHren- (S,B,O) eHra= (A) aHre= (F) eHle=,eHre=	9	toward face of, to, among	toward face of, to, among		649a	28	2010-03-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/3328.html	"(S) ⲉϩⲣⲛ-
(A, sA) ⲁϩⲣⲛ-
(B) ⲉϩⲣⲉⲛ-
(S, B, O) ⲉϩⲣⲁ=
(A) ⲁϩⲣⲉ=
(F) ⲉϩⲗⲉ=, ⲉϩⲣⲉ="	"(S) ⲉϩⲣⲛ-
(A, sA) ⲁϩⲣⲛ-
(B) ⲉϩⲣⲉⲛ-
(S, B, O) ⲉϩⲣⲁ=
(A) ⲁϩⲣⲉ=
(F) ⲉϩⲗⲉ=, ⲉϩⲣⲉ="	ⲉϩⲣⲛ-, ⲁϩⲣⲛ-, ⲉϩⲣⲉⲛ-, ⲉϩⲣⲁ=, ⲁϩⲣⲉ=, ⲉϩⲗⲉ=, ⲉϩⲣⲉ=	"(S) ⲉϩⲣⲛ- (prep.)
(A, sA) ⲁϩⲣⲛ- (prep.)
(B) ⲉϩⲣⲉⲛ- (prep.)
(S, B, O) ⲉϩⲣⲁ= (prep.)
(A) ⲁϩⲣⲉ= (prep.)
(F) ⲉϩⲗⲉ=, ⲉϩⲣⲉ= (prep.)"	preposition		toward face of, to, among	toward face of, to, among	toward face of, to, among	toward face of, to, among	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649a	"ⲉϩⲣⲛ- (prep.)
ⲉϩⲣⲁ= (prep.)"			"ⲁϩⲣⲛ- (prep.)
ⲁϩⲣⲉ= (prep.)"	ⲁϩⲣⲛ- (prep.)	"ⲉϩⲣⲉⲛ- (prep.)
ⲉϩⲣⲁ= (prep.)"	ⲉϩⲗⲉ=, ⲉϩⲣⲉ= (prep.)		ⲉϩⲣⲁ= (prep.)		0
8851	71	3328	ebol e.	0	(/*B mostly, often one [ebol] for two ?*/), out toward	(/*B mostly, often one [ebol] for two ?*/), out toward		649a	29	2011-01-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/8851.html	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	-		<i>(B mostly, often one ⲉⲃⲟⲗ for two ?)</i>, out toward	<i>(B mostly, often one ⲉⲃⲟⲗ for two ?)</i>, out toward	<i>(B mostly, often one ⲉⲃⲟⲗ for two ?)</i>, out toward	<i>(B mostly, often one ⲉⲃⲟⲗ for two ?)</i>, out toward	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649a	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	ⲉⲃⲟⲗ ⲉ.	1
8852	71	3328	eHoun e.,eKoun e.	0	in toward, before	in toward, before		649a	30	2011-01-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/8852.html	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	-		in toward, before	in toward, before	in toward, before	in toward, before	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649a	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	ⲉϩⲟⲩⲛ ⲉ., ⲉϧⲟⲩⲛ ⲉ.	1
8853	71	8852	T twn ..eHoun e.	0	fight against	fight against		649b	31	2011-01-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/8853.html	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	-		fight against	fight against	fight against	fight against	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649b	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲧⲱⲛ ⲉϩⲟⲩⲛ ⲉ.	2
8854	71	8852	Hioue ..eHoun e.	0	strike against	strike against		649b	32	2011-01-19	2011-01-19	vagrant	vagrant	https://pishoyg.github.io/crum/8854.html	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	-		strike against	strike against	strike against	strike against	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649b	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	ϩⲓⲟⲩⲉ ⲉϩⲟⲩⲛ ⲉ.	2
8855	71	8852	GwSt ..eHoun e.,JouSt ..eKoun e.	0	look (/*fixedly*/) at	look (/*fixedly*/) at		649b	33	2011-01-19	2011-01-19	vagrant	vagrant	https://pishoyg.github.io/crum/8855.html	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	-		look <i>(fixedly)</i> at	look <i>(fixedly)</i> at	look <i>(fixedly)</i> at	look <i>(fixedly)</i> at	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649b	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	ϭⲱϣⲧ ⲉϩⲟⲩⲛ ⲉ., ϫⲟⲩϣⲧ ⲉϧⲟⲩⲛ ⲉ.	2
8856	71	8852	T aas ..eHoun e.	0	give blow upon, at	give blow upon, at		649b	34	2011-01-19	2011-01-19	vagrant	vagrant	https://pishoyg.github.io/crum/8856.html	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	-		give blow upon, at	give blow upon, at	give blow upon, at	give blow upon, at	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649b	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲁⲁⲥ ⲉϩⲟⲩⲛ ⲉ.	2
8857	71	8852	rime ..eHoun e.	0	weep to, before	weep to, before		649b	35	2011-01-19	2011-01-19	vagrant	vagrant	https://pishoyg.github.io/crum/8857.html	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	-		weep to, before	weep to, before	weep to, before	weep to, before	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649b	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	ⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉ.	2
8858	71	8852	T ..eHoun e.	0	oppose, withstand	oppose, withstand		649b	36	2011-01-19	2011-01-19	vagrant	vagrant	https://pishoyg.github.io/crum/8858.html	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	-		oppose, withstand	oppose, withstand	oppose, withstand	oppose, withstand	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649b	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	ϯ ⲉϩⲟⲩⲛ ⲉ.	2
3329	71	0	(S,A,sA) naHrn- (S,A,sA) nnaHrn- (B,F) naHren- (F) naHlen- (S,B,O) naHra= (S) nnaHra=,nHara= (A) nnaHre= (sA) naHre= (F) naHle=	9	in presence of, before	in presence of, before		649b	37	2010-03-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/3329.html	"(S, A, sA) ⲛⲁϩⲣⲛ-
(S, A, sA) ⲛⲛⲁϩⲣⲛ-
(B, F) ⲛⲁϩⲣⲉⲛ-
(F) ⲛⲁϩⲗⲉⲛ-
(S, B, O) ⲛⲁϩⲣⲁ=
(S) ⲛⲛⲁϩⲣⲁ=, ⲛϩⲁⲣⲁ=
(A) ⲛⲛⲁϩⲣⲉ=
(sA) ⲛⲁϩⲣⲉ=
(F) ⲛⲁϩⲗⲉ="	"(S, A, sA) ⲛⲁϩⲣⲛ-
(S, A, sA) ⲛⲛⲁϩⲣⲛ-
(B, F) ⲛⲁϩⲣⲉⲛ-
(F) ⲛⲁϩⲗⲉⲛ-
(S, B, O) ⲛⲁϩⲣⲁ=
(S) ⲛⲛⲁϩⲣⲁ=, ⲛϩⲁⲣⲁ=
(A) ⲛⲛⲁϩⲣⲉ=
(sA) ⲛⲁϩⲣⲉ=
(F) ⲛⲁϩⲗⲉ="	ⲛⲁϩⲣⲛ-, ⲛⲛⲁϩⲣⲛ-, ⲛⲁϩⲣⲉⲛ-, ⲛⲁϩⲗⲉⲛ-, ⲛⲁϩⲣⲁ=, ⲛⲛⲁϩⲣⲁ=, ⲛϩⲁⲣⲁ=, ⲛⲛⲁϩⲣⲉ=, ⲛⲁϩⲣⲉ=, ⲛⲁϩⲗⲉ=	"(S, A, sA) ⲛⲁϩⲣⲛ- (prep.)
(S, A, sA) ⲛⲛⲁϩⲣⲛ- (prep.)
(B, F) ⲛⲁϩⲣⲉⲛ- (prep.)
(F) ⲛⲁϩⲗⲉⲛ- (prep.)
(S, B, O) ⲛⲁϩⲣⲁ= (prep.)
(S) ⲛⲛⲁϩⲣⲁ=, ⲛϩⲁⲣⲁ= (prep.)
(A) ⲛⲛⲁϩⲣⲉ= (prep.)
(sA) ⲛⲁϩⲣⲉ= (prep.)
(F) ⲛⲁϩⲗⲉ= (prep.)"	preposition		in presence of, before	in presence of, before	in presence of, before	in presence of, before	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=649b	"ⲛⲁϩⲣⲛ- (prep.)
ⲛⲛⲁϩⲣⲛ- (prep.)
ⲛⲁϩⲣⲁ= (prep.)
ⲛⲛⲁϩⲣⲁ=, ⲛϩⲁⲣⲁ= (prep.)"			"ⲛⲁϩⲣⲛ- (prep.)
ⲛⲛⲁϩⲣⲛ- (prep.)
ⲛⲛⲁϩⲣⲉ= (prep.)"	"ⲛⲁϩⲣⲛ- (prep.)
ⲛⲛⲁϩⲣⲛ- (prep.)
ⲛⲁϩⲣⲉ= (prep.)"	"ⲛⲁϩⲣⲉⲛ- (prep.)
ⲛⲁϩⲣⲁ= (prep.)"	"ⲛⲁϩⲣⲉⲛ- (prep.)
ⲛⲁϩⲗⲉⲛ- (prep.)
ⲛⲁϩⲗⲉ= (prep.)"		ⲛⲁϩⲣⲁ= (prep.)		0
