key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
3459	900	0	(S) Hmais	1	buttocks	buttocks		681a	25	2010-03-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/3459.html	(S) ϩⲙⲁⲓⲥ	(S) ϩⲙⲁⲓⲥ	ϩⲙⲁⲓⲥ	(S) ϩⲙⲁⲓⲥ (ⲡ)	noun male		buttocks	buttocks	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=681a	ϩⲙⲁⲓⲥ (ⲡ)										0
2257	901	0	(S,B) ^^	1	justification /$gk: [[dikaiwma]]$/	justification /$gk: [[dikaiwma]]$/	dikaiwma	415b	1	2010-02-21	2010-02-21	vagrant	vagrant	https://pishoyg.github.io/crum/2257.html	(S, B) ―	(S, B) ―	―	(S, B) ― (ⲡ)	noun male	δικαιωμα	justification [δικαιωμα]	justification	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415b	― (ⲡ)					― (ⲡ)					0
5432	902	0		99	With following preposition:	With following preposition:		826a	1	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5432.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826a											0
5433	902	5432	^^ e-	0	(/*not B*/) | {qual:} liable, guilty | {tr:} 	(/*not B*/) | {qual:} liable, guilty | {tr:} 		826a	2	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5433.html	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	-		"<i>(not B)</i>
<b>qual:</b> liable, guilty
<b>tr:</b>"	"<i>(not B)</i>
<b>qual:</b> liable, guilty
<b>tr:</b>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826a	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	1
5434	902	5432	(F) ^^ men-	0				826b	3	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5434.html	(F) ― ⲙⲉⲛ-	(F) ― ⲙⲉⲛ-	― ⲙⲉⲛ-	(F) ― ⲙⲉⲛ-	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826b							― ⲙⲉⲛ-				1
5435	902	5432	(S,B,F) ^^ n-	0	(dat)	(dat)		826b	4	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5435.html	(S, B, F) ― ⲛ-	(S, B, F) ― ⲛ-	― ⲛ-	(S, B, F) ― ⲛ-	-		<i>dat</i>	<i>dat</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826b	― ⲛ-					― ⲛ-	― ⲛ-				1
5436	902	5432	(S,sA,F) ^^ nsa-	0				826b	5	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5436.html	(S, sA, F) ― ⲛⲥⲁ-	(S, sA, F) ― ⲛⲥⲁ-	― ⲛⲥⲁ-	(S, sA, F) ― ⲛⲥⲁ-	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826b	― ⲛⲥⲁ-				― ⲛⲥⲁ-		― ⲛⲥⲁ-				1
5437	902	5432	(S,Sf,F) ^^ ntn-	0				826b	6	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5437.html	(S, Sf, F) ― ⲛⲧⲛ-	(S, Sf, F) ― ⲛⲧⲛ-	― ⲛⲧⲛ-	(S, Sf, F) ― ⲛⲧⲛ-	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826b	― ⲛⲧⲛ-		― ⲛⲧⲛ-				― ⲛⲧⲛ-				1
5438	902	5432	(S,B) ^^ Ha-	0				826b	7	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5438.html	(S, B) ― ϩⲁ-	(S, B) ― ϩⲁ-	― ϩⲁ-	(S, B) ― ϩⲁ-	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826b	― ϩⲁ-					― ϩⲁ-					1
5439	902	5432	(S,sA) ^^ Hn-	0				826b	8	2010-06-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/5439.html	(S, sA) ― ϩⲛ-	(S, sA) ― ϩⲛ-	― ϩⲛ-	(S, sA) ― ϩⲛ-	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=826b	― ϩⲛ-				― ϩⲛ-						1
