key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
8930	1461	0	(B) sek s. ebol	0	(sim)	(sim)		354b	3	2012-09-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/8930.html	(B) ⲥⲉⲕ ⲥ. ⲉⲃⲟⲗ	(B) ⲥⲉⲕ ⲥ. ⲉⲃⲟⲗ	ⲥⲉⲕ ⲥ. ⲉⲃⲟⲗ	(B) ⲥⲉⲕ ⲥ. ⲉⲃⲟⲗ	-		<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=354b						ⲥⲉⲕ ⲥ. ⲉⲃⲟⲗ					0
8931	1461	0		99	compounds	compounds		354b	4	2012-09-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/8931.html					HEADER		compounds	compounds	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=354b											0
8932	1461	8931	(S) srbnne (B) serbnne	0	thorn of date-palm /$gk: [[skoloc]]$/	thorn of date-palm /$gk: [[skoloc]]$/	skoloc	354b	5	2012-09-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/8932.html	"(S) ⲥⲣⲃⲛⲛⲉ
(B) ⲥⲉⲣⲃⲛⲛⲉ"	"(S) ⲥⲣⲃⲛⲛⲉ
(B) ⲥⲉⲣⲃⲛⲛⲉ"	ⲥⲣⲃⲛⲛⲉ, ⲥⲉⲣⲃⲛⲛⲉ	"(S) ⲥⲣⲃⲛⲛⲉ
(B) ⲥⲉⲣⲃⲛⲛⲉ"	-	σκολοξ	thorn of date-palm [σκολοξ]	thorn of date-palm	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=354b	ⲥⲣⲃⲛⲛⲉ					ⲥⲉⲣⲃⲛⲛⲉ					1
8933	1461	8931	(S) serGamoul,sarGamoul,sourGamoul	0	leucacanthus	leucacanthus		354b	6	2012-09-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/8933.html	(S) ⲥⲉⲣϭⲁⲙⲟⲩⲗ, ⲥⲁⲣϭⲁⲙⲟⲩⲗ, ⲥⲟⲩⲣϭⲁⲙⲟⲩⲗ	(S) ⲥⲉⲣϭⲁⲙⲟⲩⲗ, ⲥⲁⲣϭⲁⲙⲟⲩⲗ, ⲥⲟⲩⲣϭⲁⲙⲟⲩⲗ	ⲥⲉⲣϭⲁⲙⲟⲩⲗ, ⲥⲁⲣϭⲁⲙⲟⲩⲗ, ⲥⲟⲩⲣϭⲁⲙⲟⲩⲗ	(S) ⲥⲉⲣϭⲁⲙⲟⲩⲗ, ⲥⲁⲣϭⲁⲙⲟⲩⲗ, ⲥⲟⲩⲣϭⲁⲙⲟⲩⲗ	-		leucacanthus	leucacanthus	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=354b	ⲥⲉⲣϭⲁⲙⲟⲩⲗ, ⲥⲁⲣϭⲁⲙⲟⲩⲗ, ⲥⲟⲩⲣϭⲁⲙⲟⲩⲗ										1
8934	1461	8931	(B) serouJi	0	thistle	thistle		354b	7	2012-09-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/8934.html	(B) ⲥⲉⲣⲟⲩϫⲓ	(B) ⲥⲉⲣⲟⲩϫⲓ	ⲥⲉⲣⲟⲩϫⲓ	(B) ⲥⲉⲣⲟⲩϫⲓ	-		thistle	thistle	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=354b						ⲥⲉⲣⲟⲩϫⲓ					1
1922	1466	0	(B) ats.	0	clarified /$gk: [[atrugos]]$/	clarified /$gk: [[atrugos]]$/	atrugos	355a	1	2010-02-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/1922.html	(B) ⲁⲧⲥ.	(B) ⲁⲧⲥ.	ⲁⲧⲥ.	(B) ⲁⲧⲥ.	-	ατρυγοσ	clarified [ατρυγοσ]	clarified	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=355a						ⲁⲧⲥ.					0
1933	1475	0	(S) sireFe,sileFe	4	(? same or) scab	(? same or) scab		357a	1	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/1933.html	(S) ⲥⲓⲣⲉϥⲉ, ⲥⲓⲗⲉϥⲉ	(S) ⲥⲓⲣⲉϥⲉ, ⲥⲓⲗⲉϥⲉ	ⲥⲓⲣⲉϥⲉ, ⲥⲓⲗⲉϥⲉ	(S) ⲥⲓⲣⲉϥⲉ, ⲥⲓⲗⲉϥⲉ (ⲧ)	noun female		<i>? same or</i> scab	<i>? same or</i> scab	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=357a	ⲥⲓⲣⲉϥⲉ, ⲥⲓⲗⲉϥⲉ (ⲧ)										0
6326	1477	0		99	With following preposition :	With following preposition :		357b	1	2010-07-16	2010-07-16	vagrant	vagrant	https://pishoyg.github.io/crum/6326.html					HEADER		With following preposition :	With following preposition :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=357b											0
6327	1477	6326	^^^ e-	0	fall upon	fall upon		357b	2	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6327.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	ⲉ- (c)	ⲉ- (c)	-		fall upon	fall upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=357b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
6328	1477	6326	^^^ eHrai e-	0				357b	3	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6328.html	<i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-	<i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=357b	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	ⲉϩⲣⲁⲓ ⲉ- (c)	1
