key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
6555	199	6553	^^^ ntn-	0	away from	away from		405b	7	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6555.html	<i><b>c</b></i> ⲛⲧⲛ-	<i><b>c</b></i> ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	-		away from	away from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	1
6556	199	6553	(S) ^^^ HiJn-	0	(as last)	(as last)		405b	8	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6556.html	(S) <i><b>c</b></i> ϩⲓϫⲛ-	(S) <i><b>c</b></i> ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	(S) ϩⲓϫⲛ- (c)	-		<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b	ϩⲓϫⲛ- (c)										1
6557	199	0		99	With following adverb:	With following adverb:		405b	9	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6557.html					HEADER		With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b											0
6558	199	6557	^^^ ebol	0				405b	10	2010-07-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/6558.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	1
2219	199	0	(S,A,sA,B,F) ^^	1	perdition /$gk: [[apwleia]]$/	perdition /$gk: [[apwleia]]$/	apwleia	405b	11	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2219.html	(S, A, sA, B, F) ―	(S, A, sA, B, F) ―	―	(S, A, sA, B, F) ― (ⲡ)	noun male	απωλεια	perdition [απωλεια]	perdition	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b	― (ⲡ)			― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)				0
2220	199	0	(S,sA,B,F) att.	0	imperishable	imperishable		405b	12	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2220.html	(S, sA, B, F) ⲁⲧⲧ.	(S, sA, B, F) ⲁⲧⲧ.	ⲁⲧⲧ.	(S, sA, B, F) ⲁⲧⲧ.	-		imperishable	imperishable	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b	ⲁⲧⲧ.				ⲁⲧⲧ.	ⲁⲧⲧ.	ⲁⲧⲧ.				0
2221	199	2220	mnt..att.,met..att.	0	incorruption /$gk: [[afqarsia]]$/	incorruption /$gk: [[afqarsia]]$/	afqarsia	405b	13	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2221.html	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	-	αφθαρσια	incorruption [αφθαρσια]	incorruption	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	ⲙⲛⲧⲁⲧⲧ., ⲙⲉⲧⲁⲧⲧ.	1
2222	199	0	(S,B) reFt.	0	destroyer | (as adj), perishable	destroyer | (as adj), perishable		405b	14	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2222.html	(S, B) ⲣⲉϥⲧ.	(S, B) ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	(S, B) ⲣⲉϥⲧ.	-		"destroyer
<i>as adj</i>, perishable"	"destroyer
<i>as adj</i>, perishable"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=405b	ⲣⲉϥⲧ.					ⲣⲉϥⲧ.					0
2223	199	0	(B) Jint.	0	destruction	destruction		406a	15	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2223.html	(B) ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	ϫⲓⲛⲧ.	(B) ϫⲓⲛⲧ.	-		destruction	destruction	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=406a						ϫⲓⲛⲧ.					0
5843	200	0		99	With following preposition:	With following preposition:		268b	1	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5843.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=268b											0
