key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
7987	986	0		99	With following preposition or adverb:	With following preposition or adverb:		709a	1	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7987.html					HEADER		With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a											0
7988	986	7987	^^^ eJn-	0				709a	2	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7988.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
7989	986	7987	^^^ Hi-	0	upon	upon		709a	3	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7989.html	<i><b>c</b></i> ϩⲓ-	<i><b>c</b></i> ϩⲓ-	ϩⲓ- (c)	ϩⲓ- (c)	-		upon	upon	upon	upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	ϩⲓ- (c)	1
7990	986	7987	^^^ HiJn-	0	(sim)	(sim)		709a	4	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7990.html	<i><b>c</b></i> ϩⲓϫⲛ-	<i><b>c</b></i> ϩⲓϫⲛ-	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	-		<i>sim</i>	<i>sim</i>	<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	ϩⲓϫⲛ- (c)	1
7991	986	7987	^^^ eHrai	0	fill full	fill full		709a	5	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7991.html	<i><b>c</b></i> ⲉϩⲣⲁⲓ	<i><b>c</b></i> ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	-		fill full	fill full	fill full	fill full	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ (c)	1
3583	986	0	(S,sA) ^^	1	order, harmony	order, harmony		709a	6	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3583.html	(S, sA) ―	(S, sA) ―	―	(S, sA) ― (ⲡ)	noun male		order, harmony	order, harmony	order, harmony	order, harmony	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	― (ⲡ)				― (ⲡ)						0
3584	986	0	(S) HroJ (F) HlaJ	2	pile up, support	pile up, support		709a	7	2010-03-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/3584.html	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	ϩⲣⲟϫ, ϩⲗⲁϫ	"(S) ϩⲣⲟϫ
(F) ϩⲗⲁϫ"	verb		pile up, support	pile up, support	pile up, support	pile up, support	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=709a	ϩⲣⲟϫ						ϩⲗⲁϫ				0
681	988	0	(S) ^^	22	(f /*once*/), foulness, putrescence	(f /*once*/), foulness, putrescence		143a	1	2010-02-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/681.html	(S) ―	(S) ―	―	(S) ― (ⲡ/ⲧ)	noun male/female		<i>f (once)</i>, foulness, putrescence	<i>f (once)</i>, foulness, putrescence	<i>f (once)</i>, foulness, putrescence	<i>f (once)</i>, foulness, putrescence	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=143a	― (ⲡ/ⲧ)										0
5580	994	0	^^^ n-	0				144a	1	2010-06-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5580.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	ⲛ- (c)	ⲛ- (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=144a	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	0
682	994	0	lapT	0	(used as [laps], sometimes both in one text)	(used as [laps], sometimes both in one text)		144a	2	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/682.html	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	-		<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	<i>used as ⲗⲁⲡⲥ , sometimes both in one text</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=144a	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	ⲗⲁⲡϯ	0
5581	994	682	^^^ n-	0				144a	3	2010-06-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5581.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	ⲛ- (c)	ⲛ- (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=144a	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	1
