key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
556	857	0	(S) sank. (B) sanx.	0	maker of guile, deceiver /$gk: [[panourgos]]$/	maker of guile, deceiver /$gk: [[panourgos]]$/	panourgos	119a	7	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/556.html	"(S) ⲥⲁⲛⲕ.
(B) ⲥⲁⲛⲭ."	"(S) ⲥⲁⲛⲕ.
(B) ⲥⲁⲛⲭ."	ⲥⲁⲛⲕ., ⲥⲁⲛⲭ.	"(S) ⲥⲁⲛⲕ.
(B) ⲥⲁⲛⲭ."	-	πανουργοσ	maker of guile, deceiver [πανουργοσ]	maker of guile, deceiver	"maker of guile, deceiver <span style=""opacity:0.7"">[πανουργοσ]</span>"	"maker of guile, deceiver <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%B1%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%BF%CF%83"">πανουργοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=119a	ⲥⲁⲛⲕ.					ⲥⲁⲛⲭ.					0
557	857	0	(S) Ji k. (B) Gi x.,Gi px.	0	use guile, lie in wait	use guile, lie in wait		119a	8	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/557.html	"(S) ϫⲓ ⲕ.
(B) ϭⲓ ⲭ., ϭⲓ ⲡⲭ."	"(S) ϫⲓ ⲕ.
(B) ϭⲓ ⲭ., ϭⲓ ⲡⲭ."	ϫⲓ ⲕ., ϭⲓ ⲭ., ϭⲓ ⲡⲭ.	"(S) ϫⲓ ⲕ.
(B) ϭⲓ ⲭ., ϭⲓ ⲡⲭ."	-		use guile, lie in wait	use guile, lie in wait	use guile, lie in wait	use guile, lie in wait	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=119a	ϫⲓ ⲕ.					ϭⲓ ⲭ., ϭⲓ ⲡⲭ.					0
558	857	0	(B) Jinx.	0	snares	snares		119a	9	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/558.html	(B) ϫⲓⲛⲭ.	(B) ϫⲓⲛⲭ.	ϫⲓⲛⲭ.	(B) ϫⲓⲛⲭ.	-		snares	snares	snares	snares	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=119a						ϫⲓⲛⲭ.					0
565	864	0	(S,B) ^^	22	(f once) | (B), burial, funeral /$gk: [[tafh, entafiasmos]]$/ | (S), corpse /$gk: [[nekros]]$/	(f once) | (B), burial, funeral /$gk: [[tafh, entafiasmos]]$/ | (S), corpse /$gk: [[nekros]]$/	tafh, entafiasmos, nekros	120b	1	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/565.html	(S, B) ―	(S, B) ―	―	(S, B) ― (ⲡ/ⲧ)	noun male/female	ταφη, ενταφιασμοσ, νεκροσ	"<i>f once</i>
<i>B</i>, burial, funeral [ταφη, ενταφιασμοσ]
<i>S</i>, corpse [νεκροσ]"	"<i>f once</i>
<i>B</i>, burial, funeral 
<i>S</i>, corpse"	"<i>f once</i>
<i>B</i>, burial, funeral <span style=""opacity:0.7"">[ταφη, ενταφιασμοσ]</span>
<i>S</i>, corpse <span style=""opacity:0.7"">[νεκροσ]</span>"	"<i>f once</i>
<i>B</i>, burial, funeral <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%84%CE%B1%CF%86%CE%B7"">ταφη</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BD%CF%84%CE%B1%CF%86%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CF%83"">ενταφιασμοσ</a>]</span>
<i>S</i>, corpse <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BD%CE%B5%CE%BA%CF%81%CE%BF%CF%83"">νεκροσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=120b	― (ⲡ/ⲧ)					― (ⲡ/ⲧ)					0
566	864	565	(S) balbl k.	0	dig up corpses	dig up corpses		120b	2	2010-01-31	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/566.html	(S) ⲃⲁⲗⲃⲗ ⲕ.	(S) ⲃⲁⲗⲃⲗ ⲕ.	ⲃⲁⲗⲃⲗ ⲕ.	(S) ⲃⲁⲗⲃⲗ ⲕ.	-		dig up corpses	dig up corpses	dig up corpses	dig up corpses	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=120b	ⲃⲁⲗⲃⲗ ⲕ.										1
567	864	565	(S) reFn k. eHoun	0	invoker, producer of dead /$gk: [[eggastrimuqos, magganeutria]]$/	invoker, producer of dead /$gk: [[eggastrimuqos, magganeutria]]$/	eggastrimuqos, magganeutria	120b	3	2010-01-31	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/567.html	(S) ⲣⲉϥⲛ ⲕ. ⲉϩⲟⲩⲛ	(S) ⲣⲉϥⲛ ⲕ. ⲉϩⲟⲩⲛ	ⲣⲉϥⲛ ⲕ. ⲉϩⲟⲩⲛ	(S) ⲣⲉϥⲛ ⲕ. ⲉϩⲟⲩⲛ	-	εγγαστριμυθοσ, μαγγανευτρια	invoker, producer of dead [εγγαστριμυθοσ, μαγγανευτρια]	invoker, producer of dead	"invoker, producer of dead <span style=""opacity:0.7"">[εγγαστριμυθοσ, μαγγανευτρια]</span>"	"invoker, producer of dead <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%B3%CE%B3%CE%B1%CF%83%CF%84%CF%81%CE%B9%CE%BC%CF%85%CE%B8%CE%BF%CF%83"">εγγαστριμυθοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%BC%CE%B1%CE%B3%CE%B3%CE%B1%CE%BD%CE%B5%CF%85%CF%84%CF%81%CE%B9%CE%B1"">μαγγανευτρια</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=120b	ⲣⲉϥⲛ ⲕ. ⲉϩⲟⲩⲛ										1
568	864	565	(S,F) r k.	0	be corpse, be dead	be corpse, be dead		120b	4	2010-01-31	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/568.html	(S, F) ⲣ ⲕ.	(S, F) ⲣ ⲕ.	ⲣ ⲕ.	(S, F) ⲣ ⲕ.	-		be corpse, be dead	be corpse, be dead	be corpse, be dead	be corpse, be dead	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=120b	ⲣ ⲕ.						ⲣ ⲕ.				1
569	864	565	(B) reFk.	0	embalmer /$gk: [[entafiasths]]$/	embalmer /$gk: [[entafiasths]]$/	entafiasths	120b	5	2010-01-31	2013-04-08	vagrant	vagrant	https://pishoyg.github.io/crum/569.html	(B) ⲣⲉϥⲕ.	(B) ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	(B) ⲣⲉϥⲕ.	-	ενταφιαστησ	embalmer [ενταφιαστησ]	embalmer	"embalmer <span style=""opacity:0.7"">[ενταφιαστησ]</span>"	"embalmer <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BD%CF%84%CE%B1%CF%86%CE%B9%CE%B1%CF%83%CF%84%CE%B7%CF%83"">ενταφιαστησ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=120b						ⲣⲉϥⲕ.					1
570	864	565	(B) Jink.	22	burial	burial		121a	6	2010-01-31	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/570.html	(B) ϫⲓⲛⲕ.	(B) ϫⲓⲛⲕ.	ϫⲓⲛⲕ.	(B) ϫⲓⲛⲕ. (ⲡ/ⲧ)	noun male/female		burial	burial	burial	burial	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=121a						ϫⲓⲛⲕ. (ⲡ/ⲧ)					1
571	864	565	(S) kaise,keise,kese (A,sA) keese (B) kaisi (F) khisi,kehsi (O) kahse	4	preparation for burial, embalming | grave-clothes, shroud | corpse	preparation for burial, embalming | grave-clothes, shroud | corpse		121a	7	2010-01-31	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/571.html	"(S) ⲕⲁⲓⲥⲉ, ⲕⲉⲓⲥⲉ, ⲕⲉⲥⲉ
(A, sA) ⲕⲉⲉⲥⲉ
(B) ⲕⲁⲓⲥⲓ
(F) ⲕⲏⲓⲥⲓ, ⲕⲉⲏⲥⲓ
(O) ⲕⲁⲏⲥⲉ"	"(S) ⲕⲁⲓⲥⲉ, ⲕⲉⲓⲥⲉ, ⲕⲉⲥⲉ
(A, sA) ⲕⲉⲉⲥⲉ
(B) ⲕⲁⲓⲥⲓ
(F) ⲕⲏⲓⲥⲓ, ⲕⲉⲏⲥⲓ
(O) ⲕⲁⲏⲥⲉ"	ⲕⲁⲓⲥⲉ, ⲕⲉⲓⲥⲉ, ⲕⲉⲥⲉ, ⲕⲉⲉⲥⲉ, ⲕⲁⲓⲥⲓ, ⲕⲏⲓⲥⲓ, ⲕⲉⲏⲥⲓ, ⲕⲁⲏⲥⲉ	"(S) ⲕⲁⲓⲥⲉ, ⲕⲉⲓⲥⲉ, ⲕⲉⲥⲉ (ⲧ)
(A, sA) ⲕⲉⲉⲥⲉ (ⲧ)
(B) ⲕⲁⲓⲥⲓ (ⲧ)
(F) ⲕⲏⲓⲥⲓ, ⲕⲉⲏⲥⲓ (ⲧ)
(O) ⲕⲁⲏⲥⲉ (ⲧ)"	noun female		"preparation for burial, embalming
grave-clothes, shroud
corpse"	"preparation for burial, embalming
grave-clothes, shroud
corpse"	"preparation for burial, embalming
grave-clothes, shroud
corpse"	"preparation for burial, embalming
grave-clothes, shroud
corpse"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=121a	ⲕⲁⲓⲥⲉ, ⲕⲉⲓⲥⲉ, ⲕⲉⲥⲉ (ⲧ)			ⲕⲉⲉⲥⲉ (ⲧ)	ⲕⲉⲉⲥⲉ (ⲧ)	ⲕⲁⲓⲥⲓ (ⲧ)	ⲕⲏⲓⲥⲓ, ⲕⲉⲏⲥⲓ (ⲧ)		ⲕⲁⲏⲥⲉ (ⲧ)		1
