key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
3769	394	0	^^	1	feebleness /$gk: [[asqeneia]]$/	feebleness /$gk: [[asqeneia]]$/	asqeneia	744b	2	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3769.html	―	―	―	― (ⲡ)	noun male	ασθενεια	feebleness [ασθενεια]	feebleness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=744b	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	0
3770	394	0	atH.	0	unfading	unfading		744b	3	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3770.html	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	-		unfading	unfading	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=744b	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	0
2295	395	0	(S,B) ^^	1	keeping alive, saving /$gk: [[peripoihsis, apolutrwsis]]$/	keeping alive, saving /$gk: [[peripoihsis, apolutrwsis]]$/	peripoihsis, apolutrwsis	421b	1	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2295.html	(S, B) ―	(S, B) ―	―	(S, B) ― (ⲡ)	noun male	περιποιησισ, απολυτρωσισ	keeping alive, saving [περιποιησισ, απολυτρωσισ]	keeping alive, saving	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=421b	― (ⲡ)					― (ⲡ)					0
2296	395	0	(S,B,F) reFt.	0	life giver, saviour /$gk: [[zwopoios]]$/	life giver, saviour /$gk: [[zwopoios]]$/	zwopoios	421b	2	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2296.html	(S, B, F) ⲣⲉϥⲧ.	(S, B, F) ⲣⲉϥⲧ.	ⲣⲉϥⲧ.	(S, B, F) ⲣⲉϥⲧ.	-	ζωοποιοσ	life giver, saviour [ζωοποιοσ]	life giver, saviour	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=421b	ⲣⲉϥⲧ.					ⲣⲉϥⲧ.	ⲣⲉϥⲧ.				0
6641	396	0		99	With following preposition:	With following preposition:		421b	1	2010-07-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/6641.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=421b											0
6642	396	6641	^^^ e-	0	entrust with	entrust with		421b	2	2010-07-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/6642.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	ⲉ- (c)	ⲉ- (c)	-		entrust with	entrust with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=421b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
6643	396	6641	^^^ eJn-	0				422a	3	2010-07-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/6643.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=422a	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
6644	396	6641	^^^ mn-	0	trust to, confide in	trust to, confide in		422a	4	2010-07-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/6644.html	<i><b>c</b></i> ⲙⲛ-	<i><b>c</b></i> ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ- (c)	-		trust to, confide in	trust to, confide in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=422a	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	1
6645	396	6641	^^^ n-	0	as	as		422a	5	2010-07-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/6645.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	ⲛ- (c)	ⲛ- (c)	-		as	as	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=422a	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	1
6646	396	6641	^^^ ntn-	0				422a	6	2010-07-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/6646.html	<i><b>c</b></i> ⲛⲧⲛ-	<i><b>c</b></i> ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=422a	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	1
