key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
4382	260	0		99	intr :	intr :		191b	1	2010-04-07	2010-04-07	vagrant	vagrant	https://pishoyg.github.io/crum/4382.html							HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=191b	191	b																					0
5622	260	4382		99	speak, call	speak, call		191b	2	2010-06-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/5622.html							HEADER		speak, call	speak, call	speak, call	speak, call	speak, call	speak, call	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=191b	191	b																					1
5623	260	5622	^^^ e-	0	 /$gk: [[kalein, anakalein]]$/	 /$gk: [[kalein, anakalein]]$/	kalein, anakalein	191b	3	2010-06-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/5623.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-	καλειν, ανακαλειν	[καλειν, ανακαλειν]	[καλειν, ανακαλειν]		"<span style=""opacity:0.7"">[καλειν, ανακαλειν]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CE%BB%CE%B5%CE%B9%CE%BD"">καλειν</a>, <a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CE%BA%CE%B1%CE%BB%CE%B5%CE%B9%CE%BD"">ανακαλειν</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=191b	191	b	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	2
958	260	4382	(S) ^^	3	(magical) call, incantation /$gk: [[epaoidh]]$/	(magical) call, incantation /$gk: [[epaoidh]]$/	epaoidh	191b	4	2010-02-04	2010-04-07	vagrant	vagrant	https://pishoyg.github.io/crum/958.html	(S) ―	(S) ―	(S) ―	(S) ―	―	(S) ― (noun)	noun	επαοιδη	<i>magical</i> call, incantation [επαοιδη]	magical call, incantation [επαοιδη]	<i>magical</i> call, incantation	"<i>magical</i> call, incantation <span style=""opacity:0.7"">[επαοιδη]</span>"	"<i>magical</i> call, incantation <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%B1%CE%BF%CE%B9%CE%B4%CE%B7"">επαοιδη</a>]</span>"	magical call, incantation	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=191b	191	b	― (noun)	―																			1
959	260	4382	reFm.	0	enchanter /$gk: [[epaoidos]]$/	enchanter /$gk: [[epaoidos]]$/	epaoidos	192a	5	2010-02-04	2010-04-07	vagrant	vagrant	https://pishoyg.github.io/crum/959.html	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	-	επαοιδοσ	enchanter [επαοιδοσ]	enchanter [επαοιδοσ]	enchanter	"enchanter <span style=""opacity:0.7"">[επαοιδοσ]</span>"	"enchanter <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%B1%CE%BF%CE%B9%CE%B4%CE%BF%CF%83"">επαοιδοσ</a>]</span>"	enchanter	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	ⲣⲉϥⲙ.	1
960	260	959	(S) mnt..reFm.	0	enchantment	enchantment		192a	6	2010-02-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/960.html	(S) ⲙⲛⲧⲣⲉϥⲙ.	(S) ⲙⲛⲧⲣⲉϥⲙ.	(S) ⲙⲛⲧⲣⲉϥⲙ.	(S) ⲙⲛⲧⲣⲉϥⲙ.	ⲙⲛⲧⲣⲉϥⲙ.	(S) ⲙⲛⲧⲣⲉϥⲙ.	-		enchantment	enchantment	enchantment	enchantment	enchantment	enchantment	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a	ⲙⲛⲧⲣⲉϥⲙ.	ⲙⲛⲧⲣⲉϥⲙ.																			2
4383	260	4382		99	With following preposition:	With following preposition:		192a	7	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4383.html							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a																					1
4384	260	4383	(S) ^^ eJn- (A) ^^ aJn- (B) ^^ eJen-	0	call upon, cry to	call upon, cry to		192a	8	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4384.html	"(S) ― ⲉϫⲛ-
(A) ― ⲁϫⲛ-
(B) ― ⲉϫⲉⲛ-"	"(S) ― ⲉϫⲛ-
(A) ― ⲁϫⲛ-
(B) ― ⲉϫⲉⲛ-"	"(S) ― ⲉϫⲛ-
(A) ― ⲁϫⲛ-
(B) ― ⲉϫⲉⲛ-"	"(S) ― ⲉϫⲛ-
(A) ― ⲁϫⲛ-
(B) ― ⲉϫⲉⲛ-"	― ⲉϫⲛ-, ― ⲁϫⲛ-, ― ⲉϫⲉⲛ-	"(S) ― ⲉϫⲛ-
(A) ― ⲁϫⲛ-
(B) ― ⲉϫⲉⲛ-"	-		call upon, cry to	call upon, cry to	call upon, cry to	call upon, cry to	call upon, cry to	call upon, cry to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a	― ⲉϫⲛ-	― ⲉϫⲛ-					― ⲁϫⲛ-	― ⲁϫⲛ-			― ⲉϫⲉⲛ-	― ⲉϫⲉⲛ-									2
4385	260	4383	(B) m. eKrhi eJn-	0	(meaning sim)	(meaning sim)		192a	9	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4385.html	(B) ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-	(B) ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-	(B) ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-	(B) ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-	ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-	(B) ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-	-		<i>meaning sim</i>	meaning sim	<i>meaning sim</i>	<i>meaning sim</i>	<i>meaning sim</i>	meaning sim	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a											ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-	ⲙ. ⲉϧⲣⲏⲓ ⲉϫⲛ-									2
4386	260	4383	(S,B) ^^ oube-	0	(meaning as last) /$gk: [[kalein]]$/	(meaning as last) /$gk: [[kalein]]$/	kalein	192a	10	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4386.html	(S, B) ― ⲟⲩⲃⲉ-	(S, B) ― ⲟⲩⲃⲉ-	(S, B) ― ⲟⲩⲃⲉ-	(S, B) ― ⲟⲩⲃⲉ-	― ⲟⲩⲃⲉ-	(S, B) ― ⲟⲩⲃⲉ-	-	καλειν	<i>meaning as last</i> [καλειν]	meaning as last [καλειν]	<i>meaning as last</i>	"<i>meaning as last</i> <span style=""opacity:0.7"">[καλειν]</span>"	"<i>meaning as last</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CE%BB%CE%B5%CE%B9%CE%BD"">καλειν</a>]</span>"	meaning as last	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=192a	192	a	― ⲟⲩⲃⲉ-	― ⲟⲩⲃⲉ-									― ⲟⲩⲃⲉ-	― ⲟⲩⲃⲉ-									2
