key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
1970	4	0	(S,A,sA,B,F) ^^ (A) swt	1	ransom, price /$gk: [[lutron, lutrwsis, prasis]]$/	ransom, price /$gk: [[lutron, lutrwsis, prasis]]$/	lutron, lutrwsis, prasis	362b	9	2010-02-16	2014-09-12	vagrant	vagrant	https://pishoyg.github.io/crum/1970.html	"(S, A, sA, B, F) ―
(A) ⲥⲱⲧ"	"(S, A, sA, B, F) ―
(A) ⲥⲱⲧ"	―, ⲥⲱⲧ	"(S, A, sA, B, F) ― (ⲡ)
(A) ⲥⲱⲧ (ⲡ)"	noun male	λυτρον, λυτρωσισ, πρασισ	ransom, price [λυτρον, λυτρωσισ, πρασισ]	ransom, price	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362b	― (ⲡ)			"― (ⲡ)
ⲥⲱⲧ (ⲡ)"	― (ⲡ)	― (ⲡ)	― (ⲡ)				0
1971	4	0	(S,B) eire ns.,oi ns.	0	be, make redemption /$gk: [[lutrwsin poiein]]$/	be, make redemption /$gk: [[lutrwsin poiein]]$/	lutrwsin poiein	362b	10	2010-02-16	2014-09-12	vagrant	vagrant	https://pishoyg.github.io/crum/1971.html	(S, B) ⲉⲓⲣⲉ ⲛⲥ., ⲟⲓ ⲛⲥ.	(S, B) ⲉⲓⲣⲉ ⲛⲥ., ⲟⲓ ⲛⲥ.	ⲉⲓⲣⲉ ⲛⲥ., ⲟⲓ ⲛⲥ.	(S, B) ⲉⲓⲣⲉ ⲛⲥ., ⲟⲓ ⲛⲥ.	-	λυτρωσιν ποιειν	be, make redemption [λυτρωσιν ποιειν]	be, make redemption	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362b	ⲉⲓⲣⲉ ⲛⲥ., ⲟⲓ ⲛⲥ.					ⲉⲓⲣⲉ ⲛⲥ., ⲟⲓ ⲛⲥ.					0
1972	4	0	(S) T s.	0	redeem /$gk: [[lutrousqai]]$/	redeem /$gk: [[lutrousqai]]$/	lutrousqai	362b	11	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/1972.html	(S) ϯ ⲥ.	(S) ϯ ⲥ.	ϯ ⲥ.	(S) ϯ ⲥ.	-	λυτρουσθαι	redeem [λυτρουσθαι]	redeem	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362b	ϯ ⲥ.										0
1973	4	0	(S) T eps.,T mps.	0	pay for, as ransom	pay for, as ransom		362b	12	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/1973.html	(S) ϯ ⲉⲡⲥ., ϯ ⲙⲡⲥ.	(S) ϯ ⲉⲡⲥ., ϯ ⲙⲡⲥ.	ϯ ⲉⲡⲥ., ϯ ⲙⲡⲥ.	(S) ϯ ⲉⲡⲥ., ϯ ⲙⲡⲥ.	-		pay for, as ransom	pay for, as ransom	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362b	ϯ ⲉⲡⲥ., ϯ ⲙⲡⲥ.										0
1974	4	0	(S,B) Ji s.,Gi s.	0	get ransom	get ransom		362b	13	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/1974.html	(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	ϫⲓ ⲥ., ϭⲓ ⲥ.	(S, B) ϫⲓ ⲥ., ϭⲓ ⲥ.	-		get ransom	get ransom	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362b	ϫⲓ ⲥ., ϭⲓ ⲥ.					ϫⲓ ⲥ., ϭⲓ ⲥ.					0
1975	4	0	(S,sA,B) reFs.	0	redeemer /$gk: [[lutrwths]]$/	redeemer /$gk: [[lutrwths]]$/	lutrwths	362b	14	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/1975.html	(S, sA, B) ⲣⲉϥⲥ.	(S, sA, B) ⲣⲉϥⲥ.	ⲣⲉϥⲥ.	(S, sA, B) ⲣⲉϥⲥ.	-	λυτρωτησ	redeemer [λυτρωτησ]	redeemer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362b	ⲣⲉϥⲥ.				ⲣⲉϥⲥ.	ⲣⲉϥⲥ.					0
307	5	0	(S) ei	3	coming, advent	coming, advent		70b	1	2010-01-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/307.html	(S) ⲉⲓ	(S) ⲉⲓ	ⲉⲓ	(S) ⲉⲓ (noun)	noun		coming, advent	coming, advent	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=70b	ⲉⲓ (noun)										0
4145	5	0		99	With following preposition:	With following preposition:		70b	2	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4145.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=70b											0
4146	5	4145	(S,A,sA,B,F) ei e-	0	come to, (seldom of persons)	come to, (seldom of persons)		70b	3	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4146.html	(S, A, sA, B, F) ⲉⲓ ⲉ-	(S, A, sA, B, F) ⲉⲓ ⲉ-	ⲉⲓ ⲉ-	(S, A, sA, B, F) ⲉⲓ ⲉ-	-		come to, <i>seldom of persons</i>	come to, <i>seldom of persons</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=70b	ⲉⲓ ⲉ-			ⲉⲓ ⲉ-	ⲉⲓ ⲉ-	ⲉⲓ ⲉ-	ⲉⲓ ⲉ-				1
4147	5	4145	(S) ^^ ern-	0	come to, arrive at	come to, arrive at		70b	4	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4147.html	(S) ― ⲉⲣⲛ-	(S) ― ⲉⲣⲛ-	― ⲉⲣⲛ-	(S) ― ⲉⲣⲛ-	-		come to, arrive at	come to, arrive at	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=70b	― ⲉⲣⲛ-										1
4148	5	4145	(S) ^^ erat-	0	come to (superior or dignitary)	come to (superior or dignitary)		70b	5	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4148.html	(S) ― ⲉⲣⲁⲧ-	(S) ― ⲉⲣⲁⲧ-	― ⲉⲣⲁⲧ-	(S) ― ⲉⲣⲁⲧ-	-		come to <i>superior or dignitary</i>	come to <i>superior or dignitary</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=70b	― ⲉⲣⲁⲧ-										1
4149	5	4145	(S,B,F) ^^ etn-,^^ etoot=	0	come into the hand of, (power of) /$gk: [[empiptein eis]]$/	come into the hand of, (power of) /$gk: [[empiptein eis]]$/	empiptein eis	70b	6	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4149.html	(S, B, F) ― ⲉⲧⲛ-, ― ⲉⲧⲟⲟⲧ=	(S, B, F) ― ⲉⲧⲛ-, ― ⲉⲧⲟⲟⲧ=	― ⲉⲧⲛ-, ― ⲉⲧⲟⲟⲧ=	(S, B, F) ― ⲉⲧⲛ-, ― ⲉⲧⲟⲟⲧ=	-	εμπιπτειν εισ	come into the hand of, <i>power of</i> [εμπιπτειν εισ]	come into the hand of, <i>power of</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=70b	― ⲉⲧⲛ-, ― ⲉⲧⲟⲟⲧ=					― ⲉⲧⲛ-, ― ⲉⲧⲟⲟⲧ=	― ⲉⲧⲛ-, ― ⲉⲧⲟⲟⲧ=				1
4150	5	4145	(S,B) ^^ eHren-	0	come against, to meet	come against, to meet		70b	7	2010-04-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/4150.html	(S, B) ― ⲉϩⲣⲉⲛ-	(S, B) ― ⲉϩⲣⲉⲛ-	― ⲉϩⲣⲉⲛ-	(S, B) ― ⲉϩⲣⲉⲛ-	-		come against, to meet	come against, to meet	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=70b	― ⲉϩⲣⲉⲛ-					― ⲉϩⲣⲉⲛ-					1
