key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
6190	1422	0		99	intr :	intr :		336b	1	2010-07-12	1900-01-01	vagrant						HEADER		intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b											0
6191	1422	6190	^^^ n-	0	(of person to) whom	(of person to) whom		336b	2	2010-07-12	1900-01-01	vagrant		<i><b>c</b></i> ⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛ-</span></span>"	ⲛ-	"<span class=""word""><span class=""spelling"">ⲛ-</span> <span class=""type"">(c)</span></span>"	-		<i>of person to</i> whom	<i>of person to</i> whom	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	ⲛ- (c)	1
6192	1422	6190	(S) ^^^ HaHtn-	0	(meaning same)	(meaning same)		336b	3	2010-07-12	1900-01-01	vagrant		(S) <i><b>c</b></i> ϩⲁϩⲧⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S""><i><b>c</b></i> ϩⲁϩⲧⲛ-</span></span>"	ϩⲁϩⲧⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ϩⲁϩⲧⲛ-</span> <span class=""type S"">(c)</span></span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b	ϩⲁϩⲧⲛ- (c)										1
6193	1422	6190	^^^ e-	0	appeal against, accuse	appeal against, accuse		336b	4	2010-07-12	1900-01-01	vagrant		<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> <span class=""type"">(c)</span></span>"	-		appeal against, accuse	appeal against, accuse	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
6194	1422	6190	(A) ^^^ aHoun a-	0	appeal to	appeal to		336b	5	2010-07-12	1900-01-01	vagrant		(A) <i><b>c</b></i> ⲁϩⲟⲩⲛ ⲁ-	"<span class=""word A""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A""><i><b>c</b></i> ⲁϩⲟⲩⲛ ⲁ-</span></span>"	ⲁϩⲟⲩⲛ ⲁ-	"<span class=""word A""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A"">ⲁϩⲟⲩⲛ ⲁ-</span> <span class=""type A"">(c)</span></span>"	-		appeal to	appeal to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b				ⲁϩⲟⲩⲛ ⲁ- (c)							1
6195	1422	6190	(S) ^^^ eHrai e-,^^^ eHrai n-	0				336b	6	2010-07-12	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-, <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S""><i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉ-</span><span class=""spelling-comma"">, </span><span class=""spelling S""><i><b>c</b></i> ⲉϩⲣⲁⲓ ⲛ-</span></span>"	ⲉϩⲣⲁⲓ ⲉ-, ⲉϩⲣⲁⲓ ⲛ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲉϩⲣⲁⲓ ⲉ-</span><span class=""spelling-comma"">, </span><span class=""spelling S"">ⲉϩⲣⲁⲓ ⲛ-</span> <span class=""type S"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b	ⲉϩⲣⲁⲓ ⲉ-, ⲉϩⲣⲁⲓ ⲛ- (c)										1
6196	1422	6190	(S,B) ^^^ Ha-,^^^ Ka-	0	appeal concerning, for	appeal concerning, for		336b	7	2010-07-12	1900-01-01	vagrant		(S, B) <i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B""><i><b>c</b></i> ϩⲁ-</span><span class=""spelling-comma"">, </span><span class=""spelling S B""><i><b>c</b></i> ϧⲁ-</span></span>"	ϩⲁ-, ϧⲁ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ϩⲁ-</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ϧⲁ-</span> <span class=""type S B"">(c)</span></span>"	-		appeal concerning, for	appeal concerning, for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b	ϩⲁ-, ϧⲁ- (c)					ϩⲁ-, ϧⲁ- (c)					1
6197	1422	6190	(S,B) ^^^ eHrai Ha-,^^^ eHrai Ka-	0				336b	8	2010-07-12	1900-01-01	vagrant		(S, B) <i><b>c</b></i> ⲉϩⲣⲁⲓ ϩⲁ-, <i><b>c</b></i> ⲉϩⲣⲁⲓ ϧⲁ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B""><i><b>c</b></i> ⲉϩⲣⲁⲓ ϩⲁ-</span><span class=""spelling-comma"">, </span><span class=""spelling S B""><i><b>c</b></i> ⲉϩⲣⲁⲓ ϧⲁ-</span></span>"	ⲉϩⲣⲁⲓ ϩⲁ-, ⲉϩⲣⲁⲓ ϧⲁ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲉϩⲣⲁⲓ ϩⲁ-</span><span class=""spelling-comma"">, </span><span class=""spelling S B"">ⲉϩⲣⲁⲓ ϧⲁ-</span> <span class=""type S B"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b	ⲉϩⲣⲁⲓ ϩⲁ-, ⲉϩⲣⲁⲓ ϧⲁ- (c)					ⲉϩⲣⲁⲓ ϩⲁ-, ⲉϩⲣⲁⲓ ϧⲁ- (c)					1
6198	1422	6190	(B) ^^^ eJen-	0	(meaning same)	(meaning same)		336b	9	2010-07-12	1900-01-01	vagrant		(B) <i><b>c</b></i> ⲉϫⲉⲛ-	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B""><i><b>c</b></i> ⲉϫⲉⲛ-</span></span>"	ⲉϫⲉⲛ-	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲉϫⲉⲛ-</span> <span class=""type B"">(c)</span></span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=336b						ⲉϫⲉⲛ- (c)					1
6199	1422	6190	(S,B) ^^^ etbe-	0	(meaning same)	(meaning same)		337a	10	2010-07-12	1900-01-01	vagrant		(S, B) <i><b>c</b></i> ⲉⲧⲃⲉ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B""><i><b>c</b></i> ⲉⲧⲃⲉ-</span></span>"	ⲉⲧⲃⲉ-	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">ⲉⲧⲃⲉ-</span> <span class=""type S B"">(c)</span></span>"	-		<i>meaning same</i>	<i>meaning same</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=337a	ⲉⲧⲃⲉ- (c)					ⲉⲧⲃⲉ- (c)					1
