key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
5423	27	5422	^^ ebol	0	 /$gk: [[apokaluptein, anakaluptein, anadeiknunein, fanerousqai]]$/	 /$gk: [[apokaluptein, anakaluptein, anadeiknunein, fanerousqai]]$/	apokaluptein, anakaluptein, anadeiknunein, fanerousqai	812a	8	2010-06-01	2010-08-16	vagrant	vagrant	― ⲉⲃⲟⲗ	"<span class=""word""><span class=""spelling"">― ⲉⲃⲟⲗ</span></span>"	― ⲉⲃⲟⲗ	"<span class=""word""><span class=""spelling"">― ⲉⲃⲟⲗ</span></span>"	-	αποκαλυπτειν, ανακαλυπτειν, αναδεικνυνειν, φανερουσθαι	[αποκαλυπτειν, ανακαλυπτειν, αναδεικνυνειν, φανερουσθαι]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=812a	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	1
3979	27	0	(S) atG.	0	not uncovered	not uncovered		812b	9	2010-03-31	1900-01-01	vagrant		(S) ⲁⲧϭ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲁⲧϭ.</span></span>"	ⲁⲧϭ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲁⲧϭ.</span></span>"	-		not uncovered	not uncovered	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=812b	ⲁⲧϭ.										0
3980	27	0	(sA) reFG. abal	0	revealer	revealer		812b	10	2010-03-31	1900-01-01	vagrant		(sA) ⲣⲉϥϭ. ⲁⲃⲁⲗ	"<span class=""word sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling sA"">ⲣⲉϥϭ. ⲁⲃⲁⲗ</span></span>"	ⲣⲉϥϭ. ⲁⲃⲁⲗ	"<span class=""word sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling sA"">ⲣⲉϥϭ. ⲁⲃⲁⲗ</span></span>"	-		revealer	revealer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=812b					ⲣⲉϥϭ. ⲁⲃⲁⲗ						0
143	28	0	keke nb.	0	 /$gk: [[korh ofqalmou]]$/	 /$gk: [[korh ofqalmou]]$/	korh ofqalmou	31b	1	2010-01-24	2010-01-30	vagrant	vagrant	ⲕⲉⲕⲉ ⲛⲃ.	"<span class=""word""><span class=""spelling"">ⲕⲉⲕⲉ ⲛⲃ.</span></span>"	ⲕⲉⲕⲉ ⲛⲃ.	"<span class=""word""><span class=""spelling"">ⲕⲉⲕⲉ ⲛⲃ.</span></span>"	-	κορη οφθαλμου	[κορη οφθαλμου]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	ⲕⲉⲕⲉ ⲛⲃ.	0
144	28	0	(S) b. etkhk	0	peeled, skinned eyes (/*disease*/)	peeled, skinned eyes (/*disease*/)		31b	2	2010-01-24	2010-01-30	vagrant	vagrant	(S) ⲃ. ⲉⲧⲕⲏⲕ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲃ. ⲉⲧⲕⲏⲕ</span></span>"	ⲃ. ⲉⲧⲕⲏⲕ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲃ. ⲉⲧⲕⲏⲕ</span></span>"	-		peeled, skinned eyes <i>(disease)</i>	peeled, skinned eyes <i>(disease)</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲃ. ⲉⲧⲕⲏⲕ										0
145	28	0	b. bwn	0	evil eye	evil eye		31b	3	2010-01-24	2010-01-30	vagrant	vagrant	ⲃ. ⲃⲱⲛ	"<span class=""word""><span class=""spelling"">ⲃ. ⲃⲱⲛ</span></span>"	ⲃ. ⲃⲱⲛ	"<span class=""word""><span class=""spelling"">ⲃ. ⲃⲱⲛ</span></span>"	-		evil eye	evil eye	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	ⲃ. ⲃⲱⲛ	0
146	28	0	metb. mbwk	0	 /$gk: [[ofqalmodouleia]]$/	 /$gk: [[ofqalmodouleia]]$/	ofqalmodouleia	31b	4	2010-01-24	2010-01-30	vagrant	vagrant	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	"<span class=""word""><span class=""spelling"">ⲙⲉⲧⲃ. ⲙⲃⲱⲕ</span></span>"	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	"<span class=""word""><span class=""spelling"">ⲙⲉⲧⲃ. ⲙⲃⲱⲕ</span></span>"	-	οφθαλμοδουλεια	[οφθαλμοδουλεια]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	ⲙⲉⲧⲃ. ⲙⲃⲱⲕ	0
147	28	0	b. nabwk	0	 /$gk: [[kuamos ellhnikos]]$/	 /$gk: [[kuamos ellhnikos]]$/	kuamos ellhnikos	31b	5	2010-01-24	2010-01-30	vagrant	vagrant	ⲃ. ⲛⲁⲃⲱⲕ	"<span class=""word""><span class=""spelling"">ⲃ. ⲛⲁⲃⲱⲕ</span></span>"	ⲃ. ⲛⲁⲃⲱⲕ	"<span class=""word""><span class=""spelling"">ⲃ. ⲛⲁⲃⲱⲕ</span></span>"	-	κυαμοσ ελληνικοσ	[κυαμοσ ελληνικοσ]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	ⲃ. ⲛⲁⲃⲱⲕ	0
148	28	0	(S) b. nemou	0	cat's eye	cat's eye		31b	6	2010-01-24	2010-01-30	vagrant	vagrant	(S) ⲃ. ⲛⲉⲙⲟⲩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲃ. ⲛⲉⲙⲟⲩ</span></span>"	ⲃ. ⲛⲉⲙⲟⲩ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲃ. ⲛⲉⲙⲟⲩ</span></span>"	-		cat's eye	cat's eye	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲃ. ⲛⲉⲙⲟⲩ										0
149	28	0	(S) b. nbnne	0	date's eye	date's eye		31b	7	2010-01-24	2010-01-30	vagrant	vagrant	(S) ⲃ. ⲛⲃⲛⲛⲉ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲃ. ⲛⲃⲛⲛⲉ</span></span>"	ⲃ. ⲛⲃⲛⲛⲉ	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲃ. ⲛⲃⲛⲛⲉ</span></span>"	-		date's eye	date's eye	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲃ. ⲛⲃⲛⲛⲉ										0
150	28	0	rike mb.	0				31b	8	2010-01-24	2010-01-30	vagrant	vagrant	ⲣⲓⲕⲉ ⲙⲃ.	"<span class=""word""><span class=""spelling"">ⲣⲓⲕⲉ ⲙⲃ.</span></span>"	ⲣⲓⲕⲉ ⲙⲃ.	"<span class=""word""><span class=""spelling"">ⲣⲓⲕⲉ ⲙⲃ.</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	ⲣⲓⲕⲉ ⲙⲃ.	0
151	28	0	Gwrem nb.	0				31b	9	2010-01-24	2010-01-30	vagrant	vagrant	ϭⲱⲣⲉⲙ ⲛⲃ.	"<span class=""word""><span class=""spelling"">ϭⲱⲣⲉⲙ ⲛⲃ.</span></span>"	ϭⲱⲣⲉⲙ ⲛⲃ.	"<span class=""word""><span class=""spelling"">ϭⲱⲣⲉⲙ ⲛⲃ.</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=31b	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	ϭⲱⲣⲉⲙ ⲛⲃ.	0
