key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
1138	350	0	(S) main.	0	gold-loving	gold-loving		221b	1	2010-02-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/1138.html	(S) ⲙⲁⲓⲛ.	(S) ⲙⲁⲓⲛ.	ⲙⲁⲓⲛ.	(S) ⲙⲁⲓⲛ.	-		gold-loving	gold-loving	gold-loving	gold-loving	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=221b	ⲙⲁⲓⲛ.										0
1139	350	0	(S) r n.	0	(meaning uncertain), have money dealings /*?*/	(meaning uncertain), have money dealings /*?*/		221b	2	2010-02-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/1139.html	(S) ⲣ ⲛ.	(S) ⲣ ⲛ.	ⲣ ⲛ.	(S) ⲣ ⲛ.	-		<i>meaning uncertain</i>, have money dealings (?)	<i>meaning uncertain</i>, have money dealings (?)	<i>meaning uncertain</i>, have money dealings (?)	<i>meaning uncertain</i>, have money dealings (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=221b	ⲣ ⲛ.										0
1140	350	0	(S,B) eiepn.,iebn.	0				221b	3	2010-02-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/1140.html	(S, B) ⲉⲓⲉⲡⲛ., ⲓⲉⲃⲛ.	(S, B) ⲉⲓⲉⲡⲛ., ⲓⲉⲃⲛ.	ⲉⲓⲉⲡⲛ., ⲓⲉⲃⲛ.	(S, B) ⲉⲓⲉⲡⲛ., ⲓⲉⲃⲛ.	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=221b	ⲉⲓⲉⲡⲛ., ⲓⲉⲃⲛ.					ⲉⲓⲉⲡⲛ., ⲓⲉⲃⲛ.					0
1141	350	0	(S,B,F) Hamn. (S) Haun.,Houn.	1	goldsmith /$gk: [[xrusoxoos, xrusourgos]]$/	goldsmith /$gk: [[xrusoxoos, xrusourgos]]$/	xrusoxoos, xrusourgos	221b	4	2010-02-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/1141.html	"(S, B, F) ϩⲁⲙⲛ.
(S) ϩⲁⲩⲛ., ϩⲟⲩⲛ."	"(S, B, F) ϩⲁⲙⲛ.
(S) ϩⲁⲩⲛ., ϩⲟⲩⲛ."	ϩⲁⲙⲛ., ϩⲁⲩⲛ., ϩⲟⲩⲛ.	"(S, B, F) ϩⲁⲙⲛ. (ⲡ)
(S) ϩⲁⲩⲛ., ϩⲟⲩⲛ. (ⲡ)"	noun male	χρυσοχοοσ, χρυσουργοσ	goldsmith [χρυσοχοοσ, χρυσουργοσ]	goldsmith	"goldsmith <span style=""opacity:0.7"">[χρυσοχοοσ, χρυσουργοσ]</span>"	"goldsmith <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%87%CF%81%CF%85%CF%83%CE%BF%CF%87%CE%BF%CE%BF%CF%83"">χρυσοχοοσ</a>, <a href=""https://logeion.uchicago.edu/%CF%87%CF%81%CF%85%CF%83%CE%BF%CF%85%CF%81%CE%B3%CE%BF%CF%83"">χρυσουργοσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=221b	"ϩⲁⲙⲛ. (ⲡ)
ϩⲁⲩⲛ., ϩⲟⲩⲛ. (ⲡ)"					ϩⲁⲙⲛ. (ⲡ)	ϩⲁⲙⲛ. (ⲡ)				0
1142	350	1141	(S) saH nH.	0				222a	5	2010-02-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/1142.html	(S) ⲥⲁϩ ⲛϩ.	(S) ⲥⲁϩ ⲛϩ.	ⲥⲁϩ ⲛϩ.	(S) ⲥⲁϩ ⲛϩ.	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=222a	ⲥⲁϩ ⲛϩ.										1
3610	351	0	(B) atH.,atGpe H.	0	without money, payment	without money, payment		713b	1	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3610.html	(B) ⲁⲧϩ., ⲁⲧϭⲡⲉ ϩ.	(B) ⲁⲧϩ., ⲁⲧϭⲡⲉ ϩ.	ⲁⲧϩ., ⲁⲧϭⲡⲉ ϩ.	(B) ⲁⲧϩ., ⲁⲧϭⲡⲉ ϩ.	-		without money, payment	without money, payment	without money, payment	without money, payment	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713b						ⲁⲧϩ., ⲁⲧϭⲡⲉ ϩ.					0
3611	351	0	(S,B) maiH.	0	money-loving /$gk: [[filarguros]]$/	money-loving /$gk: [[filarguros]]$/	filarguros	713b	2	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3611.html	(S, B) ⲙⲁⲓϩ.	(S, B) ⲙⲁⲓϩ.	ⲙⲁⲓϩ.	(S, B) ⲙⲁⲓϩ.	-	φιλαργυροσ	money-loving [φιλαργυροσ]	money-loving	"money-loving <span style=""opacity:0.7"">[φιλαργυροσ]</span>"	"money-loving <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%86%CE%B9%CE%BB%CE%B1%CF%81%CE%B3%CF%85%CF%81%CE%BF%CF%83"">φιλαργυροσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713b	ⲙⲁⲓϩ.					ⲙⲁⲓϩ.					0
3612	351	3611	(B) metm.	0	love of money /$gk: [[filarguria]]$/	love of money /$gk: [[filarguria]]$/	filarguria	713b	3	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3612.html	(B) ⲙⲉⲧⲙ.	(B) ⲙⲉⲧⲙ.	ⲙⲉⲧⲙ.	(B) ⲙⲉⲧⲙ.	-	φιλαργυρια	love of money [φιλαργυρια]	love of money	"love of money <span style=""opacity:0.7"">[φιλαργυρια]</span>"	"love of money <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%86%CE%B9%CE%BB%CE%B1%CF%81%CE%B3%CF%85%CF%81%CE%B9%CE%B1"">φιλαργυρια</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713b						ⲙⲉⲧⲙ.					1
3613	351	0	(S) mengH. (B) mankH.	0	silver-smith /$gk: [[argurokopos]]$/	silver-smith /$gk: [[argurokopos]]$/	argurokopos	713b	4	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3613.html	"(S) ⲙⲉⲛⲅϩ.
(B) ⲙⲁⲛⲕϩ."	"(S) ⲙⲉⲛⲅϩ.
(B) ⲙⲁⲛⲕϩ."	ⲙⲉⲛⲅϩ., ⲙⲁⲛⲕϩ.	"(S) ⲙⲉⲛⲅϩ.
(B) ⲙⲁⲛⲕϩ."	-	αργυροκοποσ	silver-smith [αργυροκοποσ]	silver-smith	"silver-smith <span style=""opacity:0.7"">[αργυροκοποσ]</span>"	"silver-smith <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%81%CE%B3%CF%85%CF%81%CE%BF%CE%BA%CE%BF%CF%80%CE%BF%CF%83"">αργυροκοποσ</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713b	ⲙⲉⲛⲅϩ.					ⲙⲁⲛⲕϩ.					0
3614	351	0	sa nH.	0	silver-dealer	silver-dealer		713b	5	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3614.html	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	-		silver-dealer	silver-dealer	silver-dealer	silver-dealer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=713b	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	ⲥⲁ ⲛϩ.	0
