key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
3879	408	0	^^	1	blame /$gk: [[elegxos, elegmos, elegjis, entroph]]$/	blame /$gk: [[elegxos, elegmos, elegjis, entroph]]$/	elegxos, elegmos, elegjis, entroph	778b	7	2010-03-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/3879.html	―	―	―	― (ⲡ)	noun male	ελεγχοσ, ελεγμοσ, ελεγξισ, εντροπη	blame [ελεγχοσ, ελεγμοσ, ελεγξισ, εντροπη]	blame	"blame <span style=""opacity:0.7"">[ελεγχοσ, ελεγμοσ, ελεγξισ, εντροπη]</span>"	"blame <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BB%CE%B5%CE%B3%CF%87%CE%BF%CF%83"">ελεγχοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BB%CE%B5%CE%B3%CE%BC%CE%BF%CF%83"">ελεγμοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BB%CE%B5%CE%B3%CE%BE%CE%B9%CF%83"">ελεγξισ</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BD%CF%84%CF%81%CE%BF%CF%80%CE%B7"">εντροπη</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=778b	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	0
3880	408	0	mntJ.+,metJ.+	0	shamefacedness, modesty	shamefacedness, modesty		778b	8	2010-03-29	2010-08-15	vagrant	vagrant	https://pishoyg.github.io/crum/3880.html	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	-		shamefacedness, modesty	shamefacedness, modesty	shamefacedness, modesty	shamefacedness, modesty	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=778b	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	ⲙⲛⲧϫ.+, ⲙⲉⲧϫ.+	0
3881	408	0	(B) JinJ.+	0	modesty (or sim)	modesty (or sim)		778b	9	2010-03-29	2010-08-15	vagrant	vagrant	https://pishoyg.github.io/crum/3881.html	(B) ϫⲓⲛϫ.+	(B) ϫⲓⲛϫ.+	ϫⲓⲛϫ.+	(B) ϫⲓⲛϫ.+	-		modesty <i>or sim</i>	modesty <i>or sim</i>	modesty <i>or sim</i>	modesty <i>or sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=778b						ϫⲓⲛϫ.+					0
4897	409	0		99	With following preposition:	With following preposition:		449a	1	2010-04-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/4897.html					HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=449a											0
4898	409	4897	(S,B) ^^ e-	2	save from |$ {intr:} |$$ |$$ bring save to (S)	save from |$ {intr:} |$$ |$$ bring save to (S)		449a	2	2010-04-20	2010-04-20	vagrant	vagrant	https://pishoyg.github.io/crum/4898.html	(S, B) ― ⲉ-	(S, B) ― ⲉ-	― ⲉ-	(S, B) ― ⲉ-	verb		"save from
― <b>intr:</b>
――
―― bring save to <i>S</i>"	"save from
― <b>intr:</b>
――
―― bring save to <i>S</i>"	"save from
― <b>intr:</b>
――
―― bring save to <i>S</i>"	"save from
― <b>intr:</b>
――
―― bring save to <i>S</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=449a	― ⲉ-					― ⲉ-					1
4899	409	4897	(S,B) ^^ etbe-	0	for, through	for, through		449a	3	2010-04-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/4899.html	(S, B) ― ⲉⲧⲃⲉ-	(S, B) ― ⲉⲧⲃⲉ-	― ⲉⲧⲃⲉ-	(S, B) ― ⲉⲧⲃⲉ-	-		for, through	for, through	for, through	for, through	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=449a	― ⲉⲧⲃⲉ-					― ⲉⲧⲃⲉ-					1
4900	409	4897	(S) ^^ etn-	0	from	from		449a	4	2010-04-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/4900.html	(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	-		from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=449a	― ⲉⲧⲛ-										1
4901	409	4897	(S) ^^ n-	0	(as last)	(as last)		449a	5	2010-04-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/4901.html	(S) ― ⲛ-	(S) ― ⲛ-	― ⲛ-	(S) ― ⲛ-	-		<i>as last</i>	<i>as last</i>	<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=449a	― ⲛ-										1
4902	409	4897	(B) ^^ nten-	0	(as last)	(as last)		449a	6	2010-04-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/4902.html	(B) ― ⲛⲧⲉⲛ-	(B) ― ⲛⲧⲉⲛ-	― ⲛⲧⲉⲛ-	(B) ― ⲛⲧⲉⲛ-	-		<i>as last</i>	<i>as last</i>	<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=449a						― ⲛⲧⲉⲛ-					1
4903	409	4897	(B) ^^ ebol Ha-	0	(as last)	(as last)		449a	7	2010-04-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/4903.html	(B) ― ⲉⲃⲟⲗ ϩⲁ-	(B) ― ⲉⲃⲟⲗ ϩⲁ-	― ⲉⲃⲟⲗ ϩⲁ-	(B) ― ⲉⲃⲟⲗ ϩⲁ-	-		<i>as last</i>	<i>as last</i>	<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=449a						― ⲉⲃⲟⲗ ϩⲁ-					1
