key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
4869	206	4866	(S) ^^ eHrai	0	up	up		420a	14	2010-04-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/4869.html	(S) ― ⲉϩⲣⲁⲓ	(S) ― ⲉϩⲣⲁⲓ	(S) ― ⲉϩⲣⲁⲓ	(S) ― ⲉϩⲣⲁⲓ	(S) ― ⲉϩⲣⲁⲓ	-		up	up	up	up	up	up	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=420a	420	a	― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ																				1
2283	206	0	(S) Gint.	0	sending, mission	sending, mission		420a	15	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2283.html	(S) ϭⲓⲛⲧ.	(S) ϭⲓⲛⲧ.	(S) ϭⲓⲛⲧ.	(S) ϭⲓⲛⲧ.	(S) ϭⲓⲛⲧ.	-		sending, mission	sending, mission	sending, mission	sending, mission	sending, mission	sending, mission	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=420a	420	a	ϭⲓⲛⲧ.	ϭⲓⲛⲧ.																				0
1473	209	0	(S,B) ^^	1	service /$gk: [[leitourgia]]$/ | ordination	service /$gk: [[leitourgia]]$/ | ordination	leitourgia	279a	1	2010-02-10	2010-02-10	vagrant	vagrant	https://pishoyg.github.io/crum/1473.html	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ― (ⲡ)	noun male	λειτουργια	"service [λειτουργια]
ordination"	"service [λειτουργια]
ordination"	"service 
ordination"	"service <span style=""opacity:0.7"">[λειτουργια]</span>
ordination"	"service <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%B5%CE%B9%CF%84%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%B1"">λειτουργια</a>]</span>
ordination"	"service 
ordination"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=279a	279	a	― (ⲡ)	―									― (ⲡ)	―										0
1474	209	0	(S,B,F) reFp.,reFf.	0	servant /$gk: [[leitourgos]]$/	servant /$gk: [[leitourgos]]$/	leitourgos	279a	2	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1474.html	(S, B, F) ⲣⲉϥⲡ., ⲣⲉϥⲫ.	(S, B, F) ⲣⲉϥⲡ., ⲣⲉϥⲫ.	(S, B, F) ⲣⲉϥⲡ., ⲣⲉϥⲫ.	(S, B, F) ⲣⲉϥⲡ., ⲣⲉϥⲫ.	(S, B, F) ⲣⲉϥⲡ., ⲣⲉϥⲫ.	-	λειτουργοσ	servant [λειτουργοσ]	servant [λειτουργοσ]	servant	"servant <span style=""opacity:0.7"">[λειτουργοσ]</span>"	"servant <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%B5%CE%B9%CF%84%CE%BF%CF%85%CF%81%CE%B3%CE%BF%CF%83"">λειτουργοσ</a>]</span>"	servant	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=279a	279	a	ⲣⲉϥⲡ., ⲣⲉϥⲫ.	ⲣⲉϥⲡ.									ⲣⲉϥⲡ., ⲣⲉϥⲫ.	ⲣⲉϥⲡ.	ⲣⲉϥⲡ., ⲣⲉϥⲫ.	ⲣⲉϥⲡ.							ⲣⲉϥⲡ,ⲣⲉϥⲫ	0
1475	209	0	(B) Jinf.	0	service /$gk: [[leitourgia]]$/	service /$gk: [[leitourgia]]$/	leitourgia	279a	3	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1475.html	(B) ϫⲓⲛⲫ.	(B) ϫⲓⲛⲫ.	(B) ϫⲓⲛⲫ.	(B) ϫⲓⲛⲫ.	(B) ϫⲓⲛⲫ.	-	λειτουργια	service [λειτουργια]	service [λειτουργια]	service	"service <span style=""opacity:0.7"">[λειτουργια]</span>"	"service <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%B5%CE%B9%CF%84%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%B1"">λειτουργια</a>]</span>"	service	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=279a	279	a											ϫⲓⲛⲫ.	ϫⲓⲛⲫ.									ϫⲓⲛⲫ	0
1476	209	0	(S) paSne (B) faSni	4	service /$gk: [[leitourgia]]$/ | ordination	service /$gk: [[leitourgia]]$/ | ordination	leitourgia	279a	4	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1476.html	"(S) ⲡⲁϣⲛⲉ
(B) ⲫⲁϣⲛⲓ"	"(S) ⲡⲁϣⲛⲉ
(B) ⲫⲁϣⲛⲓ"	"(S) ⲡⲁϣⲛⲉ
(B) ⲫⲁϣⲛⲓ"	"(S) ⲡⲁϣⲛⲉ
(B) ⲫⲁϣⲛⲓ"	"(S) ⲡⲁϣⲛⲉ (ⲧ)
(B) ⲫⲁϣⲛⲓ (ⲧ)"	noun female	λειτουργια	"service [λειτουργια]
ordination"	"service [λειτουργια]
ordination"	"service 
ordination"	"service <span style=""opacity:0.7"">[λειτουργια]</span>
ordination"	"service <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%B5%CE%B9%CF%84%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%B1"">λειτουργια</a>]</span>
ordination"	"service 
ordination"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=279a	279	a	ⲡⲁϣⲛⲉ (ⲧ)	ⲡⲁϣⲛⲉ									ⲫⲁϣⲛⲓ (ⲧ)	ⲫⲁϣⲛⲓ									ⲫⲁϣⲛⲓ,ⲉ̀ⲫⲁϣⲛⲓ,ⲛ̀ⲫⲁϣⲛⲓ,ⲙ̀ⲫⲁϣⲛⲓ,ⲟⲩⲫⲁϣⲛⲓ,ϩⲁⲛⲫⲁϣⲛⲓ,ⲧ̀ⲫⲁϣⲛⲓ,ⲑ̀ⲫⲁϣⲛⲓ,ⲧⲁⲓⲫⲁϣⲛⲓ,ⲧⲁⲫⲁϣⲛⲓ,ⲧⲉⲛⲫⲁϣⲛⲓ,ⲧⲉⲕⲫⲁϣⲛⲓ,ⲧⲉⲫⲁϣⲛⲓ,ⲧⲉⲧⲉⲛⲫⲁϣⲛⲓ,ⲧⲉϥⲫⲁϣⲛⲓ,ⲧⲉⲥⲫⲁϣⲛⲓ,ⲧⲟⲩⲫⲁϣⲛⲓ,ⲛⲓⲫⲁϣⲛⲓ,ⲛⲉⲛⲫⲁϣⲛⲓ,ⲛⲁⲓⲫⲁϣⲛⲓ,ⲛⲁⲫⲁϣⲛⲓ,ⲛⲉⲕⲫⲁϣⲛⲓ,ⲛⲉⲫⲁϣⲛⲓ,ⲛⲉⲧⲉⲛⲫⲁϣⲛⲓ,ⲛⲉϥⲫⲁϣⲛⲓ,ⲛⲉⲥⲫⲁϣⲛⲓ,ⲛⲟⲩⲫⲁϣⲛⲓ	0
1477	209	0	(S) paSnes	4	ordination /*?*/	ordination /*?*/		279a	5	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1477.html	(S) ⲡⲁϣⲛⲉⲥ	(S) ⲡⲁϣⲛⲉⲥ	(S) ⲡⲁϣⲛⲉⲥ	(S) ⲡⲁϣⲛⲉⲥ	(S) ⲡⲁϣⲛⲉⲥ (ⲧ)	noun female		ordination (?)	ordination (?)	ordination (?)	ordination (?)	ordination (?)	ordination (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=279a	279	a	ⲡⲁϣⲛⲉⲥ (ⲧ)	ⲡⲁϣⲛⲉⲥ																				0
1478	209	0	(B) foSneF	1	ordination	ordination		279a	6	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1478.html	(B) ⲫⲟϣⲛⲉϥ	(B) ⲫⲟϣⲛⲉϥ	(B) ⲫⲟϣⲛⲉϥ	(B) ⲫⲟϣⲛⲉϥ	(B) ⲫⲟϣⲛⲉϥ (ⲡ)	noun male		ordination	ordination	ordination	ordination	ordination	ordination	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=279a	279	a											ⲫⲟϣⲛⲉϥ (ⲡ)	ⲫⲟϣⲛⲉϥ									ⲫⲟϣⲛⲉϥ,ⲉ̀ⲫⲟϣⲛⲉϥ,ⲛ̀ⲫⲟϣⲛⲉϥ,ⲙ̀ⲫⲟϣⲛⲉϥ,ⲟⲩⲫⲟϣⲛⲉϥ,ϩⲁⲛⲫⲟϣⲛⲉϥ,ⲡ̀ⲫⲟϣⲛⲉϥ,ⲫ̀ⲫⲟϣⲛⲉϥ,ⲡⲁⲓⲫⲟϣⲛⲉϥ,ⲡⲁⲫⲟϣⲛⲉϥ,ⲡⲉⲛⲫⲟϣⲛⲉϥ,ⲡⲉⲕⲫⲟϣⲛⲉϥ,ⲡⲉⲫⲟϣⲛⲉϥ,ⲡⲉⲧⲉⲛⲫⲟϣⲛⲉϥ,ⲡⲉϥⲫⲟϣⲛⲉϥ,ⲡⲉⲥⲫⲟϣⲛⲉϥ,ⲡⲟⲩⲫⲟϣⲛⲉϥ,ⲛⲓⲫⲟϣⲛⲉϥ,ⲛⲉⲛⲫⲟϣⲛⲉϥ,ⲛⲁⲓⲫⲟϣⲛⲉϥ,ⲛⲁⲫⲟϣⲛⲉϥ,ⲛⲉⲕⲫⲟϣⲛⲉϥ,ⲛⲉⲫⲟϣⲛⲉϥ,ⲛⲉⲧⲉⲛⲫⲟϣⲛⲉϥ,ⲛⲉϥⲫⲟϣⲛⲉϥ,ⲛⲉⲥⲫⲟϣⲛⲉϥ,ⲛⲟⲩⲫⲟϣⲛⲉϥ	0
1230	210	0	noG nn.,niST nn.	0	great, long time	great, long time		235a	1	2010-02-06	1900-01-01	vagrant		https://pishoyg.github.io/crum/1230.html	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	-		great, long time	great, long time	great, long time	great, long time	great, long time	great, long time	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=235a	235	a	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ ⲛⲛ., ⲛⲓϣϯ ⲛⲛ.	ⲛⲟϭ ⲛⲛ.	ⲛⲟϭ,ⲛⲓϣϯ	0
1229	210	0	(S) nou	0	(only for periods of day as above)	(only for periods of day as above)		235a	2	2010-02-06	1900-01-01	vagrant		https://pishoyg.github.io/crum/1229.html	(S) ⲛⲟⲩ	(S) ⲛⲟⲩ	(S) ⲛⲟⲩ	(S) ⲛⲟⲩ	(S) ⲛⲟⲩ	-		<i>only for periods of day as above</i>	only for periods of day as above	<i>only for periods of day as above</i>	<i>only for periods of day as above</i>	<i>only for periods of day as above</i>	only for periods of day as above	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=235a	235	a	ⲛⲟⲩ	ⲛⲟⲩ																				0
