key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
2121	924	0	(S,B,F) ^^	1	provision, supply /$gk: [[epixorhgia]]$/	provision, supply /$gk: [[epixorhgia]]$/	epixorhgia	385b	1	2010-02-19	1900-01-01	vagrant		(S, B, F) ―	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">―</span></span>"	―	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">―</span> <span class=""type S B F"">(ⲡ)</span></span>"	noun male	επιχορηγια	provision, supply [επιχορηγια]	provision, supply	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=385b	― (ⲡ)					― (ⲡ)	― (ⲡ)				0
2122	924	2121	(S) r s.	0	make agreement	make agreement		385b	2	2010-02-19	1900-01-01	vagrant		(S) ⲣ ⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣ ⲥ.</span></span>"	ⲣ ⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣ ⲥ.</span></span>"	-		make agreement	make agreement	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=385b	ⲣ ⲥ.										1
2123	924	0	(B) reFs.	0	manager, orderer /$gk: [[oikourgos, xorhgos]]$/	manager, orderer /$gk: [[oikourgos, xorhgos]]$/	oikourgos, xorhgos	385b	3	2010-02-19	1900-01-01	vagrant		(B) ⲣⲉϥⲥ.	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲣⲉϥⲥ.</span></span>"	ⲣⲉϥⲥ.	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲣⲉϥⲥ.</span></span>"	-	οικουργοσ, χορηγοσ	manager, orderer [οικουργοσ, χορηγοσ]	manager, orderer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=385b						ⲣⲉϥⲥ.					0
2124	924	0	(S) oueH s. (A,B,F) ouaH s. (sA) ouwH s.	2	lay a command, bid | (as nn S,B,F), command /$gk: [[prostagma, epitagh]]$/	lay a command, bid | (as nn S,B,F), command /$gk: [[prostagma, epitagh]]$/	prostagma, epitagh	385b	4	2010-02-20	1900-01-01	vagrant		"(S) ⲟⲩⲉϩ ⲥ.
(A, B, F) ⲟⲩⲁϩ ⲥ.
(sA) ⲟⲩⲱϩ ⲥ."	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲟⲩⲉϩ ⲥ.</span></span>
<span class=""word A B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A B F"">ⲟⲩⲁϩ ⲥ.</span></span>
<span class=""word sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling sA"">ⲟⲩⲱϩ ⲥ.</span></span>"	ⲟⲩⲉϩ ⲥ., ⲟⲩⲁϩ ⲥ., ⲟⲩⲱϩ ⲥ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲟⲩⲉϩ ⲥ.</span></span>
<span class=""word A B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling A B F"">ⲟⲩⲁϩ ⲥ.</span></span>
<span class=""word sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling sA"">ⲟⲩⲱϩ ⲥ.</span></span>"	verb	προσταγμα, επιταγη	"lay a command, bid
<i>as nn S,B,F</i>, command [προσταγμα, επιταγη]"	"lay a command, bid
<i>as nn S,B,F</i>, command"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=385b	ⲟⲩⲉϩ ⲥ.			ⲟⲩⲁϩ ⲥ.	ⲟⲩⲱϩ ⲥ.	ⲟⲩⲁϩ ⲥ.	ⲟⲩⲁϩ ⲥ.				0
6457	924	2124	^^^ e- *^vbal^*	0				385b	5	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> ⲉ- {vbal}	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ- {vbal}</span></span>"	ⲉ- {vbal}	"<span class=""word""><span class=""spelling"">ⲉ- {vbal}</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=385b	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	ⲉ- {vbal} (c)	1
6458	924	2124	^^^ etn-	0				385b	6	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> ⲉⲧⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲧⲛ-</span></span>"	ⲉⲧⲛ-	"<span class=""word""><span class=""spelling"">ⲉⲧⲛ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=385b	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	ⲉⲧⲛ- (c)	1
6459	924	2124	^^^ etre-	0				385b	7	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> ⲉⲧⲣⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲧⲣⲉ-</span></span>"	ⲉⲧⲣⲉ-	"<span class=""word""><span class=""spelling"">ⲉⲧⲣⲉ-</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=385b	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	ⲉⲧⲣⲉ- (c)	1
6460	924	2124	^^^ n- *^dat^*	0				386a	8	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> ⲛ- {dat}	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛ- {dat}</span></span>"	ⲛ- {dat}	"<span class=""word""><span class=""spelling"">ⲛ- {dat}</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=386a	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	1
2125	924	2124	(S) rmn..ou.	0	commander	commander		386a	9	2010-02-20	2010-02-20	vagrant	vagrant	(S) ⲣⲙⲛⲟⲩ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣⲙⲛⲟⲩ.</span></span>"	ⲣⲙⲛⲟⲩ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣⲙⲛⲟⲩ.</span></span>"	-		commander	commander	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=386a	ⲣⲙⲛⲟⲩ.										1
2126	924	2124	(B) reF..ou.	0	(sim) /$gk: [[prostasswn]]$/	(sim) /$gk: [[prostasswn]]$/	prostasswn	386a	10	2010-02-20	2010-02-20	vagrant	vagrant	(B) ⲣⲉϥⲟⲩ.	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲣⲉϥⲟⲩ.</span></span>"	ⲣⲉϥⲟⲩ.	"<span class=""word B""><span class=""dialect-parenthesis"">(</span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling B"">ⲣⲉϥⲟⲩ.</span></span>"	-	προστασσων	<i>sim</i> [προστασσων]	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=386a						ⲣⲉϥⲟⲩ.					1
