key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
2694	1757	0	tnaSe nteuSh	0	midnight /$gk: [[mesonuktion]]$/	midnight /$gk: [[mesonuktion]]$/	mesonuktion	502a	1	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/2694.html	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	-	μεσονυκτιον	midnight [μεσονυκτιον]	midnight	"midnight <span style=""opacity:0.7"">[μεσονυκτιον]</span>"	"midnight <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CE%B5%CF%83%CE%BF%CE%BD%CF%85%CE%BA%CF%84%CE%B9%CE%BF%CE%BD"">μεσονυκτιον</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502a	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	ⲧⲛⲁϣⲉ ⲛⲧⲉⲩϣⲏ	0
2695	1757	0	(S) nou..ou.	0	during a night	during a night		502a	2	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/2695.html	(S) ⲛⲟⲩⲟⲩ.	(S) ⲛⲟⲩⲟⲩ.	ⲛⲟⲩⲟⲩ.	(S) ⲛⲟⲩⲟⲩ.	-		during a night	during a night	during a night	during a night	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502a	ⲛⲟⲩⲟⲩ.										0
2696	1757	0	(S) at..ou.	0	without night (/*sleep*/)	without night (/*sleep*/)		502b	3	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/2696.html	(S) ⲁⲧⲟⲩ.	(S) ⲁⲧⲟⲩ.	ⲁⲧⲟⲩ.	(S) ⲁⲧⲟⲩ.	-		without night <i>(sleep)</i>	without night <i>(sleep)</i>	without night <i>(sleep)</i>	without night <i>(sleep)</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲁⲧⲟⲩ.										0
2697	1757	0	(S) r ..ou.	0	pass night	pass night		502b	4	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/2697.html	(S) ⲣ ⲟⲩ.	(S) ⲣ ⲟⲩ.	ⲣ ⲟⲩ.	(S) ⲣ ⲟⲩ.	-		pass night	pass night	pass night	pass night	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲣ ⲟⲩ.										0
7011	1759	0		99	With following preposition:	With following preposition:		502b	1	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/7011.html					HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b											0
7012	1759	7011	^^^ e-	0	respond to	respond to		502b	2	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/7012.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	ⲉ- (c)	ⲉ- (c)	-		respond to	respond to	respond to	respond to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
7013	1759	7011	^^^ eJn-	0	for	for		502b	3	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/7013.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-		for	for	for	for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
7014	1759	7011	^^^ mn-	0	converse with	converse with		502b	4	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/7014.html	<i><b>c</b></i> ⲙⲛ-	<i><b>c</b></i> ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ- (c)	-		converse with	converse with	converse with	converse with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	ⲙⲛ- (c)	1
7015	1759	7011	^^^ n- *^dat^*	0				502b	5	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/7015.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat} (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	1
7016	1759	7011	^^^ nsa-	0	respond after, to	respond after, to		503a	6	2010-08-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/7016.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	-		respond after, to	respond after, to	respond after, to	respond after, to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=503a	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	1
