key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
5610	157	5605	^^^ eJn-	0	(sim)	(sim)		181a	6	2010-06-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/5610.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-		<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=181a	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
5611	157	5605	^^^ Hn-,^^^ Ken-	0	(of place where bound)	(of place where bound)		181a	7	2010-06-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/5611.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	-		<i>of place where bound</i>	<i>of place where bound</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=181a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	1
5612	157	5605	(S) ^^^ nsa-	0	tie behind	tie behind		181a	8	2010-06-08	2010-06-08	vagrant	vagrant	https://pishoyg.github.io/crum/5612.html	(S) <i><b>c</b></i> ⲛⲥⲁ-	(S) <i><b>c</b></i> ⲛⲥⲁ-	ⲛⲥⲁ- (c)	(S) ⲛⲥⲁ- (c)	-		tie behind	tie behind	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=181a	ⲛⲥⲁ- (c)										1
857	157	0	(S,B) ^^	1	band, girth, strap /$gk: [[desmos, zwsis]]$/	band, girth, strap /$gk: [[desmos, zwsis]]$/	desmos, zwsis	181b	9	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/857.html	(S, B) ―	(S, B) ―	―	(S, B) ― (ⲡ)	noun male	δεσμοσ, ζωσισ	band, girth, strap [δεσμοσ, ζωσισ]	band, girth, strap	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=181b	― (ⲡ)					― (ⲡ)					0
4380	157	0	(S) ^^ eHoun (A,sA) ^^ aHoun (B) ^^ eKoun	0	bind, join to /$gk: [[dein, katexein, aptein, kollasqai]]$/ | (of fast which) binds | (as nn m), obligation, fast (/*esp lenten*/)	bind, join to /$gk: [[dein, katexein, aptein, kollasqai]]$/ | (of fast which) binds | (as nn m), obligation, fast (/*esp lenten*/)	dein, katexein, aptein, kollasqai	181b	10	2010-04-07	2010-04-07	vagrant	vagrant	https://pishoyg.github.io/crum/4380.html	"(S) ― ⲉϩⲟⲩⲛ
(A, sA) ― ⲁϩⲟⲩⲛ
(B) ― ⲉϧⲟⲩⲛ"	"(S) ― ⲉϩⲟⲩⲛ
(A, sA) ― ⲁϩⲟⲩⲛ
(B) ― ⲉϧⲟⲩⲛ"	― ⲉϩⲟⲩⲛ, ― ⲁϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	"(S) ― ⲉϩⲟⲩⲛ
(A, sA) ― ⲁϩⲟⲩⲛ
(B) ― ⲉϧⲟⲩⲛ"	-	δειν, κατεχειν, απτειν, κολλασθαι	"bind, join to [δειν, κατεχειν, απτειν, κολλασθαι]
<i>of fast which</i> binds
<i>as nn m</i>, obligation, fast <i>(esp lenten)</i>"	"bind, join to 
<i>of fast which</i> binds
<i>as nn m</i>, obligation, fast <i>(esp lenten)</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=181b	― ⲉϩⲟⲩⲛ			― ⲁϩⲟⲩⲛ	― ⲁϩⲟⲩⲛ	― ⲉϧⲟⲩⲛ					0
4381	157	0	(S) ^^ mn- (B) ^^ nem-	0	bind with, be at enmity with	bind with, be at enmity with		181b	11	2010-04-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/4381.html	"(S) ― ⲙⲛ-
(B) ― ⲛⲉⲙ-"	"(S) ― ⲙⲛ-
(B) ― ⲛⲉⲙ-"	― ⲙⲛ-, ― ⲛⲉⲙ-	"(S) ― ⲙⲛ-
(B) ― ⲛⲉⲙ-"	-		bind with, be at enmity with	bind with, be at enmity with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=181b	― ⲙⲛ-					― ⲛⲉⲙ-					0
858	157	0	(S,B) mar-,mr-,mer-	0	(p c)	(p c)		182a	12	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/858.html	(S, B) ⲙⲁⲣ-, ⲙⲣ-, ⲙⲉⲣ-	(S, B) ⲙⲁⲣ-, ⲙⲣ-, ⲙⲉⲣ-	ⲙⲁⲣ-, ⲙⲣ-, ⲙⲉⲣ-	(S, B) ⲙⲁⲣ-, ⲙⲣ-, ⲙⲉⲣ-	-		<i>p.c.</i>	<i>p.c.</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=182a	ⲙⲁⲣ-, ⲙⲣ-, ⲙⲉⲣ-					ⲙⲁⲣ-, ⲙⲣ-, ⲙⲉⲣ-					0
859	157	0	(S) ma mm.	0	place of binding, prison /$gk: [[desmwthrion]]$/	place of binding, prison /$gk: [[desmwthrion]]$/	desmwthrion	182a	13	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/859.html	(S) ⲙⲁ ⲙⲙ.	(S) ⲙⲁ ⲙⲙ.	ⲙⲁ ⲙⲙ.	(S) ⲙⲁ ⲙⲙ.	-	δεσμωτηριον	place of binding, prison [δεσμωτηριον]	place of binding, prison	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=182a	ⲙⲁ ⲙⲙ.										0
860	157	859	(S) $^reFm.^$,mntreFm.	0	(magical) binding	(magical) binding		182a	14	2010-02-03	2010-02-03	vagrant	vagrant	https://pishoyg.github.io/crum/860.html	(S) (ⲣⲉϥⲙ.), ⲙⲛⲧⲣⲉϥⲙ.	(S) (ⲣⲉϥⲙ.), ⲙⲛⲧⲣⲉϥⲙ.	(ⲣⲉϥⲙ.), ⲙⲛⲧⲣⲉϥⲙ.	(S) (ⲣⲉϥⲙ.), ⲙⲛⲧⲣⲉϥⲙ.	-		<i>magical</i> binding	<i>magical</i> binding	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=182a	(ⲣⲉϥⲙ.), ⲙⲛⲧⲣⲉϥⲙ.										1
861	157	0	(S,B) Ginm.,Jinm.	0	binding,, that which binds	binding,, that which binds		182a	15	2010-02-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/861.html	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	ϭⲓⲛⲙ., ϫⲓⲛⲙ.	(S, B) ϭⲓⲛⲙ., ϫⲓⲛⲙ.	-		binding,, that which binds	binding,, that which binds	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=182a	ϭⲓⲛⲙ., ϫⲓⲛⲙ.					ϭⲓⲛⲙ., ϫⲓⲛⲙ.					0
