key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
5194	134	5189	(Sf) ^^ nsa-	0	upon	upon		621a	7	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5194.html	(Sf) ― ⲛⲥⲁ-	(Sf) ― ⲛⲥⲁ-	― ⲛⲥⲁ-	(Sf) ― ⲛⲥⲁ-	-		upon	upon	upon	upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621a			― ⲛⲥⲁ-								1
5195	134	5189	(S,A,sA,F) ^^ ntn-	0	from	from		621a	8	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5195.html	(S, A, sA, F) ― ⲛⲧⲛ-	(S, A, sA, F) ― ⲛⲧⲛ-	― ⲛⲧⲛ-	(S, A, sA, F) ― ⲛⲧⲛ-	-		from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621a	― ⲛⲧⲛ-			― ⲛⲧⲛ-	― ⲛⲧⲛ-		― ⲛⲧⲛ-				1
5196	134	5189	(S,A,sA,B,F) ^^ Ha-,^^ Ka-	0	bear under, support, tolerate	bear under, support, tolerate		621a	9	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5196.html	(S, A, sA, B, F) ― ϩⲁ-, ― ϧⲁ-	(S, A, sA, B, F) ― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	(S, A, sA, B, F) ― ϩⲁ-, ― ϧⲁ-	-		bear under, support, tolerate	bear under, support, tolerate	bear under, support, tolerate	bear under, support, tolerate	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621a	― ϩⲁ-, ― ϧⲁ-			― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-	― ϩⲁ-, ― ϧⲁ-				1
5197	134	5189	(S,B) ^^ Hi-	0	from off | upon	from off | upon		621b	10	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5197.html	(S, B) ― ϩⲓ-	(S, B) ― ϩⲓ-	― ϩⲓ-	(S, B) ― ϩⲓ-	-		"from off
upon"	"from off
upon"	"from off
upon"	"from off
upon"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621b	― ϩⲓ-					― ϩⲓ-					1
5198	134	5189	(S,A,B,F) ^^ Hn-,^^ Ken-	0	from in, out off	from in, out off		621b	11	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5198.html	(S, A, B, F) ― ϩⲛ-, ― ϧⲉⲛ-	(S, A, B, F) ― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-	(S, A, B, F) ― ϩⲛ-, ― ϧⲉⲛ-	-		from in, out off	from in, out off	from in, out off	from in, out off	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621b	― ϩⲛ-, ― ϧⲉⲛ-			― ϩⲛ-, ― ϧⲉⲛ-		― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-				1
5199	134	5189	(S,B) ^^ HiJn-	0	upon, for	upon, for		621b	12	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5199.html	(S, B) ― ϩⲓϫⲛ-	(S, B) ― ϩⲓϫⲛ-	― ϩⲓϫⲛ-	(S, B) ― ϩⲓϫⲛ-	-		upon, for	upon, for	upon, for	upon, for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621b	― ϩⲓϫⲛ-					― ϩⲓϫⲛ-					1
5200	134	0		99	With following adverb:	With following adverb:		621b	13	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5200.html					HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621b											0
5201	134	5200	(S,A,sA,B,F) ^^ ebol	0	take, take away /$gk: [[airein, ejairein]]$/ | (as nn) /$gk: [[afairema]]$/	take, take away /$gk: [[airein, ejairein]]$/ | (as nn) /$gk: [[afairema]]$/	airein, ejairein, afairema	621b	14	2010-05-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/5201.html	(S, A, sA, B, F) ― ⲉⲃⲟⲗ	(S, A, sA, B, F) ― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	(S, A, sA, B, F) ― ⲉⲃⲟⲗ	-	αιρειν, εξαιρειν, αφαιρεμα	"take, take away [αιρειν, εξαιρειν]
<i>as nn</i> [αφαιρεμα]"	"take, take away 
<i>as nn</i>"	"take, take away <span style=""opacity:0.7"">[αιρειν, εξαιρειν]</span>
<i>as nn</i> <span style=""opacity:0.7"">[αφαιρεμα]</span>"	"take, take away <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%B9%CF%81%CE%B5%CE%B9%CE%BD"">αιρειν</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BE%CE%B1%CE%B9%CF%81%CE%B5%CE%B9%CE%BD"">εξαιρειν</a>]</span>
<i>as nn</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%86%CE%B1%CE%B9%CF%81%CE%B5%CE%BC%CE%B1"">αφαιρεμα</a>]</span>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621b	― ⲉⲃⲟⲗ			― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ				1
7594	134	5201	^^^ *^[ebol]^* n-	0				621b	15	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7594.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=621b	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	{ⲉⲃⲟⲗ} ⲛ- (c)	2
7595	134	5201	(B) ^^^ *^[ebol]^* Ha-	0				622a	16	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7595.html	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	{ⲉⲃⲟⲗ} ϩⲁ- (c)	(B) {ⲉⲃⲟⲗ} ϩⲁ- (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=622a						{ⲉⲃⲟⲗ} ϩⲁ- (c)					2
7596	134	5201	(S) ^^^ *^[ebol]^* Hi-	0				622a	17	2010-08-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/7596.html	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓ-	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓ-	{ⲉⲃⲟⲗ} ϩⲓ- (c)	(S) {ⲉⲃⲟⲗ} ϩⲓ- (c)	-						https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=622a	{ⲉⲃⲟⲗ} ϩⲓ- (c)										2
