key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
5641	87	5638	^^^ ebol Hn-	0				208b	5	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5641.html	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲛ-	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲛ-	c ⲉⲃⲟⲗ ϩⲛ-	c ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=208b	208	b	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ ϩⲛ- (c)	ⲉⲃⲟⲗ ϩⲛ-	ⲉⲃⲟⲗ	2
5642	87	4442		99	pay	pay		208b	6	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5642.html						HEADER		pay	pay	pay	pay	pay	pay	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=208b	208	b																						1
5643	87	5642	(F) ^^^ e-	0	(of things) for which (payed)	(of things) for which (payed)		209a	7	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5643.html	(F) <i><b>c</b></i> ⲉ-	(F) <i><b>c</b></i> ⲉ-	(F) c ⲉ-	(F) c ⲉ-	(F) ⲉ- (c)	-		<i>of things</i> for which <i>payed</i>	of things for which payed	<i>of things</i> for which <i>payed</i>	<i>of things</i> for which <i>payed</i>	<i>of things</i> for which <i>payed</i>	of things for which payed	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a													ⲉ- (c)	ⲉ-								2
1074	87	4442	(S,B) meH rw=,maH rw=	0	fill mouth | seize, bite /$gk: [[analambanein, kaqaptein]]$/ | (as nn S)	fill mouth | seize, bite /$gk: [[analambanein, kaqaptein]]$/ | (as nn S)	analambanein, kaqaptein	209a	8	2010-02-05	2010-06-20	vagrant	vagrant	https://pishoyg.github.io/crum/1074.html	(S, B) ⲙⲉϩ ⲣⲱ=, ⲙⲁϩ ⲣⲱ=	(S, B) ⲙⲉϩ ⲣⲱ=, ⲙⲁϩ ⲣⲱ=	(S, B) ⲙⲉϩ ⲣⲱ=, ⲙⲁϩ ⲣⲱ=	(S, B) ⲙⲉϩ ⲣⲱ=, ⲙⲁϩ ⲣⲱ=	(S, B) ⲙⲉϩ ⲣⲱ=, ⲙⲁϩ ⲣⲱ=	-	αναλαμβανειν, καθαπτειν	"fill mouth
seize, bite [αναλαμβανειν, καθαπτειν]
<i>as nn S</i>"	"fill mouth
seize, bite [αναλαμβανειν, καθαπτειν]
as nn S"	"fill mouth
seize, bite 
<i>as nn S</i>"	"fill mouth
seize, bite <span style=""opacity:0.7"">[αναλαμβανειν, καθαπτειν]</span>
<i>as nn S</i>"	"fill mouth
seize, bite <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CE%BB%CE%B1%CE%BC%CE%B2%CE%B1%CE%BD%CE%B5%CE%B9%CE%BD"">αναλαμβανειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CE%B8%CE%B1%CF%80%CF%84%CE%B5%CE%B9%CE%BD"">καθαπτειν</a>]</span>
<i>as nn S</i>"	"fill mouth
seize, bite 
as nn S"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a	ⲙⲉϩ ⲣⲱ=, ⲙⲁϩ ⲣⲱ=	ⲙⲉϩ ⲣⲱ=									ⲙⲉϩ ⲣⲱ=, ⲙⲁϩ ⲣⲱ=	ⲙⲉϩ ⲣⲱ=									ⲙⲉϩ,ⲙⲁϩ	1
5644	87	1074		99	seize, bite	seize, bite		209a	9	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5644.html						HEADER		seize, bite	seize, bite	seize, bite	seize, bite	seize, bite	seize, bite	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a																						2
5645	87	5644	^^^ n-	0	(of thing seized) /$gk: [[analambanein, kaqaptein]]$/	(of thing seized) /$gk: [[analambanein, kaqaptein]]$/	analambanein, kaqaptein	209a	10	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5645.html	<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	c ⲛ-	c ⲛ-	ⲛ- (c)	-	αναλαμβανειν, καθαπτειν	<i>of thing seized</i> [αναλαμβανειν, καθαπτειν]	of thing seized [αναλαμβανειν, καθαπτειν]	<i>of thing seized</i>	"<i>of thing seized</i> <span style=""opacity:0.7"">[αναλαμβανειν, καθαπτειν]</span>"	"<i>of thing seized</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CE%BB%CE%B1%CE%BC%CE%B2%CE%B1%CE%BD%CE%B5%CE%B9%CE%BD"">αναλαμβανειν</a>, <a href=""https://logeion.uchicago.edu/%CE%BA%CE%B1%CE%B8%CE%B1%CF%80%CF%84%CE%B5%CE%B9%CE%BD"">καθαπτειν</a>]</span>"	of thing seized	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ- (c)	ⲛ-	ⲛ	3
5646	87	5644	*^or^* ^^^ Hn-,Ken-	0				209a	11	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5646.html	{or} <i><b>c</b></i> ϩⲛ-, ϧⲉⲛ-	{or} <i><b>c</b></i> ϩⲛ-, ϧⲉⲛ-	{or} c ϩⲛ-, ϧⲉⲛ-	{or} c ϩⲛ-, ϧⲉⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	{or} ϩⲛ-, ϧⲉⲛ- (c)	{or} ϩⲛ-	ϩⲛ,ϧⲉⲛ	3
5647	87	5644	*^or^* ^^^ e-	0				209a	12	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5647.html	{or} <i><b>c</b></i> ⲉ-	{or} <i><b>c</b></i> ⲉ-	{or} c ⲉ-	{or} c ⲉ-	{or} ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	{or} ⲉ- (c)	{or} ⲉ-	ⲉ	3
5648	87	5644	(S) *^or^* ^^^ eJn-	0				209a	13	2010-06-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/5648.html	(S) {or} <i><b>c</b></i> ⲉϫⲛ-	(S) {or} <i><b>c</b></i> ⲉϫⲛ-	(S) {or} c ⲉϫⲛ-	(S) {or} c ⲉϫⲛ-	(S) {or} ⲉϫⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a	{or} ⲉϫⲛ- (c)	{or} ⲉϫⲛ-																				3
1075	87	4442	(S,F) meH toot=,meH tat= (B) maHtot=	0	find hand, lay hold on /$gk: [[plhroun]]$/	find hand, lay hold on /$gk: [[plhroun]]$/	plhroun	209a	14	2010-02-05	2010-04-07	vagrant	vagrant	https://pishoyg.github.io/crum/1075.html	"(S, F) ⲙⲉϩ ⲧⲟⲟⲧ=, ⲙⲉϩ ⲧⲁⲧ=
(B) ⲙⲁϩⲧⲟⲧ="	"(S, F) ⲙⲉϩ ⲧⲟⲟⲧ=, ⲙⲉϩ ⲧⲁⲧ=
(B) ⲙⲁϩⲧⲟⲧ="	"(S, F) ⲙⲉϩ ⲧⲟⲟⲧ=, ⲙⲉϩ ⲧⲁⲧ=
(B) ⲙⲁϩⲧⲟⲧ="	"(S, F) ⲙⲉϩ ⲧⲟⲟⲧ=, ⲙⲉϩ ⲧⲁⲧ=
(B) ⲙⲁϩⲧⲟⲧ="	"(S, F) ⲙⲉϩ ⲧⲟⲟⲧ=, ⲙⲉϩ ⲧⲁⲧ=
(B) ⲙⲁϩⲧⲟⲧ="	-	πληρουν	find hand, lay hold on [πληρουν]	find hand, lay hold on [πληρουν]	find hand, lay hold on	"find hand, lay hold on <span style=""opacity:0.7"">[πληρουν]</span>"	"find hand, lay hold on <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%BB%CE%B7%CF%81%CE%BF%CF%85%CE%BD"">πληρουν</a>]</span>"	find hand, lay hold on	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=209a	209	a	ⲙⲉϩ ⲧⲟⲟⲧ=, ⲙⲉϩ ⲧⲁⲧ=	ⲙⲉϩ ⲧⲟⲟⲧ=									ⲙⲁϩⲧⲟⲧ=	ⲙⲁϩⲧⲟⲧ=	ⲙⲉϩ ⲧⲟⲟⲧ=, ⲙⲉϩ ⲧⲁⲧ=	ⲙⲉϩ ⲧⲟⲟⲧ=							ⲙⲁϩⲧⲟⲧ	1
