key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
1562	21	0	(S,B) r r.,er r.	0	become man	become man		295a	6	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1562.html	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	-		become man	become man	become man	become man	become man	become man	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	295	a	ⲣ ⲣ., ⲉⲣ ⲣ.	ⲣ ⲣ.									ⲣ ⲣ., ⲉⲣ ⲣ.	ⲣ ⲣ.									ⲣ,ⲉⲣ	0
1563	21	1562	(B) Jin..er r.	0	act of becoming a man	act of becoming a man		295a	7	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1563.html	(B) ϫⲓⲛⲉⲣ ⲣ.	(B) ϫⲓⲛⲉⲣ ⲣ.	(B) ϫⲓⲛⲉⲣ ⲣ.	(B) ϫⲓⲛⲉⲣ ⲣ.	(B) ϫⲓⲛⲉⲣ ⲣ.	-		act of becoming a man	act of becoming a man	act of becoming a man	act of becoming a man	act of becoming a man	act of becoming a man	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	295	a											ϫⲓⲛⲉⲣ ⲣ.	ϫⲓⲛⲉⲣ ⲣ.									ϫⲓⲛⲉⲣ	1
1564	21	0	rm-$	0	(as above), man (/*m or f*/) of, from, (pref of nn)	(as above), man (/*m or f*/) of, from, (pref of nn)		295a	8	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1564.html	ⲣⲙ-<i> &c</i>	ⲣⲙ-<i> &c</i>	ⲣⲙ- &c	ⲣⲙ- &c	ⲣⲙ- (&c)	-		<i>as above</i>, man <i>(m or f)</i> of, from, <i>pref of nn</i>	as above, man (m or f) of, from, pref of nn	<i>as above</i>, man <i>(m or f)</i> of, from, <i>pref of nn</i>	<i>as above</i>, man <i>(m or f)</i> of, from, <i>pref of nn</i>	<i>as above</i>, man <i>(m or f)</i> of, from, <i>pref of nn</i>	as above, man (m or f) of, from, pref of nn	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	295	a	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ- (&c)	ⲣⲙ-	ⲣⲙ	0
1565	21	0	(S,A,sA,B) reF- (S,A) rF- (F) leF-,leb-	0	(/*from [rm eF-]*/ pref forming agent of vb /*rarely qual*/)	(/*from [rm eF-]*/ pref forming agent of vb /*rarely qual*/)		295b	9	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1565.html	"(S, A, sA, B) ⲣⲉϥ-
(S, A) ⲣϥ-
(F) ⲗⲉϥ-, ⲗⲉⲃ-"	"(S, A, sA, B) ⲣⲉϥ-
(S, A) ⲣϥ-
(F) ⲗⲉϥ-, ⲗⲉⲃ-"	"(S, A, sA, B) ⲣⲉϥ-
(S, A) ⲣϥ-
(F) ⲗⲉϥ-, ⲗⲉⲃ-"	"(S, A, sA, B) ⲣⲉϥ-
(S, A) ⲣϥ-
(F) ⲗⲉϥ-, ⲗⲉⲃ-"	"(S, A, sA, B) ⲣⲉϥ-
(S, A) ⲣϥ-
(F) ⲗⲉϥ-, ⲗⲉⲃ-"	-		<i>(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)</i>	(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)	<i>(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)</i>	<i>(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)</i>	<i>(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)</i>	(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295b	295	b	"ⲣⲉϥ-
ⲣϥ-"	ⲣⲉϥ-					"ⲣⲉϥ-
ⲣϥ-"	ⲣⲉϥ-	ⲣⲉϥ-	ⲣⲉϥ-	ⲣⲉϥ-	ⲣⲉϥ-	ⲗⲉϥ-, ⲗⲉⲃ-	ⲗⲉϥ-							ⲣⲉϥ	0
1566	21	0	(A,sA) rm eF-	0				296a	10	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1566.html	(A, sA) ⲣⲙ ⲉϥ-	(A, sA) ⲣⲙ ⲉϥ-	(A, sA) ⲣⲙ ⲉϥ-	(A, sA) ⲣⲙ ⲉϥ-	(A, sA) ⲣⲙ ⲉϥ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a	296	a							ⲣⲙ ⲉϥ-	ⲣⲙ ⲉϥ-	ⲣⲙ ⲉϥ-	ⲣⲙ ⲉϥ-												0
1567	21	0	(S,A,sA) rmmao (B) ramao (F) remmea,lemmea,lemmaa,lemea,lemaa,limma (sA) rmmaio (A) *rmmaaei,rmmaai (B) *ramaoi,ramawi,ramawou	3	great man, (whence) rich man /$gk: [[plousios, dunasths]]$/	great man, (whence) rich man /$gk: [[plousios, dunasths]]$/	plousios, dunasths	296a	11	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1567.html	"(S, A, sA) ⲣⲙⲙⲁⲟ
(B) ⲣⲁⲙⲁⲟ
(F) ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ
(sA) ⲣⲙⲙⲁⲓⲟ
(A) <i>plural: </i>ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ
(B) <i>plural: </i>ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ"	"(S, A, sA) ⲣⲙⲙⲁⲟ
(B) ⲣⲁⲙⲁⲟ
(F) ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ
(sA) ⲣⲙⲙⲁⲓⲟ
(A) <i>plural: </i>ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ
(B) <i>plural: </i>ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ"	"(S, A, sA) ⲣⲙⲙⲁⲟ
(B) ⲣⲁⲙⲁⲟ
(F) ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ
(sA) ⲣⲙⲙⲁⲓⲟ
(A) plural: ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ
(B) plural: ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ"	"(S, A, sA) ⲣⲙⲙⲁⲟ
(B) ⲣⲁⲙⲁⲟ
(F) ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ
(sA) ⲣⲙⲙⲁⲓⲟ
(A) plural: ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ
(B) plural: ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ"	"(S, A, sA) ⲣⲙⲙⲁⲟ (noun)
(B) ⲣⲁⲙⲁⲟ (noun)
(F) ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ (noun)
(sA) ⲣⲙⲙⲁⲓⲟ (noun)
(A) ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ (ⲛ)
(B) ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ (ⲛ)"	noun	πλουσιοσ, δυναστησ	great man, <i>whence</i> rich man [πλουσιοσ, δυναστησ]	great man, whence rich man [πλουσιοσ, δυναστησ]	great man, <i>whence</i> rich man	"great man, <i>whence</i> rich man <span style=""opacity:0.7"">[πλουσιοσ, δυναστησ]</span>"	"great man, <i>whence</i> rich man <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%BB%CE%BF%CF%85%CF%83%CE%B9%CE%BF%CF%83"">πλουσιοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%B4%CF%85%CE%BD%CE%B1%CF%83%CF%84%CE%B7%CF%83"">δυναστησ</a>]</span>"	great man, whence rich man	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a	296	a	ⲣⲙⲙⲁⲟ (noun)	ⲣⲙⲙⲁⲟ					"ⲣⲙⲙⲁⲟ (noun)
ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ (ⲛ)"	ⲣⲙⲙⲁⲟ	"ⲣⲙⲙⲁⲟ (noun)
ⲣⲙⲙⲁⲓⲟ (noun)"	ⲣⲙⲙⲁⲟ	"ⲣⲁⲙⲁⲟ (noun)
ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ (ⲛ)"	ⲣⲁⲙⲁⲟ	ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ (noun)	ⲣⲉⲙⲙⲉⲁ							ⲣⲁⲙⲁⲟ,ⲉ̀ⲣⲁⲙⲁⲟ,ⲛ̀ⲣⲁⲙⲁⲟ,ⲙ̀ⲣⲁⲙⲁⲟ,ⲟⲩⲣⲁⲙⲁⲟ,ϩⲁⲛⲣⲁⲙⲁⲟ,ⲡ̀ⲣⲁⲙⲁⲟ,ⲫ̀ⲣⲁⲙⲁⲟ,ⲡⲁⲓⲣⲁⲙⲁⲟ,ⲡⲁⲣⲁⲙⲁⲟ,ⲡⲉⲛⲣⲁⲙⲁⲟ,ⲡⲉⲕⲣⲁⲙⲁⲟ,ⲡⲉⲣⲁⲙⲁⲟ,ⲡⲉⲧⲉⲛⲣⲁⲙⲁⲟ,ⲡⲉϥⲣⲁⲙⲁⲟ,ⲡⲉⲥⲣⲁⲙⲁⲟ,ⲡⲟⲩⲣⲁⲙⲁⲟ,ⲧ̀ⲣⲁⲙⲁⲟ,ⲑ̀ⲣⲁⲙⲁⲟ,ⲧⲁⲓⲣⲁⲙⲁⲟ,ⲧⲁⲣⲁⲙⲁⲟ,ⲧⲉⲛⲣⲁⲙⲁⲟ,ⲧⲉⲕⲣⲁⲙⲁⲟ,ⲧⲉⲣⲁⲙⲁⲟ,ⲧⲉⲧⲉⲛⲣⲁⲙⲁⲟ,ⲧⲉϥⲣⲁⲙⲁⲟ,ⲧⲉⲥⲣⲁⲙⲁⲟ,ⲧⲟⲩⲣⲁⲙⲁⲟ,ⲛⲓⲣⲁⲙⲁⲟ,ⲛⲉⲛⲣⲁⲙⲁⲟ,ⲛⲁⲓⲣⲁⲙⲁⲟ,ⲛⲁⲣⲁⲙⲁⲟ,ⲛⲉⲕⲣⲁⲙⲁⲟ,ⲛⲉⲣⲁⲙⲁⲟ,ⲛⲉⲧⲉⲛⲣⲁⲙⲁⲟ,ⲛⲉϥⲣⲁⲙⲁⲟ,ⲛⲉⲥⲣⲁⲙⲁⲟ,ⲛⲟⲩⲣⲁⲙⲁⲟ,ⲣⲁⲙⲁⲟⲓ,ⲉ̀ⲣⲁⲙⲁⲟⲓ,ⲛ̀ⲣⲁⲙⲁⲟⲓ,ⲙ̀ⲣⲁⲙⲁⲟⲓ,ϩⲁⲛⲣⲁⲙⲁⲟⲓ,ⲛⲓⲣⲁⲙⲁⲟⲓ,ⲛⲉⲛⲣⲁⲙⲁⲟⲓ,ⲛⲁⲓⲣⲁⲙⲁⲟⲓ,ⲛⲁⲣⲁⲙⲁⲟⲓ,ⲛⲉⲕⲣⲁⲙⲁⲟⲓ,ⲛⲉⲣⲁⲙⲁⲟⲓ,ⲛⲉⲧⲉⲛⲣⲁⲙⲁⲟⲓ,ⲛⲉϥⲣⲁⲙⲁⲟⲓ,ⲛⲉⲥⲣⲁⲙⲁⲟⲓ,ⲛⲟⲩⲣⲁⲙⲁⲟⲓ,ⲣⲁⲙⲁⲱⲓ,ⲉ̀ⲣⲁⲙⲁⲱⲓ,ⲛ̀ⲣⲁⲙⲁⲱⲓ,ⲙ̀ⲣⲁⲙⲁⲱⲓ,ϩⲁⲛⲣⲁⲙⲁⲱⲓ,ⲛⲓⲣⲁⲙⲁⲱⲓ,ⲛⲉⲛⲣⲁⲙⲁⲱⲓ,ⲛⲁⲓⲣⲁⲙⲁⲱⲓ,ⲛⲁⲣⲁⲙⲁⲱⲓ,ⲛⲉⲕⲣⲁⲙⲁⲱⲓ,ⲛⲉⲣⲁⲙⲁⲱⲓ,ⲛⲉⲧⲉⲛⲣⲁⲙⲁⲱⲓ,ⲛⲉϥⲣⲁⲙⲁⲱⲓ,ⲛⲉⲥⲣⲁⲙⲁⲱⲓ,ⲛⲟⲩⲣⲁⲙⲁⲱⲓ,ⲣⲁⲙⲁⲱⲟⲩ,ⲉ̀ⲣⲁⲙⲁⲱⲟⲩ,ⲛ̀ⲣⲁⲙⲁⲱⲟⲩ,ⲙ̀ⲣⲁⲙⲁⲱⲟⲩ,ϩⲁⲛⲣⲁⲙⲁⲱⲟⲩ,ⲛⲓⲣⲁⲙⲁⲱⲟⲩ,ⲛⲉⲛⲣⲁⲙⲁⲱⲟⲩ,ⲛⲁⲓⲣⲁⲙⲁⲱⲟⲩ,ⲛⲁⲣⲁⲙⲁⲱⲟⲩ,ⲛⲉⲕⲣⲁⲙⲁⲱⲟⲩ,ⲛⲉⲣⲁⲙⲁⲱⲟⲩ,ⲛⲉⲧⲉⲛⲣⲁⲙⲁⲱⲟⲩ,ⲛⲉϥⲣⲁⲙⲁⲱⲟⲩ,ⲛⲉⲥⲣⲁⲙⲁⲱⲟⲩ,ⲛⲟⲩⲣⲁⲙⲁⲱⲟⲩ	0
1568	21	1567	(S,A,B,F) mntr.,metr.,mntl.,metl.	0	riches, wealth /$gk: [[ploutos]]$/	riches, wealth /$gk: [[ploutos]]$/	ploutos	296a	12	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1568.html	(S, A, B, F) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	(S, A, B, F) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	(S, A, B, F) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	(S, A, B, F) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	(S, A, B, F) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	-	πλουτοσ	riches, wealth [πλουτοσ]	riches, wealth [πλουτοσ]	riches, wealth	"riches, wealth <span style=""opacity:0.7"">[πλουτοσ]</span>"	"riches, wealth <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%BB%CE%BF%CF%85%CF%84%CE%BF%CF%83"">πλουτοσ</a>]</span>"	riches, wealth	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a	296	a	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	ⲙⲛⲧⲣ.					ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	ⲙⲛⲧⲣ.			ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	ⲙⲛⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	ⲙⲛⲧⲣ.							ⲙⲛⲧⲣ,ⲙⲉⲧⲣ,ⲙⲛⲧⲗ,ⲙⲉⲧⲗ	1
1569	21	1567	(S,B) r r.,er r.	0	become, make rich /$gk: [[ploutein]]$/	become, make rich /$gk: [[ploutein]]$/	ploutein	296a	13	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1569.html	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	-	πλουτειν	become, make rich [πλουτειν]	become, make rich [πλουτειν]	become, make rich	"become, make rich <span style=""opacity:0.7"">[πλουτειν]</span>"	"become, make rich <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%BB%CE%BF%CF%85%CF%84%CE%B5%CE%B9%CE%BD"">πλουτειν</a>]</span>"	become, make rich	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a	296	a	ⲣ ⲣ., ⲉⲣ ⲣ.	ⲣ ⲣ.									ⲣ ⲣ., ⲉⲣ ⲣ.	ⲣ ⲣ.									ⲣ,ⲉⲣ	1
734	22	0	(S,A,sA,B) m.	6	truthful, righteous /$gk: [[alhqinos]]$/ | real, genuine	truthful, righteous /$gk: [[alhqinos]]$/ | real, genuine	alhqinos	157a	1	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/734.html	(S, A, sA, B) ⲙ.	(S, A, sA, B) ⲙ.	(S, A, sA, B) ⲙ.	(S, A, sA, B) ⲙ.	(S, A, sA, B) ⲙ. (adj.)	adjective	αληθινοσ	"truthful, righteous [αληθινοσ]
real, genuine"	"truthful, righteous [αληθινοσ]
real, genuine"	"truthful, righteous 
real, genuine"	"truthful, righteous <span style=""opacity:0.7"">[αληθινοσ]</span>
real, genuine"	"truthful, righteous <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B7%CE%B8%CE%B9%CE%BD%CE%BF%CF%83"">αληθινοσ</a>]</span>
real, genuine"	"truthful, righteous 
real, genuine"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=157a	157	a	ⲙ. (adj.)	ⲙ.					ⲙ. (adj.)	ⲙ.	ⲙ. (adj.)	ⲙ.	ⲙ. (adj.)	ⲙ.									ⲙ,ⲉ̀ⲙ,ⲛ̀ⲙ,ⲙ̀ⲙ,ⲟⲩⲙ,ϩⲁⲛⲙ,ⲡ̀ⲙ,ⲫ̀ⲙ,ⲡⲁⲓⲙ,ⲡⲁⲙ,ⲡⲉⲛⲙ,ⲡⲉⲕⲙ,ⲡⲉⲙ,ⲡⲉⲧⲉⲛⲙ,ⲡⲉϥⲙ,ⲡⲉⲥⲙ,ⲡⲟⲩⲙ,ⲧ̀ⲙ,ⲑ̀ⲙ,ⲧⲁⲓⲙ,ⲧⲁⲙ,ⲧⲉⲛⲙ,ⲧⲉⲕⲙ,ⲧⲉⲙ,ⲧⲉⲧⲉⲛⲙ,ⲧⲉϥⲙ,ⲧⲉⲥⲙ,ⲧⲟⲩⲙ,ⲛⲓⲙ,ⲛⲉⲛⲙ,ⲛⲁⲓⲙ,ⲛⲁⲙ,ⲛⲉⲕⲙ,ⲛⲉⲙ,ⲛⲉⲧⲉⲛⲙ,ⲛⲉϥⲙ,ⲛⲉⲥⲙ,ⲛⲟⲩⲙ	0
735	22	0	(S,B,F) mntm.,meqm.	4	truth, righteousness /$gk: [[alhqeia]]$/	truth, righteousness /$gk: [[alhqeia]]$/	alhqeia	157a	2	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/735.html	(S, B, F) ⲙⲛⲧⲙ., ⲙⲉⲑⲙ.	(S, B, F) ⲙⲛⲧⲙ., ⲙⲉⲑⲙ.	(S, B, F) ⲙⲛⲧⲙ., ⲙⲉⲑⲙ.	(S, B, F) ⲙⲛⲧⲙ., ⲙⲉⲑⲙ.	(S, B, F) ⲙⲛⲧⲙ., ⲙⲉⲑⲙ. (ⲧ)	noun female	αληθεια	truth, righteousness [αληθεια]	truth, righteousness [αληθεια]	truth, righteousness	"truth, righteousness <span style=""opacity:0.7"">[αληθεια]</span>"	"truth, righteousness <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BB%CE%B7%CE%B8%CE%B5%CE%B9%CE%B1"">αληθεια</a>]</span>"	truth, righteousness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=157a	157	a	ⲙⲛⲧⲙ., ⲙⲉⲑⲙ. (ⲧ)	ⲙⲛⲧⲙ.									ⲙⲛⲧⲙ., ⲙⲉⲑⲙ. (ⲧ)	ⲙⲛⲧⲙ.	ⲙⲛⲧⲙ., ⲙⲉⲑⲙ. (ⲧ)	ⲙⲛⲧⲙ.							ⲙⲛⲧⲙ,ⲉ̀ⲙⲛⲧⲙ,ⲛ̀ⲙⲛⲧⲙ,ⲙ̀ⲙⲛⲧⲙ,ⲟⲩⲙⲛⲧⲙ,ϩⲁⲛⲙⲛⲧⲙ,ⲧ̀ⲙⲛⲧⲙ,ⲑ̀ⲙⲛⲧⲙ,ⲧⲁⲓⲙⲛⲧⲙ,ⲧⲁⲙⲛⲧⲙ,ⲧⲉⲛⲙⲛⲧⲙ,ⲧⲉⲕⲙⲛⲧⲙ,ⲧⲉⲙⲛⲧⲙ,ⲧⲉⲧⲉⲛⲙⲛⲧⲙ,ⲧⲉϥⲙⲛⲧⲙ,ⲧⲉⲥⲙⲛⲧⲙ,ⲧⲟⲩⲙⲛⲧⲙ,ⲛⲓⲙⲛⲧⲙ,ⲛⲉⲛⲙⲛⲧⲙ,ⲛⲁⲓⲙⲛⲧⲙ,ⲛⲁⲙⲛⲧⲙ,ⲛⲉⲕⲙⲛⲧⲙ,ⲛⲉⲙⲛⲧⲙ,ⲛⲉⲧⲉⲛⲙⲛⲧⲙ,ⲛⲉϥⲙⲛⲧⲙ,ⲛⲉⲥⲙⲛⲧⲙ,ⲛⲟⲩⲙⲛⲧⲙ,ⲙⲉⲑⲙ,ⲉ̀ⲙⲉⲑⲙ,ⲛ̀ⲙⲉⲑⲙ,ⲙ̀ⲙⲉⲑⲙ,ⲟⲩⲙⲉⲑⲙ,ϩⲁⲛⲙⲉⲑⲙ,ⲧ̀ⲙⲉⲑⲙ,ⲑ̀ⲙⲉⲑⲙ,ⲧⲁⲓⲙⲉⲑⲙ,ⲧⲁⲙⲉⲑⲙ,ⲧⲉⲛⲙⲉⲑⲙ,ⲧⲉⲕⲙⲉⲑⲙ,ⲧⲉⲙⲉⲑⲙ,ⲧⲉⲧⲉⲛⲙⲉⲑⲙ,ⲧⲉϥⲙⲉⲑⲙ,ⲧⲉⲥⲙⲉⲑⲙ,ⲧⲟⲩⲙⲉⲑⲙ,ⲛⲓⲙⲉⲑⲙ,ⲛⲉⲛⲙⲉⲑⲙ,ⲛⲁⲓⲙⲉⲑⲙ,ⲛⲁⲙⲉⲑⲙ,ⲛⲉⲕⲙⲉⲑⲙ,ⲛⲉⲙⲉⲑⲙ,ⲛⲉⲧⲉⲛⲙⲉⲑⲙ,ⲛⲉϥⲙⲉⲑⲙ,ⲛⲉⲥⲙⲉⲑⲙ,ⲛⲟⲩⲙⲉⲑⲙ	0
