key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
4917	270	4913	(S) ^^ nsa-	0	stir diligently	stir diligently		454b	5	2010-04-25	1900-01-01	vagrant		(S) ― ⲛⲥⲁ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">― ⲛⲥⲁ-</span></span>"	― ⲛⲥⲁ-	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">― ⲛⲥⲁ-</span></span>"	-		stir diligently	stir diligently	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	― ⲛⲥⲁ-										1
4918	270	4913	(S,A,F) ^^ Hi-	0	mix with	mix with		454b	6	2010-04-25	1900-01-01	vagrant		(S, A, F) ― ϩⲓ-	"<span class=""word S A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A F"">― ϩⲓ-</span></span>"	― ϩⲓ-	"<span class=""word S A F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect A"">A</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S A F"">― ϩⲓ-</span></span>"	-		mix with	mix with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	― ϩⲓ-			― ϩⲓ-			― ϩⲓ-				1
4919	270	4913	(S,B,F) ^^ Hn-,^^ Ken-	0	mix with (/*agent*/) | mix, be concerned in	mix with (/*agent*/) | mix, be concerned in		454b	7	2010-04-25	1900-01-01	vagrant		(S, B, F) ― ϩⲛ-, ― ϧⲉⲛ-	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">― ϩⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling S B F"">― ϧⲉⲛ-</span></span>"	― ϩⲛ-, ― ϧⲉⲛ-	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">― ϩⲛ-</span><span class=""spelling-comma"">, </span><span class=""spelling S B F"">― ϧⲉⲛ-</span></span>"	-		"mix with <i>(agent)</i>
mix, be concerned in"	"mix with <i>(agent)</i>
mix, be concerned in"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	― ϩⲛ-, ― ϧⲉⲛ-					― ϩⲛ-, ― ϧⲉⲛ-	― ϩⲛ-, ― ϧⲉⲛ-				1
6733	270	0		99	With following adverb:	With following adverb:		454b	8	2010-07-30	1900-01-01	vagrant						HEADER		With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b											0
6734	270	6733	^^^ ebol	0				454b	9	2010-07-30	1900-01-01	vagrant		<i><b>c</b></i> ⲉⲃⲟⲗ	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲃⲟⲗ</span></span>"	ⲉⲃⲟⲗ	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ</span> <span class=""type"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	1
6735	270	6733	(S,sA) ^^^ eHoun	0				454b	10	2010-07-30	1900-01-01	vagrant		(S, sA) <i><b>c</b></i> ⲉϩⲟⲩⲛ	"<span class=""word S sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S sA""><i><b>c</b></i> ⲉϩⲟⲩⲛ</span></span>"	ⲉϩⲟⲩⲛ	"<span class=""word S sA""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect sA"">sA</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S sA"">ⲉϩⲟⲩⲛ</span> <span class=""type S sA"">(c)</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	ⲉϩⲟⲩⲛ (c)				ⲉϩⲟⲩⲛ (c)						1
2435	270	0	(S,B) ^^	1	mixture, disturbance	mixture, disturbance		454b	11	2010-02-27	1900-01-01	vagrant		(S, B) ―	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">―</span></span>"	―	"<span class=""word S B""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B"">―</span> <span class=""type S B"">(ⲡ)</span></span>"	noun male		mixture, disturbance	mixture, disturbance	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	― (ⲡ)					― (ⲡ)					0
2436	270	0	(S,B,F) att.	0	unmixed, not confused	unmixed, not confused		454b	12	2010-02-27	1900-01-01	vagrant		(S, B, F) ⲁⲧⲧ.	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">ⲁⲧⲧ.</span></span>"	ⲁⲧⲧ.	"<span class=""word S B F""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-comma"">, </span><span class=""dialect B"">B</span><span class=""dialect-comma"">, </span><span class=""dialect F"">F</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S B F"">ⲁⲧⲧ.</span></span>"	-		unmixed, not confused	unmixed, not confused	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	ⲁⲧⲧ.					ⲁⲧⲧ.	ⲁⲧⲧ.				0
2437	270	0	(S) mait.	0	loving to meddle	loving to meddle		454b	13	2010-02-27	2010-02-27	vagrant	vagrant	(S) ⲙⲁⲓⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲙⲁⲓⲧ.</span></span>"	ⲙⲁⲓⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲙⲁⲓⲧ.</span></span>"	-		loving to meddle	loving to meddle	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	ⲙⲁⲓⲧ.										0
2438	270	0	(S) reFt.	0	mixer, meddler /$gk: [[periergos]]$/	mixer, meddler /$gk: [[periergos]]$/	periergos	454b	14	2010-02-27	1900-01-01	vagrant		(S) ⲣⲉϥⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣⲉϥⲧ.</span></span>"	ⲣⲉϥⲧ.	"<span class=""word S""><span class=""dialect-parenthesis"">(</span><span class=""dialect S"">S</span><span class=""dialect-parenthesis"">)</span> <span class=""spelling S"">ⲣⲉϥⲧ.</span></span>"	-	περιεργοσ	mixer, meddler [περιεργοσ]	mixer, meddler	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=454b	ⲣⲉϥⲧ.										0
