key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
7112	1813	0		99	With following adverb:	With following adverb:		523b	8	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7112.html					HEADER		With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b											0
7113	1813	7112	^^^ ebol	0				523b	9	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7113.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	1
7114	1813	7112	(S,B) ^^^ epesht	0	sink down	sink down		523b	10	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7114.html	(S, B) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	(S, B) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	(S, B) ⲉⲡⲉⲥⲏⲧ (c)	-		sink down	sink down	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b	ⲉⲡⲉⲥⲏⲧ (c)					ⲉⲡⲉⲥⲏⲧ (c)					1
7115	1813	7112	(S,B) ^^^ eHrai,^^^ eKrai	0	(as last)	(as last)		523b	11	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7115.html	(S, B) <i><b>c</b></i> ⲉϩⲣⲁⲓ, <i><b>c</b></i> ⲉϧⲣⲁⲓ	(S, B) <i><b>c</b></i> ⲉϩⲣⲁⲓ, <i><b>c</b></i> ⲉϧⲣⲁⲓ	ⲉϩⲣⲁⲓ, ⲉϧⲣⲁⲓ (c)	(S, B) ⲉϩⲣⲁⲓ, ⲉϧⲣⲁⲓ (c)	-		<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b	ⲉϩⲣⲁⲓ, ⲉϧⲣⲁⲓ (c)					ⲉϩⲣⲁⲓ, ⲉϧⲣⲁⲓ (c)					1
7116	1813	7112	(A,sA,B) ^^^ aHrai e-,^^^ eKrai e-	0				523b	12	2010-08-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/7116.html	(A, sA, B) <i><b>c</b></i> ⲁϩⲣⲁⲓ ⲉ-, <i><b>c</b></i> ⲉϧⲣⲁⲓ ⲉ-	(A, sA, B) <i><b>c</b></i> ⲁϩⲣⲁⲓ ⲉ-, <i><b>c</b></i> ⲉϧⲣⲁⲓ ⲉ-	ⲁϩⲣⲁⲓ ⲉ-, ⲉϧⲣⲁⲓ ⲉ- (c)	(A, sA, B) ⲁϩⲣⲁⲓ ⲉ-, ⲉϧⲣⲁⲓ ⲉ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b				ⲁϩⲣⲁⲓ ⲉ-, ⲉϧⲣⲁⲓ ⲉ- (c)	ⲁϩⲣⲁⲓ ⲉ-, ⲉϧⲣⲁⲓ ⲉ- (c)	ⲁϩⲣⲁⲓ ⲉ-, ⲉϧⲣⲁⲓ ⲉ- (c)					1
2779	1813	0	(S,B) ^^	1	sinking, dipping, baptism /$gk: [[katapontismos, baptisma]]$/	sinking, dipping, baptism /$gk: [[katapontismos, baptisma]]$/	katapontismos, baptisma	523b	13	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2779.html	(S, B) ―	(S, B) ―	―	(S, B) ― (ⲡ)	noun male	καταποντισμοσ, βαπτισμα	sinking, dipping, baptism [καταποντισμοσ, βαπτισμα]	sinking, dipping, baptism	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b	― (ⲡ)					― (ⲡ)					0
2780	1813	0	(S) reFw.	0	diver	diver		523b	14	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2780.html	(S) ⲣⲉϥⲱ.	(S) ⲣⲉϥⲱ.	ⲣⲉϥⲱ.	(S) ⲣⲉϥⲱ.	-		diver	diver	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b	ⲣⲉϥⲱ.										0
2781	1813	0	(sA,B) T w.	0	give baptism, baptize /$gk: [[baptein]]$/	give baptism, baptize /$gk: [[baptein]]$/	baptein	523b	15	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2781.html	(sA, B) ϯ ⲱ.	(sA, B) ϯ ⲱ.	ϯ ⲱ.	(sA, B) ϯ ⲱ.	-	βαπτειν	give baptism, baptize [βαπτειν]	give baptism, baptize	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b					ϯ ⲱ.	ϯ ⲱ.					0
2782	1813	2781	(B) reF..T w.	0	baptist	baptist		523b	16	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2782.html	(B) ⲣⲉϥϯ ⲱ.	(B) ⲣⲉϥϯ ⲱ.	ⲣⲉϥϯ ⲱ.	(B) ⲣⲉϥϯ ⲱ.	-		baptist	baptist	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=523b						ⲣⲉϥϯ ⲱ.					1
2783	1813	0	(B) Gi w.	0	get baptism, be baptised /$gk: [[baptizein]]$/ | (as nn) /$gk: [[baptismos]]$/	get baptism, be baptised /$gk: [[baptizein]]$/ | (as nn) /$gk: [[baptismos]]$/	baptizein, baptismos	524a	17	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/2783.html	(B) ϭⲓ ⲱ.	(B) ϭⲓ ⲱ.	ϭⲓ ⲱ.	(B) ϭⲓ ⲱ.	-	βαπτιζειν, βαπτισμοσ	"get baptism, be baptised [βαπτιζειν]
<i>as nn</i> [βαπτισμοσ]"	"get baptism, be baptised 
<i>as nn</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=524a						ϭⲓ ⲱ.					0
