key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
1562	21	0	(S,B) r r.,er r.	0	become man	become man		295a	6	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1562.html	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	ⲣ ⲣ., ⲉⲣ ⲣ.	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲣ ⲣ.</span>, <span class=""spelling S B"">ⲉⲣ ⲣ.</span></span>"	-		become man	become man	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	ⲣ ⲣ., ⲉⲣ ⲣ.					ⲣ ⲣ., ⲉⲣ ⲣ.					0
1563	21	1562	(B) Jin..er r.	0	act of becoming a man	act of becoming a man		295a	7	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1563.html	(B) ϫⲓⲛⲉⲣ ⲣ.	(B) ϫⲓⲛⲉⲣ ⲣ.	ϫⲓⲛⲉⲣ ⲣ.	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϫⲓⲛⲉⲣ ⲣ.</span></span>"	-		act of becoming a man	act of becoming a man	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a						ϫⲓⲛⲉⲣ ⲣ.					1
1564	21	0	rm-$	0	(as above), man (/*m or f*/) of, from, (pref of nn)	(as above), man (/*m or f*/) of, from, (pref of nn)		295a	8	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1564.html	ⲣⲙ-<i> &c</i>	ⲣⲙ-<i> &c</i>	ⲣⲙ-	"<span class=""word""><span class=""spelling"">ⲣⲙ-</span> (&c)</span>"	-		<i>as above</i>, man <i>(m or f)</i> of, from, <i>pref of nn</i>	<i>as above</i>, man <i>(m or f)</i> of, from, <i>pref of nn</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295a	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	ⲣⲙ- (&c)	0
1565	21	0	(S,A,sA,B) reF- (S,A) rF- (F) leF-,leb-	0	(/*from [rm eF-]*/ pref forming agent of vb /*rarely qual*/)	(/*from [rm eF-]*/ pref forming agent of vb /*rarely qual*/)		295b	9	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1565.html	"(S, A, sA, B) ⲣⲉϥ-
(S, A) ⲣϥ-
(F) ⲗⲉϥ-, ⲗⲉⲃ-"	"(S, A, sA, B) ⲣⲉϥ-
(S, A) ⲣϥ-
(F) ⲗⲉϥ-, ⲗⲉⲃ-"	ⲣⲉϥ-, ⲣϥ-, ⲗⲉϥ-, ⲗⲉⲃ-	"<span class=""word S A sA B"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>) <span class=""spelling S A sA B"">ⲣⲉϥ-</span></span>
<span class=""word S A"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>) <span class=""spelling S A"">ⲣϥ-</span></span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ⲗⲉϥ-</span>, <span class=""spelling F"">ⲗⲉⲃ-</span></span>"	-		<i>(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)</i>	<i>(from ⲣⲙ ⲉϥ-) pref forming agent of vb (rarely qual)</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=295b	"ⲣⲉϥ-
ⲣϥ-"			"ⲣⲉϥ-
ⲣϥ-"	ⲣⲉϥ-	ⲣⲉϥ-	ⲗⲉϥ-, ⲗⲉⲃ-				0
1566	21	0	(A,sA) rm eF-	0				296a	10	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1566.html	(A, sA) ⲣⲙ ⲉϥ-	(A, sA) ⲣⲙ ⲉϥ-	ⲣⲙ ⲉϥ-	"<span class=""word A sA"">(<span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>) <span class=""spelling A sA"">ⲣⲙ ⲉϥ-</span></span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a				ⲣⲙ ⲉϥ-	ⲣⲙ ⲉϥ-						0
1567	21	0	(S,A,sA) rmmao (B) ramao (F) remmea,lemmea,lemmaa,lemea,lemaa,limma (sA) rmmaio (A) *rmmaaei,rmmaai (B) *ramaoi,ramawi,ramawou	3	great man, (whence) rich man /$gk: [[plousios, dunasths]]$/	great man, (whence) rich man /$gk: [[plousios, dunasths]]$/	plousios, dunasths	296a	11	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1567.html	"(S, A, sA) ⲣⲙⲙⲁⲟ
(B) ⲣⲁⲙⲁⲟ
(F) ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ
(sA) ⲣⲙⲙⲁⲓⲟ
(A) <i>plural: </i>ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ
(B) <i>plural: </i>ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ"	"(S, A, sA) ⲣⲙⲙⲁⲟ
(B) ⲣⲁⲙⲁⲟ
(F) ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ
(sA) ⲣⲙⲙⲁⲓⲟ
(A) <i>plural: </i>ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ
(B) <i>plural: </i>ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ"	ⲣⲙⲙⲁⲟ, ⲣⲁⲙⲁⲟ, ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ, ⲣⲙⲙⲁⲓⲟ, ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ, ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ	"<span class=""word S A sA"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>) <span class=""spelling S A sA"">ⲣⲙⲙⲁⲟ</span> (noun)</span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲣⲁⲙⲁⲟ</span> (noun)</span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ⲣⲉⲙⲙⲉⲁ</span>, <span class=""spelling F"">ⲗⲉⲙⲙⲉⲁ</span>, <span class=""spelling F"">ⲗⲉⲙⲙⲁⲁ</span>, <span class=""spelling F"">ⲗⲉⲙⲉⲁ</span>, <span class=""spelling F"">ⲗⲉⲙⲁⲁ</span>, <span class=""spelling F"">ⲗⲓⲙⲙⲁ</span> (noun)</span>
<span class=""word sA"">(<span class=""dialect sA"">sA</span>) <span class=""spelling sA"">ⲣⲙⲙⲁⲓⲟ</span> (noun)</span>
<span class=""word A"">(<span class=""dialect A"">A</span>) <span class=""spelling A"">ⲣⲙⲙⲁⲁⲉⲓ</span>, <span class=""spelling A"">ⲣⲙⲙⲁⲁⲓ</span> (ⲛ)</span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲣⲁⲙⲁⲟⲓ</span>, <span class=""spelling B"">ⲣⲁⲙⲁⲱⲓ</span>, <span class=""spelling B"">ⲣⲁⲙⲁⲱⲟⲩ</span> (ⲛ)</span>"	noun	πλουσιοσ, δυναστησ	great man, <i>whence</i> rich man [πλουσιοσ, δυναστησ]	great man, <i>whence</i> rich man	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a	ⲣⲙⲙⲁⲟ (noun)			"ⲣⲙⲙⲁⲟ (noun)
ⲣⲙⲙⲁⲁⲉⲓ, ⲣⲙⲙⲁⲁⲓ (ⲛ)"	"ⲣⲙⲙⲁⲟ (noun)
ⲣⲙⲙⲁⲓⲟ (noun)"	"ⲣⲁⲙⲁⲟ (noun)
ⲣⲁⲙⲁⲟⲓ, ⲣⲁⲙⲁⲱⲓ, ⲣⲁⲙⲁⲱⲟⲩ (ⲛ)"	ⲣⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲉⲁ, ⲗⲉⲙⲙⲁⲁ, ⲗⲉⲙⲉⲁ, ⲗⲉⲙⲁⲁ, ⲗⲓⲙⲙⲁ (noun)				0
1568	21	1567	(S,A,B,F) mntr.,metr.,mntl.,metl.	0	riches, wealth /$gk: [[ploutos]]$/	riches, wealth /$gk: [[ploutos]]$/	ploutos	296a	12	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1568.html	(S, A, B, F) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	(S, A, B, F) ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	"<span class=""word S A B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A B F"">ⲙⲛⲧⲣ.</span>, <span class=""spelling S A B F"">ⲙⲉⲧⲣ.</span>, <span class=""spelling S A B F"">ⲙⲛⲧⲗ.</span>, <span class=""spelling S A B F"">ⲙⲉⲧⲗ.</span></span>"	-	πλουτοσ	riches, wealth [πλουτοσ]	riches, wealth	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.			ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.		ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ., ⲙⲛⲧⲗ., ⲙⲉⲧⲗ.				1
1569	21	1567	(S,B) r r.,er r.	0	become, make rich /$gk: [[ploutein]]$/	become, make rich /$gk: [[ploutein]]$/	ploutein	296a	13	2010-02-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/1569.html	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	(S, B) ⲣ ⲣ., ⲉⲣ ⲣ.	ⲣ ⲣ., ⲉⲣ ⲣ.	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲣ ⲣ.</span>, <span class=""spelling S B"">ⲉⲣ ⲣ.</span></span>"	-	πλουτειν	become, make rich [πλουτειν]	become, make rich	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=296a	ⲣ ⲣ., ⲉⲣ ⲣ.					ⲣ ⲣ., ⲉⲣ ⲣ.					1
734	22	0	(S,A,sA,B) m.	6	truthful, righteous /$gk: [[alhqinos]]$/ | real, genuine	truthful, righteous /$gk: [[alhqinos]]$/ | real, genuine	alhqinos	157a	1	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/734.html	(S, A, sA, B) ⲙ.	(S, A, sA, B) ⲙ.	ⲙ.	"<span class=""word S A sA B"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>) <span class=""spelling S A sA B"">ⲙ.</span> (adj.)</span>"	adjective	αληθινοσ	"truthful, righteous [αληθινοσ]
real, genuine"	"truthful, righteous 
real, genuine"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=157a	ⲙ. (adj.)			ⲙ. (adj.)	ⲙ. (adj.)	ⲙ. (adj.)					0
735	22	0	(S,B,F) mntm.,meqm.	4	truth, righteousness /$gk: [[alhqeia]]$/	truth, righteousness /$gk: [[alhqeia]]$/	alhqeia	157a	2	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/735.html	(S, B, F) ⲙⲛⲧⲙ., ⲙⲉⲑⲙ.	(S, B, F) ⲙⲛⲧⲙ., ⲙⲉⲑⲙ.	ⲙⲛⲧⲙ., ⲙⲉⲑⲙ.	"<span class=""word S B F"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S B F"">ⲙⲛⲧⲙ.</span>, <span class=""spelling S B F"">ⲙⲉⲑⲙ.</span> (ⲧ)</span>"	noun female	αληθεια	truth, righteousness [αληθεια]	truth, righteousness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=157a	ⲙⲛⲧⲙ., ⲙⲉⲑⲙ. (ⲧ)					ⲙⲛⲧⲙ., ⲙⲉⲑⲙ. (ⲧ)	ⲙⲛⲧⲙ., ⲙⲉⲑⲙ. (ⲧ)				0
