book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Gospel of St. Mark	14	14	40	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲟⲩⲟϩ ⲁϥⲓ̀ ⲟⲛ ⲁϥϫⲉⲙⲟⲩ ⲉⲩⲛⲕⲟⲧ ⲛⲁⲣⲉ ⲛⲟⲩⲃⲁⲗ ⲅⲁⲣ ϩⲟⲣϣ ⲡⲉ ⲟⲩⲟϩ ⲛⲁⲩⲉⲙⲓ ⲁⲛ ⲡⲉ ϫⲉ ⲟⲩ ⲡⲉⲧⲟⲩⲛⲁⲉⲣⲟⲩⲱ ⲙ̀ⲙⲟϥ ⲛⲁϥ	ⲛ̅ⲧⲉⲣⲉϥⲉⲓ ⲟⲛ ϣⲁⲣⲟⲟⲩ ⲁϥϩⲉ ⲉⲣⲟⲟⲩ ⲉⲩⲟⲃϣ̅. ⲛⲉⲣⲉ ⲛⲉⲩⲃⲁⲗ ⲅⲁⲣ ϩⲟⲣϣ ⲁⲩⲱ ⲛⲉⲩⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉ ⲉⲩⲛⲁϫⲟⲟⲥ ⲛⲁϥ ϫⲉ ⲟⲩ.	And he came again, he found them sleeping, for their eyes were (imperf.) heavy; and they were not knowing what they will answer him.	καὶ πάλιν ἐλθὼν εὗρεν αὐτοὺς καθεύδοντας, ἦσαν γὰρ αὐτῶν οἱ ὀφθαλμοὶ καταβαρυνόμενοι, καὶ οὐκ ᾔδεισαν τί ἀποκριθῶσιν αὐτῷ.						
Gospel of St. Mark	14	14	41	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲟⲩⲟϩ ⲁϥⲓ̀ ⲙ̀ⲡⲓⲙⲁϩⲅ̅ ⲛ̀ⲥⲟⲡ ⲟⲩⲟϩ ⲡⲉϫⲁϥ ⲛⲱⲟⲩ ϫⲉ ⲛⲕⲟⲧ ϫⲉ ⲁⲥⲓ̀ ⲛ̀ϫⲉ ϯⲟⲩⲛⲟⲩ ϩⲏⲡⲡⲉ ⲥⲉⲛⲁϯ ⲙ̀ⲡϣⲏⲣⲓ ⲙ̀ⲫⲣⲱⲙⲓ ⲉ̀ⲛⲉⲛϫⲓϫ ⲛ̀ⲧⲉ ⲛⲓⲣⲉϥⲉⲣⲛⲟⲃⲓ	ⲁϥⲉⲓ ⲟⲛ ⲙ̅ⲡⲙⲉϩϣⲙⲧ̅ ⲥⲱⲱⲡ. ⲁⲩⲱ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉ ⲛ̅ⲕⲟⲧⲕ̅ ⲧⲉⲛⲟⲩ ⲛ̅ⲧⲉⲧⲛ̅ⲙ̅ⲧⲟⲛ ⲙ̅ⲙⲱⲧⲛ̅ ⲁ ⲡϩⲱⲃ ⲉⲓ ⲉⲃⲟⲗ ⲁ ⲧⲉⲩⲛⲟⲩ ⲉⲓ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲥⲉⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙ̅ⲡϣⲏⲣⲉ ⲙ̅ⲡⲣⲱⲙⲉ ⲉϩⲣⲁⲓ̈ ⲉⲧⲟⲟⲧⲟⲩ ⲛ̅ⲣ̅ⲣⲉϥⲣⲛⲟⲃⲉ.	And he came the third time, and said to them: Sleep on: the hour came; lo, (the) Son of (the) man will be delivered to (the) hands of the sinners.	καὶ ἔρχεται τὸ τρίτον καὶ λέγει αὐτοῖς· Καθεύδετε τὸ λοιπὸν καὶ ἀναπαύεσθε· ἀπέχει· ἦλθεν ἡ ὥρα, ἰδοὺ παραδίδοται ὁ υἱὸς τοῦ ἀνθρώπου εἰς τὰς χεῖρας τῶν ἁμαρτωλῶν.						
Gospel of St. Mark	14	14	42	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲧⲉⲛ ⲑⲏⲛⲟⲩ ⲙⲁⲣⲟⲛ ϩⲏⲡⲡⲉ ⲁϥϧⲱⲛⲧ ⲛ̀ϫⲉ ⲫⲏ ⲉⲑⲛⲁⲧⲏⲓⲧ	ⲧⲟⲩⲛ ⲧⲏⲩⲧⲛ̅ ⲙⲁⲣⲟⲛ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲁϥϩⲱⲛ ⲉϩⲟⲩⲛ ⲛ̅ϭⲓ ⲡⲉⲧⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙ̅ⲙⲟⲓ̈.	Rise, let us go; lo, he who will deliver me (up), approached.'	ἐγείρεσθε ἄγωμεν· ἰδοὺ ὁ παραδιδούς με ἤγγικεν.						
Gospel of St. Mark	14	14	43	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲟⲩⲟϩ ⲥⲁⲧⲟⲧϥ ⲉⲧⲓ ⲉϥⲥⲁϫⲓ ⲁϥⲓ̀ ⲛ̀ϫⲉ ⲓⲟⲩⲇⲁⲥ ⲟⲩⲁⲓ ⲉⲃⲟⲗ ϧⲉⲛ ⲡⲓⲓ̅ⲃ̅ ⲟⲩⲟϩ ⲉⲣⲉ ⲟⲩⲟⲛ ⲟⲩⲙⲏϣ ⲛⲉⲙⲁϥ ⲛⲉⲙ ϩⲁⲛⲥⲏϥⲓ ⲛⲉⲙ ϩⲁⲛϣⲉ ⲉⲃⲟⲗ ϩⲁ ⲛⲓⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲛⲉⲙ ⲛⲓⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ ⲛⲉⲙ ⲛⲓⲥⲁϧ	ⲁⲩⲱ ⲛ̅ⲧⲉⲩⲛⲟⲩ ⲉⲧⲓ ⲉϥϣⲁϫⲉ. ⲁϥⲉⲓ ⲛ̅ϭⲓ ⲓ̈ⲟⲩⲇⲁⲥ ⲟⲩⲁ ϩⲙ̅ ⲡⲙⲛ̅ⲧⲥⲛⲟⲟⲩⲥ ⲉⲣⲉ ⲟⲩⲙⲏⲏϣⲉ ⲛⲙ̅ⲙⲁϥ ⲛⲙ̅ ϩⲉⲛⲥⲏϥⲉ ⲁⲩⲱ ϩⲉⲛϭⲉⲣⲱⲃ ⲛ̅ⲧⲟⲟⲧⲟⲩ ⲛ̅ⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲛⲙ̅ ⲛⲉⲅⲣⲁⲙⲙⲧⲉⲩⲥ ⲙⲛ̅ ⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ.	And immediately, (as he is) yet speaking, came Judas, one of the twelve, and a multitude being with him, with swords and staves (lit. pieces of wood), from the chief priests and the elders and the scribes.	Καὶ εὐθὺς ἔτι αὐτοῦ λαλοῦντος παραγίνεται Ἰούδας εἷς τῶν δώδεκα καὶ μετʼ αὐτοῦ ὄχλος μετὰ μαχαιρῶν καὶ ξύλων παρὰ τῶν ἀρχιερέων καὶ τῶν γραμματέων καὶ τῶν πρεσβυτέρων.						
Gospel of St. Mark	14	14	44	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ϫⲉ ⲁϥϯ ⲛ̀ⲟⲩⲙⲏⲓⲛⲓ ⲛⲱⲟⲩ ⲛ̀ϫⲉ ⲫⲏ ⲉⲑⲛⲁⲧⲏⲓϥ ⲉϥϫⲱ ⲙ̀ⲙⲟⲥ ϫⲉ ⲫⲏ ⲉ̀ϯⲛⲁϯ ⲛ̀ⲟⲩⲫⲓ ⲉ̀ⲣⲱϥ ⲛ̀ⲑⲟϥ ⲡⲉ ⲁⲙⲟⲛⲓ ⲙ̀ⲙⲟϥ ⲟⲩⲟϩ ϭⲓⲧϥ ⲁⲥⲫⲁⲗⲱⲥ	ⲡⲉⲛⲧⲁϥⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲇⲉ ⲙ̅ⲙⲟϥ ⲁϥϯ ⲛⲁⲩ ⲛ̅ⲟⲩⲙⲁⲓ̈ⲛ ϫⲉ ⲡⲉϯⲛⲁϯⲡⲓ ⲉⲣⲱϥ ⲛ̅ⲧⲟϥ ⲡⲉ ⲁⲙⲁϩⲧⲉ ⲙ̅ⲙⲟϥ ⲛ̅ⲧⲉⲧⲛ̅ϫⲓⲧϥ ϩⲛ̅ ⲟⲩⲱⲣϫ̅	Because he who will deliver him (up) gave a sign to them, saying: He, whose mouth I shall (lit. will) kiss, is he; lay hold on him, and take him (away) safely.'	δεδώκει δὲ ὁ παραδιδοὺς αὐτὸν σύσσημον αὐτοῖς λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτὸν καὶ ἀπάγετε ἀσφαλῶς.						
Gospel of St. Mark	14	14	45	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲟⲩⲟϩ ⲉⲧⲁϥⲓ̀ ⲥⲁⲧⲟⲧϥ ⲁϥⲓ̀ ϩⲁⲣⲟϥ ⲟⲩⲟϩ ⲡⲉϫⲁϥ ϫⲉ ⲣⲁⲃⲃⲓ ⲟⲩⲟϩ ⲁϥϯⲫⲓ ⲉ̀ⲣⲱϥ	ⲁⲩⲱ ⲛ̅ⲧⲉⲣⲉϥⲉⲓ ⲛ̅ⲧⲉⲩⲛⲟⲩ ⲁϥϯ ⲡⲉϥⲟⲩⲟⲓ̈ ⲉϩⲟⲩⲛ ⲉⲣⲟϥ ⲉϥϫⲱ ⲙ̅ⲙⲟⲥ ⲛⲁϥ ϫⲉ ⲭⲁⲓⲣⲉ ϩⲣⲁⲃⲃⲉⲓ ⲁⲩⲱ ⲁϥϯⲡⲓ ⲉⲣⲱϥ.	And having come, immediately he came to him, and said: Rabbi;' and he kissed his mouth.	καὶ ἐλθὼν εὐθὺς προσελθὼν αὐτῷ λέγει· Ῥαββί, καὶ κατεφίλησεν αὐτόν.						
Gospel of St. Mark	14	14	46	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲛ̀ⲑⲱⲟⲩ ⲇⲉ ⲁⲩⲉⲛ ⲛⲟⲩϫⲓϫ ⲉ̀ϫⲱϥ ⲟⲩⲟϩ ⲁⲩⲁⲙⲟⲛⲓ ⲙ̀ⲙⲟϥ	ⲛ̅ⲧⲟⲟⲩ ⲇⲉ ⲁⲩⲛ̅ ⲧⲟⲟⲧⲟⲩ ⲉϫⲱϥ ⲁⲩⲁⲙⲁϩⲧⲉ ⲙ̅ⲙⲟϥ	And they put forth (lit. brought) their hands upon him, and laid hold on him.	οἱ δὲ ἐπέβαλαν τὰς χεῖρας αὐτῷ καὶ ἐκράτησαν αὐτόν.						
Gospel of St. Mark	14	14	47	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲟⲩⲁⲓ ⲇⲉ ⲛ̀ⲧⲉ ⲛⲏ ⲉⲧⲟϩⲓ ⲉ̀ⲣⲁⲧⲟⲩ ⲁϥⲑⲉⲕⲉⲙ ϯⲥⲏϥⲓ ⲉ̀ⲁϥϯ ⲛ̀ⲟⲩϣⲁϣ ⲙ̀ⲫⲃⲱⲕ ⲙ̀ⲡⲓⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲟⲩⲟϩ ⲁϥⲱⲗⲓ ⲙ̀ⲡⲉϥⲙⲁϣϫ ⲉ̀ⲃⲟⲗ	ⲟⲩⲁ ⲇⲉ ⲛ̅ⲛⲉⲧⲁϩⲉⲣⲁⲧⲟⲩ ⲁϥⲧⲉⲕⲙ̅ ⲧⲉϥⲥⲏϥⲉ ⲁϥⲣⲉϩⲧ̅ ⲡϩⲙ̅ϩⲁⲗ ⲙ̅ⲡⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲁϥⲥⲗⲡ̅ ⲡⲉϥⲙⲁⲁϫⲉ	But one of them who stood (by) drew the sword, and he (lit. who) gave a blow to (the) servant of the chief priest, and took off his ear.	εἷς δέ τις τῶν παρεστηκότων σπασάμενος τὴν μάχαιραν ἔπαισεν τὸν δοῦλον τοῦ ἀρχιερέως καὶ ἀφεῖλεν αὐτοῦ τὸ ὠτάριον.						
Gospel of St. Mark	14	14	48	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲟⲩⲟϩ ⲁϥⲉⲣⲟⲩⲱ ⲛ̀ϫⲉ ⲓⲏ̅ⲥ̅ ⲡⲉϫⲁϥ ⲛⲱⲟⲩ ϫⲉ ⲉⲧⲁⲣⲉⲧⲉⲛⲓ̀ ⲉ̀ⲃⲟⲗ ⲙ̀ⲫⲣⲏϯ ⲉⲣⲉⲧⲉⲛⲛⲏⲟⲩ ⲛ̀ⲥⲁ ⲟⲩⲥⲟⲛⲓ ⲛⲉⲙ ϩⲁⲛⲥⲏϥⲓ ⲛⲉⲙ ϩⲁⲛϣⲉ ⲉ̀ⲧⲁϩⲟⲓ	ⲁϥⲟⲩⲱϣⲃ̅ ⲇⲉ ⲛ̅ϭⲓ ⲓ̅ⲥ̅ ⲉϥϫⲱ ⲙ̅ⲙⲟⲥ ⲛⲁⲩ ϫⲉ ⲛ̅ⲧⲁⲧⲉⲧⲛ̅ⲉⲓ ⲉⲃⲟⲗ ⲉϭⲟⲡⲧ̅ ⲛ̅ⲑⲉ ⲛ̅ⲟⲩⲥⲟⲟⲛⲉ. ⲙⲛ̅ ϩⲉⲛⲥⲏϥⲉ ⲁⲩⲱ ϩⲉⲛϭⲉⲣⲟⲟⲃ	And Jesus answered, he said to them: Came ye out as coming after a robber, with swords and staves (as above) to take (lit. catch) me?	καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με;						
Gospel of St. Mark	14	14	49	NT	2. NT	Gospels	1. Gospels	06. Gospels	02. Gospel of St. Mark	ⲛⲁⲓⲭⲏ ϩⲁⲣⲱⲧⲉⲛ ⲙ̀ⲙⲏⲛⲓ ⲉⲓϯⲥⲃⲱ ϧⲉⲛ ⲡⲓⲉⲣⲫⲉⲓ ⲟⲩⲟϩ ⲙ̀ⲡⲉⲧⲉⲛⲁⲙⲟⲛⲓ ⲙ̀ⲙⲟⲓ ⲁⲗⲗⲁ ϩⲓⲛⲁ ⲛ̀ⲧⲟⲩϫⲱⲕ ⲉ̀ⲃⲟⲗ ⲛ̀ϫⲉ ⲛⲓⲅⲣⲁⲫⲏ	ⲛⲉⲓ̈ϩⲁ ϩⲧⲉ ⲧⲏⲩⲧⲛ̅ ⲙ̅ⲙⲏⲛⲉ ϩⲙ̅ ⲡⲉⲣ̅ⲡⲉ ⲉⲓ̈ϯⲥⲃⲱ ⲁⲩⲱ ⲙ̅ⲡⲉⲧⲛ̅ⲁⲙⲁϩⲧⲉ ⲙ̅ⲙⲟⲓ̈ ⲁⲗⲗⲁ ϫⲉⲕⲁⲥ ⲉⲩⲉϫⲱⲕ ⲉⲃⲟⲗ ⲛ̅ϭⲓ ⲛⲉⲅⲣⲁⲫⲏ	I was (imperf.) with you daily teaching in the temple, and ye laid not hold on me. But that the Scriptures might be fulfilled.'	καθʼ ἡμέραν ἤμην πρὸς ὑμᾶς ἐν τῷ ἱερῷ διδάσκων καὶ οὐκ ἐκρατήσατέ με· ἀλλʼ ἵνα πληρωθῶσιν αἱ γραφαί.						
