book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Genesis	49	49	26	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ϩⲁⲛⲥⲙⲟⲩ ⲛ̀ⲧⲉ ⲡⲉⲕⲓⲱⲧ ⲛⲉⲙ ⲧⲉⲕⲙⲁⲩ ⲁϥϫⲉⲙⲛⲟⲙϯ ⲉ̀ϫⲉⲛ ⲛⲓⲥⲙⲟⲩ ⲛ̀ⲧⲉ ϩⲁⲛⲕⲁⲗⲁⲙⲫⲟ ⲛ̀ⲉⲛⲉϩ ⲉⲩⲉ̀ϣⲱⲡⲓ ⲉ̀ϫⲉⲛ ⲧⲁⲫⲉ ⲛ̀ⲓⲱⲥⲏⲫ ⲛⲉⲙ ⲉ̀ϫⲉⲛ ⲧⲥⲱⲟⲩϩⲓ ⲛ̀ϫⲱⲟⲩ ⲛ̀ⲛⲉϥⲥⲛⲏⲟⲩ ⲛⲏ ⲉⲧⲁϥϭⲓⲙⲱⲓⲧ ⲛⲱⲟⲩ		the blessings of thy father and thy mother—it has prevailed above the blessing of the lasting mountains, and beyond the blessings of the everlasting hills; they shall be upon the head of Joseph, and upon the head of the brothers of whom he took the lead.	εὐλογίας πατρός σου καὶ μητρός σου· ὑπερίσχυσεν ἐπ᾽ εὐλογίαις ὀρέων μονίμων καὶ ἐπ᾽ εὐλογίαις θινῶν ἀενάων· ἔσονται ἐπὶ κεφαλὴν Ιωσηφ καὶ ἐπὶ κορυφῆς ὧν ἡγήσατο ἀδελφῶν.						
Genesis	49	49	27	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲃⲉⲛⲓⲁⲙⲓⲛ ⲡⲓⲟⲩⲱⲛϣ ⲛ̀ⲣⲉϥϩⲱⲗⲉⲙ ⲧⲟⲟⲩⲓ ⲉϥⲉ̀ⲟⲩⲱⲙ ⲉⲧⲓ ⲟⲩⲟϩ ⲣⲟⲩϩⲓ ⲉϥⲉ̀ϯ ϧⲣⲉ		Benjamin, as a ravening wolf, shall eat still in the morning, and at evening he gives food.	Βενιαμιν λύκος ἅρπαξ· τὸ πρωινὸν ἔδεται ἔτι καὶ εἰς τὸ ἑσπέρας διαδώσει τροφήν.						
Genesis	49	49	28	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲛⲁⲓ ⲧⲏⲣⲟⲩ ⲛⲉⲛϣⲏⲣⲓ ⲛ̀ⲓⲁⲕⲱⲃ ⲓ̅ⲃ̅ ⲛⲉ ⲟⲩⲟϩ ⲛⲁⲓ ⲛⲉ ⲛⲏ ⲉⲧⲁϥⲥⲁϫⲓ ⲙ̀ⲙⲱⲟⲩ ⲛ̀ϫⲉ ⲡⲟⲩⲓⲱⲧ ⲛⲱⲟⲩ ⲟⲩⲟϩ ⲁϥⲥⲙⲟⲩ ⲉ̀ⲣⲱⲟⲩ ⲫⲟⲩⲁⲓ ⲫⲟⲩⲁⲓ ⲕⲁⲧⲁ ⲡⲓⲥⲙⲟⲩ ⲉⲧⲁϥⲥⲙⲟⲩ ⲉ̀ⲣⲱⲟⲩ ⲙ̀ⲙⲟϥ		All these are the twelve sons of Jacob; and their father spoke these words to them; and he blessed them, he blessed each of them according to his blessing.	Πάντες οὗτοι υἱοὶ Ιακωβ δώδεκα, καὶ ταῦτα ἐλάλησεν αὐτοῖς ὁ πατὴρ αὐτῶν καὶ εὐλόγησεν αὐτούς, ἕκαστον κατὰ τὴν εὐλογίαν αὐτοῦ εὐλόγησεν αὐτούς.						
Genesis	49	49	29	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲟⲩⲟϩ ⲡⲉϫⲁϥ ⲛⲱⲟⲩ ϫⲉ ⲁ̀ⲛⲟⲕ ⲥⲉⲛⲁⲭⲁⲧ ϧⲁⲧⲉⲛ ⲡⲁⲗⲁⲟⲥ ⲑⲟⲙⲥⲧ ⲛⲉⲙ ⲛⲁⲓⲟϯ ϧⲉⲛ ⲡⲓⲙ̀ϩⲁⲩ ⲫⲏ ⲉⲧⲭⲏ ϧⲉⲛ ⲡⲓⲓⲟϩⲓ ⲛ̀ⲧⲉ ⲉ̀ⲫⲣⲱⲛ ⲡⲓⲭⲉⲧⲧⲉⲟⲥ		And he said to them, I am added to my people; ye shall bury me with my fathers in the cave, which is in the field of Ephron the Chettite,	καὶ εἶπεν αὐτοῖς ᾿Εγὼ προστίθεμαι πρὸς τὸν ἐμὸν λαόν· θάψατέ με μετὰ τῶν πατέρων μου ἐν τῷ σπηλαίῳ, ὅ ἐστιν ἐν τῷ ἀγρῷ Εφρων τοῦ Χετταίου,						
Genesis	49	49	30	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ϧⲉⲛ ⲡⲓⲙ̀ϩⲁⲩ ⲉⲧⲟⲓ ⲛ̀ⲇⲓⲡⲗⲟⲩⲛ ⲫⲏ ⲉⲧⲭⲏ ⲙ̀ⲡⲉⲙⲑⲟ ⲙ̀ⲙⲁⲙ̀ⲃⲣⲏ ϧⲉⲛ ⲡⲕⲁϩⲓ ⲛ̀ⲭⲁⲛⲁⲁⲛ ⲡⲓⲙ̀ϩⲁⲩ ⲉⲧⲁ ⲁⲃⲣⲁⲁⲙ ϣⲟⲡϥ ⲛ̀ⲧⲟⲧϥ ⲛ̀ⲉⲫⲣⲱⲛ ⲡⲓⲭⲉⲧⲧⲉⲟⲥ ϧⲉⲛ ⲟⲩⲕⲧⲏⲥⲓⲥ ⲛ̀ⲉⲙϩⲁⲩ		in the double cave which is opposite Mambre, in the land of Chanaan, the cave which Abraam bought of Ephron the Chettite, for a possession of a sepulchre.	ἐν τῷ σπηλαίῳ τῷ διπλῷ τῷ ἀπέναντι Μαμβρη ἐν τῇ γῇ Χανααν, ὃ ἐκτήσατο Αβρααμ τὸ σπήλαιον παρὰ Εφρων τοῦ Χετταίου ἐν κτήσει μνημείου·						
Genesis	49	49	31	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲉⲧⲁⲩⲑⲉⲙⲥ ⲁⲃⲣⲁⲁⲙ ⲙ̀ⲙⲁⲩ ⲛⲉⲙ ⲥⲁⲣⲣⲁ ⲧⲉϥⲥϩⲓⲙⲓ ⲉⲧⲁⲩⲑⲉⲙⲥ ⲓⲥⲁⲁⲕ ⲙ̀ⲙⲁⲩ ⲛⲉⲙ ⲣⲉⲃⲉⲕⲕⲁ ⲧⲉϥⲥϩⲓⲙⲓ ⲉⲧⲁⲩⲑⲉⲙⲥ ⲗⲓⲁ ⲙ̀ⲙⲁⲩ		There they buried Abraam and Sarrha his wife; there they buried Isaac, and Rebecca his wife; there they buried Lea;	ἐκεῖ ἔθαψαν Αβρααμ καὶ Σαρραν τὴν γυναῖκα αὐτοῦ, ἐκεῖ ἔθαψαν Ισαακ καὶ Ρεβεκκαν τὴν γυναῖκα αὐτοῦ, καὶ ἐκεῖ ἔθαψα Λειαν						
Genesis	49	49	32	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲛ̀ϧⲣⲏⲓ ϧⲉⲛ ϯⲕⲧⲏⲥⲓⲥ ⲛ̀ⲧⲉ ⲡⲓⲓⲟϩⲓ ⲛⲉⲙ ⲡⲓⲙ̀ϩⲁⲩ ⲉⲧⲉ ⲛ̀ϧⲏⲧϥ ⲛ̀ⲧⲉ ⲛⲉⲛϧⲣⲟϯ ⲛ̀ⲭⲉⲧ		in the portion of the field, and of the cave that was in it, purchased of the sons of Chet.	ἐν κτήσει τοῦ ἀγροῦ καὶ τοῦ σπηλαίου τοῦ ὄντος ἐν αὐτῷ παρὰ τῶν υἱῶν Χετ.						
Genesis	49	49	33	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲟⲩⲟϩ ⲁϥⲟⲩⲱ ⲛ̀ϫⲉ ⲓⲁⲕⲱⲃ ⲉϥⲟⲩⲁϩⲥⲁϩⲛⲓ ⲛ̀ⲛⲉϥϣⲏⲣⲓ ⲟⲩⲟϩ ⲁϥϥⲁⲓ ⲛ̀ⲛⲉϥϭⲁⲗⲁⲩϫ ⲛ̀ϫⲉ ⲓⲁⲕⲱⲃ ⲉ̀ϫⲉⲛ ⲡⲓϭⲗⲟϫ ⲁϥⲙⲟⲩⲛⲕ ⲟⲩⲟϩ ⲁⲩⲭⲁϥ ϧⲁⲧⲉⲛ ⲡⲉϥⲗⲁⲟⲥ		And Jacob ceased giving charges to his sons; and having lifted up his feet on the bed, he died, and was gathered to his people.	καὶ κατέπαυσεν Ιακωβ ἐπιτάσσων τοῖς υἱοῖς αὐτοῦ καὶ ἐξάρας τοὺς πόδας αὐτοῦ ἐπὶ τὴν κλίνην ἐξέλιπεν καὶ προσετέθη πρὸς τὸν λαὸν αὐτοῦ.						
Genesis	50	50	1	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲟⲩⲟϩ ⲁϥϩⲓⲧϥ ⲛ̀ϫⲉ ⲓⲱⲥⲏⲫ ⲉ̀ϫⲉⲛ ⲡϩⲟ ⲙ̀ⲡⲉϥⲓⲱⲧ ⲁϥⲣⲓⲙⲓ ⲉ̀ϫⲱϥ ⲟⲩⲟϩ ⲁϥϯⲫⲓ ⲉ̀ⲣⲱϥ		And Joseph fell upon his father’s face, and wept on him, and kissed him.	Καὶ ἐπιπεσὼν Ιωσηφ ἐπὶ τὸ πρόσωπον τοῦ πατρὸς αὐτοῦ ἔκλαυσεν ἐπ᾽ αὐτὸν καὶ ἐφίλησεν αὐτόν.						
Genesis	50	50	2	OT	1. OT	Pentateuch	1. Pentateuch	01. Pentateuch	01. Genesis	ⲟⲩⲟϩ ⲁϥⲟⲩⲁϩⲥⲁϩⲛⲓ ⲛ̀ϫⲉ ⲓⲱⲥⲏⲫ ⲉ̀ⲧⲟⲧⲟⲩ ⲛ̀ⲛⲉϥⲁⲗⲱⲟⲩⲓ ⲛ̀ⲣⲉϥⲕⲱⲥ ⲉⲑⲣⲟⲩⲕⲉⲥ ⲡⲉϥⲓⲱⲧ ⲟⲩⲟϩ ⲁⲩⲕⲱⲥ ⲙ̀ⲡⲓⲥ̅ⲗ̅ ⲛ̀ϫⲉ ⲛⲓⲣⲉϥⲕⲱⲥ		And Joseph commanded his servants the embalmers to embalm his father; and the embalmers embalmed Israel.	καὶ προσέταξεν Ιωσηφ τοῖς παισὶν αὐτοῦ τοῖς ἐνταφιασταῖς ἐνταφιάσαι τὸν πατέρα αὐτοῦ, καὶ ἐνεταφίασαν οἱ ἐνταφιασταὶ τὸν Ισραηλ.						
