book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Acts of the Apostles	10	10	29	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲉⲑⲃⲉⲫⲁⲓ ⲁⲓⲓ̀ ⲉⲧⲁⲣⲉⲧⲉⲛⲟⲩⲱⲣⲡ ⲛ̀ⲥⲱⲓ ⲙ̀ⲡⲓⲉⲣⲁⲛⲧⲓⲗⲉⲅⲓⲛ ϯϣⲓⲛⲓ ⲟⲩⲛ ϫⲉ ⲉⲑⲃⲉ ⲁϣ ⲛ̀ϩⲱⲃ ⲁⲧⲉⲧⲉⲛⲟⲩⲱⲣⲡ ⲛ̀ⲥⲱⲓ	ⲉⲧⲃⲉ ⲡⲁⲓ ⲛ̅ⲧⲉⲣⲉⲧⲛ̅ⲉⲓ ⲛ̅ⲥⲱⲓ. ⲁⲓⲉⲓ ⲛ̅ⲟⲩⲉϣ ⲛ̅ⲗⲟⲓϭⲉ. ϯϫⲛⲟⲩ ϭⲉ ⲙ̅ⲙⲱⲧⲛ̅. ϫⲉ ϩⲛ̅ ⲟⲩ ⲛ̅ϣⲁϫⲉ ⲁⲧⲉⲧⲛ̅ⲙⲟⲩⲧⲉ ⲉⲣⲟⲓ.	Therefore I came, ye having sent for me, I made not objection; I ask then concerning what thing ye sent for me?'	διὸ καὶ ἀναντιρρήτως ἦλθον μεταπεμφθείς. πυνθάνομαι οὖν τίνι λόγῳ μετεπέμψασθέ με.						
Acts of the Apostles	10	10	30	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲟⲩⲟϩ ⲡⲉϫⲉ ⲕⲟⲣⲛⲏⲗⲓⲟⲥ ϫⲉ ⲓⲥ ϥⲧⲟⲩ ⲫⲟⲟⲩ ϣⲁ ⲉ̀ϧⲟⲩⲛ ⲉ̀ⲧⲁⲓⲟⲩⲛⲟⲩ ⲛⲁⲓⲧⲱⲃϩ ⲙ̀ⲫⲛⲁⲩ ⲛ̀ⲁϫⲡ ⲑ̅ϯ ϧⲉⲛ ⲡⲁⲏⲓ ϩⲏⲡⲡⲉ ⲓⲥ ⲟⲩⲣⲱⲙⲓ ⲁϥⲟϩⲓ ⲉ̀ⲣⲁⲧϥ ⲙ̀ⲡⲁⲙ̀ⲑⲟ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲟⲩϩⲉⲃⲥⲱ ⲉⲥⲟⲩⲟⲃϣ	ⲁⲩⲱ ⲡⲉϫⲉ ⲕⲟⲣⲛⲏⲗⲓⲟⲥ. ϫⲉ ϫⲓⲛ ϥⲧⲉⲩⲉⲡⲟⲟⲩ ϣⲁϩⲣⲁⲓ ⲉⲧⲉⲓⲟⲩⲛⲟⲩ. ⲛⲉⲓⲛⲏⲥⲧⲉⲩⲉ ⲁⲩⲱ ⲛⲉⲓϣⲗⲏⲗ ϩⲙ̅ ⲡⲁⲏⲓ ⲙ̅ⲡⲛⲁⲩ ⲛ̅ϫⲡ̅ ⲯⲓⲧⲉ. ⲁⲩⲱ ⲉⲓⲥ ⲟⲩⲣⲱⲙⲉ ⲉϥⲁϩⲉⲣⲁⲧϥ̅ ⲙ̅ⲡⲁⲙ̅ⲧⲟ ⲉⲃⲟⲗ ϩⲛ̅ ⲟⲩϩⲃ̅ⲥⲱ ⲛ̅ⲟⲩⲱⲃϣ̅.	And Kornēlios said: 'Four days ago until this hour I was praying at (the) ninth hour in my house: behold, a man stood before me in [a] white raiment,	Καὶ ὁ Κορνήλιος ἔφη· Ἀπὸ τετάρτης ἡμέρας μέχρι ταύτης τῆς ὥρας ἤμην τὴν ἐνάτην προσευχόμενος ἐν τῷ οἴκῳ μου, καὶ ἰδοὺ ἀνὴρ ἔστη ἐνώπιόν μου ἐν ἐσθῆτι λαμπρᾷ						
Acts of the Apostles	10	10	31	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲟⲩⲟϩ ⲡⲉϫⲁϥ ϫⲉ ⲕⲟⲣⲛⲏⲗⲓⲉ ⲁⲩⲥⲱⲧⲉⲙ ⲉ̀ⲧⲉⲕⲡⲣⲟⲥⲉⲩⲭⲏ ⲟⲩⲟϩ ⲛⲉⲕⲙⲉⲑⲛⲁⲏⲧ ⲁⲩⲉⲣⲡⲟⲩⲙⲉⲩⲓ ⲙ̀ⲡⲉⲙ̀ⲑⲟ ⲙ̀ⲫϯ	ⲉϥϫⲱ ⲙ̅ⲙⲟⲥ. ϫⲉ ⲕⲟⲣⲛⲏⲗⲓⲉ. ⲁⲩⲥⲱⲧⲙ̅ ⲉⲡⲉⲕϣⲗⲏⲗ. ⲁⲩⲱ ⲛⲉⲕⲙⲛ̅ⲧⲛⲁ ⲁⲩⲣ̅ⲡⲉⲩⲙⲉⲉⲩⲉ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡⲛⲟⲩⲧⲉ.	"and he said: ""Kornēlie, thy prayer was heard, and thine alms were remembered before God."	καὶ φησί· Κορνήλιε, εἰσηκούσθη σου ἡ προσευχὴ καὶ αἱ ἐλεημοσύναι σου ἐμνήσθησαν ἐνώπιον τοῦ θεοῦ.						
Acts of the Apostles	10	10	32	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲟⲩⲱⲣⲡ ⲟⲩⲛ ⲉ̀ϩⲣⲏⲓ ⲉ̀ⲓⲟⲡⲡⲏ ⲙⲁⲣⲟⲩⲙⲟⲩϯ ⲉ̀ⲥⲓⲙⲱⲛ ⲫⲏ ⲉⲧⲟⲩⲙⲟⲩϯ ⲉ̀ⲣⲟϥ ϫⲉ ⲡⲉⲧⲣⲟⲥ ⲫⲁⲓ ϥϫⲁⲗⲏⲟⲩⲧ ⲉ̀ⲡⲏⲓ ⲛ̀ⲥⲓⲙⲱⲛ ⲡⲓⲃⲁⲕϣⲁⲣ ϧⲁⲧⲉⲛ ⲫⲓⲟⲙ	ⲙⲁϫⲟⲟⲩ ϭⲉ ⲉⲓⲟⲡⲡⲏ ⲛⲅ̅ⲧⲛⲟⲟⲩ ⲛ̅ⲥⲁ ⲥⲓⲙⲱⲛ ⲡⲉⲧⲟⲩⲙⲟⲩⲧⲉ ⲉⲣⲟϥ ϫⲉ ⲡⲉⲧⲣⲟⲥ. ⲡⲁⲓ ⲉϥⲟⲩⲏϩ ϩⲙ̅ ⲡⲏⲓ ⲛ̅ⲥⲓⲙⲱⲛ ⲡⲃⲁⲕϣⲁⲁⲣ ϩⲁⲧⲛ̅ ⲑⲁⲗⲁⲥⲥⲁ. ⲡⲁⲓ ⲉϥⲛⲏⲩ ⲛϥ̅ϫⲱ ⲛⲁⲕ ⲛ̅ϩⲉⲛϣⲁϫⲉ ⲉⲕⲛⲁⲟⲩϫⲁⲓ ⲛ̅ϩⲏⲧⲟⲩ.	"Send then into Ioppē; let them call Simon who is called 'Petros,' he lodgeth at (the) house of Simon the tanner by the sea."""	πέμψον οὖν εἰς Ἰόππην καὶ μετακάλεσαι Σίμωνα ὃς ἐπικαλεῖται Πέτρος· οὗτος ξενίζεται ἐν οἰκίᾳ Σίμωνος βυρσέως παρὰ θάλασσαν.						
Acts of the Apostles	10	10	33	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲛ̀ϯⲛⲟⲩ ⲟⲩⲛ ⲁⲓⲟⲩⲱⲣⲡ ⲛ̀ⲥⲱⲕ ⲛ̀ⲑⲟⲕ ⲇⲉ ⲕⲁⲗⲱⲥ ⲁⲕⲁⲓⲥ ⲉⲧⲁⲕⲓ̀ ϯⲛⲟⲩ ⲁ̀ⲛⲟⲛ ⲧⲏⲣⲉⲛ ⲧⲉⲛⲙ̀ⲡⲁⲓⲙⲁ ⲉⲛⲭⲏ ⲙ̀ⲡⲉⲙ̀ⲑⲟ ⲙ̀ⲫϯ ⲉ̀ⲥⲱⲧⲉⲙ ⲉ̀ⲛⲏ ⲧⲏⲣⲟⲩ ⲉⲧⲁ ⲡϭ̅ⲥ̅ ⲑⲁϣⲟⲩ ⲛⲁⲕ	ⲛ̅ⲧⲉⲩⲛⲟⲩ ⲇⲉ ⲁⲓⲧⲛ̅ⲛⲟⲟⲩ ϣⲁⲣⲟⲕ. ⲛ̅ⲧⲟⲕ ⲇⲉ ⲕⲁⲗⲱⲥ ⲁⲕⲁⲁⲥ ⲁⲕⲉⲓ. ⲧⲉⲛⲟⲩ ϭⲉ ⲉⲓⲥ ⲁⲛⲟⲛ ⲧⲏⲣⲛ̅ ⲙ̅ⲡⲉⲕⲙ̅ⲧⲟ ⲉⲃⲟⲗ. ⲉⲥⲱⲧⲙ̅ ⲉⲛⲉⲛⲧⲁⲩⲟⲩⲉϩⲥⲁϩⲛⲉ ⲙ̅ⲙⲟⲟⲩ ⲛⲁⲕ ⲉⲃⲟⲗ ϩⲓⲧⲙ̅ ⲡⲛⲟⲩⲧⲉ.	Now then I sent for thee then; but thou (pron.) didst well having come. Now we (pron.) all are here, being before God, to hear all the things which the Lord ordained to thee.'	ἐξαυτῆς οὖν ἔπεμψα πρὸς σέ, σύ τε καλῶς ἐποίησας παραγενόμενος. νῦν οὖν πάντες ἡμεῖς ἐνώπιον τοῦ θεοῦ πάρεσμεν ἀκοῦσαι πάντα τὰ προστεταγμένα σοι ὑπὸ τοῦ κυρίου.						
Acts of the Apostles	10	10	34	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲉⲧⲁϥⲟⲩⲱⲛ ⲇⲉ ⲛ̀ⲣⲱϥ ⲛ̀ϫⲉ ⲡⲉⲧⲣⲟⲥ ⲡⲉϫⲁϥ ϫⲉ ϧⲉⲛ ⲟⲩⲙⲉⲑⲙⲏⲓ ϯⲛⲁⲩ ϫⲉ ⲟⲩⲣⲉϥϭⲓϩⲟ ⲁⲛ ⲡⲉ ⲫϯ	ⲡⲉⲧⲣⲟⲥ ⲇⲉ ⲁϥⲟⲩⲱⲛ ⲛ̅ⲣⲱϥ ⲡⲉϫⲁϥ ϫⲉ ϩⲛ̅ ⲟⲩⲙⲉ ϯⲉⲓⲙⲉ ϫⲉ ⲛ̅ⲟⲩⲣⲉϥϫⲓϩⲟ ⲁⲛ ⲡⲉ ⲡⲛⲟⲩⲧⲉ.	But Petros having opened his mouth, said: In [a] truth I see that God is not a respecter of persons:	Ἀνοίξας δὲ Πέτρος τὸ στόμα εἶπεν· Ἐπʼ ἀληθείας καταλαμβάνομαι ὅτι οὐκ ἔστιν προσωπολήμπτης ὁ θεός,						
Acts of the Apostles	10	10	35	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲁⲗⲗⲁ ⲛ̀ϩⲣⲏⲓ ϧⲉⲛ ϣⲗⲱⲗ ⲛⲓⲃⲉⲛ ⲉⲧⲉⲣϩⲟϯ ϧⲁⲧⲉϥϩⲏ ⲟⲩⲟϩ ⲉⲧⲉⲣϩⲱⲃ ⲉ̀ϯⲙⲉⲑⲙⲏⲓ ϥϣⲏⲡ ⲛⲁϩⲣⲁϥ	ⲁⲗⲗⲁ ϩⲛ̅ ϩⲉⲑⲛⲟⲥ ⲛⲓⲙ ⲡⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅. ⲁⲩⲱ ⲉⲧⲣ̅ϩⲱⲃ ⲉⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ϥϣⲏⲡ ⲛ̅ⲛⲁϩⲣⲁϥ.	but in every nation (he) who feareth him, and who worketh  the righteousness is accepted with him.	ἀλλʼ ἐν παντὶ ἔθνει ὁ φοβούμενος αὐτὸν καὶ ἐργαζόμενος δικαιοσύνην δεκτὸς αὐτῷ ἐστιν.						
Acts of the Apostles	10	10	36	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲁϥⲟⲩⲱⲣⲡ ⲙⲡⲉϥⲥⲁϫⲓ ⲛ̀ⲛⲉⲛϣⲏⲣⲓ ⲙ̀ⲡⲓⲥ̅ⲗ̅ ⲉϥϩⲓϣⲉⲛⲛⲟⲩϥⲓ ⲛ̀ⲟⲩϩⲓⲣⲏⲛⲏ ⲉ̀ⲃⲟⲗ ϩⲓⲧⲉⲛ ⲓⲏ̅ⲥ̅ ⲡⲭ̅ⲥ̅ ⲫⲁⲓ ⲡⲉ ⲡϭ̅ⲥ̅ ⲛ̀ⲟⲩⲟⲛ ⲛⲓⲃⲉⲛ	ⲡⲉϥϣⲁϫⲉ ⲅⲁⲣ ⲁϥⲧⲛ̅ⲛⲟⲟⲩϥ ⲛ̅ⲛ̅ϣⲏⲣⲉ ⲙ̅ⲡⲓⲏ̅ⲗ̅. ⲉϥⲉⲩⲁⲅⲅⲉⲗⲓⲍⲉ ⲛ̅ⲟⲩⲉⲓⲣⲏⲛⲏ ⲉⲃⲟⲗ ϩⲓⲧⲛ̅ ⲓ̅ⲥ̅ ⲡⲉⲭ̅ⲥ̅. ⲡⲁⲓ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲛ̅ⲟⲩⲟⲛ ⲛⲓⲙ.	He sent his word to (the) sons of Israel preaching good tidings of [a] peace through Jesus Christ, he is the Lord of all.	τὸν λόγον ὃν ἀπέστειλεν τοῖς υἱοῖς Ἰσραὴλ εὐαγγελιζόμενος εἰρήνην διὰ Ἰησοῦ Χριστοῦ· οὗτός ἐστιν πάντων κύριος.						
Acts of the Apostles	10	10	37	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲛ̀ⲑⲱⲧⲉⲛ ⲧⲉⲧⲉⲛⲥⲱⲟⲩⲛ ⲙ̀ⲡⲓⲥⲁϫⲓ ⲉⲧⲁϥϣⲱⲡⲓ ϧⲉⲛ ϯⲓⲟⲩⲇⲉⲁ ⲧⲏⲣⲥ ⲉ̀ⲁϥⲉⲣϩⲏⲧⲥ ⲓⲥϫⲉⲛ ϯⲅⲁⲗⲓⲗⲉⲁ ⲙⲉⲛⲉⲛⲥⲁ ⲡⲓⲱⲙⲥ ⲉⲧⲁϥϩⲓⲱⲓϣ ⲙ̀ⲙⲟϥ ⲛ̀ϫⲉ ⲓⲱⲁⲛⲛⲏⲥ	ⲛ̅ⲧⲱⲧⲛ̅ ⲧⲉⲧⲛ̅ⲥⲟⲟⲩⲛ ⲙ̅ⲡϣⲁϫⲉ ⲛ̅ⲧⲁϥϣⲱⲡⲉ ϩⲛ̅ ϯⲟⲩⲇⲁⲓⲁ ⲧⲏⲣⲥ̅. ⲉⲁϥⲁⲣⲭⲉⲓ ϫⲓⲛ ⲧⲅⲁⲗⲓⲗⲁⲓⲁ ⲙⲛ̅ⲛ̅ⲥⲁ ⲡⲃⲁⲡⲧⲓⲥⲙⲁ ⲛ̅ⲧⲁ ⲓⲱϩⲁⲛⲛⲏⲥ ⲕⲩⲣⲏⲥⲥⲉ ⲙ̅ⲙⲟϥ.	Ye (pron.) know the word which came in all [the] loudea, having begun from [the] Galilea, after the baptism which Iōannēs proclaimed.	ὑμεῖς οἴδατε τὸ γενόμενον ῥῆμα καθʼ ὅλης τῆς Ἰουδαίας, ἀρξάμενος ἀπὸ τῆς Γαλιλαίας μετὰ τὸ βάπτισμα ὃ ἐκήρυξεν Ἰωάννης,						
Acts of the Apostles	10	10	38	NT	2. NT	Acts of the Apostles	2. Acts of the Apostles	07. Acts of the Apostles	01. Acts of the Apostles	ⲓⲏ̅ⲥ̅ ⲡⲓⲣⲉⲙⲛⲁⲍⲁⲣⲉⲑ ⲕⲁⲧⲁ ⲫⲣⲏϯ ⲉⲧⲁϥⲑⲁϩⲥϥ ⲛ̀ϫⲉ ⲫϯ ϧⲉⲛ ⲟⲩⲡⲛ̅ⲁ̅ ⲉϥⲟⲩⲁⲃ ⲛⲉⲙ ⲟⲩϫⲟⲙ ⲫⲁⲓ ⲉⲧⲁϥⲓ̀ ⲉ̀ⲉⲣⲡⲉⲑⲛⲁⲛⲉϥ ⲟⲩⲟϩ ⲉϥⲧⲁⲗϭⲟ ⲛ̀ⲟⲩⲟⲛ ⲛⲓⲃⲉⲛ ⲉⲧⲁ ⲡⲓⲇⲓⲁⲃⲟⲗⲟⲥ ϫⲉⲙϫⲟⲙ ⲉ̀ϩⲣⲏⲓ ⲉ̀ϫⲱϥ ϫⲉ ⲛⲁⲣⲉ ⲫϯ ⲭⲏ ⲛⲉⲙⲁϥ ⲡⲉ	ⲓ̅ⲥ̅ ⲡⲉⲃⲟⲗ ϩⲛ̅ ⲛⲁⲍⲁⲣⲉⲑ. ⲛ̅ⲑⲉ ⲛ̅ⲧⲁ ⲡⲛⲟⲩⲧⲉ ⲧⲁϩⲥϥ̅ ϩⲛ̅ ⲟⲩⲡⲛ̅ⲁ̅ ⲉϥⲟⲩⲁⲁⲃ ⲙⲛ̅ ⲟⲩϭⲟⲙ. ⲡⲁⲓ ⲛ̅ⲧⲁϥⲉⲓ ⲉⲃⲟⲗ ⲛ̅ϩⲏⲧⲟⲩ ⲉϥⲣ̅ ⲡⲉⲧⲛⲁⲛⲟⲩϥ. ⲁⲩⲱ ⲉϥⲣ̅ⲡⲁϩⲣⲉ ⲉⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧⲟⲩϫⲓ ⲙ̅ⲙⲟⲟⲩ ⲛ̅ϭⲟⲛⲥ̅ ⲉⲃⲟⲗ ϩⲓⲧⲙ̅ ⲡⲇⲓⲁⲃⲟⲗⲟⲥ. ⲉⲃⲟⲗ ϫⲉ ⲛⲉⲣⲉ ⲡⲛⲟⲩⲧⲉ ϣⲟⲟⲡ ⲛⲙ̅ⲙⲁϥ.	Jesus the Nazarene, according as God anointed him in a holy spirit and [a] power: he who came to do the good, and healing every one over whom the devil had power, because God was being with him.	Ἰησοῦν τὸν ἀπὸ Ναζαρέθ, ὡς ἔχρισεν αὐτὸν ὁ θεὸς πνεύματι ἁγίῳ καὶ δυνάμει, ὃς διῆλθεν εὐεργετῶν καὶ ἰώμενος πάντας τοὺς καταδυναστευομένους ὑπὸ τοῦ διαβόλου, ὅτι ὁ θεὸς ἦν μετʼ αὐτοῦ·						
