book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Job	31	31	40	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ϩⲁⲣⲁ ⲛ̀ⲧϣⲉⲃⲓⲱ ⲛ̀ⲟⲩⲥⲟⲩⲟ ⲉⲩⲉ̀ⲣⲱⲧ ⲛⲏⲓ ⲛ̀ϫⲉ ϩⲁⲛⲉⲛⲧⲏϫ ⲛ̀ⲧϣⲉⲃⲓⲱ ⲛ̀ⲟⲩⲓⲱⲧ ⲉϥⲉ̀ⲣⲱⲧ ⲛⲏⲓ ⲛ̀ϫⲉ ⲟⲩⲃⲁⲧⲟⲥ	ⲉⲡⲙⲁ ⲛ̅ⲧⲱⲟⲩⲛ ⲛ̅ⲟⲩⲥⲟⲩⲟ ⲉϥⲉⲧⲁⲩⲟ ⲛⲁⲓ ⲛ̅ⲟⲩⲛ̅ⲧⲏϭ. ⲁⲩⲱ ⲟⲩⲃⲁⲧⲟⲥ ⲉⲡⲙⲁ ⲛ̅ⲟⲩⲉⲓⲱⲧ.	then let the nettle come up to me instead of wheat, and a bramble instead of barley. And Job ceased speaking.	ἀντὶ πυροῦ ἄρα ἐξέλθοι µοι κνίδη, ἀντὶ δὲ κριθῆς βάτος. Καὶ ἐπαύσατο Ιωβ ῥήµασιν.						
Job	32	32	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲟⲩⲟϩ ⲁϥⲕⲏⲛ ⲛ̀ϫⲉ ⲓⲱⲃ ⲉϥⲥⲁϫⲓ ⲟⲩⲟϩ ⲁⲩⲭⲁⲣⲱⲟⲩ ⲛ̀ϫⲉ ⲡⲉϥⲕⲉⲅ ⲛ̀ϣⲫⲏⲣ ⲉ̀ϣ̀ⲧⲉⲙⲟⲩⲟϩⲉⲙ ⲛ̀ⲓⲱⲃ ϫⲉ ⲛⲁⲣⲉ ⲓⲱⲃ ⲟⲓ ⲛ̀ⲑⲙⲏⲓ ⲙ̀ⲡⲟⲩⲙ̀ⲑⲟ ⲉ̀ⲃⲟⲗ	ⲁⲩⲱ ⲁ ⲓ̈ⲱⲃ ⲕⲁⲣⲱϥ ⲉϥϣⲁϫⲉ. ⲁⲩⲕⲁⲣⲱⲟⲩ ⲇⲉ ⲛ̅ϭⲓ ⲡⲉϥⲕⲉϣⲟⲙⲛ̅ⲧ ⲛ̅ϣⲃⲏⲣ ⲉⲧⲙ̅ⲟⲩⲱϩⲙ̅ ϭⲉ ⲛ̅ⲓ̈ⲱⲃ. ⲛⲉⲩⲇⲓⲕⲁⲓⲟⲥ ⲅⲁⲣ ⲡⲉ ⲙ̅ⲡⲉⲩⲙ̅ⲧⲟ ⲉⲃⲟⲗ:	And his three friends also ceased any longer to answer Job: for Job was righteous before them.	Ἡσύχασαν δὲ καὶ οἱ τρεῖς φίλοι αὐτοῦ ἔτι ἀντειπεῖν Ιωβ· ἦν γὰρ Ιωβ δίκαιος ἐναντίον αὐτῶν.						
Job	32	32	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲁϥϫⲱⲛⲧ ⲛ̀ϫⲉ ⲉⲗⲓⲟⲩⲥ ⲡϣⲏⲣⲓ ⲙ̀ⲃⲁⲣⲁⲭⲓⲏⲗ ⲡⲓⲃⲟⲩⲥⲓⲧⲏⲥ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ϯⲥⲩⲅⲅⲉⲛⲓⲁ ⲛ̀ⲧⲉ ⲁⲣⲁⲙ ⲛ̀ⲧⲉ ϯⲁⲩⲥⲓⲧⲓⲧⲟⲥ ⲛ̀ⲭⲱⲣⲁ ⲁϥϫⲱⲛⲧ ⲇⲉ ⲉ̀ⲓⲱⲃ ⲙ̀ⲙⲁϣⲱ ϫⲉ ⲁϥϫⲟⲥ ⲙ̀ⲡⲉⲙ̀ⲑⲟ ⲙ̀ⲡϭ̅ⲥ̅ ϫⲉ ⲁ̀ⲛⲟⲕ ⲟⲩⲑⲙⲏⲓ	ⲁ ⲉⲗⲓⲟⲩⲥ ⲇⲉ ⲛⲟⲩϭⲥ̅ ⲡϣⲏⲣⲉ ⲛ̅ⲃⲁⲣⲁⲭⲓⲏⲗ. ⲡⲥⲱⲃⲓⲧⲏⲥ ⲉⲃⲟⲗ ϩⲛ̅ ⲧⲥⲩⲛⲅⲉⲛⲓⲁ ⲛ̅ϩⲣⲁⲙⲁⲛ. ⲧⲉⲭⲱⲣⲁ ⲛ̅ⲧⲁⲩⲥⲓⲧⲏⲥ. ⲁϥⲛⲟⲩϭⲥ̅ ⲇⲉ ⲉⲉⲓ̈ⲱⲃ ⲉⲙⲁⲧⲉ ⲁϥϫⲟⲟⲥ ϫⲉ ⲁⲛⲅ̅ ⲟⲩⲇⲓⲕⲁⲓⲟⲥ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡϫⲟⲉⲓⲥ.	Then Elius the son of Barachiel, the Buzite, of the kindred of Ram, of the country of Ausis, was angered: and he was very angry with Job, because he justified himself before the Lord.	ὠργίσθη δὲ Ελιους ὁ τοῦ Βαραχιηλ ὁ Βουζίτης ἐκ τῆς συγγενείας Ραµ τῆς Αυσίτιδος χώρας, ὠργίσθη δὲ τῷ Ιωβ σφόδρα, διότι ἀπέφηνεν ἑαυτὸν δίκαιον ἐναντίον κυρίου·						
Job	32	32	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲟⲩⲟϩ ⲡⲓⲕⲉⲅ̅ ⲛ̀ϣⲫⲏⲣ ⲛ̀ⲧⲁϥ ⲁϥϫⲱⲛⲧ ⲉ̀ⲣⲱⲟⲩ ⲙ̀ⲙⲁϣⲱ ϫⲉ ⲙ̀ⲡⲟⲩϣ̀ϫⲉⲙϫⲟⲙ ⲛ̀ⲟⲩⲟϩⲉⲙ ⲟⲩⲃⲉ ⲓⲱⲃ ⲟⲩⲟϩ ⲉ̀ⲭⲁϥ ϫⲉ ⲟⲩⲁⲥⲉⲃⲏⲥ ⲡⲉ	ⲁϥⲛⲟⲩϭⲥ̅ ⲇⲉ ⲉⲙⲁⲧⲉ ⲉⲡⲉϥⲕⲉϣⲟⲙⲛ̅ⲧ ⲛ̅ϣⲃⲏⲣ. ϫⲉ ⲙ̅ⲡⲟⲩⲉϣϭⲙ̅ϭⲟⲙ ⲉⲟⲩⲉϩⲙ̅ ⲡϣⲁϫⲉ ⲉϥⲛⲁϯⲟⲩⲃⲉ ⲓ̈ⲱⲃ. ⲁⲩⲱ ⲁϥⲕⲁⲁϥ ϫⲉ ⲟⲩⲁⲥⲉⲃⲏⲥ ⲡⲉ.	And he was also very angry with his three friends, because they were not able to return answers to Job, yet set him down for an ungodly man.	καὶ κατὰ τῶν τριῶν δὲ φίλων ὠργίσθη σφόδρα, διότι οὐκ ἠδυνήθησαν ἀποκριθῆναι ἀντίθετα Ιωβ καὶ ἔθεντο αὐτὸν εἶναι ἀσεβῆ.						
Job	32	32	4	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲉⲗⲓⲟⲩⲥ ⲇⲉ ⲁϥⲉⲣϩⲩⲡⲟⲙⲉⲛⲓⲛ ⲉ̀ⲟⲩⲟϩⲉⲙ ⲛ̀ⲓⲱⲃ <ϫⲉ ⲛⲁϥⲟⲓ ⲛ̀ⲛⲓϣϯ ⲉ̀ⲣⲟϥ ⲡⲉ ⲛ̀ϩⲁⲛⲉϩⲟⲟⲩ>	ⲁ ⲉⲗⲓⲟⲩⲥ ⲇⲉ ϭⲱ ⲉϥⲟⲩⲱϣⲃ̅ ⲟⲩⲃⲉ ⲓ̈ⲱⲃ.	But Elius had forborne to give an answer to Job, because they were older than he.	Ελιους δὲ ὑπέµεινεν δοῦναι ἀπόκρισιν Ιωβ, ὅτι πρεσβύτεροι αὐτοῦ εἰσιν ἡµέραις.						
Job	32	32	5	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	<ⲟⲩⲟϩ ⲁϥⲛⲁⲩ ⲛ̀ϫⲉ ⲉⲗⲓⲟⲩⲥ ϫⲉ ⲙ̀ⲙⲟⲛ ϫⲓⲛⲉⲣⲟⲩⲱ ϧⲉⲛ ⲣⲱϥ ⲙ̀ⲡⲓⲅ̅ ⲛ̀ⲣⲱⲙⲓ ⲟⲩⲟϩ ⲁϥϫⲱⲛⲧ ϧⲉⲛ ⲡⲉϥⲙ̀ⲃⲟⲛ>		And Elius saw that there was no answer in the mouth of the three men; and he was angered in his wrath.	καὶ εἶδεν Ελιους ὅτι οὐκ ἔστιν ἀπόκρισις ἐν στόµατι τῶν τριῶν ἀνδρῶν, καὶ ἐθυµώθη ὀργὴ αὐτοῦ.						
Job	32	32	6	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲁϥⲉⲣⲟⲩⲱ ⲇⲉ ⲛ̀ϫⲉ ⲉⲗⲓⲟⲩⲥ ⲡϣⲏⲣⲓ ⲙ̀ⲃⲁⲣⲁⲭⲓⲏⲗ ⲡⲓⲃⲟⲩⲍⲓⲧⲏⲥ ⲡⲉϫⲁϥ ϫⲉ ⲁ̀ⲛⲟⲕ ⲟⲩⲕⲟⲩϫⲓ ⲙⲉⲛ ϧⲉⲛ ⲡⲁⲭⲣⲟⲛⲟⲥ ⲛ̀ⲑⲱⲧⲉⲛ ⲇⲉ ⲛ̀ⲑⲱⲧⲉⲛ ϩⲁⲛϧⲉⲗⲗⲟⲓ ⲉⲑⲃⲉⲫⲁⲓ ⲁⲓⲭⲁⲣⲱⲓ ⲉ̀ⲁⲓⲉⲣϩⲟϯ ⲛ̀ⲧⲁⲙⲱⲧⲉⲛ ⲉ̀ⲧⲁⲉⲡⲓⲥⲧⲏⲙⲏ	ⲁ ⲉⲗⲓⲟⲩⲥ ⲇⲉ ⲟⲩⲱϣⲃ̅. ⲡϣⲏⲣⲉ ⲛ̅ⲃⲁⲣⲁⲭⲓⲏⲗ. ⲡⲥⲱⲃⲓⲧⲏⲥ ⲡⲉϫⲁϥ. (ⲍ̅) ϫⲉ ⲁⲛⲟⲕ ⲙⲉⲛ ⲁⲛⲅ̅ ⲟⲩⲕⲟⲩⲓ ϩⲙ̅ ⲡⲉⲩⲟⲉⲓϣ. ⲛ̅ⲧⲱⲧⲛ̅ ⲇⲉ ⲛ̅ⲧⲉⲧⲛ̅ ϩⲉⲛϩⲗ̅ⲗⲟ: ⲉⲧⲃⲉ ⲡⲁⲓ ⲁⲓⲕⲁⲣⲱⲓ ⲁⲓⲣ̅ϩⲟⲧⲉ ⲉϫⲱⲧⲛ̅ ⲛ̅ⲧⲁⲥⲱⲃⲉ.	And Elius the Buzite the son of Barachiel answered and said,  I am younger in age, and ye are elder, wherefore I kept silence, fearing to declare to you my own knowledge.	ὑπολαβὼν δὲ Ελιους ὁ τοῦ Βαραχιηλ ὁ Βουζίτης εἶπεν Νεώτερος µέν εἰµι τῷ χρόνῳ, ὑµεῖς δέ ἐστε πρεσβύτεροι· διὸ ἡσύχασα φοβηθεὶς τοῦ ὑµῖν ἀναγγεῖλαι τὴν ἐµαυτοῦ ἐπιστήµην·						
Job	32	32	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲁⲓϫⲟⲥ ⲇⲉ ϫⲉ ⲡⲓⲭⲣⲟⲛⲟⲥ ⲁⲛ ⲡⲉ ⲉ̀ⲑⲣⲓⲥⲁϫⲓ ⲛⲏ ⲇⲉ ⲁⲛ ⲉⲧϧⲉⲛ ⲟⲩⲙⲏϣ ⲛ̀ⲣⲟⲙⲡⲓ ⲉⲧⲥⲱⲟⲩⲛ ⲛ̀ϯⲥⲟⲫⲓⲁ	ⲁⲓϫⲟⲟⲥ ϫⲉ ⲙ̅ⲡⲉ ⲟⲩⲟⲉⲓϣ ⲁⲛ ⲡⲉⲧϣⲁϫⲉ ⲛⲉⲧϩⲛ̅ ⲟⲩⲙⲏⲏϣⲉ ⲁⲛ ⲛ̅ⲣⲟⲙⲡⲉ ⲁⲛ ⲡⲉ ⲛⲉⲧⲥⲟⲟⲩⲛ ⲛ̅ⲧⲥⲟⲫⲓⲁ.	And I said, It is not time that speaks, though in many years men know wisdom:	εἶπα δὲ ὅτι Ὁ χρόνος ἐστὶν ὁ λαλῶν, ἐν πολλοῖς δὲ ἔτεσιν οἴδασιν σοφίαν.						
Job	32	32	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲁⲗⲗⲁ ⲟⲩⲡⲛ̅ⲁ̅ ⲉⲧϧⲉⲛ ⲛⲓⲣⲱⲙⲓ ⲡⲛⲓϥⲓ ⲇⲉ ⲙ̀ⲡⲓⲡⲁⲛⲧⲟⲕⲣⲁⲧⲱⲣ ⲡⲉⲧϯⲥⲃⲱ ⲛⲱⲟⲩ	ⲁⲗⲗⲁ ⲟⲩⲡⲛ̅ⲁ̅ ⲡⲉⲧϩⲛ̅ ⲛ̅ⲣⲱⲙⲉ. ⲧⲉⲡⲛⲟⲏ ⲇⲉ ⲙ̅ⲡⲡⲁⲛⲧⲱⲕⲣⲁⲧⲱⲣ ⲧⲉⲧϯⲥⲃⲱ.	but there is a spirit in mortals; and the inspiration of the Almighty is that which teaches.	ἀλλὰ πνεῦµά ἐστιν ἐν βροτοῖς, πνοὴ δὲ παντοκράτορός ἐστιν ἡ διδάσκουσα·						
Job	32	32	9	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲛⲏ ⲁⲛ ⲉⲧⲁⲩⲉⲣ ⲟⲩⲙⲏϣ ⲛ̀ⲭⲣⲟⲛⲟⲥ ⲛⲉ ⲛⲓⲥⲁⲃⲉⲩ ⲟⲩⲇⲉ ⲛⲓϧⲉⲗⲗⲟⲓ ⲁⲛ ⲉⲧⲥⲱⲟⲩⲛ ⲙ̀ⲡⲓϩⲁⲡ	ⲛ̅ⲛⲁ ⲛⲉⲓⲛⲟϭ ⲁⲛ ⲉⲛⲁϩⲉ ⲛⲉ ⲛ̅ⲥⲟⲫⲟⲥ. ⲟⲩⲇⲉ ⲛ̅ϩⲗ̅ⲗⲟ ⲁⲛ ⲛⲉⲧⲥⲟⲟⲩⲛ ⲙ̅ⲡϩⲁⲡ.	The long-lived are not wise as such; neither do the aged know judgment.	οὐχ οἱ πολυχρόνιοί εἰσιν σοφοί, οὐδ’ οἱ γέροντες οἴδασιν κρίµα.						
