book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Job	38	38	35	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲭⲛⲁⲟⲩⲱⲣⲡ ⲇⲉ ⲛ̀ϩⲁⲛⲕⲉⲣⲁⲩⲛⲟⲥ ⲟⲩⲟϩ ⲛ̀ⲧⲟⲩϣⲉ ⲛⲱⲟⲩ ⲙⲏ ⲥⲉⲛⲁϫⲟⲥ ⲛⲁⲕ ϫⲉ ⲡⲓϩⲱⲃ ⲟⲩ ⲡⲉ	ⲕⲛⲁϫⲟⲟⲩ ⲇⲉ ⲛ̅ϩⲉⲛⲕⲉⲣⲁⲩⲛⲟⲥ ⲛ̅ⲥⲉⲃⲱⲕ. ⲥⲉⲛⲁϫⲟⲟⲥ ⲇⲉ ⲛⲁⲕ ϫⲉ ⲟⲩ ⲡⲉⲧϣⲟⲟⲡ.	And wilt thou send lightnings, and they shall go? and shall they say to thee, What is thy pleasure?	ἀποστελεῖς δὲ κεραυνοὺς καὶ πορεύσονται; ἐροῦσιν δέ σοι Τί ἐστιν;						
Job	38	38	36	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲛⲓⲙ ⲡⲉ ⲉⲧⲁϥϯ ⲛ̀ⲛⲓϩⲓⲟⲙⲓ ⲛ̀ⲟⲩⲥⲟⲫⲓⲁ ⲛ̀ⲧⲉ ⲟⲩⲥⲱϩⲓ ⲛⲉⲙ ⲟⲩⲉⲡⲓⲥⲧⲏⲙⲏ ⲛ̀ⲧⲉ ⲟⲩⲥⲱϩⲓ ⲛⲉⲙ ⲟⲩⲉⲡⲓⲥⲧⲏⲙⲏ ⲛ̀ⲧⲉ ⲟⲩⲙⲉⲧⲡⲟⲓⲕⲗⲓⲧⲏⲥ	ⲛⲓⲙ ⲡⲉⲛⲧⲁϥϯ ⲧⲥⲟⲫⲓⲁ ⲙ̅ⲡⲥⲱϩⲉ ⲛ̅ⲛⲉϩⲓⲟⲙⲉ. ⲏ ⲧⲉⲥⲃⲱ ⲛ̅ⲧⲙⲛ̅ⲧⲡⲟⲓⲕⲓⲗⲧⲏⲥ.	And who has given to women skill in weaving, or knowledge of embroidery?	τίς δὲ ἔδωκεν γυναιξὶν ὑφάσµατος σοφίαν ἢ ποικιλτικὴν ἐπιστήµην;						
Job	38	38	37	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲛⲓⲙ ⲇⲉ ⲡⲉ ⲉⲧϭⲓⲏⲡⲓ ⲛ̀ⲛⲓϭⲏⲡⲓ ϧⲉⲛ ⲟⲩⲥⲟⲫⲓⲁ ⲧⲫⲉ ⲇⲉ ⲁϥⲑⲣⲉⲥⲣⲓⲕⲓ ⲉ̀ⲡⲕⲁϩⲓ	ⲛⲓⲙ ⲡⲉⲛⲧⲁϥⲱⲡ ⲛ̅ⲛⲉⲕⲗⲟⲟⲗⲉ ϩⲛ̅ ⲧⲉϥⲥⲟⲫⲓⲁ. ⲁϥⲣⲓⲕⲉ ⲇⲉ ⲛ̅ⲧⲡⲉ ⲉⲡⲕⲁϩ.	And who is he that numbers the clouds in wisdom, and has bowed the heaven down to the earth?	τίς δὲ ὁ ἀριθµῶν νέφη σοφίᾳ, οὐρανὸν δὲ εἰς γῆν ἔκλινεν;						
Job	38	38	38	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲥϫⲏϣ ⲇⲉ ⲙ̀ⲫⲣⲏϯ ⲛ̀ⲟⲩⲕⲁϩⲓ ⲉϥϫⲏϣ ⲛ̀ⲕⲟⲛⲓⲁ ⲁⲓⲧⲟⲙϥ ⲇⲉ ⲙ̀ⲫⲣⲏϯ ⲛ̀ⲟⲩⲕⲩⲡⲟⲥ ⲉ̀ⲟⲩⲱⲛⲓ	ⲥⲡⲁϩⲧ̅ ⲇⲉ ⲉⲃⲟⲗ ⲛ̅ⲑⲉ ⲛ̅ⲟⲩⲕⲁϩ ⲉⲩⲕⲟⲛⲛⲓⲁ. ⲁⲩⲱ ⲁⲓⲧⲁϭⲥ̅ ⲛ̅ⲑⲉ ⲛ̅ⲟⲩⲱⲛⲉ ⲛ̅ⲥⲱⲃⲉ.	For it is spread out as dusty earth, and I have cemented it as one hewn stone to another.	κέχυται δὲ ὥσπερ γῆ κονία, κεκόλληκα δὲ αὐτὸν ὥσπερ λίθῳ κύβον.						
Job	38	38	39	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲙⲏ ⲭⲛⲁϣϫⲱⲣϫ ⲛ̀ⲟⲩϧⲣⲉ ⲛ̀ⲟⲩⲙⲟⲩⲓ ⲓⲉ ⲭⲛⲁⲧⲥⲓⲟ ⲛ̀ⲟⲩⲯⲩⲭⲏ ⲛ̀ⲧⲉ ⲟⲩⲇⲣⲁⲕⲱⲛ	ⲕⲛⲁϭⲱⲣϭ̅ ⲇⲉ ⲛ̅ⲟⲩϩⲣⲉ ⲛ̅ⲙ̅ⲙⲟⲩⲓ. ⲕⲛⲁⲧⲥⲓⲟ ⲇⲉ ⲛ̅ⲛⲉⲯⲩⲭⲏ ⲛ̅ⲛⲉⲇⲣⲁⲕⲱⲛ.	And wilt thou hunt a prey for the lions? and satisfy the desires of the serpents?	θηρεύσεις δὲ λέουσιν βοράν, ψυχὰς δὲ δρακόντων ἐµπλήσεις;						
Job	38	38	40	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲥⲉⲉⲣϩⲟϯ ⲅⲁⲣ ϧⲉⲛ ⲟⲩⲙⲁ ⲛ̀ⲉⲛⲕⲟⲧ ⲥⲉϩⲉⲙⲥⲓ ⲇⲉ ϧⲉⲛ ⲛⲓⲡⲩⲗⲏ ⲉⲩϫⲱⲣϫ	ⲥⲉⲣ̅ϩⲟⲧⲉ ⲅⲁⲣ ϩⲛ̅ ⲛⲉⲩⲙⲁⲛ̅ⲛ̅ⲕⲟⲧⲕ̅. ⲥⲉϩⲙⲟⲟⲥ ϩⲛ̅ ϩⲉⲛϩⲩⲗⲏ ⲉⲩϭⲟⲣϭ̅.	For they fear in their lairs, and lying in wait couch in the woods.	δεδοίκασιν γὰρ ἐν κοίταις αὐτῶν, κάθηνται δὲ ἐν ὕλαις ἐνεδρεύοντες.						
Job	38	38	41	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲛⲓⲙ ⲇⲉ ⲡⲉ ⲉⲧⲁϥⲥⲟⲃϯ ⲛ̀ⲟⲩϧⲣⲉ ⲙ̀ⲡⲓⲁⲃⲱⲕ ⲛⲉϥⲙⲁⲥ ⲅⲁⲣ ⲥⲉⲱϣ ⲉ̀ⲡϣⲱⲓ ϩⲁ ⲡϭ̅ⲥ̅ ⲉⲩⲥⲟⲣⲉⲙ ⲉⲩⲕⲱϯ ⲛ̀ⲥⲁ ⲛ̀ⲟⲩϧⲣⲉ	ⲛⲓⲙ ⲇⲉ ⲡⲉⲛⲧⲁϥⲥⲃ̅ⲧⲉ ⲧⲉϩⲣⲉ ⲙ̅ⲡⲁⲃⲱⲕ. ⲉⲣⲉ ⲛⲉϥⲙⲁⲥ ⲅⲁⲣ ⲁϣⲕⲁⲕ ⲉϩⲣⲁⲓ ⲉⲡϫⲟⲉⲓⲥ. ⲉⲩⲕⲱⲧⲉ ⲉⲩϣⲓⲛⲉ ⲛ̅ⲥⲁ ⲧⲉⲩϩⲣⲉ.	And who has prepared food for the raven? for its young ones wander and cry to the Lord, in search of food.	τίς δὲ ἡτοίµασεν κόρακι βοράν; νεοσσοὶ γὰρ αὐτοῦ πρὸς κύριον κεκράγασιν πλανώµενοι τὰ σῖτα ζητοῦντες.						
Job	39	39	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲁⲛ ⲁⲕⲉⲙⲓ ⲉ̀ⲡⲥⲏⲟⲩ ⲙ̀ⲙⲓⲥⲓ ⲛ̀ⲟⲩⲃⲁⲉⲙⲡⲓ ⲛⲉⲙ ⲟⲩⲉⲓⲟⲩⲗ ⲛ̀ⲧⲉ ⲟⲩⲡⲉⲧⲣⲁ ⲁⲕⲁⲣⲉϩ ⲇⲉ ⲉ̀ⲛⲓⲛⲁⲕϩⲓ ⲛ̀ⲧⲉ ⲛⲓⲉⲓⲟⲩⲗ	ⲁⲕϩⲁⲣⲉϩ ⲇⲉ ⲛ̅ⲛⲁⲁⲕⲉ ⲛ̅ⲛⲉⲓⲉⲟⲩⲗ.	Say if thou knowest the time of the bringing forth of the wild goats of the rock, and if thou hast marked the calving of the hinds:	εἰ ἔγνως καιρὸν τοκετοῦ τραγελάφων πέτρας, ἐφύλαξας δὲ ὠδῖνας ἐλάφων;						
Job	39	39	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲁⲕϭⲓⲏⲡⲓ ⲇⲉ ⲛ̀ⲛⲟⲩⲉⲃⲏⲧ ⲙ̀ⲙⲓⲥⲓ ⲛⲟⲩⲛⲁⲕϩⲓ ⲇⲉ ⲁⲕϯⲟⲩⲱ ⲙ̀ⲙⲱⲟⲩ	ⲁⲕⲱⲡ ⲇⲉ ⲛ̅ⲛⲉⲩⲉⲃⲁⲧⲉ ⲙ̅ⲙⲓⲥⲉ. ⲁⲕⲃⲱⲗ ⲇⲉ ⲉⲃⲟⲗ ⲛ̅ⲛⲉⲩⲛⲁⲁⲕⲉ.	and if thou has hast numbered the full months of their being with young, and if thou hast relieved their pangs:	ἠρίθµησας δὲ αὐτῶν µῆνας πλήρεις τοκετοῦ, ὠδῖνας δὲ αὐτῶν ἔλυσας;						
Job	39	39	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	02. Job	ⲁⲕϣⲁⲛⲉϣ ⲛ̀ⲟⲩϣⲏⲣⲓ ⲇⲉ ⲛⲟⲩⲉϣⲉⲛ ϩⲟϯ ⲛ̀ⲟⲩⲛⲁⲕϩⲓ ⲇⲉ ⲭⲛⲁϯⲧⲟⲧⲟⲩ ⲉ̀ⲃⲟⲗ	ⲁⲕⲥⲁⲁⲛϣ̅ ⲛ̅ⲛⲉⲩϣⲏⲣⲉ ⲇⲉ ⲉϫⲛ̅ ϩⲟⲧⲉ.	and hast reared their young without fear; and wilt thou loosen their pangs?	ἐξέθρεψας δὲ αὐτῶν τὰ παιδία ἔξω φόβου; ὠδῖνας αὐτῶν ἐξαποστελεῖς;						
