book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Epistle to the Romans	2	02	24	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲫⲣⲁⲛ ⲅⲁⲣ ⲙⲫϯ ⲥⲉϫⲉⲟⲩⲁ ⲉ̀ⲣⲟϥ ϧⲉⲛ ⲛⲓⲉⲑⲛⲟⲥ ⲉⲑⲃⲉ ⲑⲏⲛⲟⲩ ⲕⲁⲧⲁ ⲫⲣⲏϯ ⲉⲧⲥϧⲏⲟⲩⲧ	ⲡⲣⲁⲛ ⲅⲁⲣ ⲙ̅ⲡⲛⲟⲩⲧⲉ ⲉⲩϫⲓⲟⲩⲁ ⲉⲣⲟϥ ϩⲛ̅ ⲛ̅ϩⲉⲑⲛⲟⲥ ⲉⲧⲃⲉ ⲧⲏⲩⲧⲛ̅ ⲕⲁⲧⲁ ⲑⲉ ⲉⲧⲥⲏϩ.	For (the) name of God is blasphemed among the Gentiles because of you, according as it is written.	τὸ γὰρ ὄνομα τοῦ θεοῦ διʼ ὑμᾶς βλασφημεῖται ἐν τοῖς ἔθνεσιν, καθὼς γέγραπται.						
Epistle to the Romans	2	02	25	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲟⲩⲟⲛ ϩⲏⲟⲩ ⲅⲁⲣ ⲙ̀ⲡⲓⲥⲉⲃⲓ ⲉ̀ϣⲱⲡ ⲁⲕϣⲁⲛⲓⲣⲓ ⲙ̀ⲡⲓⲛⲟⲙⲟⲥ ⲉ̀ϣⲱⲡ ⲇⲉ ⲉⲕⲟⲓ ⲙ̀ⲡⲁⲣⲁⲃⲁⲧⲏⲥ ⲛ̀ⲧⲉ ⲡⲓⲛⲟⲙⲟⲥ ⲁ ⲡⲉⲕⲥⲉⲃⲓ ⲁϥϣⲱⲡⲓ ⲉⲩⲙⲉⲧⲁⲧⲥⲉⲃⲓ	ⲡⲥⲃ̅ⲃⲉ ⲅⲁⲣ ⲣ̅ⲛⲟϥⲣⲉ ⲉⲕϣⲁⲛⲣ̅ ⲡⲛⲟⲙⲟⲥ. ⲉϣⲱⲡⲉ ⲇⲉ ⲛ̅ⲧⲕ̅ ⲟⲩⲡⲁⲣⲁⲃⲁⲧⲏⲥ ⲛ̅ⲧⲉ ⲡⲛⲟⲙⲟⲥ ⲁ ⲡⲉⲕⲥⲃ̅ⲃⲉ ϣⲱⲡⲉ ⲙ̅ⲙⲛ̅ⲧⲁⲧⲥⲃ̅ⲃⲉ.	For there is profit in [the] circumcision if thou should do the law; but if thou art (a) transgressor of the law, thy circumcision became uncircumcision.	Περιτομὴ μὲν γὰρ ὠφελεῖ ἐὰν νόμον πράσσῃς· ἐὰν δὲ παραβάτης νόμου ᾖς, ἡ περιτομή σου ἀκροβυστία γέγονεν.						
Epistle to the Romans	2	02	26	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲉ̀ϣⲱⲡ ⲟⲩⲛ ⲁⲣⲉϣⲁⲛ ϯⲙⲉⲧⲁⲧⲥⲉⲃⲓ ⲁⲣⲉϩ ⲉ̀ϯⲙⲉⲑⲙⲏⲓ ⲛ̀ⲧⲉ ⲡⲓⲛⲟⲙⲟⲥ ⲟⲩⲭⲓ ⲧⲉϥⲙⲉⲧⲁⲧⲥⲉⲃⲓ ⲥⲉⲛⲁⲟⲡⲥ ⲉⲩⲥⲉⲃⲓ	ⲉϣⲱⲡⲉ ϭⲉ ⲉⲣϣⲁⲛⲧⲙⲛ̅ⲧⲁⲧⲥⲃ̅ⲃⲉ ϩⲁⲣⲉϩ ⲉⲛ̅ⲇⲓⲕⲁⲓⲱⲙⲁ ⲙ̅ⲡⲛⲟⲙⲟⲥ. ⲉⲛⲥⲉⲛⲁⲉⲡ ⲧⲉϥⲙⲛ̅ⲧⲁⲧⲥⲃ̅ⲃⲉ ⲁⲛ ⲡⲉ ⲉⲩⲥⲃ̅ⲃⲉ	If then [the] uncircumcision should keep the righteousness of the law, will not his uncircumcision be reckoned for [a] circumcision?	ἐὰν οὖν ἡ ἀκροβυστία τὰ δικαιώματα τοῦ νόμου φυλάσσῃ, οὐχ ἡ ἀκροβυστία αὐτοῦ εἰς περιτομὴν λογισθήσεται;						
Epistle to the Romans	2	02	27	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲟⲩⲟϩ ϯⲫⲩⲥⲓⲕⲏ ⲙ̀ⲙⲉⲧⲁⲧⲥⲉⲃⲓ ⲉⲥϫⲱⲕ ⲙ̀ⲡϩⲱⲃ ⲛ̀ⲧⲉ ⲡⲓⲛⲟⲙⲟⲥ ⲉ̀ⲃⲟⲗ ⲥⲛⲁϯϩⲁⲡ ⲉ̀ⲣⲟⲕ ϧⲁ ⲡⲓⲉ̀ⲃⲟⲗ ϩⲓⲧⲉⲛ ⲡⲓⲥϧⲁⲓ ⲛⲉⲙ ⲡⲓⲥⲉⲃⲓ ϫⲉ ⲁⲕⲉⲣ ⲟⲩⲡⲁⲣⲁⲃⲁⲧⲏ ⲛ̀ⲧⲉ ⲡⲓⲛⲟⲙⲟⲥ	ⲛ̅ⲧⲉⲧⲙⲛ̅ⲁⲧⲥⲃ̅ⲃⲉ. ⲧⲉⲃⲟⲗ ϩⲛ̅ ⲧⲉⲫⲩⲥⲓⲥ ⲉⲁⲥϫⲉⲕ ⲡⲛⲟⲙⲟⲥ ⲉⲃⲟⲗ. ⲛ̅ⲥⲕⲣⲓⲛⲉ ⲙ̅ⲙⲟⲕ ⲡⲉⲃⲟⲗ ϩⲓⲧⲙ̅ ⲡⲉⲥϩⲁⲓ ⲙⲛ̅ ⲡⲥⲃ̅ⲃⲉ ⲉⲧⲟ ⲙ̅ⲡⲁⲣⲁⲃⲁⲧⲏⲥ ⲙ̅ⲡⲛⲟⲙⲟⲥ	And the natural uncircumcision fulfilling (the) work of the law will judge thee a who art (a Jew) through the written law and the circumcision, because (or, that) thou wast a transgressor of the law.	καὶ κρινεῖ ἡ ἐκ φύσεως ἀκροβυστία τὸν νόμον τελοῦσα σὲ τὸν διὰ γράμματος καὶ περιτομῆς παραβάτην νόμου.						
Epistle to the Romans	2	02	28	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲡⲓⲓⲟⲩⲇⲁⲓ ⲅⲁⲣ ⲁⲛ ⲉⲧϧⲉⲛ ⲡⲉⲑⲟⲩⲟⲛϩ ⲡⲉ ⲡⲓⲓⲟⲩⲇⲁⲓ ⲟⲩⲇⲉ ⲡⲥⲉⲃⲓ ⲁⲛ ⲉⲑⲟⲩⲟⲛϩ ϧⲉⲛ ⲧⲥⲁⲣⲝ ⲡⲉ ⲡⲓⲥⲉⲃⲓ	ⲙ̅ⲡⲓⲟⲩⲇⲁⲓ ⲅⲁⲣ ⲉⲧⲟⲩⲟⲛϩ̅ ⲉⲃⲟⲗ ⲡⲉ ⲡⲓⲟⲩⲇⲁⲓ. ⲟⲩⲇⲉ ⲙ̅ⲡⲥⲃ̅ⲃⲉ ⲁⲛ ⲉⲧⲟⲩⲟⲛϩ̅ ⲉⲃⲟⲗ ϩⲛ̅ ⲧⲥⲁⲣⲝ ⲡⲉ ⲡⲥⲃ̅ⲃⲉ.	For the Jew is not (he) who is outwardly the Jew, nor is (the) circumcision which is manifest in (the) flesh the circumcision:	οὐ γὰρ ὁ ἐν τῷ φανερῷ Ἰουδαῖός ἐστιν, οὐδὲ ἡ ἐν τῷ φανερῷ ἐν σαρκὶ περιτομή·						
Epistle to the Romans	2	02	29	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲁⲗⲗⲁ ⲡⲓⲓⲟⲩⲇⲁⲓ ⲉⲧϩⲏⲡ ⲫⲁⲓ ⲡⲉ ⲡⲓⲓⲟⲩⲇⲁⲓ ⲟⲩⲟϩ ⲡⲓⲥⲉⲃⲓ ⲛ̀ⲧⲉ ⲡⲓϩⲏⲧ ϧⲉⲛ ⲟⲩⲡⲛ̅ⲁ̅ ϧⲉⲛ ⲟⲩⲥϧⲁⲓ ⲁⲛ ⲫⲏ ⲉⲧⲉ ⲡⲉϥϣⲟⲩϣⲟⲩ ⲟⲩⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲣⲱⲙⲓ ⲁⲛ ⲡⲉ ⲁⲗⲗⲁ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲫϯ ⲡⲉ	ⲁⲗⲗⲁ ⲡⲓⲟⲩⲇⲁⲓ ⲉⲑⲏⲡ ⲡⲉ ⲡⲓⲟⲩⲇⲁⲓ. ⲁⲩⲱ ⲡⲥⲃ̅ⲃⲉ ⲡⲉ ⲡⲥⲃ̅ⲃⲉ ⲙ̅ⲡϩⲏⲧ ϩⲛ̅ ⲟⲩⲡⲛ̅ⲁ̅ ϩⲛ̅ ⲟⲩⲥϩⲁⲓ ⲁⲛ. ⲡⲁⲓ ⲉⲧⲉⲣⲉ ⲡⲉϥⲧⲁⲉⲓⲟ ϣⲟⲟⲡ ⲁⲛ ⲉⲃⲟⲗ ϩⲛ̅ ⲛ̅ⲣⲱⲙⲉ. ⲁⲗⲗⲁ ⲉⲃⲟⲗ ϩⲓⲧⲙ̅ ⲡⲛⲟⲩⲧⲉ.	but the inward (lit. who is hidden) Jew, this is the Jew, and the circumcision (is that) of the heart in [a] spirit, not in [a] writing, whose praise is not from man, but it is from God.	ἀλλʼ ὁ ἐν τῷ κρυπτῷ Ἰουδαῖος, καὶ περιτομὴ καρδίας ἐν πνεύματι οὐ γράμματι, οὗ ὁ ἔπαινος οὐκ ἐξ ἀνθρώπων ἀλλʼ ἐκ τοῦ θεοῦ.						
Epistle to the Romans	3	03	1	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲟⲩ ϫⲉ ⲡⲉ ⲡϩⲟⲩⲟ ⲙ̀ⲡⲓⲓⲟⲩⲇⲁⲓ ⲓⲉ ⲁϣ ⲡⲉ ⲡϩⲏⲟⲩ ⲙ̀ⲡⲓⲥⲉⲃⲓ	ⲟⲩ ϭⲉ ⲡⲉ ⲡⲉϩⲟⲩⲟ ⲙ̅ⲡⲓⲟⲩⲇⲁⲓ. ⲏ ⲟⲩ ⲡⲉ ⲡϩⲏⲩ ⲙ̅ⲡⲥⲃ̅ⲃⲉ.	What then is the advantage (lit. the more) of the Jew? or what is (the) profit of the circumcision?	Τί οὖν τὸ περισσὸν τοῦ Ἰουδαίου, ἢ τίς ἡ ὠφέλεια τῆς περιτομῆς;						
Epistle to the Romans	3	03	2	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲟⲩⲛⲓϣϯ ⲡⲉ ⲕⲁⲧⲁ ⲥⲁ ⲛ̀ⲣⲏϯ ⲛⲓⲃⲉⲛ ⲛ̀ϣⲟⲣⲡ ⲙⲉⲛ ϫⲉ ⲁⲩⲧⲉⲛϩⲟⲩⲧⲟⲩ ⲉ̀ⲛⲓⲥⲁϫⲓ ⲛ̀ⲧⲉ ⲫϯ	ⲛⲁϣⲱⲥ ⲕⲁⲧⲁⲥⲙⲟⲧ ⲛⲓⲙ. ⲛ̅ϣⲟⲣⲡ̅ ⲅⲁⲣ ⲛⲉⲛⲧⲁⲛϩⲟⲩⲧⲟⲩ ⲉⲛ̅ϣⲁϫⲉ ⲙ̅ⲡⲛⲟⲩⲧⲉ.	Much it is according to every way: first indeed because they were intrusted with the words of God.	πολὺ κατὰ πάντα τρόπον. πρῶτον μὲν γὰρ ὅτι ἐπιστεύθησαν τὰ λόγια τοῦ θεοῦ.						
Epistle to the Romans	3	03	3	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲟⲩ ⲅⲁⲣ ⲓⲥϫⲉ ⲁⲩⲉⲣⲁⲧⲛⲁϩϯ ⲛ̀ϫⲉ ϩⲁⲛⲟⲩⲟⲛ ⲙⲏ ⲧⲟⲩⲙⲉⲧⲁⲑⲛⲁϩϯ ⲛⲁⲕⲉⲣϥ ⲡⲓⲛⲁϩϯ ⲛ̀ⲧⲉ ⲫϯ	ⲉϣⲁⲣⲉ ⲟⲩ ⲅⲁⲣ ϣⲱⲡⲉ. ⲉϣϫⲉ ⲁ ϩⲟⲓⲛⲉ ⲣ̅ⲁⲧⲛⲁϩⲧⲉ ⲙⲏ ⲉⲣⲉ ⲧⲉⲩⲙⲛ̅ⲧⲁⲧⲛⲁϩⲧⲉ ⲛ̅ⲁⲕⲁⲧⲁⲣⲅⲓ ⲛ̅ⲧⲡⲓⲥⲧⲓⲥ ⲙ̅ⲡⲛⲟⲩⲧⲉ	For what if some were unbelieving? Will their unbelief do away with the faith of God?	τί γάρ; εἰ ἠπίστησάν τινες, μὴ ἡ ἀπιστία αὐτῶν τὴν πίστιν τοῦ θεοῦ καταργήσει;						
Epistle to the Romans	3	03	4	NT	2. NT	Pauline Epistles	3. Pauline Epistles	08. Pauline Epistles	01. Epistle to the Romans	ⲛ̀ⲛⲉⲥϣⲱⲡⲓ ⲙⲁⲣⲉ ⲫϯ ⲇⲉ ϣⲱⲡⲓ ⲛ̀ⲣⲉϥϫⲉⲙⲉⲑⲙⲏⲓ ⲟⲩⲟϩ ⲣⲱⲙⲓ ⲛⲓⲃⲉⲛ ⲛ̀ⲣⲉϥϫⲉⲙⲉⲑⲛⲟⲩϫ ⲕⲁⲧⲁ ⲫⲣⲏϯ ⲉⲧⲥϧⲏⲟⲩⲧ ϩⲟⲡⲱⲥ ⲛ̀ⲧⲉⲕⲙⲁⲓ ϧⲉⲛ ⲛⲉⲕⲥⲁϫⲓ ⲟⲩⲟϩ ⲛ̀ⲧⲉⲕϭⲣⲟ ⲉⲩⲛⲁϯϩⲁⲡ ⲉ̀ⲣⲟⲕ	ⲛ̅ⲛⲉⲥϣⲱⲡⲉ: ⲙⲁⲣⲉ ⲡⲛⲟⲩⲧⲉ ⲇⲉ ϣⲱⲡⲉ ⲙ̅ⲙⲉ. ⲛ̅ⲧⲉ ⲣⲱⲙⲉ ⲛⲓⲙ ϣⲱⲡⲉ ⲛ̅ϭⲟⲗ. ⲕⲁⲧⲁ ⲑⲉ ⲉⲧⲥⲏϩ ϫⲉ ϫⲉⲕⲁⲁⲥ ⲉⲕⲉⲧⲙⲁⲓⲟ ϩⲛ̅ ⲛⲉⲕϣⲁϫⲉ ⲛⲅ̅ϫⲣⲟ ϩⲙ̅ ⲡⲧⲣⲉⲕϯϩⲁⲡ ⲉⲣⲟⲓ:	It shall not be. But let God be speaking truth, and every man speaking falsehood; according as it is written, That thou mightest be justified in thy words and overcome when thou wilt be judged.	μὴ γένοιτο· γινέσθω δὲ ὁ θεὸς ἀληθής, πᾶς δὲ ἄνθρωπος ψεύστης, καθὼς γέγραπται· Ὅπως ἂν δικαιωθῇς ἐν τοῖς λόγοις σου καὶ νικήσεις ἐν τῷ κρίνεσθαί σε.						
