book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Lamentations of Jeremiah	3	3	47	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲟⲩϩⲟϯ ⲛⲉⲙ ⲟⲩϫⲱⲛⲧ ⲡⲉ ⲉⲧⲁⲩϣⲱⲡⲓ ⲛⲁⲛ. ⲛⲉⲙ ⲟⲩⲧⲱⲙⲧ ⲛⲉⲙ ⲟⲩϧⲟⲙϧⲉⲙ.	ⲁⲩϩⲟⲧⲉ ⲙⲛ̅ ⲟⲩϭⲱⲛⲧ̅ ϣⲱⲡⲉ ⲛⲁⲛ ⲁⲩϥⲓⲧⲛ̅ ⲁⲩⲱ ⲁⲩⲣⲁϩⲧⲛ̅	Fear and wrath are come upon us, suspense and destruction.	φόβος καὶ θυµὸς ἐγενήθη ἡµῖν, ἔπαρσις καὶ συντριβή·	ϩⲗⲏⲓ̈ ϩⲓⲛⲛ ⲟⲩϩⲁϯ[. ⲁ]ϩⲁ ⲟⲩⲃⲱⲗⲕ ⲁⲩϣⲱⲡⲓ ⲛⲉ[ⲛ ⲛ̈]ⲟⲩϣⲓ ⲙⲉⲛⲛ ⲟⲩϯⲉⲛⲛⲁ.					
Lamentations of Jeremiah	3	3	48	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲡⲁⲃⲁⲗ ⲛⲁⲓⲛⲓ ⲉ̀ϧⲣⲏⲓ ⲛ̀ϩⲁⲛⲙⲟⲩⲙⲓ ⲙ̀ⲙⲱⲟⲩ ⲉ̀ϧⲣⲏⲓ ⲉ̀ϫⲉⲛ ⲡϧⲟⲙϧⲉⲙ ⲛ̀ⲧϣⲉⲣⲓ ⲙ̀ⲡⲁⲗⲁⲟⲥ.	ⲡⲁⲃⲁⲗ ⲛⲁϣⲟⲩⲟ ⲉⲃⲟⲗ ⲛ̅ϩⲉⲛⲟⲑⲉ ⲙ̅ⲙⲟⲟⲩ ⲉϫⲙ̅ ⲡⲟⲩⲱϣϥ̅ ⲛ̅ⲧϣⲉⲉⲣⲉ ⲙ̅ⲡⲁⲗⲁⲟⲥ.	Mine eye shall pour down torrents of water, for the destruction of the daughter of my people.	ἀφέσεις ὑδάτων κατάξει ὁ ὀφθαλµός µου ἐπὶ τὸ σύντριµµα τῆς θυγατρὸς τοῦ λαοῦ µου.	ϩ[ⲉⲛⲙⲁⲟⲩ] ⲉⲛⲁϣⲱⲟⲩ ⲡⲁⲃⲉⲗ ⲁϥ[ⲡⲉϩ]ⲧⲟⲩ ⲉⲧⲃⲉ ⲡⲧ[ⲉⲛⲛⲁ ⲛ̈ⲧϫⲏⲗⲓ ⲙ̈]ⲡⲗⲁⲟⲥ--.					
Lamentations of Jeremiah	3	3	49	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲫⲏ. ⲛⲁⲃⲁⲗ ⲁⲩⲙⲟⲩⲛⲕ ⲟⲩⲟϩ ⲛ̀ⲛⲁⲭⲁⲣⲱⲓ ⲉ̀ⲑⲣⲉϥⲛⲉϩⲥⲓ	ⲫⲏ. ⲁ ⲡⲁⲃⲁⲗ ⲙ̅ⲕⲁϩ ⲛ̅ϯⲛⲁⲕⲁ ⲣⲱⲓ ⲁⲛ ⲉⲧⲙ̅ϥⲓ ϫⲱⲉⲓ ⲉϩⲣⲁⲓ	PHE. Mine eye is drowned with tears, and I will not be silent, so that there shall be no rest,	Ὁ ὀφθαλµός µου κατεπόθη, καὶ οὐ σιγήσοµαι τοῦ µὴ εἶναι ἔκνηψιν,	ⲫⲏ-- ⲁ ⲡⲁⲃⲉⲗ ⲁϥⲱⲙⲥ [ⲉϥⲙⲁⲭϩ⳾ ⲛ̈ϯⲛⲉⲕⲁ ⲗ]ⲱⲓ̈ ⲉⲛ ϫⲉ ⲙ̈ⲡⲓⲛⲏϩⲥⲥ[ⲓ⳾]					
Lamentations of Jeremiah	3	3	50	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ϣⲁⲛⲧⲉϥϫⲟⲩϣⲧ ⲟⲩⲟϩ ⲛ̀ⲧⲉϥⲛⲁⲩ ⲛ̀ϫⲉ ⲡϭ̅ⲥ̅ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲧⲫⲉ.	ϣⲁⲛⲧⲉϥϭⲱϣⲧ̅ ⲛϥ̅ⲛⲁⲩ ⲛ̅ϭⲓ ⲡϫⲟⲉⲓⲥ ⲉⲃⲟⲗ ϩⲛ̅ ⲧⲡⲉ.	until the Lord look down, and behold from heaven.	ἕως οὗ διακύψῃ καὶ ἴδῃ κύριος ἐξ οὐρανοῦ·	ϣⲁⲛⲧⲉ ⲡⲟ̅ⲥ̅ ϫⲱ[ϣⲧ ⲉⲃⲁⲗ ϩⲓⲛ ⲧⲡⲏ⳾]					
Lamentations of Jeremiah	3	3	51	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲡⲁⲃⲁⲗ ⲉϥⲉ̀ⲉⲣϩⲏⲃⲓ ⲉ̀ϫⲉⲛ ⲧⲁⲯⲩⲭⲏ ⲉ̀ⲃⲟⲗ. ⲟⲩⲧⲉ ⲛⲓϣⲉⲣⲓ ⲧⲏⲣⲟⲩ ⲛ̀ⲧⲉ ϯⲃⲁⲕⲓ	ⲡⲁⲃⲁⲗ ⲛⲁϯ ⲙ̅ⲕⲁϩ ⲉϫⲛ̅ ⲧⲁⲯⲩⲭⲏ ⲡⲁⲣⲁ ⲛ̅ϣⲉⲣⲣⲉ ⲧⲏⲣⲟⲩ ⲛ̅ⲧⲡⲟⲗⲓⲥ.	Mine eye shall prey upon my soul, because of all the daughters of the city.	ὁ ὀφθαλµός µου ἐπιφυλλιεῖ ἐπὶ τὴν ψυχήν µου παρὰ πάσας θυγατέρας πόλεως.	[ⲡⲁⲃⲉ]ⲁⲗ ⲁϥⲥⲗⲓⲧ ⲛ̈ⲧⲁ[ⲧ] ⲧⲁⲯⲩⲭⲏ ⲅⲁⲣ ⲉϫⲱⲛ ⲛ[ϣⲏⲗⲉ ⲛ̈ⲥϩⲓⲙⲓ ⲧⲏⲗⲟⲩ ⲛ̈]ⲧⲉⲓ̈ⲡⲟⲗⲓⲥ[⳾]					
Lamentations of Jeremiah	3	3	52	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲥⲁⲇⲏ. ϧⲉⲛ ⲟⲩϫⲱⲣϫ ⲁⲩϫⲟⲣϫⲧ ⲛ̀ϫⲉ ⲛⲁϫⲁϫⲓ ⲙ̀ⲫⲣⲏϯ ⲛ̀ⲟⲩϭⲁϫ ⲉ̀ⲡϫⲓⲛϫⲏ	ⲥⲁⲇⲏ. ϩⲛ̅ ⲟⲩϭⲱⲣϭ̅ ⲁⲩϭⲱⲣϭ̅ ⲉⲣⲟⲓ ⲛ̅ⲑⲉ ⲛ̅ⲟⲩϫⲁϫ ⲛ̅ϭⲓ ⲛⲁϫⲁϫⲉ ⲉⲡϫⲓⲛϫⲏ.	TSADE. The fowlers chased me as a sparrow, all mine enemies destroyed my life in a pit without cause,	Θηρεύοντες ἐθήρευσάν µε ὡς στρουθίον οἱ ἐχθροί µου δωρεάν,	ⲥⲁ[ⲇⲏ ] ⲛ̈ⲛⲟⲩϫⲱⲣ ⲁⲩϫⲱⲣⲧ [ⲛ̈ⲑⲏ ⲛⲛⲟⲩϫⲉϫ ⲛ̈ϫⲓ ⲛⲁϫⲉϫ]ⲓ ⲛ[ϫⲓ ⲛ̈ϫⲏ:]					
Lamentations of Jeremiah	3	3	53	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲁⲩϧⲱⲧⲉⲃ ⲙ̀ⲡⲁⲥⲱⲙⲁ ϧⲉⲛ ⲟⲩⲗⲁⲕⲕⲟⲥ. ⲟⲩⲟϩ ⲁⲩⲧⲁϩⲟ ⲛ̀ⲟⲩⲱⲛⲓ ⲉ̀ϫⲱⲓ.	ⲁⲩⲙⲟⲩⲟⲩⲧ ⲙ̅ⲡⲁⲱⲛϩ̅ ϩⲛ̅ ⲟⲩϣⲏⲓ ⲁⲩⲱ ⲁⲩⲧⲁⲗⲟ ⲛ̅ⲟⲩⲱⲛⲉ ⲉϫⲱⲓ	and laid a stone upon me.	ἐθανάτωσαν ἐν λάκκῳ ζωήν µου καὶ ἐπέθηκαν λίθον ἐπ’ ἐµοί,	ⲁⲩϩⲱⲧⲟⲃ ⲛ̈ⲥⲁ ⲡⲁ[ⲱⲛϩ ⲛ̈ⲟⲩϣⲉⲓ̈⳾ ⲁⲩⲧⲁϩⲁ ⲛ̈ⲟⲩ]ⲱ[ⲛⲓ ⲉϫⲱⲓ̈⳾]					
Lamentations of Jeremiah	3	3	54	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲁⲩⲫⲱⲛ ⲉ̀ϫⲉⲛ ⲧⲁⲁⲫⲉ ⲟⲩⲟϩ ⲡⲉϫⲏⲓ ϫⲉ ⲁⲩϩⲓⲧ ⲉ̀ⲃⲟⲗ	ⲁ ϩⲉⲛⲙⲟⲟⲩ ⲡⲱϩⲧ ⲉϫⲛ̅ ⲧⲁⲁⲡⲉ ⲁⲓϫⲟⲟⲥ ϫⲉ ⲁϥⲕⲁⲁⲧ ⲛ̅ⲥⲱϥ.	Water flowed over my head: I said, I am cut off.	ὑπερεχύθη ὕδωρ ἐπὶ κεφαλήν µου· εἶπα Ἀπῶσµαι.	ⲁϥⲓ̈ ⲉϩⲗⲏⲓ̈ ⲉϫⲱⲛ [ⲧⲁ(ⲁ)ⲡⲏ ⲛϫⲓ ⲟⲩⲙⲁⲩ⳾ ⲡⲉϫⲉⲓ̈ ϫⲉ ⲁⲩ]ϩ[ⲓⲧ ⲉⲃⲁⲗ⳾]					
Lamentations of Jeremiah	3	3	55	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲕⲱⲫ. ⲁⲓⲧⲱⲃϩ ⲙ̀ⲡⲉⲕⲣⲁⲛ ⲡϭ̅ⲥ̅ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲟⲩⲗⲁⲕⲕⲟⲥ ⲉϥϣⲏⲕ ⲉ̀ⲡⲉⲥⲏⲧ	ⲕⲱⲫ. ⲁⲓⲱϣ ⲉϩⲣⲁⲓ ⲟⲩⲃⲉ ⲡⲉⲕⲣⲁⲛ ⲡϫⲟⲉⲓⲥ ⲉⲃⲟⲗ ϩⲛ̅ ⲟⲩϣⲏⲓ ⲙ̅ⲡⲉⲥⲏⲧ	KOPH. I called upon thy name, O Lord, out of the lowest dungeon.	Ἐπεκαλεσάµην τὸ ὄνοµά σου, κύριε, ἐκ λάκκου κατωτάτου·	[  ⲕⲱⲫ ] ⲁⲓ̈ⲱϣ ⲟⲩⲃⲉ ⲡⲉⲕⲗ[ⲉⲛ ⲡⲟ̅ⲥ̅ ⲛ̈ⲛⲟⲩϣⲉⲓ̈ ⲉⲡⲉⲥⲏⲧ⳾]					
Lamentations of Jeremiah	3	3	56	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	03. Lamentations of Jeremiah	ⲟⲩⲟϩ ⲁⲕⲥⲱⲧⲉⲙ ⲉ̀ⲧⲁⲥⲙⲏ. ⲙ̀ⲡⲉⲕⲭⲱⲡ ⲛ̀ⲛⲉⲕⲙⲁϣϫ ⲉ̀ⲡⲁⲧⲱⲃϩ	ⲁⲕⲥⲱⲧⲙ̅ ⲉⲧⲁⲥⲙⲏ ⲙ̅ⲡⲣ̅ϩⲱⲡ ⲛ̅ⲛⲉⲕⲙⲁⲁϫⲉ ⲉⲡⲁⲧⲱⲃϩ̅	Thou heardest my voice: close not thine ears to my supplication.	φωνήν µου ἤκουσας Μὴ κρύψῃς τὰ ὦτά σου εἰς τὴν δέησίν µου.	[ⲁⲕ]ⲥⲱⲧⲟⲙ ⲉⲗⲁⲓ̈⳾ ⲙ̈[ⲡⲉⲗϩⲱⲡ ⲛ̈ⲛⲉⲕⲙⲉϫⲁ ⲉⲧⲉⲥⲙⲏ ⲙ̈ⲡⲁ]ⲧⲱⲃⲉϩ					
