book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Isaiah	36	36	7	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲓⲥϫⲉ ⲇⲉ ⲁⲣⲉⲧⲉⲛϫⲱ ⲙ̀ⲙⲟⲥ ϫⲉ ⲁⲣⲉ ϩⲑⲏⲛ ⲭⲏ ⲉ̀ⲡϭ̅ⲥ̅ ⲡⲉⲛⲛⲟⲩϯ. ⲙⲏ ⲙ̀ⲫⲁⲓ ⲁⲛ ⲡⲉ ⲉⲍⲉⲕⲓⲁⲥ ⲫⲏ ⲉⲧⲁϥⲱⲗⲓ ⲛ̀ⲛⲉϥⲙⲁ ⲉⲧϭⲟⲥⲓ. ⲛⲉⲙ ⲛⲉϥⲙⲁⲛ̀ⲉⲣϣⲱⲟⲩϣⲓ. ⲟⲩⲟϩ ⲁϥϫⲟⲥ ⲛ̀ⲓⲟⲩⲇⲁ ⲛⲉⲙ ⲓⲗ̅ⲏ̅ⲙ̅ ϫⲉ ⲉⲣⲉⲧⲉⲛⲟⲩⲱϣⲧ ⲙ̀ⲡⲉⲙ̀ⲑⲟ ⲙ̀ⲡⲁⲓⲙⲁⲛ̀ⲉⲣϣⲱⲟⲩϣⲓ.		But if ye say, We trust in the Lord our God;	εἰ δὲ λέγετε Ἐπὶ κύριον τὸν θεὸν ἡµῶν πεποίθαµεν,						
Isaiah	36	36	8	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲟⲩⲟϩ ϯⲛⲟⲩ ⲙⲟⲩϫⲧ ⲛⲉⲙ ⲡⲁϭ̅ⲥ̅ ⲡⲟⲩⲣⲟ ⲛ̀ⲧⲉ ⲛⲓⲁⲥⲥⲩⲣⲓⲟⲥ. ⲟⲩⲟϩ ϯⲛⲁϯ ⲛⲱⲧⲉⲛ ⲛ̀ϣⲟ ⲃ̅ ⲛ̀ϩⲑⲟ. ⲓⲥϫⲉ ⲟⲩⲟⲛ ϣ̀ϫⲟⲙ ⲙ̀ⲙⲱⲧⲉⲛ. ⲉ̀ϯϭⲁⲥⲓϩⲑⲟ ⲉ̀ϫⲱⲟⲩ.		yet now make an agreement with my lord the king of the Assyrians, and I will give you two thousand horses, if ye shall be able to set riders upon them.	νῦν µείχθητε τῷ κυρίῳ µου τῷ βασιλεῖ Ἀσσυρίων, καὶ δώσω ὑµῖν δισχιλίαν ἵππον, εἰ δυνήσεσθε δοῦναι ἀναβάτας ἐπ’ αὐτούς.						
Isaiah	36	36	9	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲟⲩⲟϩ ⲡⲱⲥ ⲧⲉⲧⲉⲛⲛⲁϣ̀ϫⲉⲙϫⲟⲙ ⲉ̀ⲧⲁⲥⲑⲟ ⲉ̀ϧⲟⲩⲛ ⲉ̀ϩⲣⲁϥ ⲛ̀ⲟⲩⲧⲟⲡⲁⲣⲭⲏⲥ ⲛ̀ⲟⲩⲱⲧ ⲛ̀ⲧⲉ ⲛⲓⲉⲃⲓⲁⲓⲕ ⲛ̀ⲧⲉ ⲡⲁϭ̅ⲥ̅. ⲛⲏ ⲉⲧⲑⲉⲃⲓⲏⲟⲩⲧ ϩⲁⲛⲃⲱⲕ ⲛⲉ. ⲛⲏ ⲉⲧϩⲑⲏⲟⲩ ⲭⲏ ⲉ̀ⲛⲓⲣⲉⲙⲛⲭⲏⲙⲓ ⲉ̀ⲟⲩϩⲑⲟ ⲛⲉⲙ ⲟⲩϭⲁⲥⲓϩⲑⲟ.		And how can ye then turn to the face of the satraps? They that trust on the Egyptians for horse and rider, are our servants.	καὶ πῶς δύνασθε ἀποστρέψαι εἰς πρόσωπον τοπάρχου ἑνός; οἰκέται εἰσὶν οἱ πεποιθότες ἐπ’ Αἰγυπτίοις εἰς ἵππον καὶ ἀναβάτην.						
Isaiah	36	36	10	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲟⲩⲟϩ ϯⲛⲟⲩ ⲙⲏ ⲁⲧϭⲛⲉ ⲡⲁϭ̅ⲥ̅. ⲁⲛⲓ̀ ⲉ̀ϩⲣⲏⲓ ⲉ̀ϫⲉⲛ ⲧⲁⲓⲃⲁⲕⲓ ⲉ̀ⲃⲱⲧⲥ ⲉ̀ⲣⲟⲥ. ⲡϭ̅ⲥ̅ ⲡⲉⲧⲁϥϫⲟⲥ ⲛⲏⲓ ϫⲉ ⲙⲁϣⲉ ⲛⲁⲕ ⲉ̀ϩⲣⲏⲓ ⲉ̀ϫⲉⲛ ⲡⲁⲓⲕⲁϩⲓ ⲙⲁⲧⲁⲕⲟϥ ⲟⲩⲟϩ ϥⲟⲧϥ ⲉ̀ⲃⲟⲗ.		And now, Have we come up against this land to fight against it without the Lord? The Lord said to me, Go up against this land, and destroy it.	καὶ νῦν µὴ ἄνευ κυρίου ἀνέβηµεν ἐπὶ τὴν χώραν ταύτην πολεµῆσαι αὐτήν;						
Isaiah	36	36	11	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲟⲩⲟϩ ⲡⲉϫⲱⲟⲩ ⲛⲁϥ ⲛ̀ϫⲉ ⲉⲗⲓⲁⲕⲓⲙ. ⲛⲉⲙ ⲥⲟⲙⲛⲁⲥ ⲛⲉⲙ ⲓⲱⲁⲕ. ϫⲉ ⲥⲁϫⲓ ⲛⲉⲙ ⲛⲉⲕⲁⲗⲱⲟⲩⲓ ⲙ̀ⲙⲉⲧⲥⲉⲩⲣⲟⲥ. ⲧⲉⲛⲥⲱⲧⲉⲙ ⲅⲁⲣ ⲁ̀ⲛⲟⲛ ⲟⲩⲟϩ ⲙ̀ⲡⲉⲣⲥⲁϫⲓ ⲛⲉⲙⲁⲛ ⲙ̀ⲙⲉⲧⲓⲟⲩⲇⲁⲓ. ⲟⲩⲟϩ ⲉⲑⲃⲉⲟⲩ ⲕⲥⲁϫⲓ ⲉ̀ⲛⲉⲛⲙⲁϣϫ ⲛ̀ⲛⲓⲣⲱⲙⲓ ⲉⲧϩⲓϫⲉⲛ ⲡⲓⲥⲟⲃⲧ.		Then Eliakim and Somnas and Joach said to him, Speak to thy servants in the Syrian tongue; for we understand it: and speak not to us in the Jewish tongue: and wherefore speakest thou in the ears of the men on the wall?	καὶ εἶπεν πρὸς αὐτὸν Ελιακιµ καὶ Σοµνας καὶ Ιωαχ Λάλησον πρὸς τοὺς παῖδάς σου Συριστί, ἀκούοµεν γὰρ ἡµεῖς, καὶ µὴ λάλει πρὸς ἡµᾶς Ιουδαϊστί· καὶ ἵνα τί λαλεῖς εἰς τὰ ὦτα τῶν ἀνθρώπων τῶν ἐπὶ τῷ τείχει;						
Isaiah	36	36	12	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲡⲉϫⲉ ⲣⲁⲯⲁⲕⲏⲥ ⲛⲱⲟⲩ ϫⲉ ⲉⲧⲁ ⲡⲁϭ̅ⲥ̅. ⲟⲩⲟⲣⲡⲧ ϩⲁ ⲡⲉⲧⲉⲛϭ̅ⲥ̅ ⲉⲓ ϩⲁⲣⲱⲧⲉⲛ ⲉ̀ϫⲉ ⲛⲁⲓⲥⲁϫⲓ ⲛⲱⲧⲉⲛ. ⲛⲏ ⲉⲧⲁϥⲟⲩⲟⲣⲡⲧ ⲁⲛ ⲉ̀ϫⲟⲧⲟⲩ ⲛ̀ⲛⲁⲓⲣⲱⲙⲓ ⲉⲧϩⲓϫⲉⲛ ⲡⲁⲓⲥⲟⲃⲧ. ϩⲟⲡⲱⲥ ⲛ̀ⲧⲟⲩⲟⲩⲱⲙ ϩⲉⲙⲥⲓ. ⲟⲩⲟϩ ⲛ̀ⲧⲟⲩⲥⲉ ⲙⲱⲟⲩ ⲛⲉⲙⲱⲧⲉⲛ ⲉⲩⲥⲟⲡ.		And Rabsaces said to them, Has my lord sent me to your lord or to you, to speak these words? has he not sent me to the men that sit on the wall, that they may eat dung, and drink their water together with you?	καὶ εἶπεν Ραψακης πρὸς αὐτούς Μὴ πρὸς τὸν κύριον ὑµῶν ἢ πρὸς ὑµᾶς ἀπέσταλκέν µε ὁ κύριός µου λαλῆσαι τοὺς λόγους τούτους; οὐχὶ πρὸς τοὺς ἀνθρώπους τοὺς καθηµένους ἐπὶ τῷ τείχει, ἵνα φάγωσιν κόπρον καὶ πίωσιν οὖρον µεθ’ ὑµῶν ἅµα;						
Isaiah	36	36	13	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲟⲩⲟϩ ⲁϥⲟϩⲓ ⲉ̀ⲣⲁⲧϥ ⲛ̀ϫⲉ ⲣⲁⲯⲁⲕⲏⲥ. ⲉϥⲱϣ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲟⲩⲛⲓϣϯ ⲛ̀ⲥⲙⲏ ⲙ̀ⲙⲉⲧⲓⲟⲩⲇⲁⲓ ⲉϥϫⲱ ⲙ̀ⲙⲟⲥ. ϫⲉ ⲥⲱⲧⲉⲙ ⲉ̀ⲛⲓⲥⲁϫⲓ ⲛ̀ⲧⲉ ⲡⲟⲩⲣⲟ. ⲡⲓⲛⲓϣϯ ⲛ̀ⲟⲩⲣⲟ ⲛ̀ⲧⲉ ⲛⲓⲁⲥⲥⲩⲣⲓⲟⲥ.		And Rabsaces stood and cried with a loud voice in the Jewish language, and said, Hear ye the words of the great king, the king of the Assyrians:	καὶ ἔστη Ραψακης καὶ ἐβόησεν φωνῇ µεγάλῃ Ιουδαϊστὶ καὶ εἶπεν Ἀκούσατε τοὺς λόγους τοῦ βασιλέως τοῦ µεγάλου βασιλέως Ἀσσυρίων						
Isaiah	36	36	14	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲛⲁⲓ ⲛⲉ ⲛⲏ ⲉⲧⲉϥϫⲱ ⲙ̀ⲙⲱⲟⲩ ⲛ̀ϫⲉ ⲟⲩⲣⲟ. ϫⲉ ⲙ̀ⲡⲉⲛⲑⲣⲉϥⲉⲣϩⲁⲗ ⲙ̀ⲙⲱⲧⲉⲛ ⲛ̀ϫⲉ ⲉⲍⲉⲕⲓⲁⲥ ϧⲉⲛ ϩⲁⲛⲥⲁϫⲓ. ⲛⲁⲓ ⲉⲧⲉ ⲛ̀ⲥⲉⲛⲁϣ̀ϫⲉⲙϫⲟⲙ ⲁⲛ ⲛ̀ⲛⲁϩⲉⲙ ⲑⲏⲛⲟⲩ.		thus says the king, Let not Ezekias deceive you with words: he will not be able to deliver you.	Τάδε λέγει ὁ βασιλεύς Μὴ ἀπατάτω ὑµᾶς Εζεκιας λόγοις, οἳ οὐ δυνήσονται ῥύσασθαι ὑµᾶς·						
Isaiah	36	36	15	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲟⲩⲟϩ ⲙ̀ⲡⲉⲛⲑⲣⲉϥϫⲟⲥ ⲛⲱⲧⲉⲛ ⲛ̀ϫⲉ ⲉⲍⲉⲕⲓⲁⲥ ϫⲉ ⲫϯ ⲛⲁⲛⲁϩⲉⲙ ⲑⲏⲛⲟⲩ. ⲟⲩⲟϩ ⲛ̀ⲛⲟⲩϯ ⲛ̀ⲧⲁⲓⲃⲁⲕⲓ ⲉ̀ϧⲣⲏⲓ ⲉ̀ⲛⲉⲛϫⲓϫ ⲙ̀ⲡⲟⲩⲣⲟ ⲛ̀ⲛⲓⲁⲥⲥⲩⲣⲓⲟⲥ.		And let not Ezekias say to you, That God will deliver you, and this city will not at all be delivered into the hand of the king of the Assyrians.	καὶ µὴ λεγέτω ὑµῖν Εζεκιας ὅτι Ῥύσεται ὑµᾶς ὁ θεός, καὶ οὐ µὴ παραδοθῇ ἡ πόλις αὕτη ἐν χειρὶ βασιλέως Ἀσσυρίων·						
Isaiah	36	36	16	OT	1. OT	Major Prophets	4. Major Prophets	04. Major Prophets	01. Isaiah	ⲙ̀ⲡⲉⲣⲥⲱⲧⲉⲙ ⲛ̀ⲥⲁ ⲉⲍⲉⲕⲓⲁⲥ. ⲛⲁⲓ ⲛⲉ ⲛⲏ ⲉⲧⲉϥϫⲱ ⲙ̀ⲙⲱⲟⲩ ⲛ̀ϫⲉ ⲡⲟⲩⲣⲟ ⲛ̀ⲛⲓⲁⲥⲥⲩⲣⲓⲟⲥ. ϫⲉ ⲓⲥϫⲉ ⲧⲉⲧⲉⲛⲟⲩⲱϣ ⲉ̀ⲥⲙⲟⲩ ⲉ̀ⲣⲱⲧⲉⲛ. ⲁⲙⲱⲓⲛⲓ ⲉ̀ⲃⲟⲗ ϩⲁⲣⲟⲓ. ⲉⲣⲉ ⲫⲟⲩⲁⲓ ⲫⲟⲩⲁⲓ ⲙ̀ⲙⲱⲧⲉⲛ. ⲟⲩⲱⲙ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲧⲉϥⲃⲱ ⲛ̀ⲁⲗⲟⲗⲓ ⲛⲉⲙ ⲧⲉϥⲃⲱ ⲛ̀ⲕⲉⲛⲧⲉ. ⲟⲩⲟϩ ⲉⲣⲉⲧⲉⲛⲉ̀ⲥⲉ ⲙⲱⲟⲩ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲡⲉⲧⲉⲛⲗⲁⲕⲕⲟⲥ		Hearken not to Ezekias: thus says the king of the Assyrians, If ye wish to be blessed, come out to me: and ye shall eat every one of his vine and his fig-trees, and ye shall drink water out of your own cisterns:	µὴ ἀκούετε Εζεκιου. τάδε λέγει ὁ βασιλεὺς Ἀσσυρίων Εἰ βούλεσθε εὐλογηθῆναι, ἐκπορεύεσθε πρός µε καὶ φάγεσθε ἕκαστος τὴν ἄµπελον αὐτοῦ καὶ τὰς συκᾶς καὶ πίεσθε ὕδωρ τοῦ λάκκου ὑµῶν,						
