book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Amos	7	7	15	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲟⲩⲟϩ ⲁϥⲟⲗⲧ ⲛ̀ϫⲉ ⲡϭ̅ⲥ̅ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲛⲓⲉⲥⲱⲟⲩ ⲟⲩⲟϩ ⲡⲉϫⲉ ⲡϭ̅ⲥ̅ ⲛⲏⲓ ϫⲉ ⲙⲟϣⲓ ⲁⲣⲓⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ ⲉ̀ϫⲉⲛ ⲡⲁⲗⲁⲟⲥ ⲡⲓⲥ̅ⲗ̅		And the Lord took me from the sheep, and the Lord said to me, Go, and prophesy to my people Israel.	καὶ ἀνέλαβέν µε κύριος ἐκ τῶν προβάτων, καὶ εἶπεν κύριος πρός µε Βάδιζε προφήτευσον ἐπὶ τὸν λαόν µου Ισραηλ.						
Amos	7	7	16	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲟⲩⲟϩ ϯⲛⲟⲩ ⲥⲱⲧⲉⲙ ⲉ̀ⲡⲥⲁϫⲓ ⲙ̀ⲡϭ̅ⲥ̅ ⲛ̀ⲑⲟⲕ ⲕϫⲱ ⲙ̀ⲙⲟⲥ ϫⲉ ⲙ̀ⲡⲉⲣⲉⲣⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ ⲉ̀ϫⲉⲛ ⲡⲓⲥ̅ⲗ̅ ⲟⲩⲟϩ ⲛ̀ⲛⲉⲕⲑⲟⲩⲉⲧ ⲙⲏϣ ⲉ̀ϫⲉⲛ ⲡⲏⲓ ⲛⲓⲁⲕⲱⲃ		And now hear the word of the Lord: Thou sayest, Prophesy not to Israel, and raise not a tumult against the house of Jacob.	καὶ νῦν ἄκουε λόγον κυρίου Σὺ λέγεις Μὴ προφήτευε ἐπὶ τὸν Ισραηλ καὶ οὐ µὴ ὀχλαγωγήσῃς ἐπὶ τὸν οἶκον Ιακωβ·						
Amos	7	7	17	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲉⲑⲃⲉ ⲫⲁⲓ ⲛⲁⲓ ⲛⲉ ⲛⲏ ⲉⲧⲁϥϫⲱ ⲙ̀ⲙⲱⲟⲩ ⲛ̀ϫⲉ ⲡϭ̅ⲥ̅ ϫⲉ ⲧⲉⲕⲥϩⲓⲙⲓ ⲛⲁⲉⲣⲡⲟⲣⲛⲉⲩⲓⲛ ϧⲉⲛ ϯⲃⲁⲕⲓ ⲟⲩⲟϩ ⲛⲉⲕϣⲏⲣⲓ ⲛⲉⲙ ⲛⲉⲕϣⲉⲣⲓ ⲉⲩⲉ̀ϩⲉⲓ ⲛ̀ⲧⲥⲏϥⲓ ⲟⲩⲟϩ ⲡⲉⲕⲕⲁϩⲓ ⲉⲩⲉ̀ⲣⲁϣϥ ϧⲉⲛ ⲫⲛⲟϩ ⲟⲩⲟϩ ⲛ̀ⲑⲟⲕ ⲉⲕⲉ̀ⲙⲟⲩ ϧⲉⲛ ⲟⲩⲕⲁϩⲓ ⲉϥϭⲁϧⲉⲙ ⲡⲓⲥ̅ⲗ̅ ⲇⲉ ⲉⲩⲉ̀ⲟⲗϥ ⲛ̀ⲉⲭⲙⲁⲗⲱⲧⲟⲥ ⲉ̀ⲃⲟⲗ ϩⲁ ⲡⲉϥⲕⲁϩⲓ ⲫⲁⲓ ⲡⲉ ⲙ̀ⲫⲣⲏϯ ⲉⲧⲁϥⲧⲁⲙⲟⲓ ⲛ̀ϫⲉ ⲡϭ̅ⲥ̅		Therefore thus saith the Lord; Thy wife shall be a harlot in the city, and thy sons and thy daughters shall fall by the sword, and thy land shall be measured with the line; and thou shalt die in an unclean land; and Israel shall be led captive out of his land. Thus has the Lord God shewed me.	διὰ τοῦτο τάδε λέγει κύριος Ἡ γυνή σου ἐν τῇ πόλει πορνεύσει, καὶ οἱ υἱοί σου καὶ αἱ θυγατέρες σου ἐν ῥοµφαίᾳ πεσοῦνται, καὶ ἡ γῆ σου ἐν σχοινίῳ καταµετρηθήσεται, καὶ σὺ ἐν γῇ ἀκαθάρτῳ τελευτήσεις, ὁ δὲ Ισραηλ αἰχµάλωτος ἀχθήσεται ἀπὸ τῆς γῆς αὐτοῦ.						
Amos	8	8	1	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲟⲩⲟϩ ϩⲏⲡⲡⲉ ⲓⲥ ⲟⲩⲙⲟⲕⲓ ⲛ̀ⲧⲉ ⲟⲩϫⲉⲣⲏϫ		And behold a fowler’s basket.	Οὕτως ἔδειξέν µοι κύριος καὶ ἰδοὺ ἄγγος ἰξευτοῦ.						
Amos	8	8	2	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲟⲩⲟϩ ⲡⲉϫⲁϥ ϫⲉ ⲟⲩ ⲛ̀ⲑⲟⲕ ⲉⲧⲉⲕⲛⲁⲩ ⲉ̀ⲣⲟϥ ⲁⲙⲱⲥ ⲟⲩⲟϩ ⲡⲉϫⲏⲓ ϫⲉ ⲟⲩⲙⲟⲕⲓ ⲛ̀ⲧⲉ ⲟⲩϫⲉⲣⲏϫ ⲟⲩⲟϩ ⲡⲉϫⲉ ⲡϭ̅ⲥ̅ ⲛⲏⲓ ϫⲉ ⲁⲥⲓ̀ ⲛ̀ϫⲉ ϯϧⲁⲉ̀ ⲉ̀ϫⲉⲛ ⲡⲁⲗⲁⲟⲥ ⲡⲓⲥ̅ⲗ̅ ⲛ̀ⲛⲁⲟⲩⲁϩⲧⲟⲧ ϫⲉ ⲉⲥⲉⲛϥ		And he said, What seest thou, Amos? And I said, A fowler’s basket. And the Lord said to me, The end is come upon my people Israel; I will not pass by them any more.	καὶ εἶπεν Τί σὺ βλέπεις, Αµως; καὶ εἶπα Ἄγγος ἰξευτοῦ. καὶ εἶπεν κύριος πρός µε Ἥκει τὸ πέρας ἐπὶ τὸν λαόν µου Ισραηλ, οὐκέτι µὴ προσθῶ τοῦ παρελθεῖν αὐτόν·						
Amos	8	8	3	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲟⲩⲟϩ ⲉⲩⲉ̀ϣⲗⲏⲗⲟⲩⲓ ⲉ̀ⲃⲟⲗ ⲛ̀ϫⲉ ⲛⲓⲥⲉⲛϯ ⲛ̀ⲧⲉ ⲡⲓⲉⲣⲫⲉⲓ ϧⲉⲛ ⲡⲓⲉϩⲟⲟⲩ ⲉⲧⲉⲙ̀ⲙⲁⲩ ⲡⲉϫⲉ ⲡϭ̅ⲥ̅ ⲥⲉⲟϣ ⲛ̀ϫⲉ ⲛⲏ ⲉⲧⲁⲩϩⲉⲓ ϯⲛⲁⲑⲣⲉ ⲟⲩⲭⲁⲣⲱϥ ϣⲱⲡⲓ ϧⲉⲛ ⲙⲁⲓ ⲛⲓⲃⲉⲛ		And the ceilings of the temple shall howl in that day, saith the Lord God: there shall be many a fallen one in every place; I will bring silence upon them.	καὶ ὀλολύξει τὰ φατνώµατα τοῦ ναοῦ· ἐν ἐκείνῃ τῇ ἡµέρᾳ, λέγει κύριος, πολὺς ὁ πεπτωκὼς ἐν παντὶ τόπῳ, ἐπιρρίψω σιωπήν.						
Amos	8	8	4	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲥⲱⲧⲉⲙ ⲉ̀ⲛⲁⲓ ⲛⲏ ⲉⲧϩⲟϫϩⲉϫ ⲛ̀ⲟⲩϩⲏⲕⲓ ⲙ̀ⲫⲛⲁⲩ ⲛ̀ϩⲁⲛⲁⲧⲟⲟⲩⲓ ⲟⲩⲟϩ ⲉⲩϭⲉⲡϫⲱⲣⲓ ⲉ̀ϫⲉⲛ ϩⲁⲛϫⲱⲃ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲡⲕⲁϩⲓ ⲛⲏ ⲉⲧϫⲱ ⲙ̀ⲙⲟⲥ		Hear now this, ye that oppress the poor in the morning, and drive the needy ones by tyranny from the earth,	Ἀκούσατε δὴ ταῦτα, οἱ ἐκτρίβοντες εἰς τὸ πρωὶ πένητα καὶ καταδυναστεύοντες πτωχοὺς ἀπὸ τῆς γῆς,						
Amos	8	8	5	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ϫⲉ ⲁϥⲛⲁⲥⲓⲛⲓ ⲛ̀ⲑⲛⲁⲩ ⲛ̀ϫⲉ ⲡⲓⲁⲃⲟⲧ ⲟⲩⲟϩ ⲛ̀ⲧⲉⲛϯ ⲉ̀ⲃⲟⲗ ⲛⲉⲙ ⲛⲓⲥⲁⲃⲃⲁⲧⲟⲛ ⲟⲩⲟϩ ⲛ̀ⲧⲉⲛⲁⲟⲩⲱⲛ ⲛ̀ⲛⲓⲁϩⲱⲣ ⲉ̀ⲡϫⲓⲛⲑⲁⲙⲓⲟ ⲛ̀ⲟⲩⲕⲟⲩϫⲓ ⲛ̀ϣⲓ ⲛⲉⲙ ⲉ̀ⲑⲣⲉ ⲟⲩⲙⲁϣⲓ ⲉⲣⲛⲓϣϯ ⲛⲉⲙ ⲉ̀ⲑⲁⲙⲓⲟ ⲛ̀ⲟⲩⲙⲁϣⲓ ⲛ̀ϭⲓⲛ̀ϫⲟⲛⲥ		saying, When will the month pass away, and we shall sell, and the sabbath, and we shall open the treasure, to make the measure small, and to enlarge the weight, and make the balance unfair?	οἱ λέγοντες Πότε διελεύσεται ὁ µὴν καὶ ἐµπολήσοµεν καὶ τὰ σάββατα καὶ ἀνοίξοµεν θησαυροὺς τοῦ ποιῆσαι µικρὸν µέτρον καὶ τοῦ µεγαλῦναι στάθµια καὶ ποιῆσαι ζυγὸν ἄδικον						
Amos	8	8	6	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ⲉ̀ⲡϫⲓⲛϫⲫⲟ ⲛ̀ϩⲁⲛϩⲏⲕⲓ ϧⲁ ϩⲁⲧ ⲛⲉⲙ ⲟⲩⲁⲓ ⲉϥⲑⲉⲃⲓⲏⲟⲩⲧ ϧⲁ ϩⲁⲛⲑⲱⲟⲩⲓ ⲟⲩⲟϩ ⲉⲛⲉⲉⲣⲓⲉⲃϣⲱⲧ ϧⲉⲛ ⲟⲩⲧⲁϩ ⲛⲓⲃⲉⲛ		That we may buy the poor for silver, and the needy for shoes; and we will trade in every kind of fruit.	τοῦ κτᾶσθαι ἐν ἀργυρίῳ πτωχοὺς καὶ ταπεινὸν ἀντὶ ὑποδηµάτων καὶ ἀπὸ παντὸς γενήµατος ἐµπορευσόµεθα;						
Amos	8	8	7	OT	1. OT	Minor Prophets	5. Minor Prophets	05. Minor Prophets	02. Amos	ϥⲱⲣⲕ ⲛ̀ϫⲉ ⲡϭ̅ⲥ̅ ⲉ̀ϩⲣⲉⲛ ⲑⲙⲉⲧϭⲁⲥⲓϩⲏⲧ ⲛ̀ⲓⲁⲕⲱⲃ ϫⲉ ⲁⲛ ⲉⲩⲉ̀ⲉⲣⲡⲱⲃϣ ⲛⲛⲉⲧⲉⲛϩⲃⲏⲟⲩⲓ ⲉⲩϭⲣⲟ		The Lord swears against the pride of Jacob, None of your works shall ever be forgotten.	ὀµνύει κύριος καθ’ ὑπερηφανίας Ιακωβ Εἰ ἐπιλησθήσεται εἰς νῖκος πάντα τὰ ἔργα ὑµῶν.						
